rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,Num Cands,Num Seats
50,50,50,2,50,50,50,50,50,50,50,50,50,4,50,1,50,50,50,50,50,50,50,50,13,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
43,44,15,1,3,7,22,26,28,38,31,50,6,23,18,8,39,49,20,40,17,21,46,19,29,41,27,10,12,48,4,32,2,11,37,9,14,25,42,5,33,13,36,24,34,47,45,30,16,35,,
50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,50,50,3,29,19,50,50,50,50,50,50,50,50,50,1,50,50,30,50,50,4,50,50,50,50,50,50,35,50,50,50,50,50,50,50,30,27,50,50,50,50,50,50,9,50,50,50,2,50,,
47,44,39,2,28,7,12,4,16,38,18,37,31,13,21,1,34,40,35,25,3,12,8,10,20,36,33,29,27,45,5,6,50,32,49,9,11,17,42,23,24,43,15,19,30,46,26,41,14,22,,
50,50,50,7,31,32,25,26,40,50,17,50,2,32,6,48,50,12,5,19,23,6,8,21,16,20,50,50,41,50,38,44,3,13,14,50,50,50,50,15,50,24,50,28,50,50,11,15,36,50,,
44,44,46,5,33,39,33,39,12,21,42,33,12,12,45,1,18,39,33,12,3,42,33,39,33,20,35,49,4,13,12,33,47,40,33,33,44,12,33,39,18,48,19,18,12,50,33,12,2,34,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,18,16,11,3,8,34,13,24,7,22,22,2,50,1,17,32,18,30,19,29,10,31,23,28,14,49,50,33,23,27,35,5,12,4,24,34,49,50,26,45,15,50,9,50,50,6,32,50,50,,
43,50,24,15,4,3,12,23,8,46,31,46,10,7,17,6,35,45,36,44,19,14,22,33,41,20,40,13,11,48,5,9,29,32,34,16,38,1,47,21,27,25,49,26,18,28,37,42,2,39,,
50,50,50,4,1,1,50,1,1,50,50,50,50,7,11,1,50,50,10,50,1,2,6,10,10,50,50,50,50,50,3,4,50,10,50,3,50,1,10,10,50,50,10,7,8,50,9,10,2,50,,
50,50,50,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,4,50,50,50,50,50,50,50,1,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,50,50,3,50,2,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,26,27,2,10,4,30,11,23,50,14,50,15,20,6,3,17,50,25,50,12,5,16,18,9,19,10,24,50,29,13,4,22,15,50,24,28,1,50,8,12,50,49,50,6,50,7,27,2,21,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
37,45,41,3,9,8,42,17,11,23,21,38,6,2,12,1,35,34,22,30,26,7,18,5,32,33,13,19,27,48,44,25,49,4,24,15,29,16,40,39,31,50,28,14,47,46,10,36,20,43,,
47,46,16,6,7,2,44,27,25,50,13,48,17,18,23,1,38,49,33,45,22,10,30,31,39,24,20,21,11,43,8,3,19,29,26,9,40,12,34,15,28,36,37,32,5,42,14,41,4,35,,
25,14,15,1,6,12,38,39,21,25,40,45,10,25,3,41,25,25,16,22,25,8,11,18,17,25,47,49,25,46,50,23,2,5,7,20,43,48,25,25,25,25,37,42,9,44,4,19,13,25,,
50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,50,11,9,13,3,50,50,50,50,15,50,6,50,1,50,50,50,50,50,50,5,50,7,50,50,50,50,50,50,12,50,2,14,4,8,50,50,50,50,50,50,50,50,50,50,10,50,50,50,,
50,50,50,6,11,8,50,7,10,50,18,50,15,3,50,1,50,50,19,50,50,4,50,50,50,50,12,50,17,50,14,9,50,50,50,13,50,5,50,50,50,50,50,16,50,50,50,50,2,50,,
35,44,20,5,11,12,48,30,13,23,3,39,1,31,2,4,34,47,33,38,6,17,8,29,27,32,10,50,26,42,40,28,9,16,19,7,37,22,43,14,15,25,49,24,36,45,18,41,21,46,,
49,48,22,2,17,8,38,9,36,44,18,37,3,11,7,1,35,31,30,45,40,4,19,25,46,27,26,32,16,29,12,6,10,20,24,13,50,5,41,15,33,28,34,23,42,39,21,47,14,43,,
16,40,25,6,20,2,30,22,23,13,12,28,4,44,1,42,35,49,27,15,5,10,33,8,19,24,50,37,14,48,7,36,3,45,9,18,38,29,39,17,43,11,46,31,32,47,21,26,34,41,,
41,47,43,4,12,1,34,39,10,39,9,38,3,19,13,2,24,44,16,45,17,17,43,6,26,19,11,28,32,46,5,7,32,23,50,22,20,5,49,15,40,39,41,18,32,48,15,45,7,40,,
4,50,50,3,50,50,50,50,50,50,50,50,1,50,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,4,50,50,50,50,50,4,50,7,50,50,3,50,50,50,,
43,38,35,18,5,1,44,15,24,40,22,30,4,39,7,28,37,36,31,23,12,10,19,14,32,29,25,9,27,49,3,2,8,34,11,17,41,13,46,6,42,20,45,16,48,50,26,33,21,47,,
50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,,
24,29,25,2,35,2,38,16,33,36,11,39,9,3,14,1,37,34,10,50,27,5,8,12,21,30,25,16,14,41,15,3,48,23,50,22,50,3,26,4,31,50,46,43,17,50,19,10,2,32,,
50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,6,50,50,50,50,50,50,4,50,50,50,2,50,,
49,50,25,7,5,28,32,20,16,39,4,42,22,1,21,2,13,30,36,15,47,19,24,10,33,38,11,9,48,43,6,23,26,17,12,18,14,3,40,31,29,37,44,35,45,41,34,27,8,46,,
43,31,25,16,8,5,35,13,24,44,12,30,1,46,9,20,34,27,42,37,17,3,14,26,45,38,18,11,36,49,2,19,4,28,15,21,48,6,40,7,41,23,47,29,39,50,22,33,10,32,,
39,31,44,4,14,3,36,34,5,33,41,37,16,7,12,1,38,43,21,32,22,18,29,6,23,25,13,27,11,49,9,10,50,24,48,8,28,2,30,17,40,42,46,15,26,47,20,45,19,35,,
50,46,25,8,8,7,22,41,15,40,23,16,13,10,4,1,50,50,5,41,23,3,26,15,27,25,28,35,6,43,50,16,24,44,50,27,42,25,38,44,31,39,47,35,2,29,20,34,8,25,,
50,50,26,13,9,6,30,15,17,36,27,28,1,32,4,31,34,50,50,24,20,12,50,18,38,33,7,10,50,50,5,14,3,29,2,16,41,19,37,21,50,22,43,8,50,50,23,50,25,50,,
48,43,4,5,5,3,47,20,31,50,7,50,5,31,2,1,37,50,35,50,43,4,12,32,40,15,20,50,22,50,7,26,5,23,45,7,50,50,49,6,34,38,50,18,19,50,18,38,38,35,,
50,50,50,11,2,4,50,50,3,50,50,50,12,5,14,1,50,50,23,50,50,6,50,20,23,50,19,19,50,50,11,16,16,14,50,24,21,50,50,9,50,50,50,10,50,50,50,50,50,50,,
18,43,15,4,13,9,19,24,30,32,5,36,7,27,1,20,35,49,23,40,29,10,21,8,26,37,48,47,17,41,50,22,2,6,11,3,45,44,34,33,28,16,46,14,25,42,12,38,31,39,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
28,30,32,7,18,11,24,34,16,31,25,49,13,44,19,1,12,50,43,37,14,5,41,23,17,20,21,6,26,45,2,40,36,27,39,10,22,8,48,3,33,29,4,35,38,46,15,42,9,47,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
35,41,14,3,12,8,22,21,26,34,25,45,10,11,9,4,37,47,30,42,18,1,31,2,38,24,49,50,27,43,29,5,15,6,19,7,48,28,46,16,36,20,39,32,23,44,13,40,17,33,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,50,50,3,50,2,50,6,50,50,50,50,5,50,5,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,4,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
7,32,36,4,18,16,44,12,5,35,26,37,2,33,24,29,38,39,42,19,11,31,8,30,34,6,13,14,22,49,28,25,9,1,23,3,43,27,47,15,46,17,48,20,40,50,10,45,21,41,,
48,48,48,2,48,5,48,45,48,48,48,48,49,37,48,1,48,48,47,48,43,48,48,41,40,48,48,48,36,48,48,38,48,48,48,44,50,4,48,42,48,48,48,46,6,48,48,48,3,39,,
35,34,17,5,8,1,47,14,12,36,2,38,3,42,24,27,33,43,44,46,13,29,26,21,31,28,23,22,37,48,15,6,25,40,4,20,50,11,39,9,32,16,49,10,30,45,7,19,47,41,,
50,5,49,1,50,2,50,50,50,50,46,50,50,6,25,7,50,50,47,50,50,14,50,50,2,50,1,50,10,50,16,3,50,2,50,10,50,50,50,50,4,50,45,50,50,50,50,50,12,50,,
50,49,49,4,24,10,49,21,7,50,19,49,35,5,20,1,49,45,6,49,8,3,48,23,49,49,14,26,9,49,18,11,43,44,50,46,22,16,49,25,47,50,30,30,48,49,49,49,2,48,,
41,45,24,3,11,2,29,13,10,47,9,25,22,7,12,1,26,46,21,49,27,5,20,16,32,43,28,15,30,38,14,4,34,17,48,23,18,6,44,19,42,50,33,37,39,40,35,31,8,36,,
31,27,9,4,11,12,35,50,15,23,16,50,3,18,1,20,50,50,19,50,33,10,50,5,30,24,50,50,32,50,22,14,8,6,2,7,50,50,34,25,50,17,49,21,26,50,13,28,19,29,,
29,30,21,8,3,5,45,49,6,34,15,20,10,2,12,1,47,50,24,23,35,13,38,41,27,39,11,43,16,46,31,26,18,7,14,33,22,19,48,9,36,25,32,28,17,44,37,40,4,42,,
37,14,38,10,7,11,44,43,12,24,28,27,3,25,4,19,39,50,29,18,1,6,13,22,21,20,30,47,36,49,31,23,5,8,2,15,35,26,40,33,32,16,45,17,46,48,9,41,34,42,,
7,8,17,4,5,13,38,43,11,15,35,42,19,14,1,40,20,44,10,16,12,41,21,32,28,18,24,23,48,50,29,36,2,9,30,6,45,39,46,25,37,22,47,34,26,49,3,27,31,33,,
