rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,Num Cands,Num Seats
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
11,19,7,23,15,6,12,26,17,20,25,24,8,14,1,18,2,22,5,10,9,4,3,21,13,16,,
12,4,11,13,8,13,14,24,21,9,15,26,20,22,5,19,1,18,3,10,7,17,2,25,6,16,,
17,17,6,6,21,23,26,17,4,17,17,21,4,4,4,17,17,22,21,26,17,7,17,21,17,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,2,26,1,26,26,26,26,26,26,26,26,26,,
16,8,4,6,17,9,21,24,19,13,23,26,7,14,3,1,2,22,11,10,15,5,12,25,20,18,,
21,3,21,21,21,21,21,25,26,21,21,22,21,21,1,2,3,21,21,21,21,21,4,24,21,23,,
8,3,25,25,4,26,4,9,26,25,6,26,4,26,1,2,1,4,1,1,10,2,1,6,5,24,,
23,4,5,5,17,10,19,25,16,11,22,17,5,26,1,5,2,17,12,21,15,5,3,18,24,20,,
21,21,4,3,21,24,24,21,25,21,21,21,2,26,1,5,21,21,21,24,21,21,21,21,21,24,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,,
17,9,14,8,6,13,22,25,18,12,16,23,7,21,3,5,1,24,2,11,4,10,2,15,19,20,,
23,16,9,11,25,25,25,26,20,21,25,25,12,13,1,17,10,25,25,22,18,15,14,24,19,25,,
26,26,26,26,26,26,26,26,26,26,26,26,26,1,2,26,26,26,26,26,26,26,26,26,26,26,,
14,7,6,2,21,10,16,26,26,9,19,20,8,23,1,13,5,15,3,11,18,12,4,22,26,17,,
15,7,4,12,19,9,22,26,16,13,17,23,3,25,1,6,2,21,10,11,14,5,8,20,18,24,,
14,1,7,10,12,4,23,26,24,19,13,25,8,15,6,17,5,16,2,21,11,9,2,18,20,22,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,,
25,25,2,25,5,25,25,25,25,25,25,25,3,26,1,25,1,25,4,25,25,25,1,25,25,25,,
20,15,8,9,14,6,19,26,24,10,21,22,7,25,4,1,12,18,3,5,13,11,2,23,16,17,,
26,9,5,26,26,10,26,26,26,26,26,26,4,26,7,26,1,8,3,26,26,6,2,26,26,26,,
26,26,4,7,26,26,26,26,26,26,26,26,26,26,26,26,1,26,2,6,26,5,3,26,26,26,,
12,2,7,5,22,6,22,26,23,19,20,23,8,26,1,9,3,21,4,23,11,10,18,23,26,22,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
19,18,12,11,21,5,20,24,25,13,15,23,9,26,1,10,17,6,2,4,8,14,3,7,16,22,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,,
14,4,5,10,19,8,21,26,24,11,16,22,6,17,2,12,1,15,9,13,18,7,3,25,23,20,,
12,13,5,3,19,22,24,15,11,7,14,21,2,23,1,9,6,20,17,26,16,4,13,18,8,25,,
6,5,5,5,12,2,15,26,26,5,11,26,5,14,1,9,4,13,2,8,7,5,2,10,26,26,,
26,26,3,5,26,26,26,26,26,26,26,26,4,1,2,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
17,9,6,11,18,8,25,26,23,12,13,22,5,21,1,16,2,19,4,7,10,15,3,14,24,20,,
5,1,3,7,15,18,12,26,26,8,9,26,17,20,2,6,13,19,10,16,14,4,11,26,26,26,,
22,6,5,10,13,19,20,26,8,7,17,18,3,2,1,15,24,25,23,21,9,11,16,12,14,4,,
15,6,5,9,17,10,19,25,23,13,12,21,7,26,4,20,1,14,2,18,11,8,3,16,24,22,,
24,11,6,8,14,13,24,25,18,15,25,24,10,19,1,7,2,16,3,3,12,9,3,17,26,24,,
1,1,9,10,16,17,18,24,25,11,20,15,8,26,1,13,1,1,1,19,22,12,1,23,14,21,,
26,13,7,4,26,26,26,26,4,6,13,26,5,4,4,13,13,26,26,1,14,13,26,26,13,26,,
12,10,14,25,17,7,3,11,18,20,22,15,21,26,2,23,1,8,5,6,9,13,4,16,19,24,,
12,6,3,2,25,7,25,25,26,17,17,25,14,10,1,8,11,9,4,15,13,17,5,18,17,25,,
9,5,11,12,4,1,10,25,12,10,13,18,6,16,3,15,1,17,1,3,8,7,2,24,14,19,,
13,3,6,7,15,8,21,26,23,14,20,25,9,18,1,12,4,19,5,16,11,10,2,17,22,24,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
19,2,3,10,15,12,13,26,14,20,18,23,11,24,1,22,4,21,6,9,8,5,7,17,25,16,,
22,14,8,10,11,5,21,26,12,13,18,25,9,17,1,20,2,24,4,6,16,7,3,23,19,15,,
26,26,26,26,26,26,26,26,26,26,26,26,2,3,1,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,2,26,26,,
23,11,3,9,14,19,19,26,22,9,13,25,5,9,1,21,2,20,7,19,19,4,6,15,12,24,,
21,2,2,6,16,5,25,26,5,15,25,25,2,5,1,12,1,20,5,25,17,10,5,19,18,14,,
16,9,3,2,15,10,14,26,22,4,21,20,13,23,1,12,5,18,6,8,17,11,7,25,20,24,,
26,26,6,26,26,26,26,26,26,4,25,26,5,1,2,26,3,26,26,26,26,26,26,26,26,26,,
26,17,3,4,13,26,26,14,6,10,18,26,5,2,1,11,8,25,7,19,26,15,9,16,12,24,,
12,5,6,9,15,11,16,25,20,14,21,23,4,7,1,8,2,18,3,13,24,19,10,25,17,22,,
12,5,26,26,9,26,8,26,26,26,26,26,26,2,1,26,4,26,7,11,26,26,6,26,3,10,,
12,1,7,15,19,13,22,25,11,10,17,21,8,26,3,14,2,16,5,18,9,6,4,20,23,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,26,,
20,11,6,4,22,16,9,25,7,12,17,26,2,23,1,3,8,13,14,19,10,5,15,24,21,18,,
22,12,4,23,11,22,22,22,10,24,9,22,5,26,3,8,1,22,2,22,22,6,7,25,12,22,,
26,1,4,7,26,26,26,26,26,26,26,26,5,26,3,26,2,26,6,26,10,8,9,26,26,26,,
7,8,4,12,16,15,14,22,25,11,19,26,9,13,5,18,1,23,2,21,6,17,3,10,20,24,,
26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2,26,26,26,26,26,3,26,26,26,,
11,3,8,7,13,6,19,26,20,14,12,26,10,26,1,26,2,16,4,15,26,9,5,18,26,17,,
21,10,3,4,14,21,22,21,7,9,21,26,7,23,5,2,1,24,15,12,21,11,8,25,13,21,,
15,17,23,12,5,18,20,26,8,11,10,25,9,7,4,14,1,19,2,16,22,21,3,6,13,24,,
26,26,2,2,2,26,26,26,26,2,26,26,2,26,1,26,1,26,1,26,26,26,1,3,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,3,3,26,26,26,26,26,26,26,26,3,1,2,3,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
17,3,8,13,14,12,22,26,19,10,20,24,7,1,2,15,4,18,6,11,16,9,5,25,21,23,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
16,25,7,9,15,5,19,25,11,10,17,25,8,13,2,20,1,14,4,6,18,12,3,21,26,22,,
14,13,4,5,21,12,17,25,19,8,26,23,3,15,1,7,2,22,9,11,16,6,10,20,18,24,,
13,26,3,26,11,26,10,26,8,5,26,26,2,4,1,1,1,26,1,6,26,26,7,26,26,25,,
5,11,3,6,19,16,20,26,22,9,23,25,2,12,1,18,10,21,4,17,15,8,14,7,13,24,,
11,2,4,16,10,13,18,26,14,8,12,19,7,15,1,1,2,17,3,9,6,5,3,26,21,20,,
26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,,
19,26,3,5,26,26,26,21,25,6,24,26,4,26,2,8,12,26,26,26,22,7,11,26,9,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
16,12,6,7,13,18,15,26,10,8,21,20,5,19,4,11,1,14,3,17,22,9,2,25,23,24,,
25,12,4,4,22,9,23,26,21,22,26,25,4,2,1,11,13,26,8,6,26,4,7,22,12,24,,
4,1,1,2,16,4,6,26,11,3,23,26,1,11,1,2,1,17,1,5,4,1,1,25,24,17,,
17,13,2,4,15,19,18,25,12,6,16,21,5,3,1,10,9,20,23,22,26,7,11,14,8,24,,
17,2,5,15,8,18,16,23,14,7,12,20,6,11,1,13,3,21,4,10,3,9,4,23,22,19,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,1,2,2,22,25,25,26,5,15,26,26,2,26,1,26,1,25,10,26,26,26,3,25,24,26,,
16,2,5,10,18,21,17,26,8,10,22,24,4,9,3,1,11,20,13,12,19,6,16,25,16,23,,
15,13,8,5,14,21,20,26,25,11,17,18,3,9,2,10,1,19,6,22,24,7,4,12,16,23,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
16,1,5,9,19,20,21,26,25,10,13,22,3,7,4,24,2,20,16,21,11,8,6,18,12,23,,
26,26,2,5,26,26,26,26,26,4,26,26,3,6,1,26,26,26,26,26,26,26,26,26,26,26,,
5,9,13,25,10,11,25,25,16,25,25,25,4,26,3,12,1,6,2,14,25,8,7,15,25,25,,
26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
25,4,14,15,7,10,6,26,24,20,5,11,16,22,13,23,3,18,2,9,1,17,8,19,12,21,,
26,8,4,5,14,10,25,26,7,16,26,26,3,2,1,13,9,16,10,10,26,7,10,25,16,25,,
14,14,14,14,22,22,26,22,14,14,14,22,14,14,14,14,14,23,22,26,16,14,15,22,14,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,,
25,25,25,25,25,25,25,25,25,25,25,25,25,26,1,25,2,25,4,5,25,25,3,25,25,25,,
26,26,26,26,26,26,26,26,26,26,26,26,3,1,2,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
14,1,4,8,18,12,19,26,25,17,20,21,3,23,2,9,6,13,10,16,11,7,5,15,24,22,,
26,26,3,26,26,26,26,26,26,26,26,26,26,2,2,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,,
26,26,2,3,10,26,26,11,26,4,26,26,6,26,1,7,8,26,9,26,26,5,8,26,26,26,,
26,8,3,5,16,14,19,25,22,11,13,23,2,6,1,10,7,24,9,18,17,12,4,15,20,21,,
13,1,2,10,19,12,20,26,17,11,21,24,8,16,3,18,4,15,5,7,14,9,6,25,23,22,,
26,26,21,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
15,2,9,12,13,6,17,26,24,8,18,23,11,22,1,14,1,19,2,16,7,10,2,26,20,21,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
24,9,4,5,10,24,24,26,24,24,24,24,2,25,1,24,6,24,24,24,3,8,7,24,24,24,,
17,2,4,9,12,26,16,26,26,14,26,26,8,5,3,10,1,26,7,13,15,11,6,26,18,26,,
16,3,5,9,16,8,16,16,16,13,16,16,14,26,1,15,2,12,6,7,11,10,4,16,16,16,,
23,12,10,9,11,8,17,26,21,16,22,19,4,1,3,2,6,20,15,13,25,5,14,18,24,7,,
26,12,8,5,25,13,18,17,11,6,15,14,7,2,4,1,3,16,20,21,22,10,9,24,19,23,,
26,26,3,5,13,14,26,26,12,6,26,26,4,2,1,15,8,26,10,16,26,7,9,11,26,26,,
13,25,3,5,14,25,25,26,12,8,25,25,4,6,1,10,2,25,25,25,11,7,9,25,15,25,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
15,2,6,7,16,14,24,26,10,12,17,19,5,11,1,9,3,24,4,18,25,13,8,22,20,21,,
26,12,4,5,26,26,26,26,7,6,11,26,3,1,2,26,10,26,26,26,26,8,26,26,9,26,,
26,26,26,7,6,26,26,26,26,26,26,26,3,26,1,5,2,26,4,26,26,26,26,26,26,8,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
25,10,3,6,19,20,15,22,9,8,23,17,4,1,5,2,11,24,13,18,26,7,12,14,21,16,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,,
26,14,7,3,13,12,26,26,15,10,26,26,8,16,6,11,1,26,4,5,26,9,2,26,17,26,,
15,12,4,6,11,22,26,17,24,10,10,22,6,2,3,7,8,22,16,23,13,1,15,22,18,25,,
26,26,6,3,26,26,26,26,7,6,26,26,6,2,1,26,26,26,26,26,26,26,26,26,26,26,,
25,25,25,25,26,25,25,25,25,25,25,25,1,25,25,25,2,25,25,25,25,25,25,25,25,25,,
17,1,1,1,13,10,19,26,25,16,21,22,1,24,1,18,1,15,1,14,11,1,1,12,23,20,,
26,26,2,26,26,26,26,26,26,26,26,26,26,26,1,3,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,18,26,26,26,26,26,26,26,26,26,26,26,,
25,25,24,25,25,25,25,25,25,25,25,25,1,26,2,25,4,25,25,5,3,25,25,25,25,25,,
19,5,14,7,6,15,16,25,25,8,18,20,9,26,3,11,1,25,2,17,12,10,4,13,25,25,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
11,1,6,8,18,13,19,25,10,15,16,22,7,26,3,24,2,12,5,14,17,9,4,21,23,20,,
15,11,5,9,24,20,18,26,10,7,19,25,6,22,4,17,1,14,2,13,12,8,2,21,16,23,,
13,3,6,7,20,22,21,26,24,8,15,25,10,12,1,9,2,20,4,16,17,11,4,14,18,23,,
26,5,1,6,26,6,26,26,2,4,26,26,5,26,3,26,4,26,26,26,26,7,26,26,26,26,,
11,4,5,5,25,11,10,25,16,5,9,25,16,21,3,2,1,14,11,15,25,5,11,17,25,25,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
20,3,4,10,17,5,18,26,13,9,15,16,11,24,1,12,2,19,6,23,22,8,7,25,14,21,,
15,1,5,4,16,10,18,22,17,6,20,25,12,26,3,14,2,19,8,11,13,9,7,21,23,24,,
12,13,3,7,20,16,23,26,18,10,25,24,1,5,4,2,8,17,9,15,11,6,14,11,21,19,,
18,15,7,4,17,19,23,26,6,9,14,25,3,8,1,5,2,21,12,16,22,10,11,20,13,24,,
17,13,7,6,15,14,19,25,26,11,16,24,5,4,1,3,2,22,10,12,23,8,9,18,21,20,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
13,12,3,7,22,16,17,26,8,9,11,14,4,1,2,5,20,23,18,15,25,6,21,24,19,10,,
8,5,13,11,10,17,18,24,14,7,23,19,12,15,1,2,3,16,4,9,6,21,4,24,20,22,,
26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
8,6,12,4,20,23,24,11,5,13,15,18,2,10,1,16,17,22,19,25,9,3,14,21,7,26,,
5,1,3,3,6,2,10,26,26,5,8,26,2,26,1,1,1,6,1,6,26,3,1,7,26,7,,
10,16,5,7,17,26,20,26,25,8,17,24,6,4,1,14,2,22,3,13,17,11,2,21,15,23,,
26,8,2,4,26,26,15,26,14,6,26,26,3,5,1,14,7,26,10,26,26,14,9,26,14,26,,
26,2,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
21,2,9,6,11,22,13,16,23,8,18,17,5,26,3,14,1,19,2,15,10,7,4,12,20,25,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,1,1,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,3,26,26,26,26,26,1,2,26,26,26,26,26,26,26,26,26,26,26,,
4,3,5,3,3,6,17,26,16,6,18,24,2,26,1,2,1,22,1,1,23,5,1,19,18,25,,
26,2,4,5,9,26,12,26,13,6,15,26,3,10,1,11,7,26,26,26,26,14,8,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
