rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,Num Cands,Num Seats
6,12,5,18,20,3,21,8,2,17,15,14,1,4,19,10,11,16,7,13,9,,
8,20,20,20,6,2,21,5,1,20,20,20,4,9,7,20,20,20,20,20,3,,
5,15,6,7,15,3,19,15,2,15,18,17,4,15,15,21,15,16,20,1,15,,
21,21,21,1,21,4,21,2,5,21,21,6,3,21,21,21,21,7,21,21,21,,
6,15,11,4,7,2,21,18,1,10,13,16,8,5,17,14,20,19,9,12,3,,
4,8,3,19,14,1,11,6,5,17,21,9,2,18,12,16,20,13,7,10,15,,
2,21,21,21,21,1,3,1,1,21,21,21,1,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,1,21,21,,
4,14,15,21,21,2,21,6,1,18,9,13,5,2,17,19,19,10,18,2,15,,
9,10,21,21,21,13,14,2,1,21,21,21,6,7,12,11,4,3,8,5,21,,
5,15,19,20,21,2,19,12,1,10,19,8,3,9,11,19,6,14,13,4,7,,
4,15,7,10,16,2,21,6,1,13,11,18,3,12,20,14,19,17,5,9,8,,
8,21,10,21,21,6,11,4,2,21,21,21,1,5,21,7,21,9,21,21,3,,
7,7,1,20,19,14,21,6,3,18,11,13,4,8,15,12,10,2,17,9,16,,
4,21,5,21,21,3,14,6,1,21,12,21,2,10,13,9,21,21,7,11,8,,
9,7,11,1,4,3,21,13,5,20,19,10,2,15,12,8,18,17,6,14,16,,
17,13,7,20,21,14,18,3,9,16,2,19,11,5,15,12,10,8,1,6,4,,
19,8,9,14,3,13,21,10,11,15,7,2,18,4,20,16,12,5,1,6,17,,
5,14,4,20,19,12,21,9,1,10,8,18,6,7,17,13,11,16,2,3,15,,
13,4,20,9,11,8,21,1,3,17,18,10,2,12,15,19,14,5,7,6,16,,
6,18,4,9,21,5,10,13,3,12,7,2,1,16,8,3,15,7,21,11,17,,
5,17,6,8,16,9,21,13,2,11,7,18,3,14,12,10,19,4,15,1,20,,
2,21,21,21,21,1,5,21,3,21,21,21,21,21,21,21,21,4,21,21,21,,
4,7,10,20,18,1,21,5,2,9,17,12,3,11,19,8,15,13,16,14,6,,
21,21,21,21,2,1,21,21,1,21,21,2,21,21,21,21,21,21,2,21,2,,
6,21,11,21,21,2,14,5,1,21,12,21,4,10,7,13,3,21,8,15,21,,
16,18,9,21,20,8,19,6,10,4,16,1,5,16,7,11,16,3,17,16,2,,
12,21,5,7,10,13,17,16,14,19,1,11,15,6,8,20,9,18,2,3,4,,
1,20,20,11,10,6,21,3,13,20,12,20,5,9,20,2,9,4,7,20,20,,
19,16,7,21,14,2,11,8,1,10,20,12,4,13,5,15,6,18,17,9,3,,
1,3,2,3,21,3,18,2,2,21,2,1,2,2,1,21,2,1,21,1,3,,
1,1,21,1,2,1,21,3,1,21,21,2,1,1,21,3,21,3,1,1,2,,
10,13,8,20,21,4,18,6,1,11,14,15,2,3,12,17,7,9,19,5,16,,
12,13,10,20,21,17,19,14,18,11,15,4,16,6,5,7,3,9,2,8,1,,
7,4,21,21,5,3,21,21,1,21,21,6,8,21,9,14,21,2,21,21,21,,
13,6,10,1,5,8,21,11,12,15,20,14,4,16,18,2,19,3,9,7,17,,
21,21,1,3,21,4,21,21,21,21,21,21,21,21,21,3,2,21,21,21,21,,
4,15,10,13,16,3,20,12,2,19,6,17,11,7,5,18,8,14,1,9,21,,
5,11,2,7,15,9,21,3,4,18,8,17,13,19,1,16,14,12,20,10,6,,
9,20,13,4,16,18,21,11,10,19,3,14,12,6,7,5,17,8,2,15,1,,
21,21,21,21,21,21,21,2,3,21,21,1,21,21,21,21,21,21,21,21,21,,
6,12,1,17,13,5,21,2,20,18,19,17,3,7,17,8,17,9,11,4,10,,
19,19,19,21,20,19,19,4,2,19,19,19,3,19,19,19,19,5,19,1,19,,
20,20,20,10,11,12,20,3,2,20,20,21,7,4,5,20,8,9,1,20,6,,
21,21,21,21,21,21,21,21,2,21,21,21,21,21,21,21,21,1,21,2,21,,
5,8,6,21,21,7,13,12,2,21,9,21,1,21,21,11,21,4,21,3,10,,
4,7,19,9,19,4,20,19,1,19,1,21,1,19,19,19,19,6,9,8,19,,
10,6,16,19,5,3,21,7,2,13,17,15,8,9,12,20,18,4,11,14,1,,
2,21,7,21,21,3,8,4,5,21,21,21,6,21,21,21,21,21,1,21,21,,
1,10,10,10,10,1,15,1,1,10,10,10,1,10,10,10,10,10,21,10,10,,
8,7,6,20,10,1,21,9,3,5,12,17,11,14,18,16,15,1,13,4,19,,
21,21,21,21,21,3,21,21,4,21,2,21,21,1,21,21,21,21,21,21,5,,
16,21,10,21,21,7,17,9,14,15,3,21,12,11,13,5,8,2,6,1,4,,
5,18,3,20,19,8,16,4,2,9,6,14,1,15,17,7,12,13,21,10,11,,
6,14,7,20,21,4,11,16,1,11,13,18,3,17,8,2,15,14,19,11,5,,
14,12,5,19,18,16,20,13,2,6,9,21,11,10,8,7,4,3,1,17,15,,
5,15,10,21,20,4,18,6,2,15,17,11,3,15,12,6,8,16,9,19,1,,
21,21,1,1,21,21,21,1,21,21,21,21,1,21,21,21,21,1,21,21,21,,
5,20,20,21,20,4,19,4,3,20,20,20,1,20,20,2,20,20,20,20,5,,
4,16,8,14,17,3,21,5,1,20,11,9,2,18,7,19,10,12,15,6,13,,
21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,,
21,18,7,21,21,4,21,4,2,20,14,8,3,21,21,14,15,21,6,1,12,,
11,20,8,21,20,10,13,12,4,20,20,20,11,20,20,12,12,12,1,2,1,,
9,1,10,1,1,17,19,13,4,14,20,21,18,16,5,11,15,6,8,12,7,,
5,14,2,21,17,4,20,6,1,8,18,19,3,7,13,11,10,9,16,15,12,,
1,2,2,4,4,1,20,1,1,3,2,4,1,2,2,3,2,2,21,1,2,,
12,5,21,3,2,12,20,12,12,12,18,21,12,21,19,19,19,18,1,4,21,,
1,3,1,21,21,1,21,1,1,21,21,3,1,4,3,2,4,4,3,21,2,,
6,21,7,21,21,3,21,21,1,21,21,21,5,21,21,21,21,21,2,21,4,,
9,14,12,13,4,3,21,6,1,10,18,8,2,19,15,11,20,5,7,16,17,,
21,21,21,21,21,21,21,21,1,12,21,21,4,21,21,21,21,21,1,21,10,,
11,19,7,1,13,4,21,10,6,20,15,8,2,12,16,9,14,3,5,18,17,,
3,21,21,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,,
21,21,21,21,21,21,21,21,4,21,21,21,21,21,21,3,21,21,1,21,2,,
21,21,21,1,21,2,21,21,21,21,21,3,21,21,21,21,21,21,21,21,21,,
1,19,18,9,14,2,20,16,4,5,7,13,3,10,14,11,8,17,12,21,15,,
21,21,21,21,21,21,5,21,4,21,21,21,3,21,21,2,21,21,1,21,21,,
4,2,21,21,21,4,5,4,1,1,21,21,4,4,21,3,21,21,21,21,1,,
12,8,14,18,6,5,21,16,1,11,4,10,7,17,20,19,15,13,2,3,9,,
5,12,10,20,18,2,21,1,3,15,17,11,4,14,13,16,6,9,19,7,8,,
6,15,11,21,18,2,20,3,1,17,12,19,5,13,8,14,7,10,16,9,4,,
7,12,16,19,18,4,21,5,1,13,17,3,10,8,6,20,11,14,15,2,9,,
10,21,1,4,21,5,21,9,3,21,21,6,5,21,21,2,21,11,21,8,7,,
7,17,13,6,11,1,10,5,2,21,20,4,3,8,18,14,15,19,12,16,9,,
5,3,5,21,21,3,21,5,1,21,5,21,3,5,5,5,5,21,4,21,2,,
2,21,2,21,21,3,10,9,1,21,4,5,1,21,21,21,5,5,11,2,4,,
21,21,15,1,2,5,3,20,21,7,19,9,16,10,8,17,14,18,6,21,4,,
6,16,14,8,21,5,18,2,15,21,3,9,7,10,13,17,11,4,21,1,12,,
5,6,9,17,19,4,21,13,2,20,13,18,3,15,13,8,14,1,16,10,7,,
17,12,6,20,19,5,18,11,4,13,16,21,3,9,2,14,7,8,1,10,15,,
17,17,17,21,20,2,19,3,1,17,17,4,17,17,17,18,17,5,17,6,7,,
13,16,10,11,17,2,21,15,1,4,12,20,3,9,7,8,19,14,6,5,18,,
2,19,6,20,18,3,17,5,1,14,12,8,9,13,11,15,16,7,21,10,4,,
13,19,4,17,6,9,8,7,1,21,14,18,2,5,10,11,16,20,3,15,12,,
9,7,10,10,10,10,21,6,4,10,3,9,5,9,10,8,10,2,10,1,8,,
16,5,3,20,21,4,19,17,3,11,8,20,4,10,13,12,18,15,14,6,9,,
