rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,Num Cands,Num Seats
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,16,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,8,105,1,105,105,105,105,105,20,105,105,105,105,105,105,9,105,105,11,105,10,105,105,105,105,105,105,105,105,105,105,105,105,7,105,105,105,105,105,105,105,4,105,105,105,105,105,105,105,105,3,105,3,,
24,105,12,14,105,105,105,8,29,105,18,105,25,33,26,16,105,105,5,105,9,105,38,105,36,105,50,105,43,105,32,105,105,105,49,105,105,31,105,105,105,30,40,105,105,51,78,105,105,44,105,41,1,35,105,6,105,17,105,105,105,105,105,15,105,105,50,10,21,105,22,105,27,34,45,105,13,105,3,20,42,105,2,105,47,7,105,105,39,11,105,105,46,105,28,23,105,105,19,105,48,51,4,105,37,,
105,1,105,105,105,105,1,105,105,105,105,1,105,105,105,105,105,105,1,105,105,105,105,105,105,1,105,105,1,105,105,105,1,105,105,105,105,105,105,1,1,105,105,105,1,105,1,1,1,1,1,105,105,105,105,105,105,105,1,105,105,105,105,1,105,105,1,1,1,1,1,105,105,105,1,105,1,105,105,105,105,105,105,1,105,105,1,1,105,105,105,105,105,105,1,105,105,105,1,105,105,105,1,105,105,,
103,103,100,103,103,103,103,103,103,103,2,103,103,10,103,8,103,3,103,103,103,103,103,4,103,103,95,103,103,103,103,103,99,103,103,103,103,103,103,101,11,103,103,103,103,103,103,102,105,103,103,103,1,98,103,12,103,103,103,103,103,104,103,103,103,103,103,103,7,103,103,103,14,103,103,103,103,103,103,15,103,103,103,103,103,10,96,103,103,103,103,103,103,103,13,103,103,103,97,103,6,103,103,5,9,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,8,105,105,105,105,105,105,5,105,4,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,1,105,6,105,105,105,105,,
23,105,105,105,105,105,105,105,105,14,105,105,105,105,105,10,105,105,105,105,105,105,105,105,105,14,105,105,105,105,105,105,105,105,27,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,8,105,105,105,5,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,17,105,105,23,105,105,105,105,6,105,8,105,105,105,2,,
105,105,6,105,105,105,105,105,105,105,105,105,105,2,105,105,9,105,11,105,105,105,5,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,8,4,105,105,105,105,105,105,10,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,12,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,7,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
Skipped,Skipped,5,Skipped,70,Skipped,Skipped,Skipped,Skipped,Skipped,95,Skipped,Skipped,70,97,Skipped,Skipped,Skipped,Skipped,10,90,Skipped,102,20,50,35,105,60,95,Skipped,Skipped,20,100,60,70,30,30,Skipped,Skipped,30,40,Skipped,35,105,2,105,43,100,50,Skipped,Skipped,Skipped,25,40,15,12,55,105,Skipped,Skipped,29,Skipped,Skipped,70,Skipped,60,60,20,Skipped,2,25,80,40,3,Skipped,Skipped,Skipped,40,60,100,Skipped,Skipped,40,16,90,9,3,Skipped,80,Skipped,Skipped,Skipped,Skipped,105,90,14,3,Skipped,25,4,8,90,Skipped,Skipped,8,,
81,70,83,92,87,86,93,93,93,88,77,3,88,93,93,93,Skipped,93,93,93,93,9,93,5,105,93,84,90,84,76,79,73,80,87,105,93,93,90,93,7,78,93,93,93,93,105,4,5,82,82,93,93,93,82,105,93,105,93,93,10,93,93,91,15,91,80,92,93,85,93,105,7,80,78,93,77,13,93,93,93,93,94,105,93,74,1,93,93,93,93,93,79,93,93,93,105,93,Skipped,2,75,1,93,89,Skipped,93,,
Skipped,39,29,45,Skipped,Skipped,Skipped,105,Skipped,Skipped,105,10,105,3,Skipped,105,105,45,30,35,Skipped,45,23,1,22,105,14,Skipped,9,105,25,Skipped,105,Skipped,105,28,105,45,Skipped,105,2,105,Skipped,105,6,Skipped,38,39,Skipped,Skipped,Skipped,Skipped,40,Skipped,15,33,45,Skipped,21,Skipped,105,105,31,17,105,6,11,Skipped,Skipped,12,8,37,Skipped,25,36,105,Skipped,Skipped,Skipped,25,105,27,16,18,Skipped,4,32,Skipped,Skipped,105,Skipped,Skipped,Skipped,13,Skipped,19,105,Skipped,26,Skipped,Skipped,39,105,34,7,,
54,64,14,77,94,85,62,24,102,15,98,1,34,18,73,67,79,91,56,43,49,44,30,9,26,75,82,86,19,61,45,89,78,70,92,55,66,47,104,58,39,32,84,52,17,93,10,53,20,59,96,63,68,38,60,7,103,33,3,37,41,101,97,2,29,46,31,28,36,27,81,51,40,71,5,95,36,99,50,25,72,12,83,22,48,4,42,21,100,80,90,88,57,69,13,76,6,74,23,87,11,35,8,65,16,,
105,37,10,52,14,105,38,105,105,52,43,48,37,11,73,105,15,52,105,21,73,105,43,6,37,11,105,73,105,73,17,73,105,105,48,105,73,73,37,9,1,22,105,73,105,73,7,37,105,37,105,105,37,53,105,37,105,105,56,44,73,25,105,52,43,16,105,13,23,5,105,73,73,105,105,48,19,48,73,37,105,74,43,73,73,27,105,24,73,105,26,73,20,12,105,26,15,105,3,49,5,73,39,105,18,,
105,105,14,105,105,105,105,105,105,17,105,3,105,16,105,105,105,105,30,105,105,23,31,7,33,105,105,105,8,105,105,105,105,105,105,105,105,105,105,4,1,105,105,105,24,105,5,6,105,105,105,105,9,105,105,29,105,105,10,105,105,105,105,11,105,13,105,18,105,19,105,105,105,105,15,105,26,105,25,105,105,105,12,105,105,27,105,22,105,105,105,105,105,105,20,105,105,105,2,105,32,105,105,21,28,,
105,105,11,105,105,105,105,105,105,8,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,10,105,105,105,105,105,105,105,105,5,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,13,105,105,105,105,105,105,105,105,105,105,7,105,105,105,105,105,105,105,105,105,105,105,105,9,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,4,105,105,105,3,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,21,105,105,9,105,26,105,105,105,105,105,105,105,28,18,105,105,23,25,37,16,2,105,12,30,105,5,105,105,11,13,31,105,32,105,105,6,105,105,105,105,105,105,7,22,10,105,24,105,105,35,1,105,105,105,20,105,105,24,8,105,105,29,105,105,105,105,17,105,105,105,105,105,105,105,105,105,105,105,105,105,105,15,3,105,105,105,105,3,19,14,105,105,105,105,,
105,105,4,105,105,105,105,105,105,105,105,11,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,63,105,105,105,105,105,1,105,105,105,105,105,105,79,10,105,64,105,105,7,105,105,83,105,105,105,105,2,105,105,1,105,81,105,105,50,3,105,105,105,81,105,105,105,105,18,105,105,105,105,105,105,71,73,105,105,105,105,105,105,2,105,105,105,105,78,30,2,105,105,47,105,,
Skipped,Skipped,7,Skipped,Skipped,Skipped,12,Skipped,Skipped,5,Skipped,12,Skipped,Skipped,Skipped,Skipped,105,Skipped,Skipped,8,4,Skipped,Skipped,Skipped,12,7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,1,2,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,12,14,Skipped,Skipped,Skipped,12,Skipped,Skipped,12,6,8,Skipped,Skipped,11,Skipped,Skipped,12,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,1,Skipped,13,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,7,Skipped,2,Skipped,Skipped,,
67,46,104,105,90,105,97,105,42,105,85,105,77,37,105,105,83,59,105,60,63,70,105,88,89,105,105,105,88,84,105,94,80,98,93,99,97,105,72,105,105,3,105,105,87,48,105,105,91,105,95,66,105,105,81,71,61,40,105,1,105,54,64,86,78,4,69,105,105,105,105,105,65,105,78,105,105,105,87,105,73,105,38,105,105,103,82,62,105,105,105,68,105,105,105,92,2,42,105,58,105,105,105,105,96,,
78,105,7,Skipped,105,105,105,105,105,105,75,19,5,40,105,94,105,Skipped,Skipped,105,35,105,105,1,Skipped,Skipped,105,Skipped,6,Skipped,Skipped,Skipped,105,105,105,80,Skipped,Skipped,105,105,2,105,105,105,105,105,4,43,105,105,Skipped,Skipped,74,105,105,3,105,105,9,105,105,Skipped,Skipped,25,105,105,105,105,105,105,Skipped,100,105,Skipped,87,Skipped,Skipped,105,105,105,105,70,Skipped,Skipped,Skipped,105,105,105,105,105,105,Skipped,Skipped,81,81,105,Skipped,Skipped,39,Skipped,11,105,Skipped,105,84,,
15,42,44,93,63,39,10,104,90,14,26,20,96,66,77,47,94,46,37,24,89,69,12,13,87,21,70,23,64,99,43,55,59,67,45,61,72,7,100,34,30,48,60,74,62,83,3,35,29,56,102,95,51,88,84,1,81,50,2,82,27,80,75,16,52,54,58,6,41,38,36,33,103,40,9,79,5,85,57,92,73,4,18,32,65,8,98,19,49,76,86,28,91,97,22,71,101,99,17,25,6,53,11,31,68,,
105,105,8,29,105,105,105,105,105,15,105,7,105,18,105,105,105,105,105,11,105,105,105,28,22,105,105,105,24,105,25,105,105,105,105,105,105,105,105,4,5,105,34,105,105,105,1,30,19,105,105,105,9,105,32,105,105,105,6,105,105,105,105,105,105,16,105,20,105,17,105,33,23,35,13,105,23,105,27,36,105,105,26,43,105,21,105,3,10,105,105,105,105,14,42,105,105,105,2,105,12,105,23,23,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,3,105,105,105,105,,
105,105,21,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,16,105,24,105,105,11,105,7,5,105,105,105,105,20,105,105,23,105,105,105,105,105,19,105,8,105,105,20,12,105,105,105,105,9,15,11,105,105,4,105,13,105,105,6,105,105,14,105,40,5,105,105,18,9,105,105,105,105,105,6,105,25,105,25,105,13,33,13,105,105,105,105,105,105,9,4,4,105,105,105,105,24,105,105,105,,
105,7,Skipped,Skipped,105,Skipped,26,Skipped,Skipped,11,Skipped,2,Skipped,Skipped,105,Skipped,105,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,9,27,Skipped,Skipped,Skipped,29,Skipped,18,Skipped,23,Skipped,Skipped,Skipped,Skipped,28,Skipped,Skipped,Skipped,Skipped,22,105,105,15,12,6,Skipped,Skipped,Skipped,Skipped,Skipped,21,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,4,24,Skipped,20,Skipped,16,Skipped,Skipped,Skipped,Skipped,Skipped,19,105,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,10,Skipped,1,105,Skipped,Skipped,Skipped,Skipped,13,Skipped,14,Skipped,Skipped,17,Skipped,Skipped,25,Skipped,Skipped,Skipped,,
105,14,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,4,105,105,105,105,105,105,105,105,105,105,105,105,10,105,105,105,5,105,11,105,105,105,1,8,13,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,7,6,105,105,105,105,105,105,105,105,105,105,9,105,105,105,105,105,12,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,,
105,105,28,105,105,105,105,105,105,105,68,105,105,1,105,105,52,105,33,105,8,105,39,2,105,105,105,105,3,105,105,105,105,105,54,105,105,103,17,18,26,105,14,41,105,105,105,99,19,105,105,105,102,105,105,7,105,34,105,105,105,105,105,105,10,20,105,6,5,16,105,105,105,105,89,105,9,105,91,95,105,105,105,105,105,4,55,105,105,105,105,105,105,59,105,105,105,105,80,105,105,105,13,105,15,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,9,105,105,6,105,105,105,105,105,105,105,105,105,5,105,105,105,105,105,105,105,105,105,105,105,7,105,105,105,105,105,105,5,105,8,,
80,90,7,70,9,75,75,100,15,50,70,100,90,25,90,30,1,20,70,30,95,100,20,2,70,50,100,101,19,40,60,80,80,100,104,30,85,85,100,5,8,100,99,90,30,103,3,50,100,50,90,100,6,100,45,12,90,95,100,95,25,100,70,100,95,20,105,20,86,20,90,40,90,16,40,102,13,90,20,100,40,100,14,100,85,18,15,11,50,90,100,105,30,15,35,25,25,85,4,99,3,90,17,55,10,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
Skipped,Skipped,23,Skipped,Skipped,Skipped,Skipped,29,46,Skipped,47,19,20,27,Skipped,Skipped,Skipped,22,Skipped,23,Skipped,Skipped,30,12,15,Skipped,Skipped,Skipped,50,Skipped,38,31,43,74,Skipped,45,32,Skipped,Skipped,26,9,Skipped,23,Skipped,52,Skipped,14,18,39,Skipped,Skipped,Skipped,30,Skipped,20,8,Skipped,Skipped,Skipped,Skipped,22,27,Skipped,33,Skipped,17,20,Skipped,Skipped,29,45,Skipped,25,29,14,Skipped,16,Skipped,30,50,Skipped,23,Skipped,60,Skipped,17,75,Skipped,Skipped,Skipped,Skipped,Skipped,52,22,Skipped,20,Skipped,Skipped,13,Skipped,16,37,16,14,9,,
105,105,13,5,105,105,105,14,105,25,105,105,13,18,25,25,105,105,105,12,10,105,105,2,8,105,105,105,105,105,30,105,105,105,105,105,105,105,105,17,9,105,15,105,105,105,13,17,105,105,105,105,14,105,17,1,105,105,105,105,16,105,105,105,30,105,105,6,105,18,105,105,105,105,13,105,8,105,30,105,105,105,12,105,25,3,105,105,105,16,105,105,105,13,105,105,105,105,4,105,6,105,7,105,11,,
105,105,14,16,105,105,105,1,105,105,105,4,105,105,105,105,105,105,Skipped,105,105,105,105,19,31,Skipped,105,105,30,105,105,105,105,105,105,29,105,105,105,105,8,105,105,105,9,105,105,105,18,105,105,105,15,105,105,11,105,Skipped,105,105,105,105,105,2,105,7,20,17,22,105,12,105,105,6,23,105,105,105,25,105,105,13,105,10,105,5,105,105,105,105,105,Skipped,105,105,105,21,105,105,28,Skipped,105,Skipped,3,105,24,,
