rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,Num Cands,Num Seats
7,11,1,15,4,10,9,13,16,14,8,12,17,2,6,5,3,,
17,17,1,2,17,17,4,11,12,10,9,4,17,10,5,10,6,,
10,17,11,1,12,17,4,9,17,3,7,8,17,17,5,6,2,,
17,17,1,17,17,2,17,17,8,6,17,5,7,17,3,17,4,,
15,17,7,2,9,16,2,14,7,3,12,1,5,15,4,8,6,,
15,17,3,4,10,16,11,13,8,1,14,9,7,12,6,5,2,,
11,17,8,2,10,12,7,3,5,16,13,9,4,1,15,14,6,,
8,10,4,14,17,13,5,9,15,12,1,2,16,7,3,6,11,,
17,8,2,1,17,17,17,17,17,6,17,9,1,1,5,17,17,,
14,15,6,3,11,12,17,5,8,2,16,9,4,13,1,10,7,,
9,17,8,1,7,17,13,2,1,11,5,4,1,3,10,15,12,,
11,17,1,2,17,17,4,10,5,8,17,3,6,12,17,7,9,,
6,4,1,2,13,9,16,14,15,3,11,5,10,17,8,12,7,,
17,17,17,1,6,17,6,17,3,17,16,2,4,17,5,17,17,,
10,17,2,6,7,17,17,11,12,4,9,1,17,5,17,8,3,,
9,7,1,15,13,11,17,12,16,6,10,2,14,4,5,3,8,,
11,17,7,1,14,9,15,16,8,6,10,5,2,13,13,4,3,,
13,8,2,9,11,16,10,15,6,7,14,3,17,12,5,4,1,,
16,17,2,9,14,4,8,13,15,11,6,5,12,1,7,3,10,,
14,17,4,3,9,15,7,5,1,11,13,6,2,8,16,10,12,,
5,7,1,6,6,2,8,4,17,5,3,3,17,5,5,3,3,,
13,8,3,4,10,12,14,5,6,9,15,7,2,16,11,17,1,,
13,17,5,1,10,4,15,7,14,8,16,6,3,11,9,12,2,,
6,13,4,10,8,14,17,12,16,2,3,6,15,9,1,7,11,,
3,8,1,3,2,5,3,4,4,3,2,3,2,5,2,4,2,,
13,12,6,1,9,15,3,16,14,4,8,5,10,17,11,7,2,,
9,5,2,9,9,1,15,6,16,9,8,9,17,3,9,7,4,,
13,16,10,7,16,12,5,11,3,8,14,1,2,17,6,9,4,,
5,7,1,15,14,11,13,3,16,8,12,2,17,9,6,10,4,,
11,16,1,11,15,2,14,5,11,11,12,13,11,11,4,17,3,,
12,17,1,8,10,1,14,5,9,6,17,2,7,13,11,17,1,,
12,17,1,3,15,6,10,4,14,13,16,8,7,2,9,11,5,,
17,17,1,3,17,17,17,17,17,17,17,6,5,17,4,17,2,,
8,17,2,3,10,11,6,16,5,9,4,1,10,16,7,16,16,,
17,17,2,16,17,17,17,14,17,13,17,1,15,17,17,17,17,,
14,15,1,12,9,13,17,5,11,8,7,2,10,3,6,4,16,,
12,17,8,5,13,9,10,17,7,3,11,1,6,17,4,17,2,,
10,12,1,15,16,7,3,8,9,5,17,2,6,13,11,4,14,,
15,16,1,8,5,13,9,4,11,15,12,2,10,7,6,15,3,,
13,16,1,6,12,11,15,4,10,7,14,2,8,9,5,17,3,,
8,17,1,17,17,2,9,17,10,17,11,3,6,8,5,4,7,,
17,17,1,17,17,3,17,2,17,17,17,17,17,17,17,17,1,,
11,15,2,10,17,9,4,16,3,6,14,5,8,1,7,13,12,,
5,10,4,1,5,10,10,10,3,2,2,2,3,3,4,3,3,,
12,17,1,8,15,14,10,4,10,6,11,5,9,7,3,11,2,,
11,15,1,2,13,10,17,16,4,7,12,5,3,9,14,8,6,,
9,17,7,12,6,16,11,2,3,4,8,5,10,15,14,13,1,,
17,17,9,1,6,3,5,17,8,4,17,17,7,17,10,17,2,,
4,9,1,7,17,17,4,8,2,5,17,4,6,17,17,4,3,,
17,17,1,5,17,4,17,3,6,17,17,17,17,2,17,17,17,,
16,17,3,10,13,12,5,14,9,1,15,8,2,11,7,6,4,,
10,17,3,3,5,3,13,17,17,2,5,11,7,16,2,2,1,,
12,13,9,2,14,9,17,15,3,1,9,9,4,14,5,7,6,,
12,17,3,1,11,4,6,2,14,10,13,5,8,16,9,15,7,,
9,13,1,4,14,2,15,11,17,12,7,3,17,10,6,8,5,,
17,17,1,17,17,17,4,17,17,17,17,5,2,3,17,17,17,,
17,17,3,1,17,17,17,17,17,17,17,6,17,2,5,7,4,,
13,17,9,1,7,10,12,15,6,5,14,3,2,16,8,11,4,,
15,17,2,4,8,16,15,9,15,15,15,1,3,15,5,6,7,,
11,5,17,17,1,17,17,9,8,7,10,3,6,17,12,2,4,,
17,17,2,9,17,8,17,11,6,4,17,5,7,17,3,10,1,,
5,7,1,1,6,6,6,5,6,2,5,4,5,4,3,4,2,,
14,16,1,2,15,4,17,8,5,9,12,13,6,10,11,7,3,,
17,16,1,14,2,6,12,8,11,9,13,3,5,15,10,4,7,,
11,14,3,17,12,8,13,4,15,10,6,1,16,5,9,2,7,,
17,17,1,17,17,17,17,17,3,17,6,5,17,17,2,17,4,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
5,17,2,1,17,17,17,17,17,7,17,6,3,7,17,4,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
10,12,3,17,6,2,13,16,1,15,14,8,5,9,11,4,7,,
17,8,3,1,10,17,9,17,5,6,17,2,4,17,17,17,7,,
9,17,2,1,12,10,11,13,8,4,15,3,6,16,5,14,7,,
17,17,1,5,3,17,17,1,17,17,7,5,10,17,17,17,1,,
13,16,2,1,8,17,15,14,5,3,4,11,7,6,12,10,9,,
15,17,1,13,9,11,7,6,5,4,16,2,10,12,8,14,3,,
9,17,1,2,15,16,8,5,6,12,15,7,10,13,3,11,4,,
7,17,2,1,13,11,6,12,8,5,9,4,16,15,14,10,3,,
10,16,2,4,9,13,15,11,12,8,17,5,1,7,6,14,3,,
16,11,2,3,10,15,17,7,13,12,5,6,14,4,9,8,1,,
17,17,17,1,17,5,17,17,17,2,17,6,17,4,2,17,3,,
11,14,1,13,15,4,10,2,17,5,12,6,16,3,7,9,8,,
10,14,1,7,13,11,9,6,15,12,17,5,17,8,3,2,4,,
17,17,2,5,17,11,6,10,3,7,17,9,1,12,10,8,4,,
12,13,1,2,11,6,17,3,16,4,14,10,15,9,8,5,7,,
11,15,1,14,8,12,3,16,13,2,7,10,17,6,5,9,4,,
7,15,1,10,13,3,9,8,16,12,14,2,17,5,4,11,6,,
15,17,6,1,9,11,14,5,11,16,13,8,4,3,12,7,2,,
8,7,4,3,12,15,17,16,10,1,11,6,14,2,5,13,9,,
12,17,5,15,1,8,7,9,16,10,11,4,14,3,2,13,6,,
14,17,6,4,8,11,13,5,1,7,15,9,2,16,10,12,3,,
10,16,1,9,12,11,6,15,13,7,17,2,5,8,4,14,3,,
12,16,1,3,9,14,10,17,8,4,6,2,7,15,13,11,5,,
17,17,2,1,10,8,17,4,17,7,9,3,17,17,17,6,5,,
6,17,7,8,4,17,17,17,9,2,5,1,5,17,10,6,3,,
13,3,2,6,8,4,15,11,17,10,12,7,16,14,9,5,1,,
17,17,17,1,17,17,17,17,17,3,17,17,17,17,17,17,2,,
11,14,1,6,15,13,4,5,17,10,7,3,8,12,16,9,2,,
17,17,1,7,17,2,17,17,6,8,17,5,3,17,17,4,9,,
17,17,7,5,17,17,17,17,6,17,17,17,10,16,17,17,17,,
