rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,Num Cands,Num Seats
19,8,14,24,21,22,21,15,16,18,12,11,25,7,17,2,23,26,4,6,5,13,10,3,9,1,,
2,2,3,3,2,2,2,2,2,3,2,3,2,2,2,2,1,3,2,2,2,2,2,2,2,2,,
6,2,18,26,5,19,21,17,11,23,11,15,24,1,20,4,22,25,3,7,8,11,13,12,14,16,,
26,26,26,26,26,26,4,1,26,26,26,26,26,26,26,3,26,26,2,26,26,26,26,26,26,26,,
1,5,26,26,6,26,26,26,26,26,26,26,26,26,26,2,26,26,3,4,26,26,26,26,26,26,,
2,9,25,25,6,10,5,2,1,24,25,26,25,7,8,25,25,26,6,4,4,25,26,1,26,26,,
14,10,18,13,16,15,4,22,2,5,23,3,23,16,15,24,21,9,14,18,12,15,16,22,22,15,,
26,26,26,26,26,26,26,3,26,26,26,26,4,26,9,26,26,5,26,6,2,26,8,10,7,1,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,,
12,7,8,9,2,17,14,21,16,26,23,20,19,11,26,4,13,26,3,15,18,22,5,10,6,1,,
26,26,26,26,26,26,26,2,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,,
20,7,21,21,3,22,15,12,17,26,18,11,14,5,19,4,16,13,6,21,10,23,9,1,8,2,,
21,26,26,23,26,26,26,2,22,25,26,2,26,26,24,26,26,26,26,26,20,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,,
22,10,3,26,4,18,2,13,8,24,15,14,21,7,23,1,6,19,9,18,5,15,16,21,12,25,,
26,26,26,26,26,26,8,7,26,4,26,1,2,26,26,26,26,3,26,26,5,26,26,26,26,26,,
15,2,12,13,16,18,7,19,6,23,17,10,21,5,14,3,8,22,1,9,20,11,25,26,24,4,,
16,10,13,19,4,24,21,20,8,6,3,23,25,5,7,12,22,26,2,11,18,17,14,1,15,9,,
1,5,11,23,4,18,19,14,12,24,8,22,26,7,17,6,20,25,3,9,13,10,16,2,15,21,,
11,10,12,15,20,22,21,16,18,25,7,24,1,19,15,8,14,26,9,3,23,6,2,17,4,13,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,,
3,5,15,17,1,15,12,16,16,2,10,9,14,5,13,7,15,14,8,15,16,11,15,16,6,15,,
9,10,5,18,11,26,21,16,20,19,13,25,23,12,17,1,22,24,2,4,15,14,8,3,7,6,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,,
5,11,4,9,6,10,20,12,23,17,13,26,25,7,22,2,21,24,3,8,14,15,19,1,18,16,,
10,4,1,15,15,13,20,8,5,12,15,21,24,6,16,2,20,24,3,7,11,9,20,25,20,26,,
6,9,5,15,13,20,22,1,8,10,2,16,21,3,11,14,24,25,4,6,17,12,19,26,7,23,,
2,26,26,9,12,26,26,13,3,26,26,26,26,10,26,5,26,26,14,26,6,11,8,1,7,4,,
26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
2,10,15,8,11,23,23,12,3,23,4,26,24,9,7,13,23,25,5,23,11,14,23,1,23,23,,
19,3,10,19,8,19,23,5,12,22,6,16,26,4,15,1,26,26,2,9,11,7,13,18,14,17,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
26,26,26,26,26,26,5,10,26,11,26,4,7,26,26,26,6,8,26,26,9,1,3,26,2,26,,
2,3,8,21,7,13,19,9,4,26,10,20,11,1,16,12,25,15,6,22,5,24,14,17,23,18,,
10,19,19,19,7,19,20,3,8,11,19,6,26,12,26,1,26,26,2,19,4,13,19,26,9,5,,
26,26,26,26,26,26,26,26,26,1,26,26,26,26,2,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,,
