rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,Num Cands,Num Seats
12,2,14,18,13,3,15,5,10,20,7,4,11,17,6,22,9,19,1,16,8,21,,Unknown
12,15,6,14,7,8,10,5,20,14,9,11,16,12,1,21,13,3,4,18,2,17,,Unknown
22,22,22,22,2,22,22,22,22,22,22,22,22,22,1,22,22,22,4,22,3,22,,Unknown
1,3,15,19,4,7,18,5,8,9,22,14,10,21,2,17,16,13,6,19,12,11,,Unknown
22,22,7,9,3,10,22,1,22,6,8,22,3,22,11,22,12,22,2,12,2,22,,Unknown
22,22,6,22,22,3,22,22,22,22,22,1,22,22,22,22,2,5,4,22,22,22,,Unknown
6,14,5,22,3,4,20,7,13,16,15,10,11,17,9,19,12,8,1,21,2,18,,Unknown
22,9,22,22,22,6,11,7,8,22,22,10,22,22,4,22,1,2,3,22,5,22,,Unknown
22,22,22,22,22,22,22,1,22,22,22,22,22,22,3,22,22,4,22,22,2,22,,Unknown
13,11,8,22,7,1,20,6,9,12,17,16,4,19,2,18,3,14,5,21,15,10,,Unknown
22,22,4,3,22,22,22,22,22,22,6,22,22,22,1,22,22,2,22,22,7,4,,Unknown
10,15,3,22,16,21,18,5,6,4,12,7,11,20,17,14,13,19,1,8,2,9,,Unknown
8,14,5,21,17,4,19,2,9,3,22,15,16,14,1,15,20,7,15,15,6,18,,Unknown
18,2,4,15,9,12,10,19,22,16,8,17,3,14,6,21,7,1,13,20,5,11,,Unknown
11,13,6,19,16,14,22,1,9,10,7,8,5,15,2,20,18,12,3,21,4,17,,Unknown
22,22,22,22,1,1,22,22,22,22,22,22,22,22,1,22,22,22,22,22,1,22,,Unknown
22,22,5,22,22,22,22,22,22,22,22,22,6,22,3,22,1,2,4,22,22,22,,Unknown
16,15,6,13,14,10,2,9,12,1,7,17,19,20,3,22,11,5,18,21,4,8,,Unknown
17,5,13,17,21,7,18,4,13,22,19,13,13,14,2,13,20,1,3,15,6,17,,Unknown
22,22,1,22,3,22,6,9,22,2,22,22,22,22,4,22,22,7,8,22,5,22,,Unknown
4,22,22,22,7,22,22,6,22,3,22,22,2,5,22,22,22,22,22,22,1,22,,Unknown
8,17,4,22,6,5,10,7,9,17,19,6,14,16,1,20,15,4,2,11,3,14,,Unknown
12,6,7,20,13,16,8,3,11,21,22,17,10,18,9,19,2,1,5,15,4,14,,Unknown
21,21,8,21,1,4,21,6,21,21,21,22,21,2,21,21,21,5,7,21,1,21,,Unknown
20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,21,20,20,2,20,19,22,,Unknown
8,22,6,10,3,12,15,2,11,7,1,20,9,17,4,18,19,14,5,16,13,21,,Unknown
5,12,9,18,3,22,14,6,7,10,20,15,11,13,4,21,19,2,8,16,1,17,,Unknown
7,19,6,18,14,22,11,2,5,13,4,20,9,16,10,12,8,13,1,17,3,15,,Unknown
4,22,10,20,3,21,19,7,16,8,9,11,5,15,1,18,17,14,6,13,2,12,,Unknown
2,15,4,19,11,10,22,14,16,8,17,20,6,21,7,18,5,1,9,13,3,12,,Unknown
1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,Unknown
5,8,2,11,5,4,15,3,6,7,7,12,4,13,3,14,3,1,2,9,4,10,,Unknown
22,22,22,4,22,22,22,2,22,22,22,3,22,22,1,22,5,22,22,22,22,22,,Unknown
22,3,22,5,22,1,22,4,22,22,22,22,22,22,2,22,22,22,12,22,22,22,,Unknown
14,4,1,12,22,9,22,2,22,13,7,11,8,22,3,15,15,10,5,22,6,22,,Unknown
22,6,20,22,22,22,22,5,4,22,2,22,1,22,3,22,22,21,22,22,2,22,,Unknown
12,18,6,22,4,19,8,2,1,5,20,21,3,14,11,16,10,7,9,17,13,15,,Unknown
8,12,4,20,19,21,22,2,9,7,17,14,3,18,11,15,13,5,6,10,1,16,,Unknown
10,22,22,22,2,7,22,4,22,22,22,9,22,22,5,22,22,8,3,6,1,22,,Unknown
22,22,22,22,22,22,22,22,22,22,22,22,2,22,4,22,3,1,22,22,22,22,,Unknown
13,17,4,22,7,20,10,2,1,9,19,18,15,6,21,12,16,8,6,14,3,11,,Unknown
8,21,19,12,7,6,10,15,9,11,3,4,18,13,5,17,16,20,1,14,2,22,,Unknown
17,4,11,7,6,8,9,18,19,14,3,12,13,15,10,22,16,2,5,20,1,21,,Unknown
9,22,22,22,22,22,22,1,8,22,22,4,6,7,2,22,22,22,3,22,5,22,,Unknown
3,12,20,14,7,8,22,18,9,19,16,21,17,10,1,15,6,4,5,11,2,13,,Unknown
22,22,22,11,22,2,22,22,13,22,22,22,22,22,10,22,22,8,4,22,22,22,,Unknown
6,11,1,22,4,22,15,3,22,10,14,22,8,22,7,21,22,2,9,13,5,12,,Unknown
1,11,4,12,7,21,17,2,14,13,22,16,5,15,10,19,6,3,9,18,8,20,,Unknown
22,5,22,1,22,22,22,22,22,6,2,22,4,22,3,22,22,22,5,22,22,22,,Unknown
3,3,3,5,2,1,3,4,4,3,3,5,3,5,1,5,2,2,3,5,1,5,,Unknown
12,4,11,16,10,1,18,2,6,14,17,8,13,19,5,20,9,15,7,21,3,22,,Unknown
1,13,15,16,7,6,2,10,20,3,4,22,8,14,12,9,21,17,5,18,19,11,,Unknown
22,22,6,22,5,3,22,2,4,22,22,5,22,22,1,22,1,22,2,22,3,22,,Unknown
22,22,22,22,22,22,22,22,22,1,2,22,22,22,3,22,22,22,22,22,22,22,,Unknown
1,22,22,22,22,22,22,3,22,22,22,22,4,22,2,22,22,22,22,22,22,22,,Unknown
18,9,1,13,10,6,16,7,20,22,3,15,14,21,12,19,5,2,11,8,4,17,,Unknown
7,20,7,21,6,14,17,4,9,16,10,13,3,11,1,19,15,2,8,18,5,12,,Unknown
17,5,9,21,6,18,22,15,11,14,4,10,12,16,1,20,2,7,8,13,3,19,,Unknown
