rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,Num Cands,Num Seats
30,30,12,10,6,30,30,30,3,16,1,30,30,30,30,30,30,30,30,2,30,7,30,30,30,14,30,30,4,13,,
29,22,11,27,1,3,29,18,15,10,7,20,5,19,21,26,16,12,25,2,13,4,24,14,6,8,17,23,9,30,,
19,20,20,29,2,3,23,24,28,26,23,20,6,20,20,20,21,19,20,27,19,6,20,19,4,22,1,20,25,30,,
28,20,22,21,13,26,27,6,14,29,11,10,4,3,2,24,9,20,23,12,7,1,25,20,20,5,8,20,15,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2,,
30,5,30,30,4,30,3,30,30,1,30,30,6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7,30,2,,
9,3,23,27,11,4,11,8,21,2,28,13,5,5,19,21,26,25,1,13,25,11,13,13,13,20,29,7,30,18,,
29,15,16,24,1,25,30,8,13,20,12,4,10,23,9,19,2,11,28,14,17,7,27,6,22,18,3,26,5,21,,
25,24,6,13,1,4,18,25,14,20,29,5,9,3,18,18,27,22,15,8,26,10,19,2,11,7,28,30,12,21,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
18,27,25,19,3,5,28,2,15,9,16,13,10,12,24,11,22,23,30,14,21,4,26,1,11,8,17,29,20,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
22,29,9,25,7,4,26,1,12,30,19,6,11,5,2,3,17,21,28,15,20,14,24,16,13,8,18,23,10,27,,
29,30,30,28,1,30,30,30,30,4,5,5,8,30,30,30,7,16,30,27,18,12,30,30,2,3,6,25,21,30,,
30,29,1,1,1,30,29,1,1,1,1,1,1,1,1,1,1,1,29,1,1,1,29,1,1,1,1,29,1,29,,
23,20,12,25,2,1,30,25,12,10,7,12,4,25,25,25,7,12,20,3,12,4,12,12,4,12,7,20,11,23,,
27,19,21,13,1,17,26,Skipped,15,16,12,8,2,9,Skipped,Skipped,10,20,23,4,22,3,25,7,5,6,11,24,14,18,,
23,18,27,15,1,26,30,14,27,17,28,28,2,15,28,29,20,19,25,13,28,3,29,28,16,27,24,21,27,22,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
4,6,9,26,3,30,30,5,23,12,16,1,18,19,17,30,28,10,20,24,7,27,21,2,30,25,29,30,11,30,,
26,20,19,8,1,24,27,3,12,29,16,11,4,2,21,22,14,13,23,9,10,5,25,7,6,17,15,28,18,30,,
30,30,20,28,30,30,30,30,9,23,30,30,30,30,30,30,30,30,30,11,30,19,30,30,30,2,30,30,6,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3,30,30,30,30,30,30,30,30,30,27,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
28,27,22,18,5,2,29,25,3,23,24,11,9,17,16,26,14,21,19,3,7,8,15,6,12,10,4,20,13,30,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,1,30,30,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
20,27,21,9,1,26,30,24,6,2,8,19,4,10,12,3,13,22,25,7,17,5,29,16,11,18,14,23,15,28,,
4,6,29,Skipped,1,5,30,3,20,8,Skipped,13,6,5,Skipped,Skipped,2,27,29,10,Skipped,19,Skipped,18,Skipped,6,Skipped,30,11,25,,
7,26,10,1,23,25,20,12,17,21,4,16,30,5,28,15,11,9,27,14,3,29,19,24,13,18,6,2,8,22,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,,
1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
15,30,30,30,2,1,30,7,30,10,30,30,30,30,9,8,30,30,30,30,30,30,30,5,30,30,30,30,30,30,,
30,26,24,10,1,17,29,13,22,18,16,23,4,3,20,12,7,14,28,6,19,2,15,9,5,11,8,27,21,25,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,2,30,30,30,30,1,30,30,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3,30,,
30,28,22,27,6,14,29,10,24,7,20,9,1,8,3,4,26,23,17,12,16,2,15,5,11,13,25,18,19,21,,
30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,29,30,30,3,30,30,4,30,30,30,30,30,30,30,30,2,30,30,30,30,30,30,30,30,30,30,1,,
30,30,30,30,1,5,30,30,30,2,30,30,4,30,30,30,30,30,30,30,30,3,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,,
Skipped,15,26,Skipped,2,4,28,Skipped,10,14,23,9,1,16,17,18,21,25,13,5,22,8,24,7,6,3,20,27,11,19,,
30,30,19,30,1,30,30,30,10,4,30,30,6,5,30,22,30,20,30,28,5,3,22,30,7,16,30,22,16,29,,
30,30,30,30,30,30,4,30,30,5,30,30,30,30,30,30,30,30,1,30,30,30,3,30,30,30,30,30,30,1,,
30,30,30,2,30,4,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,5,30,3,30,,
30,30,30,30,2,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
28,23,9,27,3,1,25,15,16,6,16,9,2,26,13,13,16,9,24,8,9,4,22,5,7,16,16,29,16,30,,
30,30,30,14,1,6,30,30,30,30,30,30,3,7,30,7,10,30,30,5,13,4,30,2,8,9,11,30,12,30,,
30,30,30,30,1,30,30,30,30,30,30,30,3,30,30,30,30,30,30,30,30,3,30,30,30,30,30,30,30,30,,
30,30,30,5,16,30,30,22,30,27,13,1,30,30,30,23,12,30,30,4,7,29,6,9,8,30,21,30,2,28,,
26,26,11,18,30,28,2,27,9,3,26,8,12,17,26,26,29,17,6,5,20,11,4,21,17,13,26,7,9,1,,
5,7,30,30,8,30,13,30,30,1,30,30,9,30,30,12,30,30,30,10,30,4,3,30,10,30,30,2,30,6,,
30,30,30,30,30,30,30,30,4,30,30,30,30,2,30,30,30,30,30,30,30,30,30,30,30,2,1,30,30,30,,
30,30,3,30,1,30,30,30,30,5,30,30,30,30,30,30,30,4,30,30,30,30,30,2,30,30,30,30,30,30,,
17,20,29,29,1,6,30,24,11,15,4,10,30,11,24,28,2,28,29,2,28,22,30,7,8,1,3,23,28,30,,
4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3,30,30,30,2,30,30,30,30,30,30,1,,
30,16,18,23,1,30,30,21,7,8,22,12,3,30,Skipped,Skipped,14,9,20,6,5,2,19,11,10,4,15,17,13,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,,
27,25,7,Skipped,29,12,10,Skipped,3,30,Skipped,8,Skipped,Skipped,Skipped,Skipped,17,5,6,Skipped,3,Skipped,11,8,Skipped,Skipped,Skipped,4,14,2,,
7,26,1,20,3,9,10,15,25,2,30,13,4,16,22,14,8,19,27,18,24,5,28,12,17,6,21,30,23,11,,
26,20,3,11,1,17,27,16,5,6,9,23,13,12,21,28,2,30,19,10,29,8,18,22,7,4,14,24,15,25,,
30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2,30,30,30,,
7,11,22,21,3,4,28,27,12,20,14,6,1,19,25,26,16,18,24,8,17,2,23,5,9,13,15,29,10,30,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,9,28,5,10,30,2,8,30,4,30,30,30,30,30,30,30,27,21,30,30,30,3,30,6,1,30,7,29,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,,
8,27,20,23,7,6,28,25,22,4,19,5,21,3,18,30,9,17,13,12,15,10,14,2,16,1,29,25,11,24,,
4,23,7,6,29,27,29,19,8,1,24,21,2,27,23,29,25,20,3,9,18,17,10,23,11,13,29,18,5,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,29,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
1,30,30,30,30,30,30,30,30,3,30,30,30,30,30,30,30,30,4,30,30,30,30,30,30,30,30,5,30,2,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,7,28,2,19,30,25,26,1,30,30,13,30,30,30,30,25,30,27,27,2,30,13,29,11,30,30,30,30,,
30,30,30,Skipped,2,1,30,30,30,5,30,30,3,30,30,30,30,30,30,6,30,4,30,30,30,30,30,30,30,30,,
28,29,28,24,1,29,29,14,25,10,29,11,3,2,29,29,12,27,29,6,29,5,29,13,9,4,21,28,26,30,,
30,30,27,28,6,30,30,30,13,3,30,25,3,30,30,30,30,26,30,1,30,4,19,30,30,6,30,30,29,30,,
7,20,8,30,1,2,15,11,30,4,19,21,3,24,30,9,18,12,30,6,16,5,30,10,13,23,17,14,22,30,,
29,27,17,7,1,27,27,27,3,28,27,2,18,17,27,27,27,17,17,4,17,17,17,8,17,5,27,27,17,30,,
30,30,30,30,1,30,30,30,30,2,30,30,3,30,30,30,30,30,30,30,30,4,30,30,30,30,30,30,30,30,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,2,30,30,30,8,30,6,3,30,30,30,30,10,7,30,4,30,30,30,1,30,30,9,30,5,30,,
28,26,4,19,1,25,30,17,12,10,23,9,3,20,6,5,21,7,24,16,8,2,29,11,13,15,22,18,14,27,,
23,5,30,22,30,25,30,30,25,30,30,11,23,6,30,30,29,30,1,2,19,30,1,21,4,15,29,12,30,15,,
30,30,30,30,1,30,30,30,27,10,30,30,4,30,30,30,30,30,30,29,30,3,30,5,30,30,2,30,26,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,,
30,4,11,30,1,5,30,30,30,30,30,30,7,2,3,30,28,30,30,30,30,30,30,30,6,30,29,30,30,30,,
4,2,6,30,8,30,1,30,29,Skipped,30,Skipped,3,Skipped,Skipped,30,30,24,2,27,Skipped,25,23,Skipped,6,Skipped,30,Skipped,Skipped,5,,
30,30,8,10,30,30,30,30,9,1,30,30,5,30,30,30,30,7,30,3,30,6,4,30,30,12,30,30,11,2,,
30,30,30,5,30,30,30,30,30,30,6,30,30,3,30,30,4,30,30,2,30,30,30,30,1,7,4,30,30,30,,
29,24,30,18,1,20,28,19,17,15,20,24,23,24,25,21,18,26,27,3,22,2,30,4,14,16,18,30,14,30,,
30,30,30,30,29,30,25,30,30,23,30,30,16,30,30,28,30,30,30,21,30,30,30,30,20,30,30,30,22,1,,
22,21,16,20,2,14,29,25,9,13,6,3,11,19,23,24,1,17,28,8,18,12,26,5,15,4,7,27,10,30,,
25,21,4,22,1,2,30,19,14,11,15,20,7,30,30,16,13,17,24,8,18,6,26,3,10,5,12,23,9,30,,
27,29,30,30,30,30,26,30,13,24,30,30,20,30,30,30,30,23,29,1,30,30,28,30,30,30,30,30,5,30,,
18,25,9,22,1,10,27,3,2,4,17,24,6,21,13,12,16,5,30,14,23,19,28,11,8,7,15,26,20,29,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,8,30,30,1,30,30,30,30,2,30,30,3,30,30,30,30,30,4,30,30,6,7,30,30,30,30,5,30,30,,
26,18,11,6,1,28,27,23,13,29,19,14,8,15,17,20,22,10,12,5,2,4,9,1,16,3,21,30,7,29,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,15,26,11,24,30,21,1,23,4,14,20,6,19,16,9,10,25,3,13,5,18,12,8,17,7,30,2,22,,
29,26,16,9,1,4,27,30,9,8,21,17,3,21,21,25,22,6,24,5,16,2,16,7,21,16,21,23,9,28,,
15,30,19,30,30,30,30,30,2,29,10,7,27,13,30,30,11,6,24,1,30,28,26,8,17,4,13,24,3,30,,
30,30,30,30,30,1,30,2,30,30,30,30,30,30,30,30,30,30,30,3,30,30,30,30,30,30,30,30,30,30,,
30,30,28,30,1,30,30,30,29,20,30,30,15,30,30,30,30,28,30,15,30,10,30,30,30,29,30,30,27,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
3,15,12,14,2,3,15,14,5,11,8,12,4,14,14,13,7,13,15,1,13,6,15,12,14,10,8,15,9,16,,
20,23,29,28,1,11,25,5,19,14,18,24,8,13,2,3,9,10,26,17,22,16,21,4,6,12,7,27,15,30,,
30,30,30,6,30,30,30,2,5,30,9,30,30,1,30,30,8,30,30,3,30,30,30,30,11,4,7,30,10,30,,
25,17,12,16,1,18,23,14,26,2,29,21,3,7,15,9,28,13,20,10,22,4,24,5,8,30,27,6,11,19,,
29,29,29,29,1,29,29,29,29,4,29,29,2,29,29,29,29,29,29,29,29,3,29,29,29,29,29,29,29,30,,
30,15,11,14,1,4,30,30,6,2,30,30,30,3,30,30,30,30,10,6,30,5,30,30,30,12,30,9,8,13,,
8,27,19,26,12,10,30,5,24,25,1,18,11,14,16,7,3,20,28,4,21,6,23,17,13,9,2,22,15,29,,
26,20,21,17,1,11,24,Skipped,6,8,15,12,3,Skipped,Skipped,Skipped,14,9,18,5,19,2,25,10,7,4,13,22,16,23,,
3,20,18,10,17,30,14,30,22,11,15,8,6,1,13,30,5,30,7,2,30,30,21,16,12,24,4,30,23,9,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
Skipped,Skipped,29,28,3,22,27,23,29,1,25,7,10,15,Skipped,27,19,28,30,27,12,27,28,24,11,2,17,23,26,29,,
30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
12,16,21,2,19,18,30,20,5,11,7,3,14,6,22,30,8,17,30,1,30,14,30,9,15,4,13,30,10,30,,
30,30,30,30,1,30,30,30,10,11,8,30,5,6,30,30,3,30,30,9,30,4,30,30,7,30,2,30,30,30,,
26,25,11,6,2,19,30,25,6,5,17,14,1,7,25,18,21,23,28,8,16,3,15,4,13,10,20,27,9,29,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
29,30,30,30,30,30,Skipped,30,30,4,30,30,1,30,30,30,30,30,30,3,30,2,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
20,13,9,26,3,7,17,11,24,10,25,19,2,4,Skipped,Skipped,Skipped,21,15,14,22,1,5,6,12,8,Skipped,18,16,23,,
9,21,30,14,30,3,29,1,30,26,30,30,2,13,26,30,30,30,30,3,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,3,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,2,30,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
Skipped,30,30,30,30,2,30,5,30,30,30,30,30,30,3,30,4,30,30,30,30,1,30,30,30,30,30,30,30,30,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
12,7,9,13,21,30,5,15,23,25,8,19,24,10,29,26,22,27,1,18,16,28,2,14,11,17,4,6,20,3,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,1,30,30,30,30,30,3,30,30,30,30,30,30,30,30,5,30,30,30,30,30,6,2,30,4,30,,
30,30,30,30,1,30,30,30,30,30,30,2,30,30,30,30,30,30,30,30,30,30,30,4,30,5,30,30,3,30,,
28,26,23,5,19,30,22,29,8,16,4,18,12,10,27,21,11,25,9,6,24,20,13,14,2,1,3,15,7,17,,
30,30,28,29,1,25,30,30,28,27,30,30,9,24,30,30,10,28,28,26,28,20,29,27,26,11,30,30,26,30,,
3,9,19,10,28,23,25,27,7,16,24,2,5,1,14,26,30,13,22,11,6,29,21,8,12,20,4,17,18,15,,
30,30,30,30,30,30,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,,
30,30,1,30,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
19,17,25,30,1,16,21,30,8,27,12,19,2,9,5,18,10,26,22,6,24,3,23,10,7,4,11,29,20,28,,
25,22,14,28,1,17,30,8,21,4,9,11,2,7,19,24,12,15,23,3,26,10,16,18,20,5,13,27,6,29,,
30,29,28,29,10,29,30,Skipped,25,17,28,27,10,10,Skipped,Skipped,16,27,29,27,27,16,29,16,27,16,Skipped,29,29,29,,
4,15,9,14,3,1,26,30,17,16,22,13,2,7,19,28,20,12,24,5,18,6,27,8,10,21,23,25,11,29,,
30,21,12,28,1,29,23,14,27,4,26,19,16,10,15,2,24,13,7,17,22,11,8,18,9,6,25,3,5,20,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,2,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,20,18,21,1,4,29,25,17,8,14,11,2,15,26,27,12,19,23,16,9,3,22,6,7,5,13,24,10,28,,
6,4,30,30,2,30,30,30,30,5,3,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,,
30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
28,25,19,21,3,22,28,15,9,22,12,13,1,20,15,15,10,18,25,5,8,2,25,4,5,7,11,22,14,28,,
30,30,30,30,2,3,30,5,30,30,30,30,4,Skipped,Skipped,Skipped,Skipped,30,30,6,30,4,30,6,30,7,1,30,8,30,,
27,27,8,30,27,27,27,27,6,1,27,27,2,27,27,27,29,10,27,5,11,3,27,4,27,27,28,7,12,9,,
30,30,30,30,1,30,30,30,30,29,30,30,30,30,30,30,30,3,30,30,30,30,30,30,30,10,30,30,30,30,,
20,21,13,26,1,2,29,17,4,16,6,15,12,18,24,23,5,19,25,3,14,10,27,11,9,7,22,28,8,30,,
30,30,30,30,30,30,30,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,,
30,30,30,20,15,Skipped,30,12,10,13,18,7,5,3,Skipped,Skipped,8,30,30,14,30,6,Skipped,9,19,4,11,17,10,16,,
1,29,28,28,22,6,26,28,28,12,28,28,28,30,28,28,28,28,30,2,16,27,28,28,28,28,28,29,28,30,,
30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
3,23,14,26,5,2,30,1,17,16,21,22,9,11,4,12,20,15,28,18,24,7,29,6,10,8,19,25,13,27,,
1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,,
30,11,29,25,3,6,24,13,20,5,28,19,1,9,12,21,27,16,18,8,15,2,17,14,7,4,27,23,10,22,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,6,19,30,30,30,30,23,29,9,8,3,1,10,30,30,18,28,4,30,7,26,30,21,5,2,30,14,30,,
25,20,17,21,3,2,24,1,13,10,26,14,5,6,Skipped,Skipped,28,16,18,11,19,7,4,9,12,8,27,23,15,21,,
30,30,30,30,7,30,30,1,14,10,6,30,2,9,30,30,4,30,28,13,19,8,29,5,30,26,3,30,12,11,,
30,30,1,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,8,2,30,30,30,30,3,30,30,30,30,30,30,30,30,30,30,30,30,6,5,1,30,30,4,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
29,22,23,30,1,13,27,17,16,4,19,14,2,8,25,21,9,7,26,3,18,5,10,11,6,15,20,24,12,28,,
8,30,19,16,10,9,25,28,12,20,5,7,13,15,27,17,1,24,18,12,23,14,22,11,2,6,4,27,3,21,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
18,19,20,26,1,11,27,21,8,29,4,14,16,15,23,24,2,13,25,7,12,10,22,6,17,5,3,28,9,30,,
11,21,8,3,17,16,30,7,13,15,2,23,27,1,25,26,10,14,22,20,24,12,28,19,5,9,6,29,4,18,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
10,3,30,14,30,21,2,11,30,24,28,27,30,30,5,30,30,9,30,15,20,30,4,15,30,24,30,30,30,1,,
28,25,22,18,15,13,27,2,3,19,15,12,5,14,20,26,11,24,30,1,29,4,23,13,10,6,16,17,7,21,,
28,20,17,14,2,15,27,21,8,16,10,25,5,13,24,22,11,19,26,3,18,1,23,4,7,9,12,29,6,30,,
30,30,30,30,1,30,30,30,30,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
