rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,rank106,rank107,rank108,rank109,rank110,rank111,rank112,rank113,rank114,rank115,rank116,rank117,rank118,rank119,rank120,rank121,rank122,rank123,rank124,rank125,rank126,rank127,rank128,rank129,rank130,rank131,rank132,rank133,rank134,rank135,rank136,rank137,rank138,rank139,rank140,rank141,rank142,rank143,rank144,rank145,rank146,rank147,rank148,rank149,rank150,rank151,rank152,rank153,rank154,rank155,rank156,rank157,rank158,rank159,rank160,rank161,rank162,rank163,rank164,rank165,rank166,rank167,rank168,rank169,rank170,rank171,rank172,rank173,rank174,rank175,rank176,Num Cands,Num Seats
176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,8,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,10,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,3,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,8,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,6,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,8,176,176,176,10,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,1,176,176,176,176,176,8,176,176,176,1,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,7,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,176,176,176,5,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,10,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,9,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,1,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,2,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,10,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,7,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,1,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,175,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,6,176,176,10,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,2,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,8,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,7,176,176,176,176,4,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,10,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,10,176,176,176,12,176,176,176,176,176,176,176,176,176,176,176,13,176,176,176,176,176,176,176,176,176,176,176,176,14,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,15,176,176,176,176,176,176,176,176,7,176,176,176,6,9,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,11,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
175,175,4,9,175,176,2,176,176,176,1,175,175,176,1,175,6,176,176,176,176,176,175,9,176,6,1,175,10,176,175,176,175,176,175,175,176,176,175,176,176,1,175,176,1,175,175,175,176,176,175,1,176,175,176,1,1,175,1,175,5,1,176,175,175,176,175,175,9,176,176,9,176,175,175,1,1,175,176,176,176,176,5,175,6,176,175,176,176,1,176,175,1,176,10,1,175,175,176,176,176,176,176,176,175,176,176,175,175,176,176,176,175,1,5,175,175,176,175,175,176,1,176,175,176,175,175,176,5,175,175,175,176,176,176,1,9,176,175,1,175,1,175,176,176,176,175,11,176,176,175,176,176,175,175,1,176,175,176,175,175,175,1,175,175,176,175,175,7,175,1,175,175,1,176,175,,Unknown
176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,176,1,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,8,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,66,66,176,176,8,10,176,176,176,176,176,176,176,66,176,176,176,66,67,176,176,176,176,66,66,66,176,66,176,176,176,176,176,176,66,176,176,66,176,66,3,66,176,176,176,176,66,176,176,66,176,176,66,66,176,176,7,176,66,176,176,66,176,13,176,176,66,176,66,6,176,66,176,66,176,176,176,176,176,176,9,176,176,176,11,176,66,66,66,176,176,176,66,66,2,176,66,176,66,176,176,176,176,176,176,66,176,176,176,176,66,66,66,176,176,66,66,176,66,66,66,176,66,176,176,176,66,66,176,66,176,176,66,66,176,4,66,66,1,66,176,176,176,176,176,176,176,176,176,176,176,66,66,176,66,176,176,176,176,176,176,5,176,66,176,66,176,176,176,12,176,176,176,66,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,15,176,176,176,176,176,176,176,176,176,176,12,176,176,176,176,176,3,176,176,176,176,176,13,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,7,11,176,176,1,2,176,176,176,176,176,176,176,16,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,176,6,176,176,176,176,176,14,9,176,176,176,176,176,5,176,176,176,176,176,10,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,17,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
172,172,172,172,172,172,172,172,172,172,13,176,19,172,172,176,172,12,172,172,172,176,172,172,172,172,18,172,4,3,172,172,172,172,172,7,172,29,20,172,172,6,9,172,172,172,23,172,16,172,172,28,172,14,172,172,172,172,172,172,172,172,172,172,172,24,172,172,172,172,172,172,172,172,17,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1,172,172,172,172,172,172,172,11,5,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,25,15,2,172,10,172,172,172,26,30,172,172,172,172,21,172,172,172,172,172,172,172,27,8,172,22,172,172,172,172,172,172,172,172,172,173,172,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,6,176,176,176,10,176,176,1,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,9,176,176,176,176,8,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,11,176,176,176,176,,Unknown
175,175,176,175,176,175,175,175,175,4,175,175,175,175,175,175,175,14,175,10,175,175,175,175,175,3,175,175,175,175,175,15,175,175,175,175,175,1,176,175,175,175,175,175,175,175,175,175,175,175,175,175,176,175,175,175,175,176,175,175,174,175,175,175,175,175,175,175,175,175,7,175,175,175,175,5,13,175,175,175,175,11,175,175,175,175,175,175,176,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,6,175,175,175,175,175,175,175,175,175,9,175,175,12,175,176,175,175,175,175,175,175,2,175,175,175,175,175,175,175,175,175,175,175,175,175,175,176,175,175,175,175,176,175,175,175,175,175,175,176,175,8,175,175,175,175,175,175,175,175,175,175,,Unknown
176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,10,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,9,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,2,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
