rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,rank106,rank107,rank108,rank109,rank110,rank111,rank112,rank113,rank114,rank115,rank116,rank117,rank118,rank119,rank120,rank121,rank122,rank123,rank124,rank125,rank126,rank127,rank128,rank129,rank130,rank131,rank132,rank133,rank134,rank135,rank136,rank137,rank138,rank139,rank140,rank141,rank142,rank143,rank144,rank145,rank146,rank147,rank148,rank149,rank150,rank151,rank152,rank153,rank154,rank155,rank156,rank157,rank158,rank159,rank160,rank161,Num Cands,Num Seats
161,161,161,161,161,3,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,5,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,7,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,6,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,4,161,,
161,161,161,161,161,37,161,161,3,161,161,161,161,161,161,161,12,161,161,161,161,37,161,161,161,161,9,5,37,161,12,161,161,161,161,161,7,161,161,161,161,161,161,161,37,37,161,161,161,161,8,37,161,161,161,161,161,161,161,37,161,161,161,161,10,161,161,161,161,161,161,37,37,161,161,161,37,161,161,161,161,161,161,13,37,161,161,161,37,161,161,161,161,161,161,38,161,161,4,161,161,161,37,37,161,1,161,161,37,161,161,161,161,37,161,161,37,161,37,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,37,37,161,161,161,37,37,2,161,161,161,161,37,161,37,161,161,6,161,37,161,161,161,161,37,37,161,,
161,11,161,161,161,161,161,19,161,161,161,161,161,161,161,161,161,161,161,4,161,19,2,161,161,161,161,161,161,161,3,161,161,161,161,161,161,161,161,14,1,161,161,161,161,5,161,161,161,161,161,161,161,6,161,161,161,161,161,7,161,161,161,161,161,161,161,161,161,161,161,161,161,161,14,161,9,161,161,161,8,161,161,19,161,161,161,10,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,14,161,161,161,161,161,161,161,14,7,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,19,161,161,161,161,161,161,19,161,161,161,161,161,,
161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,1,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,11,161,20,161,161,161,12,161,161,161,161,161,1,161,2,12,161,16,161,23,161,10,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,15,161,161,161,161,161,7,161,161,161,161,161,161,161,161,161,13,161,22,161,161,161,8,3,161,14,161,161,161,161,161,161,161,161,161,18,161,161,161,161,161,161,161,161,161,161,161,161,161,6,161,161,21,161,161,161,161,161,161,161,161,161,161,161,161,17,161,161,161,161,161,161,161,4,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,9,161,161,161,161,161,161,161,5,161,19,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,5,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,3,161,161,161,161,161,161,161,161,161,,
161,161,161,161,1,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,14,161,161,161,161,13,161,161,161,161,161,161,161,10,161,161,161,161,161,161,161,7,161,3,161,9,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,12,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,4,161,161,161,8,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,15,161,161,161,161,161,161,161,161,161,161,161,161,161,6,161,161,161,161,161,161,161,11,161,161,161,161,161,161,5,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,18,161,161,14,161,161,161,161,22,161,161,161,161,161,9,161,161,161,161,161,19,161,161,161,15,161,161,161,27,161,161,29,161,30,161,161,161,161,25,161,16,161,8,161,161,161,161,161,161,161,7,161,161,161,26,2,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,13,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,5,161,161,161,161,161,21,161,161,161,161,161,161,161,161,161,12,28,161,4,11,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,3,161,24,25,161,161,161,161,20,161,161,161,161,161,161,161,9,161,161,161,13,161,161,161,161,161,6,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,161,160,160,160,160,160,160,160,160,160,1,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,2,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,,
161,161,161,161,161,161,161,10,161,5,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,1,161,161,161,6,7,161,161,3,161,161,9,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,8,161,161,161,4,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,7,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,4,6,161,161,161,161,161,161,161,161,3,161,161,161,2,161,161,161,161,161,161,161,161,161,9,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,5,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,10,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,8,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,10,161,161,161,161,161,161,3,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,4,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,6,161,161,161,161,161,161,161,1,161,161,161,7,161,161,161,161,161,161,161,5,161,161,161,161,161,161,161,161,161,161,9,8,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,3,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,3,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,,
161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,9,161,161,161,161,161,161,161,161,161,161,161,2,161,5,161,161,161,161,161,161,161,161,161,161,6,161,161,161,161,161,8,3,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,10,161,161,161,161,161,7,161,161,161,4,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,8,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,6,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,4,161,161,161,161,161,161,161,161,161,161,161,161,7,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,3,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,2,161,20,161,161,161,161,161,161,160,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,12,161,161,161,6,161,161,160,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,20,20,161,161,20,161,161,161,161,161,161,161,161,161,161,161,161,161,10,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,4,161,161,161,161,161,161,9,161,161,161,161,161,161,5,161,161,161,161,161,161,3,20,8,161,161,161,161,161,12,161,161,161,161,161,161,161,161,161,161,161,161,161,20,161,161,20,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,20,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,4,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,3,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,5,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,1,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,7,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,8,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,8,161,161,161,161,161,4,161,161,161,161,161,3,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,10,161,161,161,161,161,161,161,161,161,161,161,161,9,161,161,161,2,161,161,161,161,6,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,6,161,161,161,161,161,161,161,161,161,161,161,161,161,161,5,161,161,161,161,161,161,161,161,9,161,161,161,161,161,161,161,161,161,161,161,161,161,7,161,161,161,161,161,10,161,161,161,161,161,161,161,161,8,4,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,3,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,,
161,161,161,161,161,161,161,161,4,161,161,161,161,161,161,3,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,5,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,6,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
131,22,124,12,123,43,49,114,28,29,132,70,154,47,102,38,81,79,136,121,23,30,112,120,154,79,19,90,103,35,14,128,127,146,133,112,53,67,31,55,119,108,52,21,36,61,82,76,1,101,101,43,113,50,97,27,32,126,107,105,5,97,78,161,95,98,41,130,140,68,68,85,26,84,7,114,114,115,18,56,142,33,10,43,9,125,59,115,141,139,114,94,45,24,91,75,150,138,151,54,65,129,101,135,4,77,104,48,81,112,152,66,46,92,146,13,42,118,11,111,58,151,37,16,15,72,3,89,88,140,158,24,65,51,87,20,136,151,54,142,155,137,80,6,145,134,122,71,8,144,79,74,57,60,17,144,143,25,86,44,2,,
161,161,161,161,161,161,161,161,5,161,161,1,161,161,161,161,161,161,161,161,161,3,7,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,4,161,161,161,161,161,161,10,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,5,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,6,161,161,161,161,161,161,161,161,161,161,161,161,161,8,161,161,161,161,161,161,161,161,161,161,161,9,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,3,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,2,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,,
