rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,Num Cands,Num Seats
26,26,26,4,26,26,26,26,5,26,26,26,26,26,1,26,26,26,26,26,26,26,26,2,3,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,24,,
26,1,26,26,26,26,26,26,26,26,26,26,26,26,2,26,26,26,26,26,26,26,26,26,26,26,,
8,4,26,26,26,6,26,26,3,26,26,26,26,26,26,26,1,26,5,26,7,2,26,26,26,26,,
11,17,23,22,18,2,7,19,13,9,21,25,5,12,3,10,6,20,15,24,1,8,4,26,14,16,,
26,26,26,26,26,8,26,26,2,6,26,26,26,26,26,1,26,5,26,26,3,4,7,26,26,26,,
26,26,2,4,26,26,26,26,8,26,3,8,26,6,7,26,9,6,26,26,5,26,26,26,5,1,,
26,7,3,6,26,26,26,26,26,26,4,26,5,1,26,26,26,26,26,26,26,26,26,26,26,2,,
26,26,26,26,26,26,26,26,26,26,2,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,,
26,26,26,10,26,26,26,26,1,26,26,9,26,26,5,26,7,26,11,26,3,2,4,8,6,26,,
26,1,26,8,26,4,26,26,2,26,26,26,26,3,26,26,26,26,26,26,7,26,5,26,6,26,,
26,3,26,4,26,26,26,9,2,26,26,26,6,11,5,26,8,26,12,26,7,1,10,26,26,26,,
22,10,23,7,12,19,4,9,24,21,26,16,13,3,8,5,6,20,1,15,18,14,17,25,2,11,,
26,3,26,5,26,2,26,26,1,26,26,25,26,4,13,19,26,26,26,26,20,14,17,16,6,26,,
17,5,25,8,20,15,3,11,2,10,22,23,19,12,13,16,9,21,6,26,4,18,24,1,7,14,,
22,13,3,1,19,18,11,17,12,21,7,20,13,10,2,25,6,24,14,23,16,15,5,26,4,8,,
26,4,26,6,26,26,26,26,3,26,26,7,2,26,8,26,26,26,5,26,26,1,26,26,26,26,,
4,26,26,26,26,26,26,26,26,5,26,26,26,26,26,26,3,26,6,26,2,1,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,,
7,6,7,7,6,1,7,3,5,6,5,7,3,5,5,4,5,3,2,7,4,4,7,5,6,7,,
25,25,25,4,25,25,6,1,25,25,25,25,25,9,8,6,25,7,3,26,25,25,25,25,2,25,,
26,26,26,26,26,26,26,26,26,26,26,26,1,1,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2,1,26,26,26,26,26,26,26,26,26,,
26,17,26,12,26,3,10,8,5,13,26,2,26,1,7,14,9,26,6,18,26,4,15,26,16,11,,
26,26,26,26,26,26,26,26,26,26,26,2,26,26,1,26,26,26,26,26,26,26,26,3,4,26,,
26,15,25,3,10,9,4,10,2,10,10,13,20,20,1,26,5,10,13,26,5,5,11,26,5,12,,
3,26,26,26,26,26,26,26,7,8,26,26,26,26,5,26,4,26,6,26,1,1,26,26,26,26,,
