rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,Num Cands,Num Seats
42,42,42,42,42,42,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2,3,42,42,42,42,4,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,5,42,42,10,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2,42,42,1,4,42,3,42,42,42,42,,
13,26,42,42,35,42,12,42,42,4,42,4,42,12,1,42,42,1,42,2,42,40,42,3,42,42,13,36,42,30,1,42,5,42,1,1,42,5,42,16,39,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
14,42,42,42,42,42,42,42,29,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,16,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
13,19,42,12,20,6,25,4,42,6,42,9,42,13,2,42,41,2,4,3,6,17,42,6,42,5,7,39,40,13,1,12,18,42,1,2,42,18,25,5,26,42,,
42,42,42,42,42,42,42,42,42,42,42,2,42,42,42,42,42,42,42,42,42,42,42,42,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
14,30,23,10,23,2,35,8,38,1,18,7,16,5,6,42,20,25,9,32,12,37,13,15,27,33,32,17,28,3,26,24,36,4,11,21,29,32,19,37,32,40,,
10,32,42,16,35,15,24,3,42,4,42,10,42,9,2,42,42,2,7,1,42,36,42,4,42,16,15,42,42,8,2,25,2,42,1,2,42,4,24,23,42,42,,
27,2,37,24,11,29,21,40,15,42,1,32,23,22,25,9,20,34,12,16,10,19,17,33,5,8,6,8,38,30,4,36,13,18,28,35,39,31,9,41,3,14,,
34,41,19,4,32,41,34,8,25,37,34,41,2,39,34,42,32,17,9,33,2,33,41,37,34,32,34,10,41,39,1,41,6,39,5,3,15,10,34,11,15,15,,
30,40,41,15,42,35,30,25,9,5,41,10,42,1,42,41,42,42,40,42,35,42,30,4,11,3,42,42,42,40,20,41,7,42,40,42,42,6,2,8,42,30,,
3,7,1,41,5,35,13,32,11,21,17,9,11,9,31,26,24,42,20,19,15,8,31,7,5,15,13,11,24,33,36,37,17,10,38,39,34,8,30,29,34,5,,
42,42,42,42,42,42,42,1,42,42,2,42,42,3,42,42,42,42,42,42,42,42,41,42,42,42,42,42,42,42,42,42,42,42,5,42,42,42,42,42,42,42,,
14,12,39,21,7,39,13,19,39,2,21,39,41,8,3,42,21,4,20,18,21,21,39,39,40,15,16,21,21,21,5,21,10,21,6,5,17,11,9,21,1,39,,
4,10,42,42,42,42,6,42,42,42,42,1,42,42,7,42,42,42,42,42,42,42,42,42,9,42,42,11,42,42,42,42,2,42,42,8,42,2,42,42,5,42,,
42,3,42,42,42,1,42,42,42,8,42,10,42,42,42,42,42,42,42,42,42,42,42,42,9,42,42,2,42,42,42,42,42,7,42,42,42,6,42,42,5,4,,
3,42,38,5,42,7,15,4,11,16,42,10,8,42,20,42,42,18,12,42,6,42,13,42,9,42,42,14,42,19,17,34,42,28,1,42,42,2,42,21,42,40,,
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,41,41,41,41,41,41,41,41,41,41,41,41,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,8,42,42,42,1,42,42,42,7,42,42,42,42,42,42,42,42,42,42,42,42,42,42,6,42,42,5,42,42,42,42,42,4,42,42,42,42,42,42,3,2,,
42,42,42,42,42,42,42,2,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1,,
4,42,42,20,42,42,42,10,16,15,42,42,15,13,20,20,9,42,42,20,1,20,11,42,42,7,42,42,42,8,3,2,42,14,5,42,6,42,20,12,42,15,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
3,36,36,36,36,2,7,11,15,24,40,42,36,14,37,9,22,36,13,28,1,38,3,12,20,8,42,39,36,3,36,17,27,26,16,25,6,23,21,10,18,19,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,23,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,9,42,42,42,6,2,42,4,42,42,42,42,42,42,42,42,7,42,8,42,42,42,42,42,42,42,5,42,3,42,42,42,1,42,42,42,42,42,42,42,,
13,9,23,38,28,36,39,2,19,28,27,1,23,9,36,24,13,9,7,13,40,13,41,26,5,16,36,28,22,8,36,3,4,36,20,37,42,6,16,36,21,9,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1,42,42,42,42,42,42,42,42,42,,
33,17,15,40,28,12,11,42,29,3,8,11,7,32,27,31,14,40,40,10,36,14,41,19,22,20,24,4,5,30,34,25,1,23,37,26,1,2,18,35,20,14,,
40,40,40,40,40,40,40,40,40,40,40,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,,
9,16,34,4,27,14,8,7,24,12,21,2,18,20,13,42,29,37,40,15,31,1,41,35,38,33,10,32,39,22,17,3,6,36,11,28,25,5,30,26,19,23,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
