rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,Num Cands,Num Seats
27,27,27,27,27,3,27,27,27,2,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,,
14,5,10,23,15,8,24,17,12,19,11,6,9,4,18,27,16,1,25,13,21,7,22,3,2,26,20,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,,
27,27,1,27,27,27,27,27,27,2,27,27,27,27,27,27,27,27,27,27,15,27,27,27,27,27,27,,
5,27,27,8,27,3,27,27,7,27,27,4,27,27,27,2,27,6,27,27,1,27,27,27,27,27,27,,
27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,2,27,4,27,27,27,27,27,27,3,27,,
27,2,27,27,27,2,5,9,27,11,6,2,27,27,27,8,7,27,27,27,10,27,27,27,27,4,27,,
3,10,11,24,24,25,24,24,13,27,13,13,13,6,24,7,5,2,26,13,9,8,24,2,4,13,24,,
27,27,2,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,,
27,27,27,27,27,27,27,27,27,27,27,27,10,27,27,27,2,27,27,27,27,27,27,27,1,27,10,,
14,24,15,6,11,22,8,12,18,9,16,23,19,3,13,4,1,26,5,17,2,21,7,26,25,20,10,,
3,27,27,27,4,2,7,27,27,27,27,1,27,27,27,27,27,27,27,27,6,27,27,27,27,27,5,,
27,27,27,27,4,6,9,27,27,8,27,3,11,27,27,12,1,5,10,27,7,27,27,27,27,27,2,,
27,27,27,27,27,3,27,27,27,27,27,27,27,27,27,2,27,27,27,27,1,27,27,27,27,27,27,,
15,16,14,13,18,3,11,25,19,20,26,1,23,22,14,10,15,16,12,17,5,13,21,21,12,20,9,,
14,20,11,7,25,27,8,16,22,3,23,10,21,13,17,2,5,26,4,24,6,15,12,18,19,1,9,,
27,27,27,27,27,1,2,27,27,27,27,27,27,27,27,3,27,27,27,27,27,27,27,27,27,27,27,,
17,24,10,27,7,1,23,8,2,18,12,16,13,19,9,15,6,14,4,11,3,20,5,26,25,22,21,,
27,27,27,27,27,1,27,27,27,27,27,3,27,27,27,27,27,27,27,27,2,27,27,27,4,27,27,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,,
27,27,27,27,27,1,27,27,27,2,27,27,27,27,27,27,27,4,27,27,3,27,27,27,27,27,27,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,,
27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2,27,27,,
17,17,17,27,27,2,27,17,17,27,17,17,17,17,17,27,1,17,27,17,27,17,27,17,17,17,27,,
17,15,17,27,27,8,27,3,8,27,14,4,8,16,18,5,6,19,27,12,27,8,27,13,2,8,1,,
3,27,27,27,27,2,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,,
27,27,27,27,27,2,27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,,
27,18,10,3,5,24,15,25,1,22,9,20,6,2,4,19,12,7,14,23,11,13,8,17,16,21,26,,
27,22,27,27,27,27,27,27,27,27,27,1,27,27,27,1,27,27,27,27,1,27,27,27,27,27,27,,
27,27,27,27,27,25,27,27,27,26,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,,
27,27,27,27,27,2,27,27,27,27,27,27,27,27,27,27,1,5,27,27,27,27,27,27,27,27,27,,
16,8,2,13,6,3,23,20,14,15,17,1,12,8,16,26,11,27,10,16,7,12,24,5,5,12,19,,
27,27,8,27,27,2,5,27,27,6,27,9,27,27,27,4,7,1,3,27,27,27,27,27,10,27,27,,
27,27,27,27,9,8,4,27,27,27,11,1,27,27,10,3,27,6,7,27,5,27,27,27,12,27,2,,
10,9,4,22,24,1,17,6,15,17,23,3,7,27,17,11,5,2,21,25,12,26,20,8,16,13,14,,
27,27,27,27,27,2,27,27,27,27,27,1,27,27,27,27,27,3,27,27,27,27,27,27,27,27,27,,
3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,27,3,3,3,3,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,,
27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
8,27,27,27,27,2,3,7,27,10,10,1,4,27,5,27,27,27,27,27,11,27,27,27,27,27,6,,
27,27,6,27,27,27,27,27,27,27,27,2,27,7,27,5,1,3,27,27,27,27,27,4,27,27,27,,
27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,2,27,27,27,27,27,27,27,27,27,27,27,,
27,27,27,27,27,2,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
27,27,27,27,27,27,27,27,2,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,1,27,27,,
14,25,6,25,11,2,25,25,25,3,25,4,5,25,25,25,27,26,25,25,25,27,25,1,25,25,19,,
