rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,Num Cands,Num Seats
21,21,19,21,21,21,21,21,21,20,21,2,21,1,21,21,21,21,21,21,21,,
11,18,2,16,12,3,17,19,Skipped,8,9,1,6,1,14,10,Skipped,15,5,13,7,,
21,21,21,4,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2,3,,
4,9,13,6,14,1,15,20,11,21,7,19,5,18,8,3,16,2,10,12,17,,
6,Skipped,Skipped,13,8,4,9,Skipped,Skipped,Skipped,7,2,3,1,5,10,Skipped,Skipped,12,Skipped,11,,
21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,2,1,3,Skipped,2,Skipped,4,2,Skipped,2,2,3,1,4,3,Skipped,Skipped,Skipped,Skipped,3,,
21,21,21,21,21,21,21,21,21,21,21,1,1,1,21,4,21,4,21,21,4,,
21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,,
16,10,18,5,17,4,13,7,11,21,3,8,14,1,6,12,19,15,9,20,2,,
10,20,9,4,15,6,13,18,11,12,17,2,7,1,16,5,21,14,8,19,3,,
21,21,4,2,21,21,20,21,21,21,21,6,19,1,21,18,21,21,17,21,3,,
21,21,21,21,21,21,21,4,21,21,21,21,21,2,1,21,21,21,21,21,3,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
19,16,9,17,20,5,21,11,8,4,10,7,15,1,6,3,18,14,15,13,5,,
21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
Skipped,Skipped,9,7,13,4,5,Skipped,12,Skipped,11,2,3,1,14,10,Skipped,15,8,Skipped,6,,
7,15,3,21,12,10,21,10,9,14,4,2,8,1,13,16,11,17,6,5,11,,
21,21,21,21,21,21,21,21,21,21,6,5,2,4,1,21,21,21,21,3,21,,
21,21,3,6,21,4,21,8,21,21,7,1,2,10,11,9,21,21,5,21,5,,
5,21,21,13,10,3,8,12,21,21,11,9,4,1,6,7,21,21,21,21,2,,
