rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,Num Cands,Num Seats
32,37,9,21,6,40,15,23,28,7,30,35,27,12,17,16,33,45,42,8,29,2,49,47,44,26,46,22,18,1,50,41,39,14,36,10,24,34,4,11,43,5,31,13,19,38,20,48,3,25,,
45,49,45,45,45,45,45,45,45,1,45,45,45,45,45,45,45,45,46,45,45,45,50,45,45,45,48,45,45,1,45,45,45,45,45,47,45,45,45,2,45,45,45,45,45,45,45,45,45,45,,
50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,,
50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,50,50,,
50,50,50,2,50,50,3,50,50,3,1,50,4,4,50,1,3,50,50,50,50,3,50,50,50,50,50,50,4,50,50,50,2,50,50,50,2,50,50,2,50,50,2,50,2,1,2,50,1,50,,
41,49,18,5,37,28,36,20,38,2,17,25,29,22,24,36,32,7,43,16,48,6,50,42,19,17,40,46,16,1,44,23,16,16,27,39,16,23,16,3,45,31,47,31,26,4,16,36,36,21,,
50,50,50,50,50,50,50,3,50,1,3,50,50,50,50,50,3,50,50,50,50,3,50,50,50,3,50,50,50,1,50,50,3,50,50,50,3,50,50,2,50,50,50,50,50,3,3,50,50,50,,
50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,,
2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,,
50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,50,1,50,50,50,50,50,50,,
50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,,
50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,50,50,,
5,50,3,4,5,4,4,4,5,1,4,5,4,5,5,4,4,5,50,4,4,4,50,5,5,4,50,4,4,1,5,5,4,4,5,5,4,5,5,2,5,5,4,4,5,4,4,4,4,4,,
49,49,49,49,49,49,49,49,49,1,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,49,49,1,49,49,49,49,49,49,49,49,49,3,49,49,49,49,49,49,49,49,49,49,,
1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
50,50,4,50,50,50,50,9,50,1,7,50,50,50,50,50,11,50,50,50,50,50,50,50,50,50,50,50,50,6,50,50,50,50,50,50,10,50,50,2,50,50,50,5,3,50,50,50,8,50,,
50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,50,50,,
49,50,10,17,49,25,49,12,49,1,13,49,3,49,49,5,19,49,50,17,49,9,50,49,49,14,50,4,10,1,49,49,18,9,49,50,14,49,49,2,49,26,13,8,49,6,16,15,7,16,,
50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
