file,numCands,plurality,plurality_rank,IRV,IRV_rank,top-two,top-two_rank,borda-pm,borda-pm_rank,borda-om-no-uwi,borda-om-no-uwi_rank,borda-avg-no-uwi,borda-avg-no-uwi_rank,top-3-truncation,top-3-truncation_rank,condorcet,condorcet_rank,minimax,minimax_rank,smith_plurality,smith_plurality_rank,smith_irv,smith_irv_rank,smith-minimax,smith-minimax_rank,ranked-pairs,ranked-pairs_rank,bucklin,bucklin_rank,approval,approval_rank,smith,smith_rank
Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,8,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['HATCHER Mat'],1,['STARMER Karyn'],3,['HATCHER Mat'],1,['HATCHER Mat'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Shellharbour-mayoral-finalpreferencedatafile.csv,3,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1,['HOMER Chris'],1
Australia_NewSouthWales_Mayorals_2021/Singleton-mayoral-finalpreferencedatafile.csv,5,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1,['MOORE Sue'],1
Australia_NewSouthWales_Mayorals_2021/Uralla-mayoral-finalpreferencedatafile.csv,4,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1,['BELL Robert'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,7,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['GREEN Paul'],2,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1,['FINDLEY Amanda'],1
Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,6,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1,['PINSON Peta'],1
Australia_NewSouthWales_Mayorals_2021/Richmond_Valley-mayoral-finalpreferencedatafile.csv,3,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1,['MUSTOW Robert'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,5,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1,['FRASER Kay'],1
Australia_NewSouthWales_Mayorals_2021/Port_Stephens-mayoral-finalpreferencedatafile.csv,3,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1,['PALMER Ryan'],1
Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,7,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1,['GOULD Matt'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,6,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1,['CURRAN Doug'],1
Australia_NewSouthWales_Mayorals_2021/Hunters_Hill-mayoral-finalpreferencedatafile.csv,5,['MILES Zac'],1,['MILES Zac'],1,['MILES Zac'],1,['MILES Zac'],1,['QUINN Richard'],3,['QUINN Richard'],3,['QUINN Richard'],3,['QUINN Richard'],3,['QUINN Richard'],3,['QUINN Richard'],3,['QUINN Richard'],3,['QUINN Richard'],3,['QUINN Richard'],3,['QUINN Richard'],3,['MILES Zac'],1,['QUINN Richard'],3
Australia_NewSouthWales_Mayorals_2021/City_of_Cessnock-mayoral-finalpreferencedatafile.csv,5,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1,['SUVAAL Jay'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Newcastle-mayoral-finalpreferencedatafile.csv,7,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1,['NELMES Nuatali'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Willoughby-mayoral-finalpreferencedatafile.csv,4,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1,['TAYLOR Tanya'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,8,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['PENFOLD Philip'],1,['BAKER Loretta'],2,['PENFOLD Philip'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Broken_Hill-mayoral-finalpreferencedatafile.csv,4,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1,['KENNEDY Tom'],1
Australia_NewSouthWales_Mayorals_2021/Bellingen-mayoral-finalpreferencedatafile (1).csv,4,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1,['ALLAN Steve'],1
Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,10,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1,['LYON Michael'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,8,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1,['HAMLING Jason'],1
Australia_NewSouthWales_Mayorals_2021/Hornsby-mayoral-finalpreferencedatafile.csv,3,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1,['RUDDOCK Philip'],1
Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,8,['CAMPBELL Liz'],1,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['HAUVILLE Leo'],2,['CAMPBELL Liz'],1,['HAUVILLE Leo'],2
Australia_NewSouthWales_Mayorals_2021/Burwood-mayoral-finalpreferencedatafile.csv,5,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1,['FAKER John'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,7,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BROWN Tania'],2,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1,['BRADBERY Gordon'],1
Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,6,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['HAGARTY Nathan'],2,['HAGARTY Nathan'],2,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1,['MANNOUN Ned'],1
Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Cootamundra.csv,7,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1,['COOKE Steph'],1
Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,7,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['DALTON Helen'],2,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1,['EVANS Austin'],1
Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Gosford.csv,7,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1,['TESCH Liesl'],1
Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_North Shore.csv,9,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['CORRIGAN Carolyn'],2,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1,['WILSON Felicity'],1
Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Manly.csv,13,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['RIDGE Kathryn'],2,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1,['GRIFFIN James'],1
Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Blacktown.csv,5,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1,['BALI Stephen'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Murray.csv,11,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1,['DALTON Helen'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Sydney.csv,7,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1,['GREENWICH Alex'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Newtown.csv,8,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1,['LEONG Jenny'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Balmain.csv,7,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1,['PARKER Jamie'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Camden.csv,8,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['QUINNELL Sally'],2,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1,['SIDGREAVES Peter'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maitland.csv,9,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1,['AITCHISON Jenny'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Ku-ring-gai.csv,7,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1,['HENSKENS Alister'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bega.csv,7,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['ATKINSON Leanne'],2,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1,['CONSTANCE Andrew'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Orange.csv,10,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1,['DONATO Philip'],1
Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Goulburn.csv,8,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1,['TUCKERMAN Wendy'],1
