file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,top4_plurality,top4_IRV,top4_top-two,top4_borda-pm,top4_borda-om,top4_borda-avg,top4_top-3-truncation,top4_condorcet,top4_minimax,top4_smith_plurality,top4_smith_irv,top4_smith-minimax,top4_ranked-pairs,top4_bucklin,top4_approval
raw_data/civs/processed_data/1d56c3efa4.csv,6,['2'],['2'],['2'],['1'],['1'],['1'],['1'],[],"['1', '2']",['2'],['2'],"['1', '2']",['1'],['3'],['1'],['2'],['2'],['2'],"['1', '3']","['1', '3']","['1', '3']",['1'],[],"['1', '2']",['2'],['2'],"['1', '2']",['1'],['3'],['1']
raw_data/civs/processed_data/5b0fdc2526.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/ec8b755183.csv,3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/f41f8979dd.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/f38262c349.csv,3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/342bd6eea7.csv,11,['9'],['9'],['11'],['11'],['9'],['11'],['9'],[],['7'],['9'],['9'],['7'],['7'],['7'],['7'],['5'],['5'],['9'],['11'],"['9', '5']",['11'],['11'],[],"['5', '11']",['5'],['9'],"['5', '11']",['11'],['11'],['11']
raw_data/civs/processed_data/ad8b6669b7.csv,31,['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31'],['31']
raw_data/civs/processed_data/00515ef6e8.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/8c021a1d3f.csv,17,['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17']
raw_data/civs/processed_data/0ad286a666.csv,10,['8'],['7'],['8'],['3'],['3'],['3'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['8'],['7'],['7'],['6'],['6'],['6'],['6'],[],['6'],['8'],['7'],['6'],['6'],['6'],['6']
raw_data/civs/processed_data/85b885c9c4.csv,4,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2']
raw_data/civs/processed_data/aa1b41b208.csv,6,['2'],['6'],['2'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['2'],['6'],['2'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6']
raw_data/civs/processed_data/f3c5262afa.csv,5,['2'],['2'],['2'],['1'],['1'],['1'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['1'],['2'],['2'],['2'],['2'],"['1', '2']",['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['1'],['2']
raw_data/civs/processed_data/22ac5892df.csv,11,['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11']
raw_data/civs/processed_data/44345c0ec9.csv,4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/cc46406260.csv,3,['3'],['3'],['3'],['1'],['1'],['1'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['1'],['3'],['3'],['3'],['3'],['1'],['1'],['1'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['1'],['3']
raw_data/civs/processed_data/10405996cc.csv,10,['6'],['4'],['4'],['1'],['1'],['1'],['6'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['6'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4']
raw_data/civs/processed_data/12009ebe7f.csv,5,['2'],['5'],['2'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5']
raw_data/civs/processed_data/fbbbe3ae72.csv,5,['5'],['5'],['5'],['2'],['2'],['2'],['2'],[],['2'],['5'],['5'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2']
raw_data/civs/processed_data/cf2adbb8c7.csv,14,['9'],['9'],['9'],['1'],['4'],['4'],['8'],[],['9'],['9'],['9'],['9'],['4'],['4'],['4'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['14'],['9']
raw_data/civs/processed_data/772f39b930.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/9bad295c2f.csv,4,['2'],['2'],['2'],['2'],['2'],['2'],['2'],[],"['3', '2']",['2'],['2'],"['3', '2']",['3'],['2'],['3'],['2'],['2'],['3'],['2'],['2'],['2'],['2'],[],"['3', '2']",['3'],['3'],"['3', '2']",['3'],['2'],['3']
raw_data/civs/processed_data/21ab3bef6f.csv,4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4']
raw_data/civs/processed_data/8b9d6283bf.csv,8,['3'],['6'],['6'],['1'],['1'],['1'],['6'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['8'],['4'],['4'],['8'],['8'],['8'],['8'],[],['4'],['8'],['4'],['4'],['4'],['8'],['4']
raw_data/civs/processed_data/a46d8a3fc9.csv,7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7']
raw_data/civs/processed_data/ade63f642c.csv,3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/105a6b1903.csv,5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5']
raw_data/civs/processed_data/80d4cc708b.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/c76d4fdaca.csv,8,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8']
raw_data/civs/processed_data/5b6b3df1d7.csv,10,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10']
raw_data/civs/processed_data/38385bc46b.csv,12,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12']
raw_data/civs/processed_data/9cf43b0f8b.csv,6,['4'],['3'],['3'],['1'],['3'],"['3', '1']",['3'],[],"['3', '1']",['4'],['3'],"['3', '1']",['3'],['3'],['3'],['4'],['3'],['3'],['3'],['3'],['3'],['3'],[],['3'],['4'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/b649caa8e2.csv,6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6']
raw_data/civs/processed_data/c0771dfce6.csv,6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/42ccc4667a.csv,4,['4'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['4'],['3'],['4'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['4'],['3']
raw_data/civs/processed_data/c3be3365f7.csv,5,['5'],['5'],['5'],['5'],['1'],['5'],['1'],[],['5'],['1'],['5'],['5'],['5'],['1'],['5'],['5'],['5'],['5'],"['1', '5']",['1'],['1'],['1'],[],['5'],['1'],['5'],['5'],['5'],['1'],['5']
raw_data/civs/processed_data/30b4916fc2.csv,4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4']
raw_data/civs/processed_data/5ec74f9b05.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/845c262c66.csv,16,['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16']
raw_data/civs/processed_data/975987aec1.csv,4,['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/2b8bb6d43a.csv,5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/880ced8349.csv,5,['1'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5']
raw_data/civs/processed_data/c8a5f913da.csv,8,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8']
raw_data/civs/processed_data/271eb9092b.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/0b624cefd0.csv,6,['6'],['6'],['6'],['3'],['3'],['3'],['6'],['3'],['3'],['3'],['3'],['3'],['3'],['6'],['3'],['6'],['6'],['6'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/9874fd1603.csv,8,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/17786271e1.csv,5,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2']
raw_data/civs/processed_data/c8d8cb3cd7.csv,12,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12']
raw_data/civs/processed_data/fab11dc966.csv,3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/81063b0ad8.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/34d230ee29.csv,5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/2bfba1b691.csv,5,['3'],['3'],['3'],['5'],['3'],['5'],['5'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['5'],['3'],['5'],['5'],['3'],['3'],['3'],['3'],['3'],['3'],['5'],['3']
raw_data/civs/processed_data/d907b76488.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/e77ea66915.csv,6,['1'],['1'],['1'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['1'],['1'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/07ba006e21.csv,3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/0b9415b913.csv,10,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['1'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['1'],['10']
raw_data/civs/processed_data/417bf33678.csv,7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['4'],['7']
raw_data/civs/processed_data/623c13d2c1.csv,31,['1'],['1'],['1'],['1'],['4'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/517aa351f6.csv,13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13']
raw_data/civs/processed_data/fce7e6b889.csv,6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['1'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6']
raw_data/civs/processed_data/fc7cb6479e.csv,6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6']
raw_data/civs/processed_data/caf5812585.csv,20,['20'],['12'],['12'],['2'],['2'],['2'],['3'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['12'],['12'],['12'],['10'],['10'],['10'],['10'],['12'],['12'],['12'],['12'],['12'],['12'],['10'],['12']
raw_data/civs/processed_data/f8523c0bf5.csv,4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/e8e74ee066.csv,10,['1'],['2'],['2'],['10'],['10'],['10'],['1'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['1'],['2'],['2'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10']
raw_data/civs/processed_data/676f9f4174.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/d2ecdc924e.csv,4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/dd3a3b6636.csv,29,['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29']
raw_data/civs/processed_data/b6cb63d9ec.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/5bc94729e1.csv,5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5']
raw_data/civs/processed_data/176aeb7d1e.csv,4,['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/2ff4bea6b7.csv,5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5']
raw_data/civs/processed_data/e28f76bf6f.csv,12,['6'],['12'],['3'],['2'],['2'],['2'],['12'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['6'],['3'],['3'],['12'],['3'],['12'],['12'],['3'],['3'],['3'],['3'],['3'],['3'],['12'],['3']
raw_data/civs/processed_data/d3abdeaed7.csv,3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
raw_data/civs/processed_data/b23f69f553.csv,18,['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['1'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18']
raw_data/civs/processed_data/48f62f99f7.csv,13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13']
raw_data/civs/processed_data/f8c9f15bcd.csv,6,['3'],['3'],['3'],['6'],['6'],['6'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['6'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['4'],['3']
raw_data/civs/processed_data/d79155a77d.csv,11,['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11']
raw_data/civs/processed_data/f1faf34abd.csv,5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5']
raw_data/civs/processed_data/5fbac884ca.csv,13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13']
raw_data/civs/processed_data/a7fc110a23.csv,9,['9'],['9'],['9'],['1'],['1'],['1'],['9'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['9'],['9'],['9'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
raw_data/civs/processed_data/48a8fe64d2.csv,3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
