ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,numSeats,numCands
91300_00004_000022,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant","Moran, Agnes C.","Bynum, Jeremy T.",skipped,1,4
91300_00004_000008,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000062,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000041,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00004_000023,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00004_000015,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000066,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant","Moran, Agnes C.",skipped,skipped,1,4
91300_00004_000065,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Echohawk, Grant",skipped,skipped,1,4
91300_00004_000043,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant","Bynum, Jeremy T.",skipped,skipped,1,4
91300_00004_000025,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.","Echohawk, Grant",skipped,1,4
91300_00004_000017,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000047,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000004,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000050,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000027,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.",Write-in,"Echohawk, Grant",1,4
91300_00004_000045,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000028,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.","Echohawk, Grant",skipped,1,4
91300_00004_000002,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00004_000049,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000029,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00004_000012,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Bynum, Jeremy T.",skipped,skipped,1,4
91300_00004_000067,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000044,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000030,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000013,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.","Echohawk, Grant",skipped,1,4
91300_00004_000048,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.","Echohawk, Grant",skipped,1,4
91300_00004_000031,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000009,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.",skipped,skipped,1,4
91300_00004_000052,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant",skipped,skipped,1,4
91300_00004_000032,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000006,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000053,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000033,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000051,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000034,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000010,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000056,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Echohawk, Grant","Moran, Agnes C.",skipped,1,4
91300_00004_000035,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.",skipped,skipped,skipped,1,4
91300_00004_000011,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000057,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000036,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant","Bynum, Jeremy T.",skipped,1,4
91300_00004_000003,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Echohawk, Grant",skipped,skipped,1,4
91300_00004_000058,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00004_000037,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant",skipped,skipped,1,4
91300_00004_000007,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.","Echohawk, Grant",skipped,1,4
91300_00003_000053,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000052,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant",skipped,skipped,1,4
91300_00003_000035,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000019,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Echohawk, Grant",skipped,skipped,1,4
91300_00003_000010,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000087,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000043,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000042,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000027,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant","Moran, Agnes C.",skipped,skipped,1,4
91300_00003_000020,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.",skipped,skipped,skipped,1,4
91300_00003_000001,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.","Echohawk, Grant",skipped,1,4
91300_00003_000059,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000058,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000038,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Bynum, Jeremy T.","Echohawk, Grant",skipped,1,4
91300_00003_000021,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.",skipped,skipped,1,4
91300_00003_000005,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.","Echohawk, Grant",skipped,1,4
91300_00003_000057,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.",skipped,skipped,skipped,1,4
91300_00003_000056,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant","Bynum, Jeremy T.","Moran, Agnes C.",skipped,1,4
91300_00003_000037,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000002,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant","Moran, Agnes C.","Bynum, Jeremy T.",skipped,1,4
91300_00003_000070,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000069,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant","Bynum, Jeremy T.",skipped,1,4
91300_00003_000044,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000023,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant","Moran, Agnes C.",skipped,skipped,1,4
91300_00003_000008,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000066,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000065,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000046,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Bynum, Jeremy T.",skipped,skipped,1,4
91300_00003_000024,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000011,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000064,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000063,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000025,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant",skipped,skipped,1,4
91300_00003_000004,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000074,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000073,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000048,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000026,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant",skipped,skipped,1,4
91300_00003_000013,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000078,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant","Bynum, Jeremy T.",skipped,1,4
91300_00003_000077,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000050,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000028,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Bynum, Jeremy T.",skipped,skipped,1,4
91300_00003_000017,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant",skipped,skipped,1,4
91300_00003_000068,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000067,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000047,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000029,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000003,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000075,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000049,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant","Moran, Agnes C.",skipped,skipped,1,4
91300_00003_000030,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000016,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000080,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000079,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000054,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.",skipped,skipped,1,4
91300_00003_000031,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant","Moran, Agnes C.","Bynum, Jeremy T.",skipped,1,4
91300_00003_000009,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000086,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Echohawk, Grant","Moran, Agnes C.",skipped,1,4
91300_00003_000085,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.",skipped,skipped,skipped,1,4
91300_00003_000055,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant","Bynum, Jeremy T.",skipped,1,4
91300_00003_000032,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000012,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000072,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant",skipped,skipped,1,4
91300_00003_000071,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000033,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000006,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000082,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000081,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000051,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Echohawk, Grant",skipped,skipped,1,4
91300_00003_000034,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Echohawk, Grant",skipped,skipped,1,4
91300_00003_000007,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000084,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000083,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000036,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000061,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000039,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Moran, Agnes C.",skipped,skipped,1,4
91300_00003_000014,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.","Echohawk, Grant","Moran, Agnes C.",skipped,1,4
91300_00003_000062,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91300_00003_000040,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91300_00003_000018,Ballot 1 - Type 1,Question,Judicial 1,Judicial,District 1  - Question,District 1  - Question,Region I,"Moran, Agnes C.","Echohawk, Grant","Bynum, Jeremy T.",Write-in,1,4
91100_00092_000019,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91100_00092_000003,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91100_00092_000020,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91100_00092_000001,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91100_00092_000011,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Echohawk, Grant",skipped,skipped,skipped,1,4
91100_00092_000022,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Bynum, Jeremy T.","Moran, Agnes C.",skipped,skipped,1,4
91100_00092_000008,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Moran, Agnes C.","Bynum, Jeremy T.","Echohawk, Grant",skipped,1,4
91100_00092_000023,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91100_00092_000013,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Bynum, Jeremy T.",skipped,skipped,skipped,1,4
91100_00092_000024,Ballot 1 - Type 1,Absentee,Judicial 1,Judicial,District 1 - Absentee,District 1 - Absentee,Region I,"Echohawk, Grant","Bynum, Jeremy T.","Moran, Agnes C.",skipped,1,4
