precinct,rank1,rank2,rank3,numSeats,numCands
MINNEAPOLIS W-8 P-03,HASHIM YONIS,ANNIE YOUNG,ISHMAEL ISRAEL,,11
MINNEAPOLIS W-11 P-02,MEG FORNEY,JOHN ERWIN,STEVE BARLAND,,11
MINNEAPOLIS W-6 P-06,MEG FORNEY,skipped,skipped,,11
MINNEAPOLIS W-10 P-06,JOHN ERWIN,MEG FORNEY,skipped,,11
MINNEAPOLIS W-9 P-03,ANNIE YOUNG,skipped,skipped,,11
MINNEAPOLIS W-1 P-09,TOM NORDYKE,JOHN ERWIN,skipped,,11
MINNEAPOLIS W-9 P-01,JOHN ERWIN,skipped,skipped,,11
MINNEAPOLIS W-13 P-08,JOHN ERWIN,TOM NORDYKE,skipped,,11
MINNEAPOLIS W-11 P-02,TOM NORDYKE,JASON STONE,ANNIE YOUNG,,11
MINNEAPOLIS W-7 P-08,CASPER HILL,skipped,skipped,,11
MINNEAPOLIS W-2 P-01,ANNIE YOUNG,ISHMAEL ISRAEL,JASON STONE,,11
MINNEAPOLIS W-9 P-01,JASON STONE,JOHN ERWIN,TOM NORDYKE,,11
MINNEAPOLIS W-10 P-06,JASON STONE,STEVE BARLAND,MEG FORNEY,,11
MINNEAPOLIS W-1 P-04,STEVE BARLAND,JOHN ERWIN,CASPER HILL,,11
MINNEAPOLIS W-11 P-09,JASON STONE,JOHN ERWIN,STEVE BARLAND,,11
MINNEAPOLIS W-13 P-08,TOM NORDYKE,JOHN ERWIN,ANNIE YOUNG,,11
MINNEAPOLIS W-13 P-03,CASPER HILL,HASHIM YONIS,ISHMAEL ISRAEL,,11
MINNEAPOLIS W-8 P-07,STEVE BARLAND,MEG FORNEY,skipped,,11
MINNEAPOLIS W-1 P-03,ANNIE YOUNG,TOM NORDYKE,MARY LYNN MCPHERSON,,11
MINNEAPOLIS W-1 P-03,ANNIE YOUNG,MEG FORNEY,HASHIM YONIS,,11
MINNEAPOLIS W-4 P-02,TOM NORDYKE,JASON STONE,ANNIE YOUNG,,11
MINNEAPOLIS W-3 P-03,JOHN ERWIN,skipped,skipped,,11
MINNEAPOLIS W-7 P-04D,MEG FORNEY,ANNIE YOUNG,skipped,,11
MINNEAPOLIS W-6 P-02,HASHIM YONIS,skipped,skipped,,11
MINNEAPOLIS W-8 P-08,ANNIE YOUNG,JASON STONE,JOHN ERWIN,,11
MINNEAPOLIS W-12 P-10,JOHN ERWIN,skipped,skipped,,11
MINNEAPOLIS W-5 P-6C,JASON STONE,ISHMAEL ISRAEL,MARY LYNN MCPHERSON,,11
MINNEAPOLIS W-3 P-01,JASON STONE,skipped,skipped,,11
MINNEAPOLIS W-7 P-06,ISHMAEL ISRAEL,MARY LYNN MCPHERSON,JOHN ERWIN,,11
MINNEAPOLIS W-8 P-08,ANNIE YOUNG,MEG FORNEY,HASHIM YONIS,,11
MINNEAPOLIS W-8 P-06,JOHN ERWIN,JASON STONE,ANNIE YOUNG,,11
MINNEAPOLIS W-5 P-02,MEG FORNEY,MARY LYNN MCPHERSON,ANNIE YOUNG,,11
MINNEAPOLIS W-3 P-03,MARY LYNN MCPHERSON,skipped,skipped,,11
MINNEAPOLIS W-3 P-03,JOHN ERWIN,skipped,skipped,,11
MINNEAPOLIS W-3 P-06,JOHN ERWIN,skipped,skipped,,11
MINNEAPOLIS W-13 P-05,MEG FORNEY,skipped,skipped,,11
MINNEAPOLIS W-3 P-04,ANNIE YOUNG,skipped,skipped,,11
MINNEAPOLIS W-8 P-05,STEVE BARLAND,HASHIM YONIS,MARY LYNN MCPHERSON,,11
MINNEAPOLIS W-12 P-02,TOM NORDYKE,ANNIE YOUNG,JOHN ERWIN,,11
MINNEAPOLIS W-3 P-03,ANNIE YOUNG,MEG FORNEY,JASON STONE,,11
MINNEAPOLIS W-5 P-05,TOM NORDYKE,JOHN ERWIN,skipped,,11
MINNEAPOLIS W-4 P-04,JASON STONE,MEG FORNEY,HASHIM YONIS,,11
MINNEAPOLIS W-4 P-07,ISHMAEL ISRAEL,JOHN ERWIN,HASHIM YONIS,,11
MINNEAPOLIS W-7 P-04D,STEVE BARLAND,skipped,skipped,,11
MINNEAPOLIS W-13 P-07,ANNIE YOUNG,MARY LYNN MCPHERSON,MEG FORNEY,,11
MINNEAPOLIS W-10 P-08,TOM NORDYKE,skipped,skipped,,11
MINNEAPOLIS W-8 P-08,ANNIE YOUNG,skipped,skipped,,11
MINNEAPOLIS W-11 P-04,JOHN ERWIN,ANNIE YOUNG,JASON STONE,,11
MINNEAPOLIS W-6 P-03,HASHIM YONIS,skipped,skipped,,11
MINNEAPOLIS W-6 P-03,HASHIM YONIS,skipped,skipped,,11
MINNEAPOLIS W-10 P-05A,ANNIE YOUNG,MEG FORNEY,skipped,,11
MINNEAPOLIS W-2 P-06,MARY LYNN MCPHERSON,ANNIE YOUNG,MEG FORNEY,,11
MINNEAPOLIS W-7 P-09,TOM NORDYKE,JOHN ERWIN,MEG FORNEY,,11
MINNEAPOLIS W-7 P-09,JOHN ERWIN,TOM NORDYKE,skipped,,11
MINNEAPOLIS W-9 P-02,ANNIE YOUNG,MARY LYNN MCPHERSON,MEG FORNEY,,11
MINNEAPOLIS W-6 P-03,JOHN ERWIN,skipped,skipped,,11
MINNEAPOLIS W-9 P-01,JASON STONE,STEVE BARLAND,MEG FORNEY,,11
MINNEAPOLIS W-6 P-09,TOM NORDYKE,STEVE BARLAND,skipped,,11
MINNEAPOLIS W-7 P-03,MEG FORNEY,ANNIE YOUNG,JOHN ERWIN,,11
MINNEAPOLIS W-1 P-08,TOM NORDYKE,ANNIE YOUNG,JOHN ERWIN,,11
MINNEAPOLIS W-13 P-05,STEVE BARLAND,MEG FORNEY,skipped,,11
MINNEAPOLIS W-7 P-01C,JOHN ERWIN,MEG FORNEY,ANNIE YOUNG,,11
MINNEAPOLIS W-5 P-04,MEG FORNEY,MARY LYNN MCPHERSON,ANNIE YOUNG,,11
MINNEAPOLIS W-9 P-03,ANNIE YOUNG,TOM NORDYKE,skipped,,11
MINNEAPOLIS W-13 P-06,STEVE BARLAND,skipped,skipped,,11
MINNEAPOLIS W-8 P-02,JASON STONE,skipped,skipped,,11
MINNEAPOLIS W-13 P-03,JOHN ERWIN,HASHIM YONIS,ANNIE YOUNG,,11
MINNEAPOLIS W-10 P-01,MEG FORNEY,skipped,skipped,,11
MINNEAPOLIS W-8 P-04,STEVE BARLAND,JASON STONE,ANNIE YOUNG,,11
MINNEAPOLIS W-2 P-03,MARY LYNN MCPHERSON,JASON STONE,STEVE BARLAND,,11
MINNEAPOLIS W-3 P-07,TOM NORDYKE,skipped,skipped,,11
MINNEAPOLIS W-7 P-08,TOM NORDYKE,ANNIE YOUNG,MEG FORNEY,,11
MINNEAPOLIS W-11 P-01,JOHN ERWIN,JASON STONE,TOM NORDYKE,,11
MINNEAPOLIS W-3 P-07,ANNIE YOUNG,TOM NORDYKE,JOHN ERWIN,,11
MINNEAPOLIS W-12 P-05,JASON STONE,JOHN ERWIN,MEG FORNEY,,11
MINNEAPOLIS W-4 P-06,HASHIM YONIS,skipped,skipped,,11
MINNEAPOLIS W-9 P-04,JOHN ERWIN,TOM NORDYKE,skipped,,11
MINNEAPOLIS W-4 P-05,MEG FORNEY,MARY LYNN MCPHERSON,ANNIE YOUNG,,11
MINNEAPOLIS W-10 P-01,JASON STONE,skipped,skipped,,11
MINNEAPOLIS W-9 P-02,ANNIE YOUNG,skipped,skipped,,11
MINNEAPOLIS W-6 P-08,JASON STONE,TOM NORDYKE,JOHN ERWIN,,11
MINNEAPOLIS W-8 P-07,ISHMAEL ISRAEL,HASHIM YONIS,MARY LYNN MCPHERSON,,11
MINNEAPOLIS W-7 P-08,JOHN ERWIN,MEG FORNEY,MARY LYNN MCPHERSON,,11
MINNEAPOLIS W-3 P-03,JOHN ERWIN,MEG FORNEY,skipped,,11
MINNEAPOLIS W-5 P-05,ANNIE YOUNG,JASON STONE,STEVE BARLAND,,11
MINNEAPOLIS W-11 P-10,JASON STONE,JOHN ERWIN,ANNIE YOUNG,,11
MINNEAPOLIS W-2 P-01,JASON STONE,JOHN ERWIN,TOM NORDYKE,,11
MINNEAPOLIS W-2 P-05,JOHN ERWIN,TOM NORDYKE,ANNIE YOUNG,,11
MINNEAPOLIS W-4 P-08,ANNIE YOUNG,skipped,skipped,,11
MINNEAPOLIS W-10 P-06,JASON STONE,TOM NORDYKE,JOHN ERWIN,,11
MINNEAPOLIS W-12 P-03,TOM NORDYKE,JOHN ERWIN,skipped,,11
MINNEAPOLIS W-8 P-02,MEG FORNEY,skipped,skipped,,11
MINNEAPOLIS W-12 P-01,TOM NORDYKE,JASON STONE,JOHN ERWIN,,11
MINNEAPOLIS W-13 P-09,STEVE BARLAND,MEG FORNEY,skipped,,11
MINNEAPOLIS W-5 P-6C,JOHN ERWIN,ANNIE YOUNG,JASON STONE,,11
MINNEAPOLIS W-7 P-09,MEG FORNEY,ANNIE YOUNG,MARY LYNN MCPHERSON,,11
MINNEAPOLIS W-9 P-02,ANNIE YOUNG,MEG FORNEY,MARY LYNN MCPHERSON,,11
MINNEAPOLIS W-13 P-05,JASON STONE,JOHN ERWIN,TOM NORDYKE,,11
MINNEAPOLIS W-13 P-06,JOHN ERWIN,TOM NORDYKE,skipped,,11
MINNEAPOLIS W-12 P-01,CASPER HILL,ANNIE YOUNG,TOM NORDYKE,,11
MINNEAPOLIS W-5 P-04,MEG FORNEY,MARY LYNN MCPHERSON,ANNIE YOUNG,,11
MINNEAPOLIS W-8 P-05,JASON STONE,JOHN ERWIN,ISHMAEL ISRAEL,,11
MINNEAPOLIS W-8 P-08,ANNIE YOUNG,JASON STONE,JOHN ERWIN,,11
MINNEAPOLIS W-8 P-07,TOM NORDYKE,ISHMAEL ISRAEL,skipped,,11
MINNEAPOLIS W-9 P-04,JOHN ERWIN,JASON STONE,ANNIE YOUNG,,11
MINNEAPOLIS W-9 P-02,MEG FORNEY,MARY LYNN MCPHERSON,ANNIE YOUNG,,11
MINNEAPOLIS W-4 P-06,JOHN ERWIN,TOM NORDYKE,ANNIE YOUNG,,11
MINNEAPOLIS W-13 P-05,ANNIE YOUNG,JOHN ERWIN,TOM NORDYKE,,11
MINNEAPOLIS W-2 P-01,ANNIE YOUNG,JOHN ERWIN,JASON STONE,,11
MINNEAPOLIS W-5 P-03,ANNIE YOUNG,JASON STONE,HASHIM YONIS,,11
MINNEAPOLIS W-8 P-08,ANNIE YOUNG,STEVE BARLAND,MEG FORNEY,,11
MINNEAPOLIS W-12 P-03,ANNIE YOUNG,HASHIM YONIS,ISHMAEL ISRAEL,,11
MINNEAPOLIS W-8 P-07,JOHN ERWIN,JASON STONE,MEG FORNEY,,11
MINNEAPOLIS W-7 P-04D,JASON STONE,skipped,skipped,,11
MINNEAPOLIS W-3 P-07,ANNIE YOUNG,MARY LYNN MCPHERSON,MEG FORNEY,,11
MINNEAPOLIS W-13 P-06,MEG FORNEY,STEVE BARLAND,MARY LYNN MCPHERSON,,11
MINNEAPOLIS W-10 P-03A,MEG FORNEY,ANNIE YOUNG,skipped,,11
MINNEAPOLIS W-8 P-08,TOM NORDYKE,JOHN ERWIN,skipped,,11
MINNEAPOLIS W-11 P-10,TOM NORDYKE,skipped,skipped,,11
MINNEAPOLIS W-8 P-01,HASHIM YONIS,skipped,skipped,,11
MINNEAPOLIS W-1 P-02,JOHN ERWIN,TOM NORDYKE,JASON STONE,,11
MINNEAPOLIS W-7 P-04D,JASON STONE,MEG FORNEY,JOHN ERWIN,,11
MINNEAPOLIS W-4 P-08,JASON STONE,ANNIE YOUNG,STEVE BARLAND,,11
MINNEAPOLIS W-2 P-01,ANNIE YOUNG,STEVE BARLAND,CASPER HILL,,11
MINNEAPOLIS W-7 P-03,MARY LYNN MCPHERSON,TOM NORDYKE,ANNIE YOUNG,,11
MINNEAPOLIS W-13 P-05,writein,skipped,skipped,,11
MINNEAPOLIS W-7 P-06,ISHMAEL ISRAEL,skipped,skipped,,11
MINNEAPOLIS W-11 P-04,ANNIE YOUNG,CASPER HILL,MEG FORNEY,,11
MINNEAPOLIS W-7 P-01C,JOHN ERWIN,TOM NORDYKE,MARY LYNN MCPHERSON,,11
MINNEAPOLIS W-13 P-05,TOM NORDYKE,JOHN ERWIN,skipped,,11
MINNEAPOLIS W-5 P-04,JOHN ERWIN,ANNIE YOUNG,skipped,,11
MINNEAPOLIS W-7 P-09,JOHN ERWIN,CASPER HILL,JASON STONE,,11
MINNEAPOLIS W-9 P-07,ANNIE YOUNG,JASON STONE,HASHIM YONIS,,11
MINNEAPOLIS W-4 P-08,JOHN ERWIN,ANNIE YOUNG,TOM NORDYKE,,11
MINNEAPOLIS W-13 P-09,MARY LYNN MCPHERSON,skipped,skipped,,11
MINNEAPOLIS W-11 P-01,TOM NORDYKE,skipped,skipped,,11
