file,plurality,top4_plurality,IRV,top4_IRV,top-two,top4_top-two,borda-pm,top4_borda-pm,top-3-truncation,top4_top-3-truncation,condorcet,top4_condorcet,minimax,top4_minimax,smith,top4_smith,smith-minimax,top4_smith-minimax,ranked-pairs,top4_ranked-pairs
american/Minneapolis/Minneapolis_11072023_CityCouncilWard7.csv,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict5.csv,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich
american/Minneapolis/Minneapolis_11062009_Ward1CityCouncil.csv,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich
american/Minneapolis/Minneapolis_11062009_Ward9CityCouncil.csv,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict4.csv,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill
american/Minneapolis/Minneapolis_11062009_MinneapolisParkRecBoard.csv,Bob Fine,Bob Fine,Annie Young,Annie Young,Annie Young,Annie Young,Annie Young,Annie Young,Annie Young,Annie Young,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine
american/Minneapolis/Minneapolis_11072017_Ward13CityCouncil.csv,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11022021_CityCouncilWard8.csv,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
american/Minneapolis/Minneapolis_11062009_Ward6CityCouncil.csv,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict6.csv,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn
american/Minneapolis/Minneapolis_11022021_CityCouncilWard9.csv,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Yussuf Haji,Yussuf Haji,Jason Chavez,Jason Chavez,Ross Tenneson,Ross Tenneson,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez
american/Minneapolis/Minneapolis_11052013_Ward13CityCouncil.csv,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO
american/Minneapolis/Minneapolis_11062009_Ward4CityCouncil.csv,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson
american/Minneapolis/Minneapolis_11052013_Ward5CityCouncil.csv,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict3.csv,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper
american/Minneapolis/Minneapolis_11062009_Ward3CityCouncil.csv,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict1.csv,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz
american/Minneapolis/Minneapolis 2013-board of estimation and taxation cvr.csv,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,skipped,CAROL J. BECKER,skipped,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER
american/Minneapolis/Minneapolis_11072017_Ward11CityCouncil.csv,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder
american/Minneapolis/Minneapolis_11072017_Ward10CityCouncil.csv,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict4.csv,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer
american/Minneapolis/Minneapolis_11062009_Ward2CityCouncil.csv,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict5.csv,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich
american/Minneapolis/Minneapolis_11062009_Ward5CityCouncil.csv,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict6.csv,Risa Hustad,Risa Hustad,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,writein,Risa Hustad,Cathy Abene,Cathy Abene,Risa Hustad,Risa Hustad,Risa Hustad,Risa Hustad
"american/Pierce County, WA/PierceCounty_11042008_CountyExecutiveMember.csv",Shawn Bunney,Shawn Bunney,Pat McCarthy,Pat McCarthy,Pat McCarthy,Pat McCarthy,Pat McCarthy,Pat McCarthy,Pat McCarthy,Pat McCarthy,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney
"american/Pierce County, WA/PierceCounty_11032009_CountyAuditor.csv",Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson
"american/Pierce County, WA/PierceCounty_11042008_CountyAssessorTreasurer.csv",Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
"american/Pierce County, WA/PierceCounty_11042008_CountyCouncilDistrict2.csv",Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald
"american/Portland, OR/Portland_D1_2024.csv",Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos,Candace Avalos
"american/Portland, OR/PortlandOR_110524_Mayor.csv",Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson,Keith Wilson
"american/Portland, ME/Portland_06142022_SchoolboardAL-1.csv","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M."
"american/Portland, ME/Portland_06142022_Schoolboarddistrict5-1.csv","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M."
"american/Portland, ME/Portland_06082021_charter_commission_at_large.csv","Sheikh-Yousef, Nasreen A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Sheikh-Yousef, Nasreen A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S."
american/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,"Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V."
american/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,"Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L."
american/Maine/Maine_11082022_CongressionalDistrict2.csv,"Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest"
american/Maine/Maine_11062018_CongressionalDistrict2.csv,"REP Poliquin, Bruce","REP Poliquin, Bruce","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
american/Maine/Maine_06122018_DemocraticPrimaryforCD2.csv,"Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F."
american/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41.csv,"Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis","Zager, Samuel Lewis"
american/Maine/Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2.csv,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John"
american/Maine/Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11.csv,"Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip","Curry, Glenn Chip"
american/Maine/Maine_06122018_DemocraticPrimaryforGovernor.csv,"Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T."
american/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,"Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy","Arford, Poppy"
"american/Takoma Park, MD/TakomaPark_11082022_Mayor.csv",Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy
"american/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard4.csv",Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens,Terry Seamens
"american/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard6.csv",Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small
"american/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard2.csv",Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa,Cindy Dyballa
"american/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard3.csv",Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson
"american/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard1.csv",Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher
american/Bloomington/Bloomington_11072023_SpecialCityCouncilAtLarge.csv,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua
american/Bloomington/Bloomington_11072023_CityCouncilDistrict4.csv,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas,Victor Rivas
american/Utah cities/Springville_11022021_Mayor.csv,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD
american/Utah cities/WoodlandHills_11022021_CityCouncil.csv,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT,JANET LUNT
american/Utah cities/Springville_11022021_CityCouncil4yr.csv,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON,MICHAEL SNELSON
american/Utah cities/WoodlandHills_11022021_Mayor.csv,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER
american/Utah cities/Vineyard_11022021_CityCouncil.csv,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES,MARDI SIFUENTES
american/Utah cities/Genola_11022021_CityCouncil.csv,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON,HALE ROBISON
american/Utah cities/Vineyard_11052019_CityCouncil.csv,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH
american/Utah cities/Moab_11022021_CityCouncil.csv,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,JASON TAYLOR,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI,LUKE WOJCIECHOWSKI
american/Utah cities/Payson_11052019_CityCouncil.csv,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON
