Index,rank1,rank2,rank3,numSeats,numCands
ER30,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER31,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER32,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER33,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER34,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER35,GORDON REYNOLDS,skipped,skipped,1,3
ER36,ROBERT HADDOCK,skipped,skipped,1,3
ER37,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER38,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER39,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER40,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER41,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER42,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER43,GORDON REYNOLDS,skipped,skipped,1,3
ER44,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER45,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER46,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER47,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER48,GORDON REYNOLDS,skipped,skipped,1,3
ER49,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER50,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER51,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER52,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER53,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER54,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER55,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER56,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER57,ROBERT HADDOCK,skipped,skipped,1,3
ER58,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER59,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER60,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER61,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER62,ROBERT HADDOCK,skipped,skipped,1,3
ER63,GORDON REYNOLDS,skipped,skipped,1,3
ER64,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER65,GORDON REYNOLDS,skipped,skipped,1,3
ER66,ROBERT HADDOCK,skipped,skipped,1,3
ER67,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER68,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER69,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER70,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER71,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER72,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER73,ROBERT HADDOCK,skipped,skipped,1,3
ER74,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER75,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER76,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER77,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER78,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER79,ROBERT HADDOCK,skipped,skipped,1,3
ER80,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER81,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER82,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER83,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER84,GORDON REYNOLDS,skipped,skipped,1,3
ER85,ROBERT HADDOCK,skipped,skipped,1,3
ER86,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER87,GORDON REYNOLDS,skipped,skipped,1,3
ER88,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER89,GORDON REYNOLDS,skipped,skipped,1,3
ER90,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER91,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER92,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER93,GEORGE D. POTTER,skipped,skipped,1,3
ER94,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER95,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER96,GORDON REYNOLDS,skipped,skipped,1,3
ER97,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER98,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER99,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER100,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER101,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER102,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER103,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER104,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER105,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER106,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER107,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER108,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER109,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER110,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER111,ROBERT HADDOCK,skipped,skipped,1,3
ER112,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER113,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER114,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER115,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER116,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER117,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER118,GEORGE D. POTTER,skipped,skipped,1,3
ER119,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER120,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER121,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER122,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER123,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER124,GEORGE D. POTTER,skipped,skipped,1,3
ER125,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER126,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER127,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER128,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER129,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER130,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER131,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER132,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER133,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER134,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER135,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER136,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER137,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER138,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER139,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER140,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER141,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER142,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER143,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER144,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER145,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER146,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER147,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER148,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER149,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER150,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER151,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER152,GEORGE D. POTTER,skipped,skipped,1,3
ER153,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER154,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER155,GEORGE D. POTTER,skipped,skipped,1,3
ER156,GEORGE D. POTTER,skipped,skipped,1,3
ER157,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER158,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER159,GORDON REYNOLDS,skipped,skipped,1,3
ER160,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER161,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER162,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER163,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER164,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER165,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER166,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER167,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER168,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER169,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER170,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER171,GORDON REYNOLDS,skipped,skipped,1,3
ER172,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER173,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER174,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER175,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER176,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER177,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER178,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER179,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER180,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER181,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER182,GORDON REYNOLDS,skipped,skipped,1,3
ER183,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER184,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER185,ROBERT HADDOCK,skipped,skipped,1,3
ER186,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER187,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER188,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER189,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER190,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER191,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER192,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER193,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER194,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER195,ROBERT HADDOCK,skipped,skipped,1,3
ER196,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER197,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER198,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER199,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER200,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER201,ROBERT HADDOCK,skipped,skipped,1,3
ER202,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER203,GORDON REYNOLDS,skipped,skipped,1,3
ER204,GORDON REYNOLDS,skipped,skipped,1,3
ER205,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER206,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER207,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER208,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER209,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER210,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER211,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER212,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER213,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER214,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER215,GORDON REYNOLDS,skipped,skipped,1,3
ER216,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER217,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER218,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER219,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER220,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER221,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER222,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER223,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER224,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER225,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER226,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER227,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER228,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER229,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER230,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER231,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER232,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER233,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER234,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER235,GORDON REYNOLDS,skipped,skipped,1,3
ER236,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER237,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER238,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER239,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER240,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER241,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER242,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER243,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER244,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER245,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER246,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER247,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER248,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER249,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER250,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER251,ROBERT HADDOCK,skipped,skipped,1,3
ER252,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER253,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER254,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER255,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER256,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER257,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER258,GORDON REYNOLDS,skipped,skipped,1,3
ER259,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER260,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER261,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER262,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER263,ROBERT HADDOCK,skipped,skipped,1,3
ER264,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER265,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER266,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER267,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER268,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER269,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER270,GEORGE D. POTTER,skipped,skipped,1,3
ER271,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER272,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER273,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER274,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER275,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER276,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER277,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER278,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER279,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER280,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER281,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER282,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER283,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER284,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER285,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER286,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER287,GORDON REYNOLDS,skipped,skipped,1,3
ER288,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER289,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER290,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER291,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER292,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER293,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER294,GEORGE D. POTTER,skipped,skipped,1,3
ER295,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER296,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER297,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER298,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER299,GEORGE D. POTTER,skipped,skipped,1,3
ER300,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER301,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER302,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER303,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER304,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER305,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER306,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER307,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER308,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER309,ROBERT HADDOCK,skipped,skipped,1,3
ER310,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER311,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER312,GORDON REYNOLDS,skipped,skipped,1,3
ER313,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER314,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER315,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER316,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER317,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER318,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER319,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER320,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER321,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER322,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER323,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER324,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER325,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER326,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER327,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER328,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER329,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER330,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER331,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER332,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER333,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER334,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER335,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER336,GORDON REYNOLDS,skipped,skipped,1,3
ER337,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER338,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER339,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER340,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER341,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER342,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
