Index,rank1,rank2,rank3,numSeats,numCands
WH54,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH55,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH56,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH57,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH58,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH59,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH60,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH61,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH62,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH63,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH64,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH65,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH66,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH67,MIKE LAURITZEN,BRENT WINDER,skipped,1,3
WH68,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH69,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH70,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH71,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH72,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH73,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH74,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH75,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH76,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH77,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH78,MIKE LAURITZEN,BRENT WINDER,skipped,1,3
WH79,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH80,MIKE LAURITZEN,skipped,skipped,1,3
WH81,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH82,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH83,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH84,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH85,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH86,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH87,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH88,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH89,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH90,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH91,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH92,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH93,MIKE LAURITZEN,skipped,skipped,1,3
WH94,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH95,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH96,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH97,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH98,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH99,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH100,MIKE LAURITZEN,skipped,skipped,1,3
WH101,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH102,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH103,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH104,BRENT WINDER,skipped,skipped,1,3
WH105,MIKE LAURITZEN,skipped,skipped,1,3
WH106,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH107,MIKE LAURITZEN,skipped,skipped,1,3
WH108,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH109,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH110,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH111,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH112,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH114,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH115,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH116,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH117,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH118,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH119,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH120,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH121,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH122,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH123,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH124,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,1,3
WH125,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH126,BRENT WINDER,skipped,skipped,1,3
WH127,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH128,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,1,3
WH129,MIKE LAURITZEN,BRENT WINDER,skipped,1,3
WH130,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH131,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH132,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH133,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH134,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH135,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH136,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH137,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH138,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH139,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH140,MIKE LAURITZEN,skipped,skipped,1,3
WH141,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH142,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH143,BENJAMIN J HILLYARD,MIKE LAURITZEN,skipped,1,3
WH144,BRENT WINDER,skipped,skipped,1,3
WH145,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH146,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH147,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH148,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH149,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH150,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH151,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH152,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH153,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH154,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH155,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH156,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH157,BRENT WINDER,skipped,skipped,1,3
WH158,MIKE LAURITZEN,skipped,skipped,1,3
WH159,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH160,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH161,BRENT WINDER,MIKE LAURITZEN,skipped,1,3
WH162,MIKE LAURITZEN,skipped,skipped,1,3
WH163,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH164,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH165,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH166,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH167,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH168,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH169,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH170,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH171,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH172,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH173,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH174,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH175,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH176,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH177,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH178,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH179,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH180,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH181,BRENT WINDER,MIKE LAURITZEN,skipped,1,3
WH182,MIKE LAURITZEN,skipped,skipped,1,3
WH183,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH184,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH185,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,1,3
WH186,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH187,MIKE LAURITZEN,BRENT WINDER,skipped,1,3
WH188,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH189,MIKE LAURITZEN,skipped,skipped,1,3
WH190,MIKE LAURITZEN,skipped,skipped,1,3
WH191,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH192,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH193,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH194,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH195,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH196,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH197,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH198,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH199,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH200,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH201,BRENT WINDER,skipped,skipped,1,3
WH202,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH203,MIKE LAURITZEN,BRENT WINDER,skipped,1,3
WH204,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH205,MIKE LAURITZEN,skipped,skipped,1,3
WH206,MIKE LAURITZEN,BRENT WINDER,skipped,1,3
WH207,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH208,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH209,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH210,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH212,MIKE LAURITZEN,skipped,skipped,1,3
WH214,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH215,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH216,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH217,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH218,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH219,BRENT WINDER,MIKE LAURITZEN,skipped,1,3
WH220,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH221,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH222,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH223,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH224,BRENT WINDER,skipped,skipped,1,3
WH225,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH226,MIKE LAURITZEN,skipped,skipped,1,3
WH227,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH228,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH229,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH230,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH231,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH232,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH233,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH234,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH235,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH236,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH237,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH238,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH239,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH240,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH241,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH242,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,1,3
WH243,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH244,MIKE LAURITZEN,skipped,skipped,1,3
WH245,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH246,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH247,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH248,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH249,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH250,BRENT WINDER,skipped,skipped,1,3
WH251,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH252,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH253,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH254,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH255,BRENT WINDER,skipped,skipped,1,3
WH256,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH257,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH258,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH259,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH260,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH261,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH262,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH263,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH264,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH265,MIKE LAURITZEN,skipped,skipped,1,3
WH266,BRENT WINDER,skipped,skipped,1,3
WH267,MIKE LAURITZEN,skipped,skipped,1,3
WH268,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH269,BRENT WINDER,skipped,skipped,1,3
WH270,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,1,3
WH271,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH272,BRENT WINDER,skipped,skipped,1,3
WH273,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH274,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH275,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH276,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH277,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH278,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH279,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH280,BRENT WINDER,skipped,skipped,1,3
WH281,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH282,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH283,MIKE LAURITZEN,skipped,skipped,1,3
WH284,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH285,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH286,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH287,BRENT WINDER,skipped,skipped,1,3
WH288,BRENT WINDER,MIKE LAURITZEN,skipped,1,3
WH289,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH290,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH291,BRENT WINDER,skipped,skipped,1,3
WH292,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH293,MIKE LAURITZEN,BRENT WINDER,skipped,1,3
WH294,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH295,MIKE LAURITZEN,BRENT WINDER,skipped,1,3
WH296,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH297,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH298,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH299,BRENT WINDER,skipped,skipped,1,3
WH300,BRENT WINDER,skipped,skipped,1,3
WH301,BRENT WINDER,MIKE LAURITZEN,skipped,1,3
WH302,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH303,MIKE LAURITZEN,skipped,skipped,1,3
WH304,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH305,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH306,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH307,BRENT WINDER,skipped,skipped,1,3
WH308,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH309,MIKE LAURITZEN,skipped,skipped,1,3
WH310,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH311,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH312,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH313,BRENT WINDER,skipped,skipped,1,3
WH314,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH315,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH316,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH317,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,1,3
WH318,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH319,MIKE LAURITZEN,skipped,skipped,1,3
WH320,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH321,MIKE LAURITZEN,skipped,skipped,1,3
WH322,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH323,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH324,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH325,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH326,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,1,3
WH327,BENJAMIN J HILLYARD,BRENT WINDER,skipped,1,3
WH328,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH329,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH330,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH331,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH332,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH333,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH334,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH335,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,1,3
WH336,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH337,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH338,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH339,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH340,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH341,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH342,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH343,MIKE LAURITZEN,skipped,skipped,1,3
WH344,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH345,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH346,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH347,BENJAMIN J HILLYARD,skipped,skipped,1,3
WH348,BRENT WINDER,MIKE LAURITZEN,skipped,1,3
WH349,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,1,3
WH350,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,1,3
WH351,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,1,3
WH352,MIKE LAURITZEN,skipped,skipped,1,3
WH353,BRENT WINDER,skipped,skipped,1,3
WH354,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,1,3
WH355,BRENT WINDER,skipped,skipped,1,3
WH356,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH357,BRENT WINDER,BENJAMIN J HILLYARD,skipped,1,3
WH358,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,1,3
