Vote,rank1,rank2,rank3,rank4,rank5,rank6,numSeats,numCands
UC564,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC565,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC566,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC567,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC568,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC569,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC570,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC571,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC572,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC573,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC575,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC576,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC577,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC578,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC579,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,2,6
UC580,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC581,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC582,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC583,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC584,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC585,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,2,6
UC586,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC587,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
UC588,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC589,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC590,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC591,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC592,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC593,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC594,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC595,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC596,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC597,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC598,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC600,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC601,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
UC602,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC603,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC604,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC605,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC606,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC607,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC608,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC609,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,2,6
UC610,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC611,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC612,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC613,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC614,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC615,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC616,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC617,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC618,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC619,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC620,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC621,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC622,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC623,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC624,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
UC625,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC626,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC627,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC628,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC629,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC630,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC631,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC632,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC633,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,2,6
UC634,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC635,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC637,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC638,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC639,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC640,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC641,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC642,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
UC643,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC644,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC645,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC646,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC647,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,2,6
UC648,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC649,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,2,6
UC650,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC651,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC652,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC653,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC654,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC655,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC656,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC657,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC658,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC659,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC660,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC661,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC662,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC663,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC664,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC665,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,2,6
UC666,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC667,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC668,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC669,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC670,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC671,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC672,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC674,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC675,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC676,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC677,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC678,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC679,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC680,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
UC681,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,2,6
UC682,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC683,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC684,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC685,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC686,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC687,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC688,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC689,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC691,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC692,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC693,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC694,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,2,6
UC695,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC696,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC697,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC698,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC699,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,2,6
UC700,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC701,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC702,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC703,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC704,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC705,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC706,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,2,6
UC707,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC708,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC709,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC710,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC711,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC712,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC713,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC714,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,2,6
UC715,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC716,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC717,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC718,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC719,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC720,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC721,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC722,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC723,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC724,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC725,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC726,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC727,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC728,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC729,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC730,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC731,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC732,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC733,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC734,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC735,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC736,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC737,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC738,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC739,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC740,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC741,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC742,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC743,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC744,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC745,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC746,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC747,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC748,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC749,JOSIE KOVASH,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC750,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC751,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC752,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC753,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,2,6
UC754,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC755,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC756,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC757,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC758,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC759,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC760,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC761,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC762,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC763,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC764,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC765,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,2,6
UC766,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC767,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,2,6
UC768,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC769,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC770,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC771,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC772,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC773,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC774,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC775,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC776,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC777,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC778,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC779,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC780,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC781,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC782,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,2,6
UC783,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC784,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC785,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC786,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC787,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC788,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC789,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC790,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC791,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
