Index,rank1,rank2,rank3,rank4,Num cands,Num seats
WH35,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH36,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH37,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH38,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH39,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH40,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH41,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH42,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH43,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH44,JANET LUNT,skipped,skipped,skipped,4,2
WH45,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH46,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH47,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH48,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH49,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH50,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH51,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH52,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH53,TOBY M. HARDING,JANET LUNT,skipped,skipped,4,2
WH54,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH55,JANET LUNT,skipped,skipped,skipped,4,2
WH56,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,4,2
WH57,JANET LUNT,skipped,skipped,skipped,4,2
WH58,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH59,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH60,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH61,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH62,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH63,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH64,JANET LUNT,CODY CHAMBERLAIN,skipped,skipped,4,2
WH65,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH66,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH67,TOBY M. HARDING,JANET LUNT,skipped,skipped,4,2
WH68,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH69,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH70,CODY CHAMBERLAIN,skipped,skipped,skipped,4,2
WH71,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH72,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,skipped,4,2
WH73,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH74,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH75,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH76,CODY CHAMBERLAIN,skipped,skipped,skipped,4,2
WH77,CODY CHAMBERLAIN,JANET LUNT,skipped,skipped,4,2
WH78,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH79,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH80,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH81,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH82,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH83,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH84,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH85,CODY CHAMBERLAIN,JANET LUNT,skipped,skipped,4,2
WH86,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH87,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,4,2
WH88,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,4,2
WH89,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH90,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,4,2
WH91,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH92,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH93,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH94,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH95,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,skipped,4,2
WH96,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH97,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH98,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH99,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH100,TOBY M. HARDING,DOREL B. KYNASTON,skipped,skipped,4,2
WH101,JANET LUNT,CODY CHAMBERLAIN,skipped,skipped,4,2
WH102,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH103,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH104,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH105,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH106,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH107,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH108,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH109,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH110,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH111,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH112,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH113,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH114,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH115,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH116,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,4,2
WH117,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH118,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH119,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH120,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,skipped,4,2
WH121,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH122,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH123,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH124,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH125,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH126,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH127,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH128,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH129,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,4,2
WH130,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH131,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH132,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH133,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH134,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH135,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH136,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,JANET LUNT,4,2
WH137,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH138,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH139,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH140,DOREL B. KYNASTON,TOBY M. HARDING,skipped,skipped,4,2
WH141,TOBY M. HARDING,JANET LUNT,skipped,skipped,4,2
WH142,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH143,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,skipped,4,2
WH144,CODY CHAMBERLAIN,TOBY M. HARDING,skipped,skipped,4,2
WH145,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH146,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH147,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH148,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH149,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH150,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH151,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH152,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH153,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH154,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH155,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH156,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH158,TOBY M. HARDING,CODY CHAMBERLAIN,skipped,skipped,4,2
WH159,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH160,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH161,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH162,TOBY M. HARDING,DOREL B. KYNASTON,skipped,skipped,4,2
WH163,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH164,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH165,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH166,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH167,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,4,2
WH168,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH169,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH170,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,skipped,4,2
WH171,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH172,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH173,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,skipped,4,2
WH174,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH175,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH176,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH177,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH178,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,4,2
WH179,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH180,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH181,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH182,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH183,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH184,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,4,2
WH185,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH186,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH187,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH188,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH189,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH190,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH191,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH192,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH193,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH194,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH195,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH196,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH197,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH198,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH199,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,4,2
WH200,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH201,DOREL B. KYNASTON,skipped,skipped,skipped,4,2
WH202,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH203,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH204,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH205,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH206,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH207,JANET LUNT,skipped,skipped,skipped,4,2
WH208,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH209,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH210,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH211,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH212,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH213,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH214,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH215,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH216,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,4,2
WH217,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH218,JANET LUNT,skipped,skipped,skipped,4,2
WH219,TOBY M. HARDING,JANET LUNT,skipped,skipped,4,2
WH220,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH221,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH222,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH223,JANET LUNT,skipped,skipped,skipped,4,2
WH224,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH225,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH226,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH228,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH230,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH231,JANET LUNT,skipped,skipped,skipped,4,2
WH232,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,4,2
WH233,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH234,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH235,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH236,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH237,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH238,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH239,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH240,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH241,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH242,TOBY M. HARDING,CODY CHAMBERLAIN,skipped,skipped,4,2
WH243,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH244,CODY CHAMBERLAIN,JANET LUNT,skipped,skipped,4,2
WH245,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,4,2
WH246,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH247,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH248,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH249,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,4,2
WH250,TOBY M. HARDING,DOREL B. KYNASTON,skipped,skipped,4,2
WH251,JANET LUNT,skipped,skipped,skipped,4,2
WH252,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH253,CODY CHAMBERLAIN,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,4,2
WH254,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH255,JANET LUNT,CODY CHAMBERLAIN,skipped,skipped,4,2
WH256,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH257,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH258,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH259,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,4,2
WH260,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,4,2
WH261,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH262,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH263,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH264,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH265,CODY CHAMBERLAIN,JANET LUNT,skipped,skipped,4,2
WH266,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH267,CODY CHAMBERLAIN,JANET LUNT,skipped,skipped,4,2
WH268,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH269,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH270,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH271,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH272,JANET LUNT,skipped,skipped,skipped,4,2
WH273,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH274,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH275,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH276,CODY CHAMBERLAIN,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,4,2
WH277,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH278,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH279,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH280,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH281,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH282,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH283,JANET LUNT,CODY CHAMBERLAIN,skipped,skipped,4,2
WH284,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH285,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH286,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH287,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,skipped,4,2
WH288,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH289,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH290,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,skipped,4,2
WH291,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH292,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH293,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH294,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH295,TOBY M. HARDING,DOREL B. KYNASTON,skipped,skipped,4,2
WH296,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH297,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
