Index,rank1,rank2,rank3,rank4,Num cands,Num seats
WH591,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH592,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH593,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH594,JANET LUNT,skipped,skipped,skipped,4,2
WH595,JANET LUNT,skipped,skipped,skipped,4,2
WH596,JANET LUNT,skipped,skipped,skipped,4,2
WH597,JANET LUNT,skipped,skipped,skipped,4,2
WH598,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH599,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH600,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH601,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH602,DOREL B. KYNASTON,TOBY M. HARDING,skipped,skipped,4,2
WH603,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,skipped,4,2
WH604,JANET LUNT,CODY CHAMBERLAIN,skipped,skipped,4,2
WH605,JANET LUNT,CODY CHAMBERLAIN,skipped,skipped,4,2
WH606,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH607,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH608,DOREL B. KYNASTON,TOBY M. HARDING,skipped,skipped,4,2
WH609,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,skipped,4,2
WH610,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH611,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH612,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH613,DOREL B. KYNASTON,skipped,skipped,skipped,4,2
WH614,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,skipped,4,2
WH615,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH616,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH617,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,skipped,4,2
WH619,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH620,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH621,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,skipped,4,2
WH622,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH623,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH624,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH625,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH626,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH627,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH628,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH629,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,4,2
WH630,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH631,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH632,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH633,TOBY M. HARDING,JANET LUNT,skipped,skipped,4,2
WH634,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,skipped,4,2
WH635,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH636,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,skipped,4,2
WH637,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH638,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH639,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,skipped,4,2
WH640,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH641,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,skipped,4,2
WH642,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH643,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,skipped,4,2
WH644,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH647,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH648,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH649,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH650,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH651,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH652,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH653,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,4,2
WH654,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,4,2
WH655,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH656,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH657,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH658,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
