Vote,rank1,rank2,rank3,rank4,rank5,rank6,Num cands,Num seats
1353,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1354,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1355,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1356,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1357,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,6,2
1358,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,6,2
1359,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
1360,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1361,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1362,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1363,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
1364,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1365,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1366,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1367,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1368,JOSIE KOVASH,skipped,skipped,skipped,skipped,skipped,6,2
1369,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1370,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,6,2
1371,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,6,2
1372,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1373,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1374,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1375,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,6,2
1376,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1377,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1379,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1380,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,6,2
1381,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,6,2
1382,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1383,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1384,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1385,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1386,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1387,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1388,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,6,2
1389,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped,6,2
1390,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
1391,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
1392,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,6,2
1393,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1394,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1395,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1396,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1397,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,6,2
1398,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1399,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1400,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,6,2
1401,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
1402,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1403,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1404,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,6,2
1405,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1406,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1407,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1408,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
1409,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1410,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,6,2
1411,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1412,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
1413,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1414,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1415,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1416,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1417,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1418,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1419,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,skipped,skipped,6,2
1420,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1421,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1422,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1423,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
1424,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1425,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1426,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,6,2
1427,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1428,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1429,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1430,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,6,2
1431,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JOSIE KOVASH,skipped,6,2
1432,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1433,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1434,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1435,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1436,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1437,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1438,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1439,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1440,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped,skipped,6,2
1441,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1442,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
1443,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1444,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1445,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1446,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
1447,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,6,2
1448,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1449,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,JOSIE KOVASH,skipped,6,2
1450,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
1452,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1453,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1454,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,6,2
1455,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
1456,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1457,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1458,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1459,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,6,2
1460,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1461,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1462,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
1463,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1464,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,6,2
1465,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,6,2
1466,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
1467,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1468,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
1469,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1470,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,6,2
1471,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1472,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped,skipped,6,2
1473,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1474,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,6,2
1475,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1476,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1477,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
1478,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1479,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1480,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1481,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1482,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1483,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
1484,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1485,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,6,2
1486,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
1487,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1488,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1489,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1490,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,6,2
1491,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1492,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1493,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,6,2
1494,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1495,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
1496,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1497,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1498,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1499,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1500,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
1501,JOSIE KOVASH,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
1502,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
1503,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,6,2
1504,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1505,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1506,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1507,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
1508,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
1509,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1510,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1511,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1512,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1513,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1514,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1515,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
1516,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,6,2
1517,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1518,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1519,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
1521,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
1522,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1523,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,6,2
1524,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1525,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,6,2
1526,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1527,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,6,2
1528,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,6,2
1529,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1530,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1531,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,6,2
1532,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1533,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
1534,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1535,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1536,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,6,2
1537,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
1538,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1539,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,6,2
1540,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
1541,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
1542,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1543,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1544,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
1545,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
1546,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,6,2
1547,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
1548,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1549,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1550,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1551,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1552,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1553,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,6,2
1554,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1555,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1556,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1557,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
1558,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1559,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
1560,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped,6,2
1561,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
1562,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,6,2
1563,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1564,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
1565,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1566,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1567,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1568,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1569,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,6,2
1570,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1571,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1572,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1573,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1574,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1575,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1577,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1578,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
1579,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
1580,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1581,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1582,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,6,2
1583,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
1584,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1585,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
1586,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
1587,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
1588,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
1589,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,6,2
1590,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
1591,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
1592,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
1593,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
1594,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
1595,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,6,2
