Index,rank1,rank2,rank3,rank4,Num cands,Num seats
VI40,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI41,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI42,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE,5,2
VI44,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,KRISTAL C. PRICE,5,2
VI45,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI46,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI47,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI48,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped,5,2
VI49,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,uwi,5,2
VI50,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped,5,2
VI51,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI52,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped,5,2
VI53,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped,5,2
VI54,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,5,2
VI55,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI56,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI57,MARDI SIFUENTES,uwi,AMBER RASMUSSEN,NEF PACHECO,5,2
VI58,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI59,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI60,MARDI SIFUENTES,skipped,skipped,skipped,5,2
VI61,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi,5,2
VI62,KRISTAL C. PRICE,AMBER RASMUSSEN,MARDI SIFUENTES,skipped,5,2
VI63,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI64,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,skipped,5,2
VI65,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI66,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI67,KRISTAL C. PRICE,AMBER RASMUSSEN,skipped,skipped,5,2
VI68,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,5,2
VI69,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI70,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,5,2
VI71,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI72,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI73,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,5,2
VI74,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI75,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI76,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI77,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi,5,2
VI78,MARDI SIFUENTES,uwi,NEF PACHECO,AMBER RASMUSSEN,5,2
VI79,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,uwi,5,2
VI80,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI81,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI82,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI83,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI84,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,uwi,5,2
VI85,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE,5,2
VI86,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI87,MARDI SIFUENTES,AMBER RASMUSSEN,uwi,NEF PACHECO,5,2
VI88,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI89,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI90,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI91,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,skipped,5,2
VI92,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI93,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI94,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,uwi,5,2
VI95,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI97,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI98,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI99,AMBER RASMUSSEN,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,5,2
VI100,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI101,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI102,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI103,MARDI SIFUENTES,uwi,AMBER RASMUSSEN,NEF PACHECO,5,2
VI104,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI105,NEF PACHECO,AMBER RASMUSSEN,MARDI SIFUENTES,KRISTAL C. PRICE,5,2
VI106,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,skipped,5,2
VI107,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI108,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,skipped,5,2
VI109,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,uwi,5,2
VI110,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI111,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped,5,2
VI112,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE,AMBER RASMUSSEN,5,2
VI113,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI114,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI115,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped,5,2
VI116,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI117,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI118,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI119,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI120,uwi,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI122,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI123,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,5,2
VI124,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI125,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI126,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,KRISTAL C. PRICE,5,2
VI127,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI128,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI129,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI130,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI131,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,uwi,5,2
VI132,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI133,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI134,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI135,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi,5,2
VI136,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI137,NEF PACHECO,AMBER RASMUSSEN,skipped,skipped,5,2
VI138,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI139,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,KRISTAL C. PRICE,5,2
VI140,uwi,skipped,skipped,skipped,5,2
VI141,NEF PACHECO,AMBER RASMUSSEN,MARDI SIFUENTES,skipped,5,2
VI142,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI143,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI144,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI145,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI146,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI147,MARDI SIFUENTES,skipped,skipped,skipped,5,2
VI148,NEF PACHECO,AMBER RASMUSSEN,MARDI SIFUENTES,skipped,5,2
VI149,MARDI SIFUENTES,skipped,skipped,skipped,5,2
VI153,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI154,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,uwi,5,2
VI155,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,MARDI SIFUENTES,5,2
VI156,MARDI SIFUENTES,skipped,skipped,skipped,5,2
VI157,KRISTAL C. PRICE,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,5,2
VI158,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI159,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI160,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI161,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI162,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI163,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,uwi,5,2
VI164,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI165,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI166,KRISTAL C. PRICE,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,5,2
VI167,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI168,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI169,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,uwi,5,2
VI170,NEF PACHECO,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,5,2
VI171,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi,5,2
VI172,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,skipped,5,2
VI173,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI175,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI177,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI178,NEF PACHECO,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,5,2
VI179,NEF PACHECO,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,5,2
VI180,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,5,2
VI181,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI182,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI183,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,uwi,5,2
VI185,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI186,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI187,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,uwi,5,2
VI188,MARDI SIFUENTES,skipped,skipped,skipped,5,2
VI189,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,5,2
VI190,MARDI SIFUENTES,NEF PACHECO,uwi,AMBER RASMUSSEN,5,2
VI191,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI192,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,uwi,5,2
VI193,AMBER RASMUSSEN,skipped,skipped,skipped,5,2
VI194,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI195,MARDI SIFUENTES,skipped,skipped,skipped,5,2
VI196,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,5,2
VI197,KRISTAL C. PRICE,skipped,skipped,skipped,5,2
VI198,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped,5,2
VI199,AMBER RASMUSSEN,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,5,2
VI200,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI201,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE,skipped,5,2
VI202,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,MARDI SIFUENTES,5,2
VI203,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI204,AMBER RASMUSSEN,MARDI SIFUENTES,uwi,NEF PACHECO,5,2
VI205,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE,skipped,5,2
VI206,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,5,2
VI207,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI208,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI209,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI210,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI211,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI212,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI213,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI214,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI215,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI216,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI217,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI219,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI220,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,KRISTAL C. PRICE,5,2
VI221,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,uwi,5,2
VI222,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI223,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi,5,2
VI224,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI225,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,5,2
VI226,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,skipped,5,2
VI227,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI228,AMBER RASMUSSEN,uwi,skipped,skipped,5,2
VI229,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI230,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI231,KRISTAL C. PRICE,skipped,skipped,skipped,5,2
VI232,AMBER RASMUSSEN,uwi,skipped,skipped,5,2
VI233,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI234,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI235,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI236,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,uwi,5,2
VI237,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI238,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI239,AMBER RASMUSSEN,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,5,2
VI240,MARDI SIFUENTES,skipped,skipped,skipped,5,2
VI241,MARDI SIFUENTES,skipped,skipped,skipped,5,2
VI242,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI243,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,5,2
VI244,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,5,2
VI245,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI246,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,5,2
VI247,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,KRISTAL C. PRICE,5,2
VI248,KRISTAL C. PRICE,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,5,2
VI249,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,5,2
VI250,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,5,2
VI251,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,5,2
VI252,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI253,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,uwi,5,2
VI254,MARDI SIFUENTES,uwi,AMBER RASMUSSEN,NEF PACHECO,5,2
VI255,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI256,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI257,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,uwi,5,2
VI258,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI259,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,KRISTAL C. PRICE,5,2
VI261,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI262,NEF PACHECO,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,5,2
VI263,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,uwi,5,2
VI264,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped,5,2
VI265,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI266,AMBER RASMUSSEN,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,5,2
VI267,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,uwi,5,2
VI268,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI269,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI270,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,KRISTAL C. PRICE,5,2
VI271,MARDI SIFUENTES,NEF PACHECO,skipped,skipped,5,2
VI272,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI273,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO,5,2
VI274,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,skipped,5,2
VI275,MARDI SIFUENTES,uwi,AMBER RASMUSSEN,NEF PACHECO,5,2
VI276,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped,5,2
VI277,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,skipped,5,2
VI278,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI279,KRISTAL C. PRICE,skipped,skipped,skipped,5,2
VI280,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI281,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI282,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped,5,2
VI283,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped,5,2
VI284,AMBER RASMUSSEN,skipped,skipped,skipped,5,2
VI285,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI286,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI287,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI288,NEF PACHECO,AMBER RASMUSSEN,uwi,MARDI SIFUENTES,5,2
VI289,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI290,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI291,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN,5,2
VI292,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
VI293,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped,5,2
VI294,AMBER RASMUSSEN,MARDI SIFUENTES,skipped,skipped,5,2
VI295,AMBER RASMUSSEN,MARDI SIFUENTES,skipped,skipped,5,2
VI296,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped,5,2
VI297,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI298,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped,5,2
VI299,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,5,2
