"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"8","5","10","4","9","2","6","11","7","3","1","nan","nan"
"11","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","10","5","2","3","11","4","1","skipped","skipped","nan","nan"
"10","9","11","4","5","1","2","3","skipped","skipped","skipped","nan","nan"
"9","6","10","5","1","3","7","11","8","4","2","nan","nan"
"9","4","10","2","11","6","5","7","8","1","skipped","nan","nan"
"11","2","4","3","10","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","10","5","4","1","7","11","8","3","2","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","10","5","1","3","7","11","8","4","2","nan","nan"
"9","6","10","5","4","1","7","11","8","2","3","nan","nan"
"10","2","3","11","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","10","2","7","3","6","11","8","1","5","nan","nan"
"8","4","9","2","11","3","6","7","1","5","skipped","nan","nan"
"6","1","9","3","10","7","2","11","4","8","skipped","nan","nan"
"8","3","10","1","9","4","5","11","6","2","7","nan","nan"
"11","6","5","1","3","4","2","skipped","skipped","skipped","skipped","nan","nan"
"11","9","8","2","6","10","7","1","skipped","skipped","skipped","nan","nan"
"6","2","7","1","11","8","3","10","5","4","9","nan","nan"
"9","6","10","5","1","3","7","11","8","4","2","nan","nan"
"8","4","9","2","10","3","5","11","6","1","7","nan","nan"
"11","5","3","4","2","1","6","skipped","skipped","skipped","skipped","nan","nan"
"6","2","11","1","5","4","7","3","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","3","6","11","9","4","7","1","8","10","nan","nan"
"9","6","10","5","4","2","7","11","8","3","1","nan","nan"
"1","11","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
