"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","Num Cands","Num Seats"
"16","21","17","12","20","18","3","4","1","15","9","7","2","13","14","5","11","8","10","19","6","nan","nan"
"6","21","2","7","4","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","8","16","21","17","18","1","7","2","14","3","6","5","9","4","20","13","11","10","15","12","nan","nan"
"18","17","19","2","20","16","4","13","3","1","7","5","8","6","11","10","12","14","15","21","9","nan","nan"
"13","21","17","3","19","16","1","5","6","12","9","4","10","7","15","8","14","11","18","20","2","nan","nan"
"12","20","15","2","18","21","1","5","4","14","7","3","8","6","13","19","11","9","16","17","10","nan","nan"
"14","18","17","2","21","16","1","6","5","11","9","3","13","8","15","7","12","10","19","20","4","nan","nan"
"6","10","1","9","2","8","4","7","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","13","1","12","15","11","2","3","6","9","5","14","4","10","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","15","17","13","14","16","6","5","2","4","1","3","7","8","11","9","21","10","skipped","skipped","skipped","nan","nan"
"11","1","5","10","6","7","4","3","9","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","5","13","17","15","1","3","6","14","20","2","9","4","19","18","16","8","21","11","7","nan","nan"
"15","11","4","19","8","3","13","1","2","14","7","9","10","21","18","16","20","17","skipped","skipped","skipped","nan","nan"
"14","18","13","11","19","20","4","1","8","7","10","12","15","21","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","15","13","1","17","12","7","5","9","3","4","8","10","16","6","14","2","skipped","skipped","skipped","skipped","nan","nan"
"5","21","16","1","7","2","6","15","4","3","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","16","14","3","12","13","18","10","5","9","2","4","8","1","15","6","17","7","skipped","skipped","skipped","nan","nan"
"9","19","8","1","20","15","5","2","6","13","11","16","14","4","17","10","12","7","18","21","3","nan","nan"
"21","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","18","13","6","8","1","9","10","5","4","11","14","7","15","17","16","3","skipped","skipped","skipped","nan","nan"
"10","17","14","5","20","8","1","2","4","12","18","3","15","6","7","13","21","16","11","19","9","nan","nan"
"14","21","18","3","19","16","1","4","5","13","9","6","10","8","15","7","11","12","17","20","2","nan","nan"
"21","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","12","13","2","21","19","9","5","1","7","10","18","8","3","6","14","17","15","11","20","4","nan","nan"
"2","10","14","3","13","15","19","1","8","6","4","17","11","7","20","18","9","12","21","16","5","nan","nan"
"5","8","21","2","1","6","17","12","9","14","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","14","11","21","16","1","5","6","9","2","12","8","7","3","10","4","20","15","skipped","skipped","skipped","nan","nan"
"14","20","18","3","19","16","1","4","5","13","9","6","10","7","15","8","11","12","17","21","2","nan","nan"
"11","14","12","1","16","21","6","5","2","10","9","13","8","7","17","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","17","11","1","16","19","7","2","8","12","9","3","13","10","15","6","4","18","14","5","skipped","nan","nan"
"21","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","16","17","1","19","9","4","6","7","5","18","3","8","11","10","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","18","19","10","20","17","2","8","5","7","13","3","11","9","16","1","6","14","12","21","4","nan","nan"
"16","13","8","9","12","10","7","1","18","19","6","14","11","5","4","2","17","15","3","skipped","skipped","nan","nan"
"15","20","18","3","19","16","1","4","5","13","9","6","10","8","14","7","11","12","17","21","2","nan","nan"
"21","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","11","14","9","15","12","5","7","3","1","4","8","6","13","16","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","15","6","14","16","13","8","9","2","1","21","5","4","3","18","7","10","12","11","20","17","nan","nan"
"17","19","15","1","20","12","4","5","2","14","6","7","13","3","16","9","10","11","21","18","8","nan","nan"
"2","10","14","11","21","6","1","9","7","8","15","4","12","20","13","17","19","18","5","16","3","nan","nan"
"8","19","6","13","18","16","3","2","11","5","4","12","14","7","9","15","10","21","1","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","19","2","6","3","16","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","20","17","6","21","10","1","2","7","13","3","4","16","11","14","8","19","12","18","15","5","nan","nan"
"9","19","16","7","21","13","1","6","3","2","11","5","14","8","15","12","17","10","20","18","4","nan","nan"
"21","7","5","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","17","19","10","2","16","5","4","7","6","3","8","11","12","14","1","13","20","9","skipped","skipped","nan","nan"
"12","14","11","2","16","15","21","6","1","4","5","8","7","10","9","13","3","skipped","skipped","skipped","skipped","nan","nan"
"9","14","12","1","16","13","4","6","8","2","7","5","10","11","15","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","14","2","19","15","1","11","6","18","12","9","8","5","10","17","13","7","20","21","4","nan","nan"
"10","13","15","2","17","16","18","4","3","1","6","8","7","5","21","9","14","11","19","12","skipped","nan","nan"
"13","16","20","11","21","14","1","10","4","3","6","2","9","17","15","7","18","5","12","19","8","nan","nan"
"18","15","21","16","20","4","2","5","3","6","1","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","13","5","21","16","1","3","7","6","10","4","14","15","8","11","12","skipped","skipped","skipped","skipped","nan","nan"
"13","14","15","8","21","20","16","1","12","17","2","7","18","5","19","4","3","10","9","11","6","nan","nan"
"16","21","3","4","6","1","2","5","10","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","20","17","4","21","18","1","2","6","11","8","7","15","5","14","9","16","13","12","19","3","nan","nan"
"21","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","16","13","1","14","11","4","2","7","6","9","10","5","12","15","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","14","2","18","15","8","1","11","4","5","7","3","10","6","17","9","skipped","skipped","skipped","skipped","nan","nan"
"15","16","13","1","20","18","6","4","3","17","8","5","14","2","10","11","9","12","19","7","skipped","nan","nan"
"12","19","18","8","20","14","1","2","11","9","4","7","15","3","13","6","16","10","17","5","skipped","nan","nan"
"3","21","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","18","11","4","21","17","6","12","1","3","8","2","14","10","15","16","5","13","7","19","9","nan","nan"
"21","1","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","19","20","1","21","10","2","13","17","7","8","4","15","5","9","3","11","14","6","18","12","nan","nan"
"12","21","4","11","10","3","2","5","1","9","8","7","16","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","16","17","1","19","15","3","14","8","7","6","5","10","13","2","11","12","18","4","skipped","skipped","nan","nan"
"14","11","9","16","17","12","1","15","20","21","7","4","19","8","18","6","13","2","5","3","10","nan","nan"
"11","16","12","3","14","10","21","5","4","7","1","9","6","13","8","15","2","skipped","skipped","skipped","skipped","nan","nan"
"19","9","18","7","21","11","1","3","8","16","6","2","14","5","13","15","12","17","10","20","4","nan","nan"
"7","18","14","3","15","21","1","6","2","9","19","8","11","13","17","4","10","5","16","20","12","nan","nan"
"15","21","17","2","19","14","1","3","6","13","9","5","12","8","16","7","10","11","18","20","4","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","19","16","2","20","17","1","8","7","10","3","4","15","5","11","6","14","13","21","18","9","nan","nan"
"9","19","10","1","20","15","2","5","11","13","4","3","16","12","17","18","8","7","21","14","6","nan","nan"
"11","15","14","1","16","9","2","7","3","4","12","10","6","8","13","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","16","6","9","13","2","7","12","3","14","5","15","4","1","10","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","18","17","9","16","15","1","11","4","19","7","3","13","8","14","6","12","2","20","5","skipped","nan","nan"
"15","20","1","19","16","9","2","8","12","3","11","6","18","7","10","5","21","17","4","skipped","skipped","nan","nan"
"7","15","20","12","21","3","1","4","13","18","5","16","2","14","6","19","9","10","17","11","skipped","nan","nan"
"9","18","20","8","17","13","1","5","3","11","7","4","10","12","15","6","16","14","19","21","2","nan","nan"
"8","10","14","3","15","12","4","5","6","2","7","9","13","11","21","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","18","11","7","19","16","1","4","2","3","8","5","15","13","12","17","6","9","20","10","skipped","nan","nan"
"17","15","14","16","19","18","1","6","4","12","2","8","7","11","10","5","9","13","20","21","3","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","17","16","4","21","12","1","9","3","7","8","2","15","5","18","11","10","13","19","20","6","nan","nan"
"21","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","15","16","6","20","17","1","2","4","9","7","3","14","13","10","11","18","8","19","5","skipped","nan","nan"
"17","19","5","6","21","18","3","12","14","15","9","13","8","2","11","7","1","10","16","4","skipped","nan","nan"
"21","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","18","16","9","13","2","7","6","15","4","3","11","12","10","5","17","8","19","1","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","13","14","18","5","10","1","8","16","7","3","2","9","12","15","17","4","skipped","skipped","skipped","nan","nan"
"15","19","16","3","21","17","5","4","1","12","6","8","14","2","18","10","9","13","11","20","7","nan","nan"
"15","16","19","4","21","9","3","2","8","17","11","5","14","10","18","7","6","12","13","20","1","nan","nan"
"15","17","8","7","13","18","1","3","11","12","2","10","21","9","16","4","14","20","19","6","5","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","20","16","2","21","10","1","5","6","15","7","14","13","4","17","8","9","12","19","18","3","nan","nan"
"11","14","17","9","21","13","2","7","5","6","4","1","15","10","18","16","12","8","19","20","3","nan","nan"
"21","2","1","4","3","5","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","15","10","6","16","12","2","1","3","17","11","4","9","14","7","8","21","18","skipped","skipped","skipped","nan","nan"
"10","20","16","4","19","18","1","2","5","14","8","9","13","6","12","7","15","11","17","21","3","nan","nan"
"9","11","10","1","13","8","2","7","6","5","3","12","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","21","12","3","19","20","2","1","5","14","11","4","8","13","7","6","10","15","9","16","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","19","16","10","20","12","8","2","6","7","21","1","15","5","14","4","9","11","17","18","skipped","nan","nan"
"8","17","18","6","14","1","7","10","16","3","15","13","5","11","4","12","9","2","skipped","skipped","skipped","nan","nan"
"21","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","19","17","12","21","16","4","8","1","7","3","13","18","2","10","11","14","15","6","20","5","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","10","20","15","19","18","2","12","4","3","6","1","7","14","8","9","17","5","13","21","11","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","20","16","8","21","13","12","5","2","6","3","10","14","1","15","9","4","7","18","11","skipped","nan","nan"
"21","4","6","19","15","5","12","13","1","14","7","11","9","3","8","2","16","10","17","20","skipped","nan","nan"
"9","18","19","1","21","17","5","2","6","7","14","12","10","3","16","8","11","15","13","20","4","nan","nan"
"12","19","15","11","20","17","4","1","5","16","8","3","14","2","13","6","10","9","18","21","7","nan","nan"
"1","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","12","7","10","1","5","3","8","6","9","14","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","20","18","3","19","16","1","4","5","13","9","6","10","8","15","7","11","12","17","21","2","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","18","17","2","20","15","1","7","6","16","8","3","13","9","14","12","10","19","5","skipped","skipped","nan","nan"
"21","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","9","15","8","20","16","3","13","1","4","11","12","7","2","10","18","14","6","19","5","skipped","nan","nan"
"10","13","14","7","17","9","8","19","3","18","2","5","4","1","15","16","20","6","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","18","17","4","20","12","2","3","5","10","9","7","13","6","15","8","14","11","19","21","1","nan","nan"
"10","19","18","4","20","16","1","7","6","11","8","3","12","9","15","5","13","17","14","21","2","nan","nan"
"13","20","14","2","21","15","5","7","8","12","9","3","16","4","17","1","11","10","18","19","6","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","17","21","8","11","10","3","1","9","12","6","2","13","4","14","16","15","18","7","skipped","skipped","nan","nan"
"19","15","14","2","21","9","5","20","10","13","6","3","11","17","4","16","7","8","1","18","12","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","12","14","7","19","18","5","1","3","8","17","11","9","4","13","15","16","6","21","20","2","nan","nan"
"16","10","11","14","17","4","12","6","3","7","2","13","1","9","8","5","15","skipped","skipped","skipped","skipped","nan","nan"
"8","21","6","4","5","7","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","18","15","10","21","12","3","17","6","14","7","1","19","4","9","20","8","2","13","16","5","nan","nan"
"6","12","5","21","11","1","4","3","19","13","14","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","12","20","9","10","6","3","4","7","14","8","17","16","2","18","1","15","21","11","19","5","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","18","20","1","21","15","16","2","5","6","4","7","14","3","19","8","17","10","skipped","skipped","skipped","nan","nan"
"20","11","14","21","2","13","5","7","10","9","1","3","8","6","12","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","20","17","8","21","16","3","5","1","13","19","2","10","11","6","12","15","4","14","18","7","nan","nan"
"13","11","8","16","15","17","2","6","12","9","5","20","4","14","19","1","10","3","18","21","7","nan","nan"
"11","19","17","10","20","18","2","3","1","9","6","5","12","13","14","7","16","4","8","21","15","nan","nan"
"14","21","16","3","19","18","1","4","5","13","9","6","10","7","15","8","11","12","17","20","2","nan","nan"
"13","17","15","14","16","20","1","6","5","7","11","2","10","18","9","4","19","12","3","21","8","nan","nan"
"15","19","13","7","20","16","2","17","5","1","12","3","10","11","9","8","14","6","21","18","4","nan","nan"
"9","21","1","8","2","10","7","5","11","4","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","21","8","1","3","6","5","7","2","11","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","19","4","12","17","21","2","3","14","15","9","1","11","18","7","20","16","6","13","5","10","nan","nan"
"9","19","16","11","20","8","5","12","3","1","4","2","10","18","6","7","17","15","13","14","skipped","nan","nan"
"12","15","18","3","20","13","1","6","5","9","8","2","16","7","17","10","14","11","21","19","4","nan","nan"
"9","8","17","10","19","16","2","7","11","3","5","1","12","13","4","14","15","18","6","skipped","skipped","nan","nan"
"3","6","5","2","7","1","4","8","9","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","20","12","6","15","13","8","1","3","11","19","14","5","2","18","4","9","7","21","17","10","nan","nan"
"21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","14","2","16","5","6","8","9","4","15","7","12","11","13","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","20","21","2","1","4","3","7","6","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","18","21","4","19","12","1","3","6","11","8","5","16","7","15","9","14","10","17","20","2","nan","nan"
"13","21","8","3","9","4","1","6","12","11","5","7","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","13","14","4","16","11","3","5","1","7","6","10","12","8","15","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","12","20","1","19","14","3","4","5","6","15","7","10","13","8","21","11","2","skipped","skipped","skipped","nan","nan"
