"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","rank27","rank28","rank29","rank30","rank31","Num Cands","Num Seats"
"31","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","7","21","26","22","15","18","23","16","19","2","10","14","8","3","12","17","5","24","25","4","9","11","1","6","13","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","20","24","21","19","12","25","1","31","18","26","3","15","2","17","11","9","4","22","29","28","8","10","30","5","14","16","6","7","23","27","nan","nan"
"31","1","2","4","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","2","8","5","9","13","6","7","14","11","12","3","1","4","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","4","5","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","16","31","25","26","12","23","13","28","9","30","7","27","4","15","17","10","22","29","20","24","1","3","19","8","11","5","6","2","18","21","nan","nan"
"12","16","30","29","20","14","25","5","9","2","24","7","19","11","15","23","18","21","3","6","31","13","10","8","4","17","22","skipped","skipped","skipped","skipped","nan","nan"
"31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","18","29","16","24","9","31","14","28","23","6","22","17","4","21","3","13","20","8","5","11","15","7","12","10","1","19","skipped","skipped","skipped","skipped","nan","nan"
"2","18","31","14","22","10","19","7","29","5","15","13","25","1","12","24","3","4","30","6","9","11","8","17","23","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","2","6","1","7","4","9","3","10","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","22","23","11","1","21","17","8","4","13","6","16","20","18","3","7","19","9","2","15","10","5","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","10","13","6","1","3","9","15","14","11","12","8","7","2","19","17","4","5","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","7","12","8","1","10","11","3","5","2","9","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","15","2","6","1","3","4","5","9","11","10","14","8","7","12","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","13","12","8","2","4","19","18","9","11","7","1","3","17","10","6","15","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","19","16","31","20","14","10","7","17","12","8","15","2","22","13","5","3","6","9","11","4","18","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","31","23","13","16","1","12","20","11","4","14","9","21","2","7","18","6","19","8","10","5","15","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","22","16","10","18","24","2","8","20","1","3","11","12","6","4","14","19","5","7","13","23","17","15","21","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","19","31","16","9","3","2","8","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","6","5","4","12","8","3","10","2","7","11","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","1","5","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","24","31","17","25","20","1","26","21","28","5","18","15","8","16","10","14","23","13","22","3","9","29","2","11","4","7","6","19","27","skipped","nan","nan"
"3","16","10","23","14","22","6","26","19","25","4","20","15","5","8","11","18","7","21","1","24","9","13","2","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","3","2","5","7","9","4","6","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","20","28","22","6","15","5","21","4","31","18","10","16","1","19","30","17","3","9","8","14","13","2","7","29","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","4","26","16","23","11","9","2","28","7","30","6","19","1","27","29","14","3","31","15","20","13","5","24","12","22","17","18","8","10","25","nan","nan"
"14","10","20","13","30","8","4","6","7","11","21","2","1","15","18","5","3","16","12","9","17","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","31","9","6","25","26","4","29","1","30","11","2","5","10","12","8","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","22","27","12","16","14","29","2","7","17","15","25","8","13","23","26","31","5","3","24","1","4","11","6","10","28","30","skipped","skipped","skipped","skipped","nan","nan"
"10","12","18","31","8","14","2","17","4","9","3","13","7","15","16","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","7","31","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","12","4","9","1","11","14","5","2","6","8","10","13","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","10","7","1","5","2","9","8","3","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","7","10","6","4","1","3","9","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","6","26","9","13","10","7","28","15","30","2","31","14","16","23","1","11","29","27","4","3","25","8","5","24","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","6","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","11","13","6","5","1","8","4","12","3","2","9","14","7","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","18","16","1","13","5","8","14","4","2","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","25","14","16","17","20","26","2","31","23","15","27","1","4","24","12","10","13","5","11","9","3","30","7","29","28","19","8","6","18","skipped","nan","nan"
"15","16","31","17","25","5","7","10","1","6","21","18","22","20","13","24","3","8","23","12","19","9","2","4","11","14","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","9","25","16","26","12","31","2","17","1","23","4","18","19","15","14","22","21","5","10","3","6","11","7","8","24","20","skipped","skipped","skipped","skipped","nan","nan"
"12","18","31","20","10","19","22","1","30","9","29","2","28","16","26","17","5","11","23","7","24","4","14","25","3","21","15","6","8","13","27","nan","nan"
"4","26","29","2","11","5","20","31","17","16","18","7","15","24","23","28","1","30","13","10","25","14","12","22","27","9","6","8","3","21","19","nan","nan"
"8","22","24","17","16","14","13","10","18","26","11","4","15","9","19","21","23","1","2","6","27","3","20","7","5","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","14","26","10","21","2","31","9","30","23","17","5","20","22","24","16","1","11","29","25","28","4","12","27","8","7","13","6","3","19","18","nan","nan"
"27","31","19","4","15","1","23","16","20","7","12","10","14","22","29","11","30","21","24","17","9","6","13","28","8","3","2","5","25","26","skipped","nan","nan"
"31","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","4","5","11","14","2","8","6","9","12","10","7","3","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","18","23","7","31","5","21","9","19","2","14","6","1","17","20","16","12","3","10","11","8","13","24","4","15","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","14","22","8","26","13","20","4","25","27","18","1","15","17","11","31","2","29","24","10","23","7","16","28","3","19","21","9","5","12","30","nan","nan"
"5","13","11","9","1","6","2","10","31","7","3","12","8","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","15","31","18","6","4","21","7","9","19","20","1","16","8","14","2","10","3","13","17","11","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","26","8","20","30","13","11","1","31","10","27","2","19","9","7","15","14","4","28","16","5","18","24","3","21","17","12","6","22","25","skipped","nan","nan"
"29","14","9","19","25","2","20","8","26","10","31","5","23","1","28","16","24","22","30","21","15","4","17","27","6","11","3","18","7","13","12","nan","nan"
"31","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","25","18","10","27","9","30","2","22","19","6","24","1","15","17","16","11","21","23","4","8","28","5","3","7","26","12","14","29","skipped","skipped","nan","nan"
"31","4","15","8","3","6","5","7","12","9","10","14","2","13","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","14","21","10","25","7","27","1","24","19","18","12","28","3","23","22","5","9","26","30","16","13","11","8","15","20","4","2","6","29","31","nan","nan"
"13","4","24","16","29","12","26","5","27","21","28","1","23","15","11","18","7","17","31","10","30","9","6","25","3","19","14","8","2","20","22","nan","nan"
"6","31","5","1","2","4","3","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","11","18","12","10","2","7","21","3","13","8","5","9","14","16","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","21","31","12","18","16","15","19","7","17","10","22","11","13","3","2","5","4","8","14","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","1","7","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","14","31","10","15","1","19","18","7","12","17","11","16","6","8","2","5","3","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","31","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","30","20","22","4","16","3","31","2","6","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","11","28","14","30","9","29","6","25","26","24","1","27","18","21","23","2","12","31","4","19","7","16","20","10","15","17","13","8","3","22","nan","nan"
"31","5","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","31","1","4","7","3","8","6","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","6","4","1","3","7","5","17","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","27","21","22","5","11","1","26","12","14","31","18","16","24","10","25","13","19","2","3","8","17","6","7","9","20","23","skipped","skipped","skipped","nan","nan"
"20","12","31","7","18","15","27","1","30","16","22","4","17","10","19","24","6","14","28","21","23","5","9","29","2","8","13","11","3","26","25","nan","nan"
"31","4","1","5","30","6","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","18","20","15","22","12","14","1","27","25","30","5","13","10","26","9","11","7","28","23","4","24","31","2","21","16","3","17","8","19","skipped","nan","nan"
"11","18","9","19","22","2","5","4","20","7","12","3","16","6","21","10","14","1","15","8","17","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","31","10","6","21","24","27","28","9","25","13","2","1","7","5","17","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","22","31","10","8","21","4","16","1","5","13","7","20","14","6","12","9","11","15","2","3","17","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","3","1","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","16","31","20","23","7","27","6","29","5","28","1","24","11","10","22","12","14","30","17","21","2","9","25","4","13","8","15","3","18","26","nan","nan"
"13","7","14","5","18","1","11","15","4","6","9","10","2","17","12","8","3","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","8","7","1","2","6","9","3","5","4","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","31","11","6","3","5","12","4","7","10","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","31","13","9","1","6","10","4","2","12","5","8","14","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","15","20","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","9","22","16","23","12","30","2","27","26","24","1","13","6","10","19","3","11","29","31","25","7","14","28","5","18","20","8","4","17","21","nan","nan"
"12","4","19","18","27","2","20","10","30","28","14","1","21","7","22","26","8","9","29","16","24","3","25","23","6","17","13","11","5","15","31","nan","nan"
"13","8","31","17","21","7","20","6","26","1","16","23","19","18","3","22","11","25","2","5","27","15","14","12","4","10","24","skipped","skipped","skipped","skipped","nan","nan"
"11","27","19","2","21","12","16","3","26","29","23","4","20","14","25","18","13","9","28","31","30","8","22","24","7","15","5","10","6","17","1","nan","nan"
"14","12","21","18","20","3","7","10","6","5","11","17","13","2","4","8","19","9","1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","31","2","7","3","1","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","31","16","15","13","6","14","18","8","21","7","17","19","5","2","11","4","1","12","10","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","11","4","7","1","23","14","18","24","5","15","19","2","12","6","17","10","9","3","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","31","3","2","6","8","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","22","31","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","17","27","10","16","18","31","4","25","21","2","5","11","15","9","14","26","20","1","7","6","12","19","8","3","22","23","skipped","skipped","skipped","skipped","nan","nan"
"7","13","31","19","25","10","27","1","30","18","28","5","24","4","9","15","3","21","26","16","22","2","14","23","8","20","11","12","6","17","29","nan","nan"
"10","13","9","14","31","18","2","3","11","1","20","4","12","22","6","15","16","19","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","15","29","14","28","12","22","3","31","21","26","1","16","13","18","25","10","17","30","20","19","2","5","24","7","6","8","9","4","23","27","nan","nan"
"31","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
