"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"5","3","6","4","1","11","8","9","2","7","skipped","nan","nan"
"1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","1","11","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","1","4","8","5","6","3","2","skipped","skipped","nan","nan"
"3","2","5","10","7","11","4","9","8","1","6","nan","nan"
"2","10","8","4","3","11","1","9","5","6","7","nan","nan"
"7","9","6","5","4","10","11","8","1","3","2","nan","nan"
"10","2","4","5","1","11","9","8","3","7","6","nan","nan"
"9","4","7","5","2","11","6","10","3","8","1","nan","nan"
"3","4","6","2","8","11","7","10","9","5","1","nan","nan"
"10","6","3","5","2","11","9","7","4","8","1","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","2","1","5","4","6","skipped","skipped","skipped","skipped","nan","nan"
"7","3","2","8","5","9","11","4","6","1","skipped","nan","nan"
"11","4","3","1","6","10","9","8","5","2","7","nan","nan"
"11","8","3","1","4","10","2","7","6","9","5","nan","nan"
"1","6","8","7","10","11","2","5","9","4","3","nan","nan"
"11","6","2","5","7","3","4","1","skipped","skipped","skipped","nan","nan"
"11","4","1","9","10","8","2","5","7","3","6","nan","nan"
"7","4","6","5","10","11","9","2","8","3","1","nan","nan"
"1","5","2","4","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","2","1","4","10","3","9","7","8","6","nan","nan"
"7","6","5","3","1","11","8","4","2","skipped","skipped","nan","nan"
"11","3","4","1","5","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","1","10","9","7","4","8","2","skipped","skipped","nan","nan"
"8","7","2","4","3","11","6","9","1","10","5","nan","nan"
"11","1","8","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","8","5","4","11","2","6","3","9","1","nan","nan"
"10","5","3","11","6","7","2","8","4","9","1","nan","nan"
"9","7","6","2","10","11","1","5","4","8","3","nan","nan"
"8","7","5","1","2","11","4","9","3","6","10","nan","nan"
"11","3","4","5","7","8","1","10","6","9","2","nan","nan"
"4","7","2","5","1","8","9","6","10","11","3","nan","nan"
"2","3","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","6","4","2","10","1","7","5","8","skipped","nan","nan"
"5","10","7","2","4","11","1","9","3","8","6","nan","nan"
"1","4","11","5","7","2","6","3","skipped","skipped","skipped","nan","nan"
"10","9","6","2","1","11","5","8","3","4","7","nan","nan"
"11","8","4","2","3","10","6","5","9","7","1","nan","nan"
"11","6","9","5","8","7","10","4","2","3","1","nan","nan"
"1","2","11","6","8","10","3","7","9","4","5","nan","nan"
"11","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","10","2","4","5","3","1","skipped","skipped","skipped","nan","nan"
"11","3","5","6","1","4","2","skipped","skipped","skipped","skipped","nan","nan"
"1","5","6","10","2","11","4","9","3","8","7","nan","nan"
"11","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","2","3","4","6","1","skipped","skipped","skipped","skipped","nan","nan"
"11","8","2","6","9","7","4","5","3","10","1","nan","nan"
"8","6","4","10","2","9","3","5","1","7","11","nan","nan"
"11","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","5","7","8","11","2","6","9","1","3","nan","nan"
"4","3","2","11","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","6","1","9","11","5","8","7","skipped","skipped","nan","nan"
"5","6","7","2","10","11","4","8","9","3","1","nan","nan"
"1","5","6","11","3","8","2","4","9","7","10","nan","nan"
"11","8","9","6","1","5","3","2","7","4","10","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","7","2","8","10","4","11","9","6","3","nan","nan"
"1","4","2","5","11","6","3","skipped","skipped","skipped","skipped","nan","nan"
"3","7","2","4","5","11","9","10","6","8","1","nan","nan"
"11","7","5","4","3","1","8","2","9","6","skipped","nan","nan"
"11","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","3","7","2","10","8","6","4","1","skipped","nan","nan"
"11","9","3","6","1","10","5","8","2","7","4","nan","nan"
"3","11","1","5","4","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","7","1","5","11","6","4","9","10","8","nan","nan"
"1","11","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","10","6","3","9","5","11","4","7","2","nan","nan"
"11","3","1","4","10","5","2","skipped","skipped","skipped","skipped","nan","nan"
"5","7","4","6","10","1","2","9","11","8","3","nan","nan"
"11","4","6","3","5","8","2","9","7","10","1","nan","nan"
"3","7","11","9","1","2","10","6","8","skipped","skipped","nan","nan"
"3","11","4","1","7","2","5","skipped","skipped","skipped","skipped","nan","nan"
"6","11","7","4","2","1","3","8","5","skipped","skipped","nan","nan"
"10","6","4","3","1","7","2","8","5","11","9","nan","nan"
"11","2","1","10","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
