"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","Num Cands","Num Seats"
"10","18","1","17","15","2","13","7","11","16","6","4","8","9","19","12","3","5","20","14","nan","nan"
"19","18","7","2","9","1","14","3","6","8","10","4","12","5","16","15","20","13","11","17","nan","nan"
"20","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","13","3","4","12","19","17","9","10","15","7","6","5","16","18","14","1","2","20","8","nan","nan"
"7","19","2","1","4","11","6","17","8","5","9","10","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","3","9","7","20","15","10","4","11","12","17","14","2","13","19","1","5","18","16","nan","nan"
"5","10","20","11","7","2","19","9","18","16","1","15","12","13","17","8","4","14","3","6","nan","nan"
"6","15","3","1","8","2","5","4","7","19","17","20","18","10","16","9","skipped","skipped","skipped","skipped","nan","nan"
"13","20","11","8","2","3","14","1","7","5","10","4","12","6","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","17","2","4","19","3","1","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","4","5","1","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","19","1","3","18","20","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","18","16","1","6","20","17","7","4","2","19","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","6","17","1","20","14","9","8","5","15","13","11","4","18","19","2","12","7","16","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","20","11","10","2","8","18","13","1","17","6","4","15","14","9","12","19","5","16","7","nan","nan"
"6","3","4","9","2","20","5","7","8","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","4","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","10","6","11","2","14","18","19","13","17","3","4","9","7","20","5","1","8","15","12","nan","nan"
"12","20","3","14","8","6","15","4","16","5","11","7","9","2","1","10","13","skipped","skipped","skipped","nan","nan"
"2","20","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","6","5","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","7","1","11","13","18","15","4","14","16","2","20","6","8","17","5","10","3","12","9","nan","nan"
"16","17","19","8","5","9","11","13","14","12","18","20","7","6","15","4","1","3","10","2","nan","nan"
"20","15","14","4","13","16","11","19","3","1","2","7","18","17","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","9","10","2","5","7","8","6","11","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","19","11","15","3","5","12","7","6","13","10","8","20","9","14","16","1","4","18","2","nan","nan"
"7","18","3","13","2","5","6","11","15","14","20","19","1","16","4","17","12","skipped","skipped","skipped","nan","nan"
"20","19","18","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","17","16","4","2","10","12","1","19","9","6","13","15","20","18","5","3","11","14","nan","nan"
"15","12","18","6","2","14","9","16","7","11","20","19","13","10","5","17","1","8","3","4","nan","nan"
"15","3","14","16","6","9","11","13","7","12","20","18","10","8","17","19","1","4","5","2","nan","nan"
"8","17","2","9","16","6","20","7","4","19","12","1","10","5","11","18","14","3","13","15","nan","nan"
"13","4","6","2","14","7","18","1","9","12","5","20","19","17","15","16","3","11","10","8","nan","nan"
"20","2","5","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","20","15","12","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","20","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","6","17","11","2","19","10","7","18","8","3","16","12","13","14","5","1","20","4","9","nan","nan"
"8","20","4","7","11","13","5","3","12","9","10","1","2","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","14","9","15","5","13","2","1","8","3","18","12","10","4","11","19","20","7","17","nan","nan"
"10","9","14","6","7","20","8","15","4","17","2","12","13","11","18","5","1","3","19","16","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","20","1","4","6","5","3","9","2","8","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","12","5","17","2","8","13","15","18","16","9","20","10","6","11","3","14","4","1","19","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","4","15","13","18","14","9","10","20","5","11","3","1","17","19","6","2","16","12","nan","nan"
"19","7","18","9","3","13","14","6","8","17","4","20","10","11","15","16","1","2","12","5","nan","nan"
"19","14","18","9","3","17","15","6","4","10","8","20","12","5","13","16","1","2","11","7","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","6","8","2","20","5","4","1","9","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","6","18","14","10","8","17","11","9","16","13","20","12","2","15","5","1","7","4","skipped","nan","nan"
"19","17","14","5","2","11","4","7","12","6","16","13","20","8","18","10","1","3","15","9","nan","nan"
"4","7","2","12","18","13","19","8","20","5","6","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","19","20","17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","16","11","6","15","8","19","1","5","17","2","3","20","7","18","12","4","9","14","skipped","nan","nan"
"20","5","4","2","7","3","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","20","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","11","6","12","1","10","20","14","2","18","5","9","16","13","19","8","3","4","7","17","nan","nan"
"1","10","9","11","15","4","19","12","6","16","2","17","5","18","8","3","7","20","skipped","skipped","nan","nan"
"3","20","4","1","9","6","8","10","2","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","1","6","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","6","2","4","3","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","20","6","5","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","12","9","11","3","5","6","8","2","1","4","7","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","20","5","7","6","8","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","16","15","18","2","3","20","13","5","12","19","14","8","4","17","6","1","10","9","11","nan","nan"
"20","3","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","15","17","18","16","19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","5","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","20","6","2","7","8","4","9","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","19","7","2","17","11","9","5","12","18","20","10","3","8","15","1","16","14","13","nan","nan"
"11","7","3","9","5","6","18","2","10","14","16","8","12","20","17","13","1","19","15","4","nan","nan"
"20","5","2","4","7","6","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","3","5","2","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","6","4","18","10","9","5","8","7","2","20","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","13","6","5","2","8","14","10","4","15","7","18","12","3","16","17","1","11","20","19","nan","nan"
"2","20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","20","4","5","7","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","20","2","15","7","1","14","5","4","9","8","11","10","3","13","6","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","3","16","13","19","17","5","1","11","15","18","7","4","14","12","9","6","8","20","nan","nan"
"20","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","4","13","14","3","16","1","9","17","2","5","15","12","18","20","10","8","19","7","nan","nan"
"20","4","1","6","5","2","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","16","6","4","14","17","9","7","15","11","20","18","12","19","2","1","10","3","5","nan","nan"
"20","6","3","5","1","8","2","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","9","2","1","6","18","8","5","19","15","12","7","20","13","4","3","16","17","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","2","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","4","6","7","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","2","11","3","7","6","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","11","19","6","18","12","9","2","8","3","14","10","4","17","16","1","7","15","20","nan","nan"
"19","10","5","13","3","16","18","7","11","14","2","9","17","4","20","8","1","15","6","12","nan","nan"
"3","8","10","13","9","6","15","5","1","17","7","14","16","4","20","11","18","12","19","2","nan","nan"
"20","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","20","9","15","3","2","19","14","7","18","16","1","13","5","6","8","17","10","11","4","nan","nan"
"15","12","3","5","10","13","1","18","11","19","16","4","14","2","20","17","skipped","skipped","skipped","skipped","nan","nan"
"2","19","10","8","13","7","20","14","5","11","9","3","15","4","18","16","1","6","17","12","nan","nan"
"15","16","2","11","18","4","14","10","5","12","8","9","13","6","17","19","3","1","20","7","nan","nan"
"18","17","2","19","1","5","6","4","20","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","13","3","8","11","18","16","15","14","17","7","20","5","19","12","2","1","9","6","nan","nan"
"20","6","5","4","10","1","3","2","9","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","7","12","5","2","20","8","6","1","11","18","15","16","3","17","9","10","4","19","14","nan","nan"
"15","20","10","19","7","2","18","16","1","17","5","13","12","3","14","11","6","4","9","8","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","20","5","11","2","4","1","3","7","9","8","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","18","2","6","1","3","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","20","4","6","7","3","2","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
