rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,numSeats,numCands
82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,Skipped,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,3,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,Skipped,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,6,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,7,82,1,82,82,5,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,4,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,,
82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,2,82,82,82,Skipped,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,2,82,82,82,82,82,5,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,Skipped,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,4,1,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,4,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,,
82,82,50,1,82,82,25,82,82,82,Skipped,82,45,35,82,82,20,82,82,82,82,82,82,82,6,82,82,6,2,65,82,15,15,82,82,82,82,10,82,35,82,82,82,82,5,82,82,1,82,82,82,28,30,82,82,82,50,50,82,60,82,82,82,82,82,60,5,20,82,82,82,45,3,45,82,82,Skipped,82,45,82,82,82,,
73,27,29,25,60,14,20,59,47,72,35,40,36,17,73,72,7,59,72,46,73,72,13,3,15,72,59,1,59,72,73,22,18,20,21,73,11,28,24,23,59,72,59,18,6,59,9,59,33,40,73,72,72,30,45,31,72,41,72,72,34,59,32,28,32,59,35,5,73,73,19,33,4,72,26,39,16,73,8,59,12,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,,
82,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,4,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,4,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,5,82,82,82,82,82,6,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,Skipped,82,82,82,82,82,82,82,82,82,82,1,82,4,82,2,82,82,82,82,3,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,,
82,8,1,82,82,82,82,82,82,82,82,82,82,6,82,82,82,82,82,82,82,3,82,11,82,82,82,5,9,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,7,82,82,82,82,4,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,10,82,82,82,82,82,82,2,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,4,82,82,82,82,82,82,82,82,82,82,2,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,17,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,4,82,82,82,82,82,82,82,82,82,82,82,82,82,82,8,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,6,82,5,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,1,82,82,82,82,82,82,82,82,7,,
67,67,67,67,67,67,67,67,67,82,67,67,67,67,82,82,67,67,82,67,67,82,67,67,67,82,67,67,67,82,67,67,67,67,67,67,67,67,67,67,67,82,67,1,67,67,67,67,67,67,67,67,82,67,67,67,82,67,82,68,67,67,67,67,67,67,67,67,82,67,67,67,67,82,67,67,67,67,67,67,67,67,,
82,82,82,82,Skipped,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,4,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,Skipped,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,,
82,1,82,82,82,82,82,82,82,82,82,82,82,Skipped,82,82,3,82,82,82,82,82,82,6,82,82,82,82,4,82,82,82,82,82,82,82,82,5,82,82,82,82,82,82,82,82,82,82,82,82,82,7,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,Skipped,5,3,82,82,4,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,4,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,,
82,82,82,82,82,82,3,82,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,4,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,6,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,8,82,1,4,6,82,82,82,82,82,82,82,82,82,82,82,10,82,82,12,82,82,82,82,82,82,5,82,82,82,82,82,82,12,82,82,82,82,82,82,82,82,82,82,82,82,82,10,82,82,82,82,82,82,82,82,10,82,82,82,82,2,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,,
36,36,36,82,36,36,82,82,82,82,82,82,36,36,82,82,36,82,82,82,36,82,36,36,36,82,82,36,82,82,36,36,36,82,82,82,36,36,36,36,82,82,82,82,36,82,36,82,82,82,36,82,82,36,36,36,82,82,82,82,36,82,36,82,82,82,82,36,82,82,36,36,82,82,36,1,36,82,82,82,36,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,1,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,,
82,82,82,82,82,82,82,82,2,82,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,4,82,82,1,,
82,82,82,82,82,82,82,82,6,3,82,82,82,10,82,82,82,82,82,82,82,82,82,13,82,82,82,8,1,82,82,82,82,9,82,82,82,82,82,82,82,82,11,82,2,82,4,7,82,82,82,12,82,Skipped,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,28,82,82,82,82,82,82,82,82,82,82,5,,
17,56,35,48,10,11,5,69,49,60,12,70,34,19,72,48,64,68,50,57,7,71,11,13,8,70,59,24,76,70,72,17,71,71,46,75,82,48,76,15,57,55,69,43,68,62,1,22,67,51,74,41,58,16,72,78,70,50,75,67,79,70,9,73,35,67,17,12,68,73,5,18,44,3,70,34,14,67,16,52,2,4,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
Skipped,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,9,Skipped,8,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,3,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,1,82,82,82,82,82,7,82,82,82,82,2,82,82,82,82,82,82,82,82,7,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,66,82,2,82,82,82,64,82,82,82,82,82,82,82,82,82,82,82,82,8,15,82,82,82,82,82,82,82,82,82,82,9,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,8,82,82,82,14,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,1,82,2,82,82,82,82,82,82,82,82,82,82,4,5,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,6,82,82,7,82,82,82,82,82,82,82,82,82,82,2,,
82,82,82,82,82,82,82,82,82,4,82,82,82,82,82,82,5,82,16,82,82,82,82,11,82,82,82,14,2,82,82,82,82,8,82,82,82,82,82,82,82,82,82,82,13,82,82,9,17,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,6,82,82,82,82,82,82,82,1,82,15,3,82,82,82,82,12,10,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,4,82,82,82,82,82,82,82,82,82,82,82,3,6,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,5,82,82,82,82,82,82,82,82,1,82,82,82,82,82,Skipped,82,82,82,,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,8,12,82,82,18,82,82,82,17,82,20,7,11,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,27,82,82,2,82,82,82,82,82,82,82,21,82,22,82,5,14,82,82,82,82,82,23,24,82,82,19,3,82,26,15,82,82,10,13,82,82,82,4,82,82,82,82,1,25,82,82,82,82,82,82,9,6,,
82,82,82,82,82,5,82,82,82,82,82,82,82,4,82,82,82,82,82,82,82,82,82,3,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
82,3,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,4,82,82,82,82,2,82,82,82,82,5,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,2,82,,
82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,3,82,82,82,82,82,82,82,4,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,Skipped,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,,
82,8,79,81,82,5,82,81,81,81,81,82,81,3,81,82,82,82,81,81,82,81,82,14,82,82,81,82,81,82,82,6,75,82,82,82,81,82,82,2,82,82,81,82,78,81,82,82,81,81,78,82,82,82,82,80,82,82,82,81,82,82,82,81,81,82,82,1,81,81,4,7,81,81,82,82,82,82,81,82,82,Skipped,,
82,82,82,82,82,82,82,82,82,82,82,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
