rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
10,5,3,1,6,8,4,2,6,11,8,Unknown,
1,4,7,11,8,5,10,3,9,2,6,Unknown,
7,4,9,10,3,8,2,5,1,11,6,Unknown,
3,9,5,8,7,10,11,4,1,2,6,Unknown,
9,3,6,11,2,5,10,7,8,1,4,Unknown,
8,5,3,6,4,2,1,11,7,10,9,Unknown,
10,7,5,6,9,1,8,4,3,11,2,Unknown,
5,4,2,1,9,8,10,3,11,6,7,Unknown,
11,1,11,11,3,11,2,11,11,11,11,Unknown,
1,3,9,10,2,7,11,8,5,4,6,Unknown,
7,8,10,6,9,5,4,3,1,11,2,Unknown,
1,10,3,4,7,6,5,11,9,2,8,Unknown,
8,5,3,6,1,10,11,9,2,4,7,Unknown,
2,4,11,11,11,1,5,11,3,11,11,Unknown,
1,6,11,10,7,5,8,2,3,9,4,Unknown,
4,11,10,9,5,7,8,2,3,6,1,Unknown,
11,2,7,9,8,3,10,1,5,6,4,Unknown,
1,4,2,3,8,6,11,5,7,11,8,Unknown,
6,1,5,1,4,3,10,9,8,11,7,Unknown,
2,2,5,1,1,1,3,3,4,1,3,Unknown,
7,6,3,4,10,5,11,8,1,2,9,Unknown,
6,8,7,5,3,4,1,9,10,2,11,Unknown,
8,5,3,10,7,1,6,4,11,9,2,Unknown,
8,11,3,7,2,10,6,1,5,9,4,Unknown,
4,3,11,10,5,9,8,7,2,1,6,Unknown,
9,2,11,10,5,3,7,8,4,6,1,Unknown,
5,3,9,8,4,6,10,2,11,1,7,Unknown,
11,7,4,6,2,8,9,4,3,1,10,Unknown,
1,9,4,3,5,9,6,8,7,2,11,Unknown,
3,8,2,11,4,7,10,1,5,9,6,Unknown,
7,5,10,6,8,9,2,11,4,3,1,Unknown,
6,10,4,5,1,3,7,9,8,2,11,Unknown,
6,2,8,11,9,5,7,4,8,3,1,Unknown,
5,8,10,11,4,2,3,9,7,1,6,Unknown,
4,7,3,6,5,1,11,2,10,9,7,Unknown,
11,8,7,6,2,7,1,5,4,3,6,Unknown,
3,6,1,9,4,11,10,5,2,8,7,Unknown,
11,2,3,7,5,6,1,10,8,4,9,Unknown,
9,7,5,2,1,10,3,11,8,6,4,Unknown,
7,2,6,11,8,9,4,5,1,10,3,Unknown,
2,3,1,4,3,4,4,1,1,3,2,Unknown,
7,10,3,11,8,6,4,1,2,8,5,Unknown,
1,7,10,11,2,3,5,8,4,9,6,Unknown,
5,1,8,3,6,10,11,9,2,7,4,Unknown,
2,5,9,3,10,7,6,8,1,4,9,Unknown,
2,3,4,10,7,1,5,8,6,11,9,Unknown,
3,2,9,4,5,10,8,7,6,5,1,Unknown,
3,4,5,9,11,10,7,6,8,1,2,Unknown,
10,4,5,7,3,2,1,11,6,9,8,Unknown,
3,11,7,2,2,8,1,11,9,3,6,Unknown,
11,1,7,2,4,6,5,11,11,3,8,Unknown,
6,8,3,10,4,1,5,11,7,9,2,Unknown,
2,11,1,1,5,4,4,3,5,2,11,Unknown,
4,9,10,8,2,7,1,11,6,3,5,Unknown,
6,1,10,10,4,1,10,11,1,11,5,Unknown,
6,3,8,2,5,10,7,9,1,11,4,Unknown,
1,6,5,7,7,2,9,9,10,11,4,Unknown,
5,8,11,7,6,1,4,10,3,2,9,Unknown,
8,11,1,9,5,7,3,4,10,6,2,Unknown,
5,10,3,7,1,11,4,8,2,6,9,Unknown,
4,11,1,11,11,11,11,2,5,3,11,Unknown,
3,11,10,8,4,1,6,5,7,2,9,Unknown,
3,8,9,4,2,6,5,10,11,1,7,Unknown,
