"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","Num Cands","Num Seats"
"6","17","11","13","8","10","16","4","15","5","12","9","14","3","1","2","20","7","skipped","skipped","nan","nan"
"6","18","9","11","17","15","4","19","14","13","7","16","3","2","1","20","skipped","skipped","skipped","skipped","nan","nan"
"8","17","11","12","10","9","15","19","3","20","13","4","16","7","14","6","1","2","18","5","nan","nan"
"9","17","12","10","7","11","19","15","6","20","14","8","13","4","16","3","1","2","18","5","nan","nan"
"8","19","12","10","6","11","17","16","5","18","15","3","14","7","13","4","2","1","20","9","nan","nan"
"6","19","11","10","7","12","18","17","5","20","14","4","13","8","15","3","1","2","16","9","nan","nan"
"6","18","12","11","9","10","17","16","3","20","14","8","13","5","15","4","2","1","19","7","nan","nan"
"8","19","12","11","9","10","17","16","3","20","15","5","13","7","14","4","2","1","18","6","nan","nan"
"6","19","12","10","9","11","18","16","4","20","14","5","15","8","13","3","2","1","17","7","nan","nan"
"7","17","12","10","11","9","19","16","6","20","13","8","14","3","15","5","1","2","18","4","nan","nan"
"8","20","12","11","9","10","19","16","7","18","14","4","13","6","17","2","3","1","15","skipped","nan","nan"
"9","17","12","11","8","10","18","16","5","19","14","4","13","7","15","3","1","2","20","6","nan","nan"
"8","18","10","12","9","11","20","16","7","19","14","3","13","6","15","4","2","1","17","5","nan","nan"
"8","18","12","10","7","11","17","15","6","19","13","9","14","4","16","3","2","1","20","5","nan","nan"
"8","19","11","12","9","10","18","16","4","17","14","6","13","7","15","3","2","1","20","5","nan","nan"
"9","19","10","11","5","12","18","14","7","20","15","8","13","6","16","3","2","1","17","4","nan","nan"
"9","18","12","11","6","10","17","15","5","20","14","4","13","7","16","3","2","1","19","8","nan","nan"
"9","15","12","10","8","11","17","19","4","18","14","7","13","6","20","3","1","2","16","5","nan","nan"
"7","19","10","11","9","12","18","15","8","20","14","3","13","6","16","4","2","1","17","5","nan","nan"
"8","18","12","10","9","11","17","16","4","19","13","6","14","7","15","3","2","1","20","5","nan","nan"
"8","18","12","11","6","10","20","16","4","19","15","7","14","9","13","3","1","2","17","5","nan","nan"
"8","18","11","9","10","17","16","5","19","3","6","13","4","2","1","20","7","skipped","skipped","skipped","nan","nan"
"10","13","9","14","8","12","19","17","7","15","16","5","20","3","11","6","2","1","18","4","nan","nan"
"7","19","14","10","8","11","18","15","6","20","13","3","12","5","16","4","2","17","9","skipped","nan","nan"
"8","18","12","10","9","13","17","16","4","20","15","6","11","7","14","5","2","1","19","3","nan","nan"
"10","16","13","11","9","12","19","17","3","18","8","15","6","14","2","4","1","20","7","skipped","nan","nan"
"7","18","12","10","8","11","17","15","4","20","14","6","13","5","16","3","2","1","19","9","nan","nan"
"9","18","12","10","7","11","17","16","6","19","15","8","13","3","14","4","2","1","20","5","nan","nan"
"9","18","12","10","6","11","19","15","4","20","14","7","13","5","16","3","2","1","17","8","nan","nan"
"9","17","11","10","8","12","18","16","4","20","14","5","13","6","15","3","2","1","19","7","nan","nan"
"7","19","12","10","9","11","18","16","5","20","13","2","14","8","15","4","1","17","6","skipped","nan","nan"
"7","14","12","10","9","11","16","17","6","18","15","5","13","8","19","3","1","2","20","4","nan","nan"
"7","17","12","11","10","9","20","16","5","19","15","4","13","8","14","3","2","1","18","6","nan","nan"
"9","18","12","10","7","11","17","15","3","19","13","6","14","5","16","4","2","1","20","8","nan","nan"
"8","20","9","12","10","11","5","13","3","14","7","15","4","1","2","6","skipped","skipped","skipped","skipped","nan","nan"
"7","18","12","10","8","11","19","16","3","20","15","4","14","9","13","5","2","1","17","6","nan","nan"
"8","19","12","10","9","11","17","16","4","20","14","5","13","6","15","3","2","1","18","7","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","18","12","13","8","10","17","16","5","19","15","3","14","7","11","6","2","1","20","4","nan","nan"
"8","18","11","12","9","10","17","15","3","20","14","7","13","4","16","5","1","2","19","6","nan","nan"
"8","17","11","12","9","10","16","15","6","14","3","13","7","4","1","2","5","skipped","skipped","skipped","nan","nan"
"9","18","11","10","7","12","19","16","4","20","14","5","13","6","15","3","2","1","17","8","nan","nan"
"9","20","12","11","8","10","16","19","7","17","14","4","13","6","18","3","2","1","15","5","nan","nan"
"5","20","12","11","10","18","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","18","12","10","6","19","14","3","8","13","5","2","1","20","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","19","12","11","8","10","18","15","4","17","16","5","13","6","14","3","1","2","20","9","nan","nan"
"9","19","12","11","8","10","18","16","6","20","15","4","13","7","14","2","1","3","17","5","nan","nan"
"7","18","12","11","5","10","17","16","8","19","14","9","13","6","15","3","2","1","20","4","nan","nan"
