rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,numSeats,numCands
14,14,11,12,1,1,4,2,2,2,8,7,4,2,1,2,6,9,13,4,3,5,15,3,10,,
25,25,25,6,2,9,4,25,1,25,25,25,25,25,8,7,25,25,5,3,25,25,25,25,25,,
25,25,25,25,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
4,22,13,15,1,6,19,12,25,16,17,11,14,7,9,3,20,23,5,21,18,10,2,8,24,,
25,25,25,25,25,25,25,25,25,25,25,25,12,25,25,25,25,11,25,3,25,25,25,25,25,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,25,25,25,25,25,25,25,25,25,2,,
5,20,16,21,25,8,18,9,1,10,14,13,13,2,7,23,6,15,19,22,24,11,3,4,17,,
17,12,9,10,1,4,18,2,16,7,22,15,19,15,6,14,8,21,11,13,23,24,25,15,20,,
25,20,20,20,1,20,20,20,25,20,20,20,20,2,20,20,3,21,20,20,25,20,25,20,20,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
4,25,25,25,2,25,25,25,1,25,25,25,25,25,25,25,25,25,25,25,25,25,3,25,25,,
25,19,8,17,6,2,10,5,13,4,9,21,14,1,3,23,20,11,18,16,22,15,24,7,12,,
25,25,25,25,25,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
25,10,8,10,2,4,6,4,1,7,10,5,5,3,4,6,5,9,10,6,25,7,25,3,9,,
25,25,25,25,25,25,25,25,25,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
23,11,2,6,25,7,18,21,16,8,12,20,10,5,1,17,9,19,3,4,14,22,15,13,24,,
15,8,7,5,13,14,22,3,1,2,10,18,11,25,16,24,17,19,6,23,21,9,12,4,20,,
25,25,25,25,25,25,3,25,1,25,25,25,25,25,25,25,25,25,2,25,4,25,25,25,25,,
