"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","Num Cands","Num Seats"
"26","3","2","8","6","4","5","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","18","1","3","4","2","23","15","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","26","2","3","10","8","5","1","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","20","14","11","13","6","10","26","9","16","8","4","21","2","12","5","7","18","22","15","17","19","skipped","skipped","skipped","nan","nan"
"17","21","24","22","4","11","3","8","20","6","25","7","1","5","19","15","13","14","16","10","12","2","23","9","18","skipped","nan","nan"
"22","13","3","5","10","26","14","11","25","24","1","23","7","12","2","9","4","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","26","15","11","6","19","10","1","24","3","5","25","23","16","14","8","17","22","21","18","9","2","4","7","13","12","nan","nan"
"26","16","9","6","3","2","4","5","8","7","1","10","11","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","10","8","2","5","12","11","1","3","4","14","7","6","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","3","2","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","22","11","1","5","3","14","25","6","10","24","23","12","20","8","21","19","13","15","4","7","17","9","skipped","skipped","nan","nan"
"24","26","18","11","2","3","16","1","19","14","6","25","10","15","5","4","23","22","7","12","9","8","20","21","skipped","skipped","nan","nan"
"26","9","8","12","3","7","10","2","1","11","5","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","14","15","2","13","8","9","11","4","10","1","3","16","5","12","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","2","8","3","5","7","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","19","5","1","13","22","7","2","21","15","14","20","10","8","6","3","9","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","11","25","26","2","16","3","9","19","6","24","17","20","15","14","22","5","18","12","10","4","7","1","23","8","13","nan","nan"
"26","9","7","3","8","4","16","17","10","13","11","14","15","12","1","6","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","4","20","10","2","1","15","17","25","9","7","26","16","14","19","3","6","11","5","8","12","13","18","21","skipped","skipped","nan","nan"
"18","5","10","9","2","6","19","14","3","12","4","21","15","23","25","13","20","26","7","17","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","10","5","11","7","6","15","2","16","9","12","13","14","1","3","8","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","20","23","2","4","10","5","16","25","14","3","26","11","8","22","17","12","24","13","7","18","1","9","21","19","15","nan","nan"
"26","5","1","6","9","7","4","2","3","10","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","24","2","5","3","1","7","8","11","4","9","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","16","26","3","6","2","17","10","8","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","13","8","1","23","15","26","19","14","2","25","21","7","18","22","12","3","10","24","11","9","skipped","skipped","skipped","skipped","nan","nan"
"25","17","20","10","2","3","7","14","12","22","1","26","6","9","16","5","15","18","19","8","21","11","24","4","13","23","nan","nan"
"26","4","2","6","3","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","7","2","1","4","6","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","26","6","5","3","12","2","11","7","10","14","4","8","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","3","24","2","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","1","5","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","19","9","5","1","18","25","17","21","7","16","10","6","8","20","12","13","15","4","11","26","2","skipped","skipped","skipped","skipped","nan","nan"
"26","3","4","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","7","6","2","9","5","4","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","26","3","4","2","9","10","6","8","12","14","11","1","7","13","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","10","5","3","6","2","9","4","11","7","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","11","4","12","2","7","8","13","1","14","3","6","10","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","22","25","17","7","5","9","15","24","4","8","26","16","18","19","1","6","20","21","14","3","10","13","23","2","11","nan","nan"
"26","11","10","3","7","4","2","8","1","5","6","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","13","7","5","6","8","1","11","4","9","2","10","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","15","13","4","11","18","3","5","23","19","1","25","21","26","20","17","12","22","16","8","7","2","9","10","6","14","nan","nan"
"4","14","26","11","1","3","5","12","8","15","7","2","9","10","6","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","25","3","8","4","6","5","7","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","13","1","4","5","6","11","12","10","9","2","8","14","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","26","9","1","7","11","5","2","10","3","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","26","1","6","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","6","7","10","8","3","2","5","9","12","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","10","19","9","1","4","8","6","13","18","15","26","22","7","25","5","14","24","20","2","11","3","17","16","12","21","nan","nan"
"26","3","1","6","5","4","7","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","5","4","3","2","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","6","11","9","1","22","17","23","18","15","4","26","5","8","14","10","3","25","20","2","12","19","16","7","21","13","nan","nan"
"26","7","5","2","6","1","3","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","8","22","18","26","11","4","3","21","1","17","16","23","7","6","2","14","15","9","25","12","10","5","13","24","skipped","nan","nan"
"21","19","2","5","4","23","26","8","25","9","6","11","24","14","22","10","1","18","17","7","13","12","16","3","15","20","nan","nan"
"3","7","14","6","1","26","8","10","12","2","13","17","11","9","5","4","15","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","1","7","5","9","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","10","2","3","9","6","7","8","4","1","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","10","7","6","5","4","3","8","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","2","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","17","12","9","7","20","14","18","24","5","1","23","4","25","16","8","26","22","3","11","10","2","19","13","15","6","nan","nan"
"20","19","15","8","1","21","25","12","22","13","5","14","11","24","23","2","4","6","3","16","7","26","9","17","10","skipped","nan","nan"
"22","1","26","13","5","2","16","9","8","15","25","12","21","11","18","7","17","3","6","20","4","24","23","14","10","skipped","nan","nan"
"26","12","2","6","16","11","1","3","18","7","10","5","17","14","8","4","13","15","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","8","22","4","21","14","10","18","25","6","20","23","17","16","1","24","7","9","2","26","5","15","3","skipped","skipped","skipped","nan","nan"
"26","2","8","5","11","7","1","3","12","9","13","6","4","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","12","1","3","9","10","11","14","13","6","4","2","5","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","1","8","3","10","6","2","4","9","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","22","17","7","1","19","13","5","25","20","8","26","16","21","15","3","23","14","6","9","2","11","10","12","4","skipped","nan","nan"
"26","14","11","1","5","2","9","4","13","12","6","3","7","8","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","1","5","10","2","4","9","14","8","13","7","11","3","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","23","7","3","1","20","15","6","25","2","8","26","13","22","14","19","9","16","24","21","5","17","11","4","10","12","nan","nan"
"26","15","12","3","4","5","7","24","9","6","16","8","25","10","14","11","20","13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","25","9","2","8","10","4","16","21","22","5","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","8","5","4","9","13","1","12","10","7","11","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","13","10","4","12","5","1","11","16","3","6","15","9","2","8","14","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","19","16","7","1","12","13","21","26","9","6","25","20","17","3","11","10","5","2","8","4","14","15","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","5","2","1","8","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","25","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","26","1","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","24","14","18","7","1","5","2","23","16","3","12","10","4","17","6","25","13","20","26","9","8","15","19","skipped","skipped","nan","nan"
"24","23","6","3","25","7","5","1","2","4","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","26","10","8","3","6","9","25","7","11","4","12","1","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","25","20","22","1","10","11","12","2","23","24","26","6","3","5","16","17","8","21","18","7","9","14","19","13","nan","nan"
"5","26","8","1","10","2","4","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","23","15","3","1","24","11","10","26","12","2","25","22","20","18","13","16","19","17","5","8","4","14","7","9","6","nan","nan"
"14","18","15","11","2","4","13","12","26","6","7","17","19","3","5","1","10","8","9","16","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","16","12","10","8","6","7","2","24","22","4","26","15","21","25","17","5","23","11","9","13","18","3","1","19","20","nan","nan"
"26","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","7","18","2","19","14","5","25","11","9","26","17","15","22","1","3","24","20","12","8","10","13","16","4","21","skipped","nan","nan"
"26","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","1","3","5","4","2","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","9","4","2","5","10","1","8","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","22","23","1","20","3","8","16","9","24","26","21","5","18","13","12","17","7","2","15","6","11","25","14","10","nan","nan"
"1","2","10","25","9","23","17","8","20","4","3","13","11","5","15","22","24","18","12","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","10","5","3","4","9","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","8","12","10","3","26","11","17","20","4","5","19","13","18","1","7","16","2","9","6","15","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","19","10","12","5","23","2","3","22","7","14","8","25","6","11","24","1","15","13","16","9","17","4","20","21","18","nan","nan"
"1","2","26","3","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","3","6","1","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","26","1","3","7","15","13","2","12","4","14","8","11","6","10","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","12","16","2","4","17","14","22","23","9","24","5","11","21","6","3","25","8","18","20","1","13","26","15","19","nan","nan"
"26","1","9","5","7","4","8","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","3","2","5","25","6","1","4","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","21","26","2","5","9","14","10","1","4","20","18","6","11","8","12","16","13","15","17","19","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","15","16","14","2","4","11","13","1","3","10","5","9","8","6","7","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","1","2","3","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","3","2","9","1","6","8","5","10","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","11","19","13","2","25","10","5","15","20","4","23","26","6","24","3","8","14","17","7","18","12","16","1","21","22","nan","nan"
"17","10","7","15","6","4","8","1","14","3","13","11","2","5","16","12","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","9","4","5","6","2","12","3","14","1","10","8","7","11","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","21","11","2","18","14","16","26","22","12","24","19","1","25","13","15","10","17","23","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","11","4","6","2","10","5","1","9","3","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","26","12","3","6","15","1","13","2","16","4","8","11","14","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","23","14","6","1","22","12","18","26","19","4","24","15","2","17","3","16","25","20","9","13","8","5","7","10","11","nan","nan"
"26","2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
