"rank1","rank2","rank3","rank4","Num Cands","Num Seats"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","2","3","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"1","4","3","2","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","3","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"3","1","2","4","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"1","2","4","3","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"1","4","2","3","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"1","2","3","4","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"1","4","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","skipped","skipped","skipped","nan","nan"
"4","1","skipped","skipped","nan","nan"
