"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","Num Cands","Num Seats"
"6","4","20","18","17","7","3","2","13","1","5","8","16","15","10","9","12","19","11","14","nan","nan"
"6","4","18","16","17","2","14","1","13","3","5","11","19","12","8","7","9","20","10","15","nan","nan"
"9","2","20","6","5","3","4","8","1","7","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","16","19","15","7","3","1","14","2","9","5","17","13","11","6","10","20","12","18","nan","nan"
"4","7","18","16","19","5","3","2","13","1","6","8","15","9","10","12","20","11","14","skipped","nan","nan"
"8","4","19","16","18","6","2","1","13","3","7","5","17","14","11","9","12","20","10","15","nan","nan"
"5","6","18","14","17","3","2","1","15","4","7","9","19","13","10","8","12","20","11","16","nan","nan"
"5","3","14","15","9","7","1","13","2","4","6","12","8","10","20","11","skipped","skipped","skipped","skipped","nan","nan"
"4","7","20","5","1","2","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","19","16","20","5","3","1","13","2","9","6","18","14","11","7","10","17","12","15","nan","nan"
"4","7","20","16","3","5","1","14","2","8","9","13","10","6","12","11","15","skipped","skipped","skipped","nan","nan"
"10","5","19","16","17","3","4","1","14","2","6","9","18","13","8","7","11","20","12","15","nan","nan"
"7","3","20","15","17","5","1","14","2","9","18","13","10","6","19","12","16","skipped","skipped","skipped","nan","nan"
"6","7","20","16","18","3","4","1","12","2","8","9","19","14","10","5","11","17","13","15","nan","nan"
"6","7","17","19","16","3","2","1","13","4","5","8","20","15","12","9","10","18","14","skipped","nan","nan"
"8","6","17","16","19","4","3","1","14","2","5","7","20","13","12","9","18","15","skipped","skipped","nan","nan"
"6","9","17","16","18","4","3","1","15","2","8","7","19","14","10","5","12","20","11","13","nan","nan"
"5","8","16","17","19","4","3","1","13","2","7","6","15","11","9","12","20","10","14","skipped","nan","nan"
"6","4","18","16","19","5","3","1","13","2","8","7","17","15","10","9","12","20","11","14","nan","nan"
"5","6","15","17","19","7","3","2","14","1","4","9","18","16","12","8","11","20","10","13","nan","nan"
"7","8","18","16","17","5","2","1","14","3","4","6","19","15","9","10","20","11","skipped","skipped","nan","nan"
"5","4","18","16","19","8","3","1","13","2","6","7","17","15","10","9","12","20","11","14","nan","nan"
"6","5","20","16","17","4","3","1","13","2","9","7","18","15","10","8","12","19","11","14","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","20","16","18","7","4","1","13","2","8","9","17","15","10","5","11","19","12","14","nan","nan"
"8","4","17","15","18","6","3","1","13","2","9","5","20","16","11","7","10","19","12","14","nan","nan"
