rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,numSeats,numCands
2,12,13,9,4,16,14,5,7,1,15,17,10,3,6,11,8,Unknown,
12,9,17,2,10,17,17,8,6,13,17,5,3,7,4,11,1,Unknown,
15,17,17,3,17,17,2,6,17,17,17,5,17,10,1,16,4,Unknown,
9,2,8,4,12,11,9,8,17,16,7,5,15,6,1,14,3,Unknown,
17,17,17,3,17,17,17,17,2,17,17,17,17,17,1,17,17,Unknown,
10,15,12,17,4,16,2,3,13,3,8,14,1,10,1,2,11,Unknown,
8,5,12,17,1,15,11,4,3,14,10,16,9,7,2,13,6,Unknown,
2,11,17,11,2,17,3,6,17,13,4,17,3,2,1,13,4,Unknown,
8,6,10,4,2,14,10,7,17,11,15,16,14,7,1,10,5,Unknown,
17,6,17,2,17,17,5,8,17,17,7,17,17,17,1,17,3,Unknown,
14,17,8,2,13,10,4,5,17,13,7,17,13,6,1,9,3,Unknown,
4,3,13,8,10,17,15,6,7,12,14,11,9,5,1,16,2,Unknown,
17,9,10,3,17,8,2,5,7,17,17,6,17,17,1,17,4,Unknown,
8,6,13,7,10,16,10,2,15,10,14,7,9,8,5,17,1,Unknown,
10,16,5,13,6,17,7,9,12,15,8,14,3,4,1,11,2,Unknown,
6,9,15,1,7,17,16,12,14,10,8,4,13,5,3,11,2,Unknown,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,Unknown,
17,5,16,17,15,17,4,6,8,12,7,9,13,3,1,14,2,Unknown,
8,3,9,17,10,17,7,6,17,17,11,4,17,4,1,17,2,Unknown,
3,4,5,3,5,10,2,4,5,5,4,6,6,2,1,5,4,Unknown,
2,3,4,17,2,17,5,7,17,17,6,4,8,2,1,17,2,Unknown,
6,4,9,10,7,11,8,12,16,17,13,15,5,3,1,14,2,Unknown,
8,5,17,17,17,17,17,17,4,17,17,17,17,2,1,17,3,Unknown,
7,4,8,10,11,9,2,5,9,10,13,4,12,7,1,10,3,Unknown,
8,17,17,17,17,17,2,5,6,17,17,7,4,3,1,17,17,Unknown,
8,2,12,10,9,17,10,11,13,14,5,2,6,7,1,16,4,Unknown,
17,11,8,10,17,17,9,17,17,17,17,16,17,17,1,17,2,Unknown,
11,12,3,17,4,16,10,6,15,8,5,9,5,2,1,7,13,Unknown,
10,14,8,4,15,17,16,2,12,17,9,17,17,7,1,6,3,Unknown,
6,15,8,17,14,16,7,9,4,13,10,3,11,5,2,12,1,Unknown,
17,17,17,17,17,17,17,2,5,17,17,17,17,4,1,3,17,Unknown,
17,4,6,1,17,17,7,17,17,17,8,4,17,17,1,17,1,Unknown,
5,5,16,8,4,16,7,7,12,16,11,10,14,2,1,13,6,Unknown,
13,9,10,17,14,11,3,6,12,5,8,15,16,7,1,4,2,Unknown,
12,14,9,7,11,16,5,6,17,15,10,13,8,3,1,4,2,Unknown,
5,4,9,8,7,12,10,13,15,16,17,14,6,1,2,11,3,Unknown,
6,5,11,2,9,17,10,8,14,13,4,16,15,7,1,12,3,Unknown,
17,9,17,3,17,17,5,6,8,17,7,4,17,17,2,17,1,Unknown,
3,14,5,16,10,17,7,7,6,14,9,10,10,3,1,10,2,Unknown,
1,4,14,17,2,10,13,6,11,5,15,12,9,3,8,7,16,Unknown,
8,4,3,17,17,17,10,4,11,17,17,17,10,9,17,10,5,Unknown,
5,17,3,6,8,17,9,2,12,7,4,10,11,4,1,6,10,Unknown,
1,5,12,17,3,14,11,6,17,14,12,17,7,2,7,14,17,Unknown,
9,12,7,5,14,15,3,6,16,13,8,17,10,4,2,11,1,Unknown,
6,17,16,5,4,15,13,8,9,16,17,10,7,2,1,14,3,Unknown,
5,1,14,17,6,16,15,11,13,12,9,8,10,4,2,7,3,Unknown,
7,4,10,12,9,17,5,8,13,16,6,11,14,3,2,15,1,Unknown,
9,13,12,14,5,15,10,3,8,16,6,17,2,11,1,7,4,Unknown,
6,11,9,15,7,12,14,4,16,17,8,10,5,3,1,13,2,Unknown,
9,8,16,4,9,12,15,1,13,17,6,7,3,9,2,14,5,Unknown,
2,12,16,12,6,14,13,12,5,17,3,12,12,1,11,15,4,Unknown,
5,17,17,3,17,17,2,17,17,17,17,17,17,17,1,17,4,Unknown,
2,4,17,17,5,17,17,7,17,17,17,3,6,1,5,17,17,Unknown,
4,14,8,5,6,10,12,7,14,16,11,15,9,3,1,17,2,Unknown,
10,5,4,17,14,13,6,3,9,16,7,12,11,8,1,15,2,Unknown,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,Unknown,
2,13,4,3,9,14,12,8,10,15,16,5,6,7,1,11,17,Unknown,
4,10,6,9,17,8,5,3,12,13,15,11,14,7,1,16,2,Unknown,
6,6,8,17,14,7,2,10,5,13,17,2,9,4,1,11,15,Unknown,
2,4,13,17,8,16,14,13,11,9,15,5,7,1,12,3,6,Unknown,
1,11,10,17,6,13,9,7,15,16,3,12,8,2,4,14,5,Unknown,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,Unknown,
17,3,17,17,17,17,17,5,17,17,17,2,17,17,4,17,1,Unknown,
4,6,8,17,1,11,10,5,6,4,7,13,2,3,9,12,16,Unknown,
9,11,5,17,17,10,3,8,6,17,13,7,17,2,1,12,4,Unknown,
6,12,9,11,2,13,10,14,16,15,8,17,3,5,1,7,4,Unknown,
4,17,5,17,17,17,17,17,17,17,17,17,17,3,1,17,2,Unknown,
4,15,11,17,5,10,9,7,16,14,2,14,8,3,1,14,6,Unknown,
3,4,15,16,5,10,12,8,11,14,13,17,9,1,7,2,6,Unknown,
15,5,2,8,14,10,3,4,7,16,9,12,17,13,1,11,6,Unknown,
7,9,4,13,8,17,14,10,11,15,5,16,3,6,1,12,2,Unknown,
3,5,17,16,4,6,12,13,14,10,15,1,8,2,9,11,7,Unknown,
5,2,5,17,5,17,5,5,5,17,5,2,17,5,1,5,2,Unknown,
15,7,10,2,15,14,3,11,16,15,5,5,6,7,1,17,2,Unknown,
7,8,12,17,5,13,10,11,16,15,9,4,2,6,1,14,3,Unknown,
5,12,14,17,4,10,15,3,11,9,8,16,2,7,1,6,13,Unknown,
17,4,17,1,17,17,17,17,17,17,17,3,17,17,1,17,2,Unknown,
3,17,6,8,9,16,15,4,7,11,10,13,5,2,1,14,12,Unknown,
9,17,8,6,11,16,10,4,5,14,13,7,12,1,3,15,2,Unknown,
5,16,13,3,12,17,7,4,8,15,14,11,9,6,2,10,1,Unknown,
3,9,12,16,1,17,15,14,8,13,7,11,4,2,4,6,10,Unknown,
4,13,10,9,1,11,16,6,14,15,5,17,3,12,8,2,7,Unknown,
14,6,10,12,14,5,5,2,6,17,1,12,10,10,1,14,3,Unknown,
7,9,11,17,17,17,8,5,17,17,4,10,17,3,1,6,2,Unknown,
15,14,16,13,17,16,8,11,15,17,12,10,17,10,1,16,9,Unknown,
6,9,9,16,5,14,10,4,8,3,8,17,3,3,2,7,15,Unknown,
3,7,9,17,6,17,11,12,17,14,8,5,13,2,1,10,4,Unknown,
4,6,5,17,8,13,9,7,12,14,11,10,16,3,1,15,2,Unknown,
9,17,4,9,17,17,4,17,4,17,17,9,17,9,1,17,4,Unknown,
3,9,7,17,5,17,15,14,13,10,16,17,4,2,1,6,8,Unknown,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,2,Unknown,
7,3,6,9,11,16,13,8,10,17,12,4,14,5,1,15,2,Unknown,
9,5,10,6,12,17,3,4,17,17,13,7,11,8,1,17,2,Unknown,
5,10,2,17,9,8,3,6,15,7,14,13,11,4,1,12,16,Unknown,
17,6,7,5,17,16,3,4,9,17,8,17,10,17,1,17,2,Unknown,
8,6,16,17,5,14,12,9,2,17,15,1,11,10,7,17,13,Unknown,
4,4,17,17,10,17,8,1,5,17,6,9,17,2,3,17,7,Unknown,
9,4,3,16,15,12,1,6,10,17,5,11,14,7,2,13,8,Unknown,
9,5,10,12,15,17,3,14,11,16,7,6,13,4,1,8,2,Unknown,
17,17,10,17,17,17,5,12,4,17,17,17,17,17,1,17,3,Unknown,
14,14,4,17,14,14,7,8,5,14,9,14,14,6,1,3,2,Unknown,
2,7,12,17,9,14,10,11,16,15,13,1,4,3,5,6,8,Unknown,
11,5,15,6,8,17,3,12,13,10,14,4,9,7,1,16,2,Unknown,
7,10,9,5,8,14,4,3,12,16,17,13,11,6,1,15,2,Unknown,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,Unknown,
7,17,14,6,5,17,10,9,11,15,12,16,8,3,1,13,2,Unknown,
9,4,5,8,17,17,6,5,17,17,6,7,17,2,1,17,3,Unknown,
3,6,10,16,2,5,17,12,15,13,9,14,8,1,7,4,11,Unknown,
17,17,17,2,17,17,17,17,1,17,17,1,17,17,17,17,1,Unknown,
2,3,4,4,3,17,2,2,5,5,7,2,6,2,1,13,7,Unknown,
3,12,15,14,6,17,7,8,11,16,9,4,10,1,2,13,5,Unknown,
2,6,5,17,3,16,15,9,14,12,8,10,11,1,4,13,7,Unknown,
4,6,17,8,9,17,17,3,17,10,17,7,17,5,1,17,2,Unknown,
2,17,7,17,10,11,8,5,12,14,5,13,9,1,3,17,4,Unknown,
1,5,9,17,2,13,17,12,6,11,8,10,3,2,17,7,16,Unknown,
12,14,4,2,17,13,17,17,6,16,7,10,16,9,1,17,11,Unknown,
7,3,10,6,4,10,16,13,16,17,17,8,4,17,2,14,5,Unknown,
