"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","rank27","rank28","Num Cands","Num Seats"
"25","19","28","17","26","5","3","27","18","4","6","20","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","15","3","2","10","28","1","25","6","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","8","13","2","5","14","12","22","6","4","10","7","1","23","15","11","24","3","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","13","1","5","9","6","4","19","23","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","13","14","10","2","3","15","17","20","5","7","18","19","28","8","4","26","6","23","25","24","12","22","21","9","1","16","11","nan","nan"
"18","8","27","5","15","9","11","28","13","2","10","21","14","1","3","7","19","12","17","20","4","16","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","12","11","7","4","6","10","9","3","5","14","8","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","20","18","3","1","6","19","4","17","7","5","21","10","22","8","2","24","12","27","26","28","23","13","15","9","14","11","skipped","nan","nan"
"28","9","2","3","13","10","5","11","4","7","12","8","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","4","7","8","15","6","10","16","14","19","18","11","9","2","13","5","20","17","12","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","27","11","2","4","18","5","12","8","7","20","14","28","10","3","26","22","24","25","17","19","23","15","21","1","13","9","nan","nan"
"25","11","23","16","10","9","8","1","20","5","14","19","13","26","3","2","24","21","17","27","22","15","28","12","18","7","4","6","nan","nan"
"19","13","28","4","5","6","15","12","1","7","10","11","3","20","8","21","17","14","16","22","2","18","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","28","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","26","28","15","2","8","9","10","14","5","7","21","11","16","6","3","17","25","23","24","27","22","20","13","18","1","12","4","nan","nan"
"27","17","21","5","1","2","16","28","13","8","7","25","9","14","12","4","20","22","24","26","15","18","23","11","10","3","19","6","nan","nan"
"28","5","2","8","3","4","6","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","3","2","4","9","7","5","6","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","10","28","9","2","1","7","11","20","12","5","26","17","22","13","3","24","16","25","27","15","23","18","8","21","4","14","6","nan","nan"
"28","11","7","1","9","5","14","2","12","10","8","13","6","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","9","28","10","7","5","16","4","6","19","8","3","2","20","14","18","13","15","1","12","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","6","2","1","15","11","12","10","3","16","13","7","9","8","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","5","12","8","6","7","15","9","4","14","13","17","16","2","10","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","13","3","4","19","10","11","6","7","17","8","1","9","18","12","14","2","15","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","8","9","12","1","11","5","16","2","15","7","13","14","10","6","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","4","11","5","7","9","8","1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","21","19","8","2","10","26","16","7","15","14","22","3","6","18","28","24","13","27","12","25","1","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","9","25","8","2","3","16","13","12","4","6","19","21","7","5","24","22","23","18","11","20","15","10","1","14","skipped","skipped","skipped","nan","nan"
"15","16","5","7","4","10","20","13","2","8","9","24","11","1","14","17","19","12","22","23","21","3","18","6","skipped","skipped","skipped","skipped","nan","nan"
"21","6","8","15","2","3","17","19","14","1","10","27","13","24","9","7","22","23","16","28","20","11","25","26","12","4","18","5","nan","nan"
"12","28","19","25","9","16","20","23","13","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","6","3","16","11","8","13","14","10","2","4","17","12","1","15","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","27","19","11","28","5","12","25","18","4","21","8","10","23","3","16","9","14","17","13","26","20","1","2","skipped","skipped","skipped","skipped","nan","nan"
"7","3","28","9","4","10","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","12","6","5","13","14","2","9","10","15","1","4","7","11","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","2","10","8","5","11","4","1","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","10","28","1","2","19","8","12","3","21","5","4","7","13","20","9","14","18","17","11","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","18","28","10","25","13","12","23","14","3","26","9","20","4","21","15","24","16","27","17","19","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","18","13","1","5","21","14","9","2","8","16","10","3","20","6","23","17","19","22","11","12","4","15","7","skipped","skipped","skipped","skipped","nan","nan"
"19","10","8","5","15","14","9","4","11","12","7","3","6","16","1","13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","11","9","5","3","7","4","12","2","6","13","1","10","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","18","20","2","3","4","7","12","1","28","23","10","5","19","15","25","17","24","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","22","15","8","10","12","25","20","3","16","27","19","23","26","9","11","28","1","17","14","2","5","24","13","6","skipped","skipped","nan","nan"
"28","7","5","2","10","9","6","4","3","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","7","3","6","1","2","9","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","10","7","5","4","11","3","6","2","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","11","5","6","13","20","9","3","4","18","10","2","8","15","17","19","16","1","14","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","12","28","8","2","4","17","14","10","5","6","21","11","9","3","19","18","22","23","15","20","1","16","7","skipped","skipped","skipped","skipped","nan","nan"
"24","10","28","7","2","23","16","12","4","6","19","9","8","5","22","11","25","20","14","21","15","18","1","17","13","skipped","skipped","skipped","nan","nan"
"20","11","19","5","2","3","15","17","8","4","13","14","28","6","1","18","12","9","10","7","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","10","7","1","4","13","12","5","9","15","3","14","11","2","8","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","2","5","3","8","1","6","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","28","15","13","18","14","22","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","3","1","8","5","7","18","11","17","16","28","4","10","21","20","15","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","9","1","17","15","3","13","2","4","19","8","10","20","6","16","14","12","5","11","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","24","28","9","5","14","19","12","17","2","3","25","7","20","6","1","27","15","21","26","16","4","13","18","23","8","11","10","nan","nan"
"28","12","9","4","3","14","18","20","5","7","17","13","8","2","21","19","15","10","1","16","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","4","3","10","5","7","9","8","2","27","6","26","20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","3","8","1","6","4","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","2","3","5","10","6","4","7","9","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","10","28","9","2","5","16","17","12","4","7","27","14","25","6","3","21","8","26","24","19","13","22","15","23","1","18","11","nan","nan"
"28","7","9","4","2","5","3","8","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","1","9","4","12","11","16","17","13","7","8","15","10","3","18","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","8","17","6","14","16","28","9","4","20","1","2","7","3","13","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","17","27","10","4","5","9","20","6","25","2","24","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","6","4","5","1","7","3","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","11","8","4","3","14","12","7","9","17","15","5","2","6","13","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","21","22","15","8","5","10","28","26","2","18","12","14","20","7","3","6","16","24","23","17","25","9","11","1","13","4","skipped","nan","nan"
"28","12","27","7","5","2","13","10","17","1","3","24","16","23","9","4","21","14","25","22","18","19","15","20","6","11","8","skipped","nan","nan"
"20","12","28","10","3","4","17","19","15","5","9","13","6","2","7","21","14","11","16","1","18","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","28","18","12","3","9","16","20","13","14","10","22","21","7","8","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","5","2","13","11","8","14","10","3","1","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","28","9","27","11","13","12","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","10","27","9","4","2","12","14","8","7","21","18","26","11","3","19","6","24","25","17","22","20","15","1","16","5","skipped","skipped","nan","nan"
"7","6","5","4","28","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","14","25","6","2","4","18","21","10","8","7","17","16","26","9","3","19","24","27","15","11","22","13","23","1","12","5","skipped","nan","nan"
"24","15","12","18","10","17","7","11","2","5","22","23","21","1","16","8","19","13","25","20","9","4","14","3","skipped","skipped","skipped","skipped","nan","nan"
"28","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","11","20","9","4","2","17","13","15","5","6","19","18","25","8","10","28","26","16","12","1","14","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","25","20","12","5","3","11","7","21","8","4","23","17","19","6","2","15","9","14","18","26","22","16","1","13","10","skipped","skipped","nan","nan"
"28","7","5","2","4","8","6","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","22","19","23","21","27","20","26","14","1","28","15","18","17","25","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","15","24","4","7","9","17","28","13","5","3","21","12","25","10","6","19","2","22","23","16","18","27","14","20","8","11","1","nan","nan"
"17","28","22","25","5","10","16","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","28","15","4","7","22","17","6","18","19","13","8","20","3","14","1","21","16","9","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","11","8","3","4","13","15","7","9","6","5","14","10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","6","8","2","4","5","1","10","12","11","9","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","15","27","7","5","18","22","13","4","28","20","11","9","26","2","10","1","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","11","6","5","13","14","2","12","9","15","1","4","7","10","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","13","28","8","9","4","23","6","15","1","20","14","24","5","3","22","11","18","25","21","16","26","12","19","10","17","7","skipped","nan","nan"
"24","7","9","1","26","27","11","4","19","3","2","21","16","14","28","6","12","15","18","17","8","23","10","13","20","25","22","5","nan","nan"
"17","8","28","11","6","5","22","15","21","4","10","23","9","27","12","2","26","3","18","20","19","7","16","13","14","1","skipped","skipped","nan","nan"
"11","7","6","2","3","10","5","4","8","16","17","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","8","5","4","6","3","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","9","8","5","3","7","2","10","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","24","1","27","2","5","23","28","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","6","25","8","5","4","20","13","11","3","10","9","17","22","16","1","12","14","21","24","27","19","26","15","28","2","18","7","nan","nan"
"28","14","13","6","9","12","10","7","4","15","8","3","2","5","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","11","17","9","4","7","21","12","14","3","8","19","18","23","6","2","27","10","22","28","24","16","26","13","25","1","15","5","nan","nan"
"28","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","8","10","6","5","7","28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","17","13","9","3","2","8","6","4","7","5","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","8","28","4","3","13","14","25","20","1","16","15","17","10","11","5","12","23","26","7","9","18","27","6","21","2","24","19","nan","nan"
"28","2","4","8","5","6","1","14","11","3","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","13","10","2","3","11","12","5","6","14","7","4","9","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","21","13","28","20","26","22","18","14","27","24","19","17","16","23","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","6","19","4","10","2","8","20","5","1","9","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","21","26","28","27","8","18","2","25","22","7","20","4","19","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","12","28","9","3","4","18","16","15","5","7","21","14","26","8","2","24","10","23","27","20","11","25","13","19","1","17","6","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","18","19","4","11","16","13","8","5","28","27","17","22","10","1","7","3","9","6","15","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","13","19","7","2","4","9","8","5","11","16","3","15","12","10","17","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","10","13","7","5","3","22","11","16","2","9","15","18","25","12","1","23","6","24","20","19","14","4","17","8","skipped","skipped","skipped","nan","nan"
"8","28","15","16","25","17","19","11","21","10","13","5","12","27","3","18","2","22","20","4","9","23","1","6","14","7","skipped","skipped","nan","nan"
"25","15","27","10","4","3","12","23","11","5","7","28","16","24","8","2","21","9","20","26","19","18","22","14","17","1","13","6","nan","nan"
"9","19","8","2","24","3","10","7","18","28","13","12","17","20","5","21","15","25","14","11","16","1","6","23","22","26","4","27","nan","nan"
"28","5","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","9","3","4","22","17","25","5","7","15","16","20","8","2","19","10","23","14","13","11","12","24","1","18","6","skipped","skipped","skipped","nan","nan"
"28","9","7","5","8","3","2","6","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","5","2","6","3","4","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","9","28","13","6","2","11","5","8","7","3","4","20","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","6","9","5","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","8","9","10","1","3","6","11","7","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","12","9","3","4","23","16","25","5","7","14","21","8","2","20","10","22","13","18","11","15","19","1","17","6","skipped","skipped","skipped","nan","nan"
"28","3","1","6","5","7","2","9","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","1","4","9","2","3","6","10","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","9","25","14","3","6","18","23","19","1","11","26","17","16","12","4","5","7","27","28","21","8","24","13","20","2","22","10","nan","nan"
"7","28","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","7","12","2","1","8","13","4","6","10","9","3","5","14","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","9","5","1","2","4","7","3","8","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","14","6","13","4","25","10","2","12","11","3","26","5","7","8","20","17","1","21","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","17","28","7","3","5","14","16","9","4","8","22","15","11","1","26","12","24","23","19","18","25","10","21","2","13","6","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","1","2","10","11","8","7","4","12","6","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","28","13","5","9","12","11","2","15","7","3","14","4","10","6","1","16","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","7","19","5","3","2","13","10","15","6","17","16","8","12","14","11","20","1","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","1","4","3","6","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","23","18","10","14","4","26","19","2","21","7","12","24","8","22","6","15","17","11","16","28","9","20","1","13","5","skipped","skipped","nan","nan"
"13","6","9","4","11","10","3","7","8","12","5","2","14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","9","5","18","10","1","2","24","17","3","7","14","28","27","13","15","25","16","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","8","2","4","5","9","3","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","28","20","27","23","21","24","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","7","9","2","3","16","18","14","4","11","12","10","5","15","6","19","13","17","1","20","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","9","27","11","6","5","16","22","12","2","17","8","14","24","13","4","25","7","18","23","20","19","28","10","26","1","15","3","nan","nan"
