"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","Num Cands","Num Seats"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"10","14","12","1","3","7","9","15","5","4","20","21","13","2","22","11","23","8","6","skipped","skipped","skipped","skipped","nan","Unknown"
"3","20","4","12","22","8","23","10","11","19","5","2","14","1","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"17","23","11","3","2","9","18","19","6","10","7","16","4","13","15","14","12","1","20","8","5","skipped","skipped","nan","Unknown"
"10","15","22","5","3","2","20","1","23","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"20","2","1","23","21","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"13","4","7","22","5","3","18","16","10","17","23","6","1","2","12","21","9","11","15","19","8","20","14","nan","Unknown"
"23","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"3","17","6","8","22","13","10","23","9","1","21","7","12","4","2","19","14","5","11","18","skipped","skipped","skipped","nan","Unknown"
"6","4","23","8","9","22","2","1","5","11","10","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"10","21","1","23","9","20","8","2","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","14","8","2","6","7","4","5","10","11","9","3","1","13","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"2","15","1","18","22","4","19","21","10","7","9","11","6","5","12","3","8","20","14","16","13","23","17","nan","Unknown"
"23","4","5","2","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"12","23","1","13","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"8","14","15","7","10","3","18","22","12","5","20","6","2","1","11","9","17","23","16","21","4","19","13","nan","Unknown"
"22","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"3","23","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"2","23","8","10","1","11","6","7","3","21","9","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","7","8","2","1","5","3","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"2","1","23","5","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"18","20","3","21","23","16","15","5","6","1","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"4","8","23","17","16","14","2","7","1","3","9","13","11","15","5","6","10","12","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","21","8","18","10","15","5","3","6","9","16","7","17","2","12","4","13","23","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"15","12","5","23","22","14","18","4","8","3","20","2","11","6","19","13","9","7","21","10","16","1","17","nan","Unknown"
"4","6","23","14","11","3","10","1","2","9","12","8","5","13","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"2","23","1","5","3","15","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"4","2","14","9","13","16","1","8","3","6","11","22","12","7","17","10","15","5","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"6","2","19","11","18","10","1","4","5","17","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"9","10","23","3","2","8","4","12","6","7","11","14","1","13","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","4","6","5","1","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"3","20","22","16","5","10","9","23","2","6","15","1","4","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"11","23","10","7","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"10","23","13","8","1","15","3","6","16","11","14","12","22","9","4","2","7","5","18","17","skipped","skipped","skipped","nan","Unknown"
"19","23","1","7","22","5","2","3","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","6","3","7","2","1","8","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"2","8","23","12","18","1","13","19","21","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"8","22","2","15","23","13","12","6","14","5","7","4","1","16","3","10","11","9","17","skipped","skipped","skipped","skipped","nan","Unknown"
"23","7","11","1","8","6","10","4","9","13","5","2","12","3","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"15","18","23","1","10","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
