Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,numSeats,numCands
ST LOUIS PARK W-3 P-12,152582,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152583,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152584,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152585,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152586,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152587,ST LOUIS PARK W-3 P-12,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152588,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152589,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152590,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152591,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152592,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152593,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152594,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152595,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152596,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152597,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152598,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152599,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152600,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152601,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152602,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152603,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152604,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152605,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152606,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152607,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152608,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152609,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152610,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152611,ST LOUIS PARK W-3 P-12,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152612,ST LOUIS PARK W-3 P-12,writein,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152613,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152614,ST LOUIS PARK W-3 P-12,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152615,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152616,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152617,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152618,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152619,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152620,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152621,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152622,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152623,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152624,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152625,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152626,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152627,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152628,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152629,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152630,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152631,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152632,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152633,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152635,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152636,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152637,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152638,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152639,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152640,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152641,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152642,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152643,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152644,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152645,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152646,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152647,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152648,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152649,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152650,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152651,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152652,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152653,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152654,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152655,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152656,ST LOUIS PARK W-3 P-11,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152657,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152658,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152659,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-11,152660,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152661,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152662,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152663,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152664,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152665,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152666,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-11,152667,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152668,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152669,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152670,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152671,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152672,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152673,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152674,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152675,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152676,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152677,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152678,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152679,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152680,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152681,ST LOUIS PARK W-3 P-11,writein,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152682,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152683,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152684,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152685,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152686,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152687,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152688,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152689,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152690,ST LOUIS PARK W-3 P-11,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152691,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152692,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152693,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152694,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152695,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152696,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152697,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152698,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152699,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152700,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152701,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152702,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152703,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152704,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152705,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152706,ST LOUIS PARK W-3 P-11,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152707,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152708,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152709,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152710,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152711,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152712,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152713,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152714,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152715,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152716,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152717,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152718,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152719,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152720,ST LOUIS PARK W-3 P-11,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152721,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152722,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152723,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152724,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152725,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152726,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152727,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152728,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152729,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152730,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152731,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152732,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152733,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152734,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152735,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152736,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152737,ST LOUIS PARK W-3 P-11,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152738,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-11,152739,ST LOUIS PARK W-3 P-11,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152740,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152741,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152742,ST LOUIS PARK W-3 P-11,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152743,ST LOUIS PARK W-3 P-11,Jim Leuthner,writein,skipped,1,4
ST LOUIS PARK W-3 P-11,152744,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152745,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-11,152746,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152747,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152748,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152749,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152750,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152751,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152752,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152753,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152754,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152755,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152756,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152757,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152758,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152759,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152760,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152761,ST LOUIS PARK W-3 P-11,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152762,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152763,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152764,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152765,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152766,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152767,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152768,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152769,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152770,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152771,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152772,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152773,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152774,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152775,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152776,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-11,152777,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152778,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152779,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152780,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152781,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152782,ST LOUIS PARK W-3 P-11,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152783,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152784,ST LOUIS PARK W-3 P-11,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152785,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152786,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152787,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152788,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152789,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152790,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152791,ST LOUIS PARK W-3 P-11,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-11,152792,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152793,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152794,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-11,152795,ST LOUIS PARK W-3 P-11,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-11,152796,ST LOUIS PARK W-3 P-11,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152797,ST LOUIS PARK W-3 P-11,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-11,152798,ST LOUIS PARK W-3 P-11,Jim Leuthner,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-11,152799,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-11,152800,ST LOUIS PARK W-3 P-11,Saul Eugene,Sue Budd,Jim Leuthner,1,4
