,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,numSeats,numCands
38,Enrolment/NAMAV,Enrolment/NAMAV,10587,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
39,Enrolment/NAMAV,Enrolment/NAMAV,10588,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
40,Enrolment/NAMAV,Enrolment/NAMAV,10589,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
41,Enrolment/NAMAV,Enrolment/NAMAV,10590,Formal,MP,KENNEDY Tom,GALLAGHER Dave,TURLEY Darriea,1,3
42,Enrolment/NAMAV,Enrolment/NAMAV,10591,Formal,MP,KENNEDY Tom,GALLAGHER Dave,TURLEY Darriea,1,3
43,Enrolment/NAMAV,Enrolment/NAMAV,10592,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
44,Enrolment/NAMAV,Enrolment/NAMAV,10593,Formal,MP,KENNEDY Tom,GALLAGHER Dave,TURLEY Darriea,1,3
45,Enrolment/NAMAV,Enrolment/NAMAV,10594,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
46,Enrolment/NAMAV,Enrolment/NAMAV,10595,Formal,MP,KENNEDY Tom,TURLEY Darriea,GALLAGHER Dave,1,3
47,Enrolment/NAMAV,Enrolment/NAMAV,10596,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
48,Enrolment/NAMAV,Enrolment/NAMAV,10597,Formal,MP,KENNEDY Tom,TURLEY Darriea,GALLAGHER Dave,1,3
49,Enrolment/NAMAV,Enrolment/NAMAV,10598,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
50,Enrolment/NAMAV,Enrolment/NAMAV,10599,Formal,MP,KENNEDY Tom,GALLAGHER Dave,TURLEY Darriea,1,3
51,Enrolment/NAMAV,Enrolment/NAMAV,10600,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
52,Enrolment/NAMAV,Enrolment/NAMAV,10601,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
53,Enrolment/NAMAV,Enrolment/NAMAV,10602,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
54,Enrolment/NAMAV,Enrolment/NAMAV,10603,Formal,MP,KENNEDY Tom,GALLAGHER Dave,TURLEY Darriea,1,3
55,Enrolment/NAMAV,Enrolment/NAMAV,10604,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
56,Enrolment/NAMAV,Enrolment/NAMAV,10605,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
57,Enrolment/NAMAV,Enrolment/NAMAV,10606,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
58,Enrolment/NAMAV,Enrolment/NAMAV,10607,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
59,Enrolment/NAMAV,Enrolment/NAMAV,10608,Formal,MP,KENNEDY Tom,GALLAGHER Dave,TURLEY Darriea,1,3
60,Enrolment/NAMAV,Enrolment/NAMAV,10609,Formal,MP,KENNEDY Tom,GALLAGHER Dave,TURLEY Darriea,1,3
61,Enrolment/NAMAV,Enrolment/NAMAV,10610,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
62,Enrolment/NAMAV,Enrolment/NAMAV,10611,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
63,Enrolment/NAMAV,Enrolment/NAMAV,10612,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
64,Enrolment/NAMAV,Enrolment/NAMAV,10613,Formal,MP,KENNEDY Tom,GALLAGHER Dave,TURLEY Darriea,1,3
65,Enrolment/NAMAV,Enrolment/NAMAV,10614,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
66,Enrolment/NAMAV,Enrolment/NAMAV,10615,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
67,Enrolment/NAMAV,Enrolment/NAMAV,10616,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
68,Enrolment/NAMAV,Enrolment/NAMAV,10617,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
69,Enrolment/NAMAV,Enrolment/NAMAV,10618,Formal,MP,KENNEDY Tom,TURLEY Darriea,GALLAGHER Dave,1,3
70,Enrolment/NAMAV,Enrolment/NAMAV,10619,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
71,Enrolment/NAMAV,Enrolment/NAMAV,10620,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
72,Enrolment/NAMAV,Enrolment/NAMAV,10621,Formal,MP,KENNEDY Tom,GALLAGHER Dave,skipped,1,3
73,Enrolment/NAMAV,Enrolment/NAMAV,10622,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
74,Enrolment/NAMAV,Enrolment/NAMAV,10623,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
75,Enrolment/NAMAV,Enrolment/NAMAV,10624,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
76,Enrolment/NAMAV,Enrolment/NAMAV,10625,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
77,Enrolment/NAMAV,Enrolment/NAMAV,10626,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
78,Enrolment/NAMAV,Enrolment/NAMAV,10627,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
79,Enrolment/NAMAV,Enrolment/NAMAV,10628,Formal,MP,KENNEDY Tom,GALLAGHER Dave,skipped,1,3
80,Enrolment/NAMAV,Enrolment/NAMAV,10629,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
81,Enrolment/NAMAV,Enrolment/NAMAV,10630,Formal,MP,KENNEDY Tom,TURLEY Darriea,GALLAGHER Dave,1,3
82,Enrolment/NAMAV,Enrolment/NAMAV,10631,Formal,MP,KENNEDY Tom,TURLEY Darriea,skipped,1,3
83,Enrolment/NAMAV,Enrolment/NAMAV,10632,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
84,Enrolment/NAMAV,Enrolment/NAMAV,10633,Formal,MP,KENNEDY Tom,TURLEY Darriea,GALLAGHER Dave,1,3
85,Enrolment/NAMAV,Enrolment/NAMAV,10634,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
86,Enrolment/NAMAV,Enrolment/NAMAV,10635,Formal,MP,KENNEDY Tom,GALLAGHER Dave,skipped,1,3
87,Enrolment/NAMAV,Enrolment/NAMAV,10636,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
88,Enrolment/NAMAV,Enrolment/NAMAV,10637,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
89,Enrolment/NAMAV,Enrolment/NAMAV,10638,Formal,MP,KENNEDY Tom,TURLEY Darriea,GALLAGHER Dave,1,3
90,Enrolment/NAMAV,Enrolment/NAMAV,10639,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
91,Enrolment/NAMAV,Enrolment/NAMAV,10640,Formal,MP,KENNEDY Tom,TURLEY Darriea,GALLAGHER Dave,1,3
92,Enrolment/NAMAV,Enrolment/NAMAV,10641,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
93,Enrolment/NAMAV,Enrolment/NAMAV,10642,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
94,Enrolment/NAMAV,Enrolment/NAMAV,10643,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
95,Enrolment/NAMAV,Enrolment/NAMAV,10644,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
96,Enrolment/NAMAV,Enrolment/NAMAV,10645,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
97,Enrolment/NAMAV,Enrolment/NAMAV,10646,Formal,MP,KENNEDY Tom,skipped,skipped,1,3
98,Enrolment/NAMAV,Enrolment/NAMAV,10647,Formal,MP,KENNEDY Tom,TURLEY Darriea,GALLAGHER Dave,1,3
99,Enrolment/NAMAV,Enrolment/NAMAV,10648,Formal,MP,KENNEDY Tom,GALLAGHER Dave,skipped,1,3
100,Enrolment/NAMAV,Enrolment/NAMAV,10649,Formal,MP,TURLEY Darriea,KENNEDY Tom,skipped,1,3
101,Enrolment/NAMAV,Enrolment/NAMAV,10650,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
102,Enrolment/NAMAV,Enrolment/NAMAV,10651,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
103,Enrolment/NAMAV,Enrolment/NAMAV,10652,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
104,Enrolment/NAMAV,Enrolment/NAMAV,10653,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
105,Enrolment/NAMAV,Enrolment/NAMAV,10654,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
106,Enrolment/NAMAV,Enrolment/NAMAV,10655,Formal,MP,TURLEY Darriea,GALLAGHER Dave,skipped,1,3
107,Enrolment/NAMAV,Enrolment/NAMAV,10656,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
108,Enrolment/NAMAV,Enrolment/NAMAV,10657,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
109,Enrolment/NAMAV,Enrolment/NAMAV,10658,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
110,Enrolment/NAMAV,Enrolment/NAMAV,10659,Formal,MP,TURLEY Darriea,GALLAGHER Dave,skipped,1,3
111,Enrolment/NAMAV,Enrolment/NAMAV,10660,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
112,Enrolment/NAMAV,Enrolment/NAMAV,10661,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
113,Enrolment/NAMAV,Enrolment/NAMAV,10662,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
114,Enrolment/NAMAV,Enrolment/NAMAV,10663,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
115,Enrolment/NAMAV,Enrolment/NAMAV,10664,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
116,Enrolment/NAMAV,Enrolment/NAMAV,10665,Formal,MP,TURLEY Darriea,GALLAGHER Dave,skipped,1,3
117,Enrolment/NAMAV,Enrolment/NAMAV,10666,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
118,Enrolment/NAMAV,Enrolment/NAMAV,10667,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
119,Enrolment/NAMAV,Enrolment/NAMAV,10668,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
120,Enrolment/NAMAV,Enrolment/NAMAV,10669,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
121,Enrolment/NAMAV,Enrolment/NAMAV,10670,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
122,Enrolment/NAMAV,Enrolment/NAMAV,10671,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
123,Enrolment/NAMAV,Enrolment/NAMAV,10672,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
124,Enrolment/NAMAV,Enrolment/NAMAV,10673,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
125,Enrolment/NAMAV,Enrolment/NAMAV,10674,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
126,Enrolment/NAMAV,Enrolment/NAMAV,10675,Formal,MP,GALLAGHER Dave,TURLEY Darriea,KENNEDY Tom,1,3
127,Enrolment/NAMAV,Enrolment/NAMAV,10676,Formal,MP,GALLAGHER Dave,KENNEDY Tom,TURLEY Darriea,1,3
128,Enrolment/NAMAV,Enrolment/NAMAV,10677,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
129,Enrolment/NAMAV,Enrolment/NAMAV,10678,Formal,MP,GALLAGHER Dave,TURLEY Darriea,KENNEDY Tom,1,3
130,Enrolment/NAMAV,Enrolment/NAMAV,10679,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
131,Enrolment/NAMAV,Enrolment/NAMAV,10680,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
132,Enrolment/NAMAV,Enrolment/NAMAV,10681,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
133,Enrolment/NAMAV,Enrolment/NAMAV,10682,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
134,Enrolment/NAMAV,Enrolment/NAMAV,10683,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
135,Enrolment/NAMAV,Enrolment/NAMAV,10684,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
136,Enrolment/NAMAV,Enrolment/NAMAV,10685,Formal,MP,GALLAGHER Dave,KENNEDY Tom,TURLEY Darriea,1,3
137,Enrolment/NAMAV,Enrolment/NAMAV,10686,Formal,MP,GALLAGHER Dave,TURLEY Darriea,skipped,1,3
138,Enrolment/NAMAV,Enrolment/NAMAV,10687,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
139,Enrolment/NAMAV,Enrolment/NAMAV,10688,Formal,MP,GALLAGHER Dave,KENNEDY Tom,TURLEY Darriea,1,3
140,Enrolment/NAMAV,Enrolment/NAMAV,10689,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
141,Enrolment/NAMAV,Enrolment/NAMAV,10690,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
142,Enrolment/NAMAV,Enrolment/NAMAV,10691,Formal,MP,GALLAGHER Dave,TURLEY Darriea,KENNEDY Tom,1,3
143,Enrolment/NAMAV,Enrolment/NAMAV,10692,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
144,Enrolment/NAMAV,Enrolment/NAMAV,10693,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
145,Enrolment/NAMAV,Enrolment/NAMAV,10694,Formal,MP,GALLAGHER Dave,KENNEDY Tom,TURLEY Darriea,1,3
146,Enrolment/NAMAV,Enrolment/NAMAV,10695,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
147,Enrolment/NAMAV,Enrolment/NAMAV,10696,Formal,MP,GALLAGHER Dave,TURLEY Darriea,KENNEDY Tom,1,3
148,Enrolment/NAMAV,Enrolment/NAMAV,10697,Formal,MP,GALLAGHER Dave,KENNEDY Tom,TURLEY Darriea,1,3
149,Enrolment/NAMAV,Enrolment/NAMAV,10698,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
150,Enrolment/NAMAV,Enrolment/NAMAV,10699,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
151,Enrolment/NAMAV,Enrolment/NAMAV,10700,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
152,Enrolment/NAMAV,Enrolment/NAMAV,10701,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
153,Enrolment/NAMAV,Enrolment/NAMAV,10702,Formal,MP,GALLAGHER Dave,KENNEDY Tom,TURLEY Darriea,1,3
154,Enrolment/NAMAV,Enrolment/NAMAV,10703,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
155,Enrolment/NAMAV,Enrolment/NAMAV,10704,Formal,MP,GALLAGHER Dave,KENNEDY Tom,TURLEY Darriea,1,3
156,Enrolment/NAMAV,Enrolment/NAMAV,10705,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
157,Enrolment/NAMAV,Enrolment/NAMAV,10706,Formal,MP,GALLAGHER Dave,KENNEDY Tom,TURLEY Darriea,1,3
158,Enrolment/NAMAV,Enrolment/NAMAV,10707,Formal,MP,GALLAGHER Dave,KENNEDY Tom,skipped,1,3
159,Enrolment/NAMAV,Enrolment/NAMAV,10708,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
160,Enrolment/NAMAV,Enrolment/NAMAV,10709,Formal,MP,GALLAGHER Dave,skipped,skipped,1,3
161,Enrolment/NAMAV,Enrolment/NAMAV,10710,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
162,Enrolment/NAMAV,Enrolment/NAMAV,10711,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
163,Enrolment/NAMAV,Enrolment/NAMAV,10712,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
164,Enrolment/NAMAV,Enrolment/NAMAV,10713,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
165,Enrolment/NAMAV,Enrolment/NAMAV,10714,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
166,Enrolment/NAMAV,Enrolment/NAMAV,10715,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
167,Enrolment/NAMAV,Enrolment/NAMAV,10716,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
168,Enrolment/NAMAV,Enrolment/NAMAV,10717,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
169,Enrolment/NAMAV,Enrolment/NAMAV,10718,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
170,Enrolment/NAMAV,Enrolment/NAMAV,10719,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
171,Enrolment/NAMAV,Enrolment/NAMAV,10720,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
172,Enrolment/NAMAV,Enrolment/NAMAV,10721,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
173,Enrolment/NAMAV,Enrolment/NAMAV,10722,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
174,Enrolment/NAMAV,Enrolment/NAMAV,10723,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
175,Enrolment/NAMAV,Enrolment/NAMAV,10724,Formal,MP,TURLEY Darriea,KENNEDY Tom,GALLAGHER Dave,1,3
176,Enrolment/NAMAV,Enrolment/NAMAV,10725,Formal,MP,TURLEY Darriea,GALLAGHER Dave,skipped,1,3
177,Enrolment/NAMAV,Enrolment/NAMAV,10726,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
178,Enrolment/NAMAV,Enrolment/NAMAV,10727,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
179,Enrolment/NAMAV,Enrolment/NAMAV,10728,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
180,Enrolment/NAMAV,Enrolment/NAMAV,10729,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
181,Enrolment/NAMAV,Enrolment/NAMAV,10730,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
182,Enrolment/NAMAV,Enrolment/NAMAV,10731,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
183,Enrolment/NAMAV,Enrolment/NAMAV,10732,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
184,Enrolment/NAMAV,Enrolment/NAMAV,10733,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
185,Enrolment/NAMAV,Enrolment/NAMAV,10734,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
186,PP,Alma Public,1852,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
187,PP,Alma Public,1853,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
188,PP,Alma Public,1854,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
189,PP,Alma Public,1855,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
190,PP,Alma Public,1856,Formal,MP,TURLEY Darriea,KENNEDY Tom,GALLAGHER Dave,1,3
191,PP,Alma Public,1857,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
192,PP,Alma Public,1858,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
193,PP,Alma Public,1859,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
194,PP,Alma Public,1860,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
195,PP,Alma Public,1861,Formal,MP,TURLEY Darriea,GALLAGHER Dave,skipped,1,3
196,PP,Alma Public,1862,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
197,PP,Alma Public,1863,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
198,PP,Alma Public,1864,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
199,PP,Alma Public,1865,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
200,PP,Alma Public,1866,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
201,PP,Alma Public,1867,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
202,PP,Alma Public,1868,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
203,PP,Alma Public,1869,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
204,PP,Alma Public,1870,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
205,PP,Alma Public,1871,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
206,PP,Alma Public,1872,Formal,MP,TURLEY Darriea,GALLAGHER Dave,skipped,1,3
207,PP,Alma Public,1873,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
208,PP,Alma Public,1874,Formal,MP,TURLEY Darriea,KENNEDY Tom,GALLAGHER Dave,1,3
209,PP,Alma Public,1875,Formal,MP,TURLEY Darriea,KENNEDY Tom,GALLAGHER Dave,1,3
210,PP,Alma Public,1876,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
211,PP,Alma Public,1877,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
212,PP,Alma Public,1878,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
213,PP,Alma Public,1879,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
214,PP,Alma Public,1880,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
215,PP,Alma Public,1881,Formal,MP,TURLEY Darriea,KENNEDY Tom,GALLAGHER Dave,1,3
216,PP,Alma Public,1882,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
217,PP,Alma Public,1883,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
218,PP,Alma Public,1884,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
219,PP,Alma Public,1885,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
220,PP,Alma Public,1886,Formal,MP,TURLEY Darriea,KENNEDY Tom,GALLAGHER Dave,1,3
221,PP,Alma Public,1887,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
222,PP,Alma Public,1888,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
223,PP,Alma Public,1889,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
224,PP,Alma Public,1890,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
225,PP,Alma Public,1891,Formal,MP,TURLEY Darriea,KENNEDY Tom,GALLAGHER Dave,1,3
226,PP,Alma Public,1892,Formal,MP,TURLEY Darriea,KENNEDY Tom,GALLAGHER Dave,1,3
227,PP,Alma Public,1893,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
228,PP,Alma Public,1894,Formal,MP,TURLEY Darriea,GALLAGHER Dave,KENNEDY Tom,1,3
229,PP,Alma Public,1895,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
230,PP,Alma Public,1896,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
231,PP,Alma Public,1897,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
232,PP,Alma Public,1898,Formal,MP,TURLEY Darriea,skipped,skipped,1,3
233,PP,Alma Public,1899,Formal,MP,TURLEY Darriea,KENNEDY Tom,GALLAGHER Dave,1,3
