VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
PR,Ballina Pre-Poll,19139,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19140,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19141,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19142,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19143,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19144,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19145,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19146,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19147,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19148,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19149,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19150,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19151,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19152,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19153,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19154,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19155,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,1,6
PR,Ballina Pre-Poll,19156,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19157,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19158,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19159,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19160,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19161,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19162,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19163,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19164,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19165,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19166,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19167,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19168,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19169,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19170,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19171,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19172,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19173,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19174,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19175,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19176,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19177,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19178,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19179,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19180,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19181,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19182,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19183,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19184,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19185,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19186,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19187,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19188,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19189,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19190,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19191,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19192,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19193,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19194,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19195,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19196,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19197,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,1,6
PR,Ballina Pre-Poll,19198,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19199,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,1,6
PR,Ballina Pre-Poll,19200,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19201,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19202,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19203,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19204,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19205,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19206,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19207,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19208,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19209,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19210,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19211,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19212,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19213,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19214,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19215,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19216,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19217,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19218,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19219,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19220,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19221,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19222,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19223,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19224,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19225,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19226,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19227,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,JOHNSON Jeff,1,6
PR,Ballina Pre-Poll,19228,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19229,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19230,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19231,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19232,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19233,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19234,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19235,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19236,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19237,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19238,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19239,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19240,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19241,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19242,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19243,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,1,6
PR,Ballina Pre-Poll,19244,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19245,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19246,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19247,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19248,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19249,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19250,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19251,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19252,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19253,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19254,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19255,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19256,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19257,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19258,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19259,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19260,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19261,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19262,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19263,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19264,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19265,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19266,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19267,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19268,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19269,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19270,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,JOHNSTON Eoin,WILLIAMS Keith,MCCARTHY Steve,1,6
PR,Ballina Pre-Poll,19271,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19272,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19273,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19274,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19275,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19276,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19277,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19278,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19279,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19280,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19281,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19282,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19283,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19284,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19285,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19286,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19287,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19288,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19289,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19290,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19291,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19292,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,1,6
PR,Ballina Pre-Poll,19293,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19294,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19295,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19296,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19297,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19298,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19299,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19300,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19301,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19302,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19303,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19304,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19305,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19306,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19307,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19308,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19309,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19310,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19311,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19312,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19313,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19314,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19315,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19316,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19317,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19318,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19319,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19320,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,JOHNSON Jeff,1,6
PR,Ballina Pre-Poll,19321,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19322,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19323,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19324,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19325,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19326,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19327,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19328,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19329,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19330,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19331,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19332,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19333,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19334,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19335,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19336,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19337,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19338,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19339,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19340,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19341,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19342,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19343,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19344,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19345,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PR,Ballina Pre-Poll,19346,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19347,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19348,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19349,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19350,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19351,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19352,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19353,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19354,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19355,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,WILLIAMS Keith,JOHNSTON Eoin,MCCARTHY Steve,1,6
PR,Ballina Pre-Poll,19356,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19357,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19358,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PR,Ballina Pre-Poll,19359,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
