VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,rank7
iVote,Enrolment/NAMAV,21419,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21420,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21421,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21422,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21423,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21424,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21425,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21426,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21427,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21428,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21429,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21430,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21431,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21432,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21433,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21434,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21435,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21436,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21437,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21438,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21439,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21440,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21441,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21442,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21443,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21444,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21445,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21446,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21447,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21448,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21449,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21450,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21451,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21452,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21453,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21454,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21455,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21456,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21457,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21458,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21459,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21460,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21461,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21462,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21463,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21464,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21465,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21466,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21467,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21468,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21469,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21470,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21471,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21472,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21473,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21474,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21475,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21476,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21477,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21478,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21479,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21480,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21481,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21482,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21483,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21484,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21485,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21486,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21487,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21488,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21489,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21490,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21491,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21492,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21493,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21494,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21495,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21496,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21497,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21498,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21499,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21500,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21501,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21502,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21503,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21504,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21505,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21506,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21507,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21508,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21509,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21510,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21511,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21512,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21513,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21514,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21515,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21516,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21517,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21518,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21519,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21520,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21521,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21522,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21523,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21524,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21525,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21526,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21527,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21528,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21529,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21530,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21531,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21532,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21533,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21534,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21535,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21536,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21537,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21538,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21539,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21540,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21541,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21542,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21543,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21544,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21545,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21546,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21547,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21548,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21549,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21550,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21551,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21552,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21553,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21554,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21555,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21556,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21557,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21558,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21559,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21560,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21561,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21562,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21563,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21564,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21565,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21566,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21567,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21568,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21569,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21570,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21571,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21572,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21573,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21574,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21575,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21576,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21577,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21578,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21579,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21580,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21581,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21582,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21583,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21584,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21585,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21586,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21587,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21588,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21589,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21590,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21591,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21592,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21593,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21594,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21595,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21596,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21597,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21598,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21599,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21600,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21601,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21602,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21603,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21604,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21605,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21606,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21607,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21608,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21609,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21610,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21611,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21612,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21613,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21614,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21615,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21616,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21617,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21618,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21619,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21620,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21621,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21622,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21623,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21624,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21625,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21626,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21627,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21628,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21629,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21630,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21631,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21632,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21633,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21634,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21635,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21636,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21637,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21638,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21639,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21640,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
