VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2
Enrolment/NAMAV,Enrolment/NAMAV,13015,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13016,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13017,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13018,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13019,Formal,MP,HAYES Robert,MUSTOW Robert
Enrolment/NAMAV,Enrolment/NAMAV,13020,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13021,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13022,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13023,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13024,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13025,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13026,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13027,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13028,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13029,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13030,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13031,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13032,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13033,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13034,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13035,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13036,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13037,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13038,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13039,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13040,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13041,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13042,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13043,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13044,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13045,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13046,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13047,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13048,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13049,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13050,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13051,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13052,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13053,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13054,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13055,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13056,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13057,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13058,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13059,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13060,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13061,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13062,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13063,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13064,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13065,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13066,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13067,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13068,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13069,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13070,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13071,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13072,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13073,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13074,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13075,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13076,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13077,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13078,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13079,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13080,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13081,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13082,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13083,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13084,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13085,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13086,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13087,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13088,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13089,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13090,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13091,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13092,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13093,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13094,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13095,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13096,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13097,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13098,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13099,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13100,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13101,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13102,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13103,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13104,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13105,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13106,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13107,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13108,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13109,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13110,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13111,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13112,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13113,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13114,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13115,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13116,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13117,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13118,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13119,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13120,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13121,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13122,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13123,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13124,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13125,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13126,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13127,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13128,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13129,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13130,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13131,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13132,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13133,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13134,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13135,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13136,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13137,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13138,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13139,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13140,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13141,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13142,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13143,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13144,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13145,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13146,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13147,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13148,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13149,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13150,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13151,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13152,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13153,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13154,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13155,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13156,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13157,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13158,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13159,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13160,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13161,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13162,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13163,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13164,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13165,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13166,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13167,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13168,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13169,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13170,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13171,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13172,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13173,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13174,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13175,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13176,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13177,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13178,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13179,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13180,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13181,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13182,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13183,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13184,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13185,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13186,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13187,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13188,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13189,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13190,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13191,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13192,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13193,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13194,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13195,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13196,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13197,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13198,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13199,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13200,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13201,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13202,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13203,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13204,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13205,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13206,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13207,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13208,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13209,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13210,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13211,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13212,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13213,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13214,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13215,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13216,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13217,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13218,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13219,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13220,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13221,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13222,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13223,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13224,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13225,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13226,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13227,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13228,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13229,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13230,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13231,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13232,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13233,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13234,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13235,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13236,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13237,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13238,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13239,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13240,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13241,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13242,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13243,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13244,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13245,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13246,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13247,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13248,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13249,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13250,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13251,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13252,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13253,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13254,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13255,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13256,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13257,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13258,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13259,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13260,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13261,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13262,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13263,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13264,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13265,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13266,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13267,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13268,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13269,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13270,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13271,Formal,MP,MUSTOW Robert,HAYES Robert
Enrolment/NAMAV,Enrolment/NAMAV,13272,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13273,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13274,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13275,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13276,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13277,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13278,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13279,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13280,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13281,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13282,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13283,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13284,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13285,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13286,Formal,MP,HAYES Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13287,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13288,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13289,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13290,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13291,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13292,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13293,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13294,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13295,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13296,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13297,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13298,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13299,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13300,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13301,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13302,Formal,MP,MUSTOW Robert,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13303,Formal,MP,MUSTOW Robert,skipped
