VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,numSeats,numCands
Enrolment/NAMAV,Enrolment/NAMAV,3686,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3687,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3688,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3689,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3690,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3691,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3692,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3693,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3694,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3695,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3696,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3697,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3698,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3699,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3700,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3701,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3702,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3703,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3704,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3705,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3706,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3707,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3708,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3709,Formal,MP,STRUTT Isabel,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3710,Formal,MP,STRUTT Isabel,LEDGER Natasha,BELL Robert,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3711,Formal,MP,STRUTT Isabel,LEDGER Natasha,BELL Robert,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3712,Formal,MP,STRUTT Isabel,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3713,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3714,Formal,MP,STRUTT Isabel,LEDGER Natasha,BELL Robert,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3715,Formal,MP,STRUTT Isabel,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3716,Formal,MP,STRUTT Isabel,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3717,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3718,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3719,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3720,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3721,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3722,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3723,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3724,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3725,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3726,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3727,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3728,Formal,MP,LEDGER Natasha,STRUTT Isabel,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3729,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3730,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3731,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3732,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3733,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3734,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3735,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3736,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3737,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3738,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3739,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3740,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3741,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3742,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3743,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3744,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3745,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3746,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3747,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3748,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3749,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3750,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3751,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3752,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3753,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3754,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3755,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3756,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3757,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3758,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3759,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3760,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3761,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3762,Formal,MP,BELL Robert,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3763,Formal,MP,STRUTT Isabel,LEDGER Natasha,BELL Robert,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3764,Formal,MP,STRUTT Isabel,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3765,Formal,MP,STRUTT Isabel,BELL Robert,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3766,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3767,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3768,Formal,MP,STRUTT Isabel,skipped,skipped,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3769,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,4
Enrolment/NAMAV,Enrolment/NAMAV,3770,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,194,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,195,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,196,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,197,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,198,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,199,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,200,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
PP,Arding Uniting,201,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,202,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,203,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,204,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,205,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,206,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,207,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,208,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,209,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,210,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,211,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,212,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,213,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,4
PP,Arding Uniting,214,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,215,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,4
PP,Arding Uniting,216,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,217,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,218,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,219,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
PP,Arding Uniting,220,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
PP,Arding Uniting,221,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,222,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,223,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,224,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,225,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,226,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
PP,Arding Uniting,227,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,228,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,229,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,230,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,231,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,232,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,4
PP,Arding Uniting,233,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,234,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,235,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,236,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,237,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
PP,Arding Uniting,238,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,239,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,240,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,241,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,242,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,243,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,244,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,245,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,246,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,247,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,248,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
PP,Arding Uniting,249,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,250,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,251,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
PP,Arding Uniting,252,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,253,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,254,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,255,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,256,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,257,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,258,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,259,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,260,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,261,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,262,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,263,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,264,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,265,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
PP,Arding Uniting,266,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,267,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,268,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,269,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,270,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,271,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,272,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,273,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,274,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,275,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,276,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,277,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,278,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,279,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,280,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,4
PP,Arding Uniting,281,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,282,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,283,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,4
PP,Arding Uniting,284,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,285,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,286,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,4
PP,Arding Uniting,287,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,288,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,289,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,290,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,291,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,292,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,293,Formal,MP,BELL Robert,skipped,skipped,1,4
PP,Arding Uniting,294,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,295,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
PP,Arding Uniting,296,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,297,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,298,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,299,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,300,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,4
PP,Arding Uniting,301,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,302,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,303,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,304,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,305,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,306,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,307,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,308,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,4
PP,Arding Uniting,309,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,310,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,311,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,312,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,313,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,314,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,315,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,316,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,317,Formal,MP,STRUTT Isabel,skipped,skipped,1,4
PP,Arding Uniting,318,Formal,MP,LEDGER Natasha,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,319,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,320,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
PP,Arding Uniting,321,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,322,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,323,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,324,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,4
PP,Arding Uniting,325,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,326,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,327,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
PP,Arding Uniting,328,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,329,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,330,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,331,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,332,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,333,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,334,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,335,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,336,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,337,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,338,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
PP,Arding Uniting,339,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,340,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,341,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,342,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,343,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,344,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,345,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,346,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,4
PP,Arding Uniting,347,Formal,MP,LEDGER Natasha,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,348,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,349,Formal,MP,STRUTT Isabel,skipped,skipped,1,4
PP,Arding Uniting,350,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,351,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,352,Formal,MP,LEDGER Natasha,STRUTT Isabel,skipped,1,4
PP,Arding Uniting,353,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,354,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,355,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,356,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,357,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,358,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,359,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,360,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,361,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,362,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,363,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,364,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,4
PP,Arding Uniting,365,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
PP,Arding Uniting,366,Formal,MP,LEDGER Natasha,skipped,skipped,1,4
