VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5
PR,Griffith Pre-Poll,11860,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11861,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11862,Formal,MP,CURRAN Doug,NAPOLI Anne,skipped,skipped,skipped
PR,Griffith Pre-Poll,11863,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11864,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11865,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11866,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11867,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11868,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11869,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,11870,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11871,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11872,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11873,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11874,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11875,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11876,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11877,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11878,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11879,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11880,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11881,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11882,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11883,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11884,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11885,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11886,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11887,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11888,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11889,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11890,Formal,MP,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino
PR,Griffith Pre-Poll,11891,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11892,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11893,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
PR,Griffith Pre-Poll,11894,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PR,Griffith Pre-Poll,11895,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11896,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11897,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11898,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11899,Formal,MP,CURRAN Doug,NAPOLI Anne,skipped,skipped,skipped
PR,Griffith Pre-Poll,11900,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11901,Formal,MP,CURRAN Doug,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,ZAPPACOSTA Dino
PR,Griffith Pre-Poll,11902,Formal,MP,CURRAN Doug,NAPOLI Anne,skipped,skipped,skipped
PR,Griffith Pre-Poll,11903,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11904,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11905,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11906,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11907,Formal,MP,CURRAN Doug,NAPOLI Anne,skipped,skipped,skipped
PR,Griffith Pre-Poll,11908,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11909,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11910,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11911,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11912,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11913,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11914,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11915,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11916,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11917,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11918,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11919,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11920,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,skipped,skipped,skipped
PR,Griffith Pre-Poll,11921,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11922,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11923,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,CURRAN Doug,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,11924,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11925,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11926,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11927,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11928,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11929,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11930,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,11931,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7205,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7206,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7207,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7208,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7209,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),skipped
PR,Griffith Pre-Poll,7210,Formal,MP,CURRAN Doug,NAPOLI Anne,skipped,skipped,skipped
PR,Griffith Pre-Poll,7211,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7212,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7213,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7214,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7215,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7216,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7217,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7218,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7219,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7220,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7221,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7222,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7223,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7224,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7225,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7226,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7227,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7228,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7229,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7230,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7231,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7232,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7233,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7234,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7235,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7236,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7237,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
PR,Griffith Pre-Poll,7238,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7239,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7240,Formal,MP,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7241,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7242,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7243,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7244,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7245,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7246,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7247,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7248,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7249,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,7250,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7251,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7252,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7253,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7254,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7255,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,7256,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina
PR,Griffith Pre-Poll,7257,Formal,MP,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped,skipped
PR,Griffith Pre-Poll,7258,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,7259,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7260,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7261,Formal,MP,CURRAN Doug,MERCURI Rina,skipped,skipped,skipped
PR,Griffith Pre-Poll,7262,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7263,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7264,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7265,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7266,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7267,Formal,MP,CURRAN Doug,MERCURI Rina,ZAPPACOSTA Dino,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,7268,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7269,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,7270,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7271,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7272,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7273,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7274,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7275,Formal,MP,CURRAN Doug,MERCURI Rina,skipped,skipped,skipped
PR,Griffith Pre-Poll,7276,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7277,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7278,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7279,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7280,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7281,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7282,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7283,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7284,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,skipped
PR,Griffith Pre-Poll,7285,Formal,MP,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,ZAPPACOSTA Dino,NAPOLI Anne
PR,Griffith Pre-Poll,7286,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7287,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7288,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7289,Formal,MP,CURRAN Doug,MERCURI Rina,skipped,skipped,skipped
PR,Griffith Pre-Poll,7290,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7291,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,7292,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7293,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7294,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7295,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7296,Formal,MP,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
PR,Griffith Pre-Poll,7297,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7298,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,MERCURI Rina,skipped,skipped
PR,Griffith Pre-Poll,7299,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7300,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7301,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7302,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,MERCURI Rina,skipped,skipped
PR,Griffith Pre-Poll,7303,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7304,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7305,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7306,Formal,MP,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped,skipped
PR,Griffith Pre-Poll,7307,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7308,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7309,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7310,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7311,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7312,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7313,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7314,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7315,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,skipped,skipped
PR,Griffith Pre-Poll,7316,Formal,MP,CURRAN Doug,NAPOLI Anne,skipped,skipped,skipped
PR,Griffith Pre-Poll,7317,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7318,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7319,Formal,MP,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
PR,Griffith Pre-Poll,7320,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7321,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7322,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7323,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7324,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7325,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7326,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7327,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7328,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7329,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7330,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7331,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7332,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7333,Formal,MP,CURRAN Doug,NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,7334,Formal,MP,CURRAN Doug,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7335,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
PR,Griffith Pre-Poll,7336,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7337,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7338,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7339,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7340,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7341,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7342,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7343,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7344,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7345,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7346,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7347,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7348,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7349,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7350,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7351,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7352,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7353,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7354,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7355,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7356,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7357,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7358,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7359,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7360,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7361,Formal,MP,CURRAN Doug,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,ZAPPACOSTA Dino
PR,Griffith Pre-Poll,7362,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7363,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7364,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7365,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7366,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7367,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7368,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7369,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7370,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7371,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7372,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7373,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7374,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7375,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PR,Griffith Pre-Poll,7376,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7377,Formal,MP,CURRAN Doug,NAPOLI Anne,skipped,skipped,skipped
PR,Griffith Pre-Poll,7378,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7379,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7380,Formal,MP,CURRAN Doug,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),MERCURI Rina
PR,Griffith Pre-Poll,7381,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7382,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7383,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7384,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PR,Griffith Pre-Poll,7385,Formal,MP,CURRAN Doug,MERCURI Rina,skipped,skipped,skipped
