VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5
PP,Griffith Public,5066,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5067,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5068,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5069,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5070,Formal,MP,MERCURI Rina,NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5071,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5072,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5073,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5074,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5075,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5076,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5077,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5078,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5079,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,5080,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5081,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5082,Formal,MP,MERCURI Rina,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5083,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5084,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5085,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5086,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5087,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5088,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5089,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5090,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino,NAPOLI Anne
PP,Griffith Public,5091,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5092,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5093,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,NAPOLI Anne,skipped,skipped
PP,Griffith Public,5094,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5095,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5096,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5097,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5098,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5099,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne
PP,Griffith Public,5100,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5101,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5102,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5103,Formal,MP,MERCURI Rina,CURRAN Doug,skipped,skipped,skipped
PP,Griffith Public,5104,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5105,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5106,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5107,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5108,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5109,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5110,Formal,MP,MERCURI Rina,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5111,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,skipped
PP,Griffith Public,5112,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5113,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5114,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5115,Formal,MP,MERCURI Rina,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5116,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5117,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5118,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,CURRAN Doug
PP,Griffith Public,5119,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5120,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino,MERCURI Rina
PP,Griffith Public,5121,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,CURRAN Doug
PP,Griffith Public,5122,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5123,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5124,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5125,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5126,Formal,MP,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5127,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5128,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5129,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5130,Formal,MP,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino,NAPOLI Anne,MERCURI Rina
PP,Griffith Public,5131,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5132,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5133,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5134,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,CURRAN Doug
PP,Griffith Public,5135,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5136,Formal,MP,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5137,Formal,MP,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5138,Formal,MP,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,skipped,skipped,skipped
PP,Griffith Public,5139,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,CURRAN Doug,skipped,skipped
PP,Griffith Public,5140,Formal,MP,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino
PP,Griffith Public,5141,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5142,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,NAPOLI Anne,MERCURI Rina,CURRAN Doug
PP,Griffith Public,5143,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5144,Formal,MP,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5145,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5146,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5147,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina,skipped,skipped
PP,Griffith Public,5148,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5149,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5150,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5151,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5152,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5153,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,MERCURI Rina,NAPOLI Anne,CURRAN Doug
PP,Griffith Public,5154,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5155,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5156,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5157,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5158,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5159,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5160,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5161,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5162,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5163,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5164,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5165,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5166,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5167,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,5168,Formal,MP,NAPOLI Anne,CURRAN Doug,skipped,skipped,skipped
PP,Griffith Public,5169,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5170,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5171,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5172,Formal,MP,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,MERCURI Rina
PP,Griffith Public,5173,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5174,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5175,Formal,MP,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,5176,Formal,MP,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5177,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
PP,Griffith Public,5178,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,5179,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,5180,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5181,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5182,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5183,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5184,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,CURRAN Doug,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5185,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5186,Formal,MP,NAPOLI Anne,MERCURI Rina,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5187,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5188,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
PP,Griffith Public,5189,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5190,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),MERCURI Rina
PP,Griffith Public,5191,Formal,MP,NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino,MERCURI Rina,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5192,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5193,Formal,MP,NAPOLI Anne,MERCURI Rina,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5194,Formal,MP,NAPOLI Anne,MERCURI Rina,skipped,skipped,skipped
PP,Griffith Public,5195,Formal,MP,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,CURRAN Doug
PP,Griffith Public,5196,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5197,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5198,Formal,MP,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,CURRAN Doug,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5199,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5200,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5201,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5202,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5203,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5204,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5205,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5206,Formal,MP,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,5207,Formal,MP,NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino,MERCURI Rina,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5208,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5209,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5210,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5211,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5212,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5213,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5214,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5215,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,MERCURI Rina
PP,Griffith Public,5216,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5217,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5218,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5219,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5220,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5221,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina
PP,Griffith Public,5222,Formal,MP,CURRAN Doug,NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5223,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5224,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5225,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5226,Formal,MP,CURRAN Doug,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5227,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5228,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5229,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina
PP,Griffith Public,5230,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped
PP,Griffith Public,5231,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5232,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5233,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5234,Formal,MP,CURRAN Doug,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5235,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5236,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5237,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5238,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5239,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5240,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5241,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5242,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5243,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5244,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5245,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5246,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5247,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5248,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5249,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5250,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5251,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5252,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5253,Formal,MP,CURRAN Doug,NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5254,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5255,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5256,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5257,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5258,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5259,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5260,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5261,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5262,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5263,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5264,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5265,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5266,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5267,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5268,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5269,Formal,MP,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,MERCURI Rina
PP,Griffith Public,5270,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5271,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5272,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5273,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5274,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5275,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5276,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5277,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5278,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina
PP,Griffith Public,5279,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5280,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5281,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5282,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5283,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5284,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina
PP,Griffith Public,5285,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5286,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5287,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5288,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5289,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5290,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5291,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5292,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5293,Formal,MP,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
PP,Griffith Public,5294,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5295,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5296,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5297,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5298,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5299,Formal,MP,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino
PP,Griffith Public,5300,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5301,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5302,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5303,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5304,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5305,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5306,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5307,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5308,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5309,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5310,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5311,Formal,MP,CURRAN Doug,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5312,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5313,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
PP,Griffith Public,5314,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
