VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6
Enrolment/NAMAV,Enrolment/NAMAV,24808,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24809,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,ROB Big,BIRD Elly,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24810,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24811,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24812,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24813,Formal,MP,COOK Darlene,BIRD Elly,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24814,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24815,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24816,Formal,MP,COOK Darlene,KRIEG Steve,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24817,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24818,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24819,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24820,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,KRIEG Steve,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24821,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24822,Formal,MP,COOK Darlene,KRIEG Steve,GRINDON-EKINS Vanessa,HEALEY Patrick,BIRD Elly,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24823,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24824,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24825,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24826,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,KRIEG Steve,BIRD Elly,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24827,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24828,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24829,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24830,Formal,MP,COOK Darlene,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,BIRD Elly,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24831,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,ROB Big,BIRD Elly
Enrolment/NAMAV,Enrolment/NAMAV,24832,Formal,MP,COOK Darlene,KRIEG Steve,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24833,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24834,Formal,MP,COOK Darlene,KRIEG Steve,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24835,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24836,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,ROB Big,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24837,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24838,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24839,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24840,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24841,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24842,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24843,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24844,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24845,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24846,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24847,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,KRIEG Steve,COOK Darlene,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24848,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24849,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24850,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,COOK Darlene,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24851,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24852,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24853,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24854,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24855,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24856,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24857,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24858,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24859,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24860,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24861,Formal,MP,GRINDON-EKINS Vanessa,HEALEY Patrick,BIRD Elly,KRIEG Steve,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24862,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24863,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24864,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24865,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24866,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24867,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24868,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24869,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24870,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24871,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24872,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24873,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24874,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,ROB Big,HEALEY Patrick,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24875,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,KRIEG Steve,COOK Darlene,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24876,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24877,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24878,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,ROB Big,HEALEY Patrick,BIRD Elly,COOK Darlene
Enrolment/NAMAV,Enrolment/NAMAV,24879,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,ROB Big,HEALEY Patrick,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24880,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,KRIEG Steve,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24881,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,ROB Big,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24882,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24883,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24884,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24885,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,COOK Darlene,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24886,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,COOK Darlene,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24887,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,COOK Darlene,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24888,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24889,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24890,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24891,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24892,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24893,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24894,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24895,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24896,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,ROB Big,HEALEY Patrick,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24897,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24898,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24899,Formal,MP,GRINDON-EKINS Vanessa,ROB Big,BIRD Elly,COOK Darlene,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24900,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24901,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24902,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24903,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24904,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,KRIEG Steve,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24905,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24906,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24907,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,KRIEG Steve,COOK Darlene,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24908,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve,BIRD Elly
Enrolment/NAMAV,Enrolment/NAMAV,24909,Formal,MP,GRINDON-EKINS Vanessa,ROB Big,HEALEY Patrick,KRIEG Steve,COOK Darlene,BIRD Elly
Enrolment/NAMAV,Enrolment/NAMAV,24910,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24911,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24912,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24913,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24914,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,KRIEG Steve,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24915,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24916,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24917,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24918,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24919,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24920,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24921,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,ROB Big,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24922,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24923,Formal,MP,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,KRIEG Steve,ROB Big,BIRD Elly
Enrolment/NAMAV,Enrolment/NAMAV,24924,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24925,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24926,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24927,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24928,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24929,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24930,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24931,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24932,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24933,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24934,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,KRIEG Steve,HEALEY Patrick,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24935,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,KRIEG Steve,BIRD Elly,ROB Big,HEALEY Patrick
Enrolment/NAMAV,Enrolment/NAMAV,24936,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24937,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24938,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24939,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24940,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24941,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24942,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24943,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24944,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,ROB Big,HEALEY Patrick,KRIEG Steve,COOK Darlene
Enrolment/NAMAV,Enrolment/NAMAV,24945,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,BIRD Elly,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24946,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24947,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24948,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24949,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24950,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24951,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24952,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24953,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,ROB Big,HEALEY Patrick,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24954,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24955,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24956,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,BIRD Elly,ROB Big,HEALEY Patrick,COOK Darlene
Enrolment/NAMAV,Enrolment/NAMAV,24957,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24958,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24959,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24960,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,ROB Big,KRIEG Steve,HEALEY Patrick
Enrolment/NAMAV,Enrolment/NAMAV,24961,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24962,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,ROB Big,COOK Darlene,HEALEY Patrick,KRIEG Steve
Enrolment/NAMAV,Enrolment/NAMAV,24963,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big
Enrolment/NAMAV,Enrolment/NAMAV,24964,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24965,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24966,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,ROB Big,KRIEG Steve
