Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,Num cands,Num seats
ST LOUIS PARK W-2 P-06,21928,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21929,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21930,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21931,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21932,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21933,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21934,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21935,ST LOUIS PARK W-2 P-06,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21936,ST LOUIS PARK W-2 P-06,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21937,ST LOUIS PARK W-2 P-06,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21938,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21939,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21940,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21941,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21942,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21943,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21944,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21945,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21946,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21947,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21948,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21950,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21951,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21952,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21953,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21954,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21955,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21956,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21957,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21958,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21959,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21960,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21961,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21962,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21963,ST LOUIS PARK W-2 P-06,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21964,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21965,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21967,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,21968,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21969,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21970,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21971,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21972,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21973,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21974,ST LOUIS PARK W-2 P-07,writein,Lynette Lungay Dumalag,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21975,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21976,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21977,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21978,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21979,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21980,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21981,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21982,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21983,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21984,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21985,ST LOUIS PARK W-2 P-07,writein,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21986,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21987,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21988,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21989,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21990,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21991,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21992,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21993,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21994,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21995,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21996,ST LOUIS PARK W-2 P-07,John Basill,Lynette Lungay Dumalag,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21997,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21998,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,21999,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22000,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22001,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22002,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22003,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22004,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22005,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22006,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22007,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22008,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22009,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22010,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22011,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22012,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22013,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22014,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22015,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22016,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22017,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 270,22018,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22259,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22260,ST LOUIS PARK W-2 P-07,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22261,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-07 ISD 283,22262,ST LOUIS PARK W-2 P-07,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,22272,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-06,22273,ST LOUIS PARK W-2 P-06,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-05,22276,ST LOUIS PARK W-2 P-05,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-05,22277,ST LOUIS PARK W-2 P-05,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,22290,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153384,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153385,ST LOUIS PARK W-2 P-08,John Basill,Lynette Lungay Dumalag,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153386,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153387,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153389,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153390,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153391,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153392,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153393,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153394,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153395,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153396,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153397,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153398,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153399,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153400,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153401,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153402,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153403,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153404,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153405,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153406,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153407,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153408,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153409,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153410,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153411,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153412,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153414,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153415,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153416,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153417,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153418,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153419,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153420,ST LOUIS PARK W-2 P-08,writein,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153421,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153422,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153423,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153424,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153425,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153426,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153427,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153428,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153429,ST LOUIS PARK W-2 P-08,writein,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153430,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153431,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153432,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153433,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153434,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153435,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153436,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153437,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153438,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153439,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153440,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153441,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153442,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153443,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153444,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153445,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153446,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,writein,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153447,ST LOUIS PARK W-2 P-08,John Basill,writein,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153448,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153449,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153450,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153451,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153452,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153453,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153454,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153455,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153456,ST LOUIS PARK W-2 P-08,John Basill,writein,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153457,ST LOUIS PARK W-2 P-08,writein,Lynette Lungay Dumalag,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153458,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153459,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153460,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153461,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153462,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153463,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153464,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153465,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153466,ST LOUIS PARK W-2 P-08,John Basill,skipped,skipped,3,1
ST LOUIS PARK W-2 P-08 ISD 283,153467,ST LOUIS PARK W-2 P-08,Lynette Lungay Dumalag,skipped,skipped,3,1
