Index,rank1,rank2,rank3,numSeats,numCands
SP32,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP33,MATT PACKARD,skipped,skipped,1,3
SP34,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP35,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP36,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP37,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP38,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP39,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP40,MATT PACKARD,skipped,skipped,1,3
SP41,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP42,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP43,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP44,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP45,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP46,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP47,MATT PACKARD,skipped,skipped,1,3
SP48,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP49,MATT PACKARD,skipped,skipped,1,3
SP50,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP51,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP52,MATT PACKARD,skipped,skipped,1,3
SP53,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP54,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP55,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP56,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP57,MATT PACKARD,skipped,skipped,1,3
SP58,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP60,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP61,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP62,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP63,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP64,MATT PACKARD,skipped,skipped,1,3
SP65,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP66,MATT PACKARD,skipped,skipped,1,3
SP67,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP68,MATT PACKARD,skipped,skipped,1,3
SP69,MATT PACKARD,skipped,skipped,1,3
SP70,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP71,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP72,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP73,MATT PACKARD,skipped,skipped,1,3
SP74,RYAN MILLER,MATTHEW NORMAN BRADLEY,skipped,1,3
SP75,MATT PACKARD,skipped,skipped,1,3
SP76,RYAN MILLER,skipped,skipped,1,3
SP77,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP78,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP79,MATT PACKARD,skipped,skipped,1,3
SP81,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP82,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP84,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP85,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP86,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP87,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP88,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP89,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP91,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP93,MATT PACKARD,skipped,skipped,1,3
SP94,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP95,MATT PACKARD,skipped,skipped,1,3
SP96,MATT PACKARD,skipped,skipped,1,3
SP97,MATT PACKARD,skipped,skipped,1,3
SP98,MATT PACKARD,skipped,skipped,1,3
SP99,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP100,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP101,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP102,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP104,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP105,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP106,MATT PACKARD,skipped,skipped,1,3
SP107,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP109,MATT PACKARD,RYAN MILLER,skipped,1,3
SP110,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP111,MATT PACKARD,skipped,skipped,1,3
SP112,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP113,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP114,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP115,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP116,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP117,MATT PACKARD,skipped,skipped,1,3
SP118,MATT PACKARD,skipped,skipped,1,3
SP119,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP120,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP121,MATT PACKARD,skipped,skipped,1,3
SP122,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP123,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP124,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP125,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP126,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP127,MATT PACKARD,skipped,skipped,1,3
SP128,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP129,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP130,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP131,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP132,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP133,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP134,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP135,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP136,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP137,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP138,RYAN MILLER,skipped,skipped,1,3
SP139,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP140,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP141,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP142,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP143,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP145,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP146,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP147,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP148,MATT PACKARD,skipped,skipped,1,3
SP150,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP151,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP152,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP153,MATTHEW NORMAN BRADLEY,skipped,skipped,1,3
SP154,MATT PACKARD,skipped,skipped,1,3
SP155,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP156,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP158,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP159,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP160,MATT PACKARD,skipped,skipped,1,3
SP161,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP162,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP163,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP164,MATTHEW NORMAN BRADLEY,RYAN MILLER,skipped,1,3
SP165,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP166,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP167,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP168,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP169,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP170,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP171,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP172,MATTHEW NORMAN BRADLEY,skipped,skipped,1,3
SP173,MATT PACKARD,skipped,skipped,1,3
SP174,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP175,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP176,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP177,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP178,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP179,MATTHEW NORMAN BRADLEY,skipped,skipped,1,3
SP180,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP181,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP182,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP183,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP184,MATT PACKARD,skipped,skipped,1,3
SP185,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP186,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP187,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP188,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP189,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP190,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP191,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP192,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP193,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP194,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP195,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP196,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP197,MATT PACKARD,skipped,skipped,1,3
SP198,MATT PACKARD,skipped,skipped,1,3
SP199,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP200,MATT PACKARD,skipped,skipped,1,3
SP201,MATT PACKARD,RYAN MILLER,skipped,1,3
SP202,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP203,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP204,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP205,MATT PACKARD,skipped,skipped,1,3
SP206,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP207,MATT PACKARD,RYAN MILLER,skipped,1,3
SP208,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP209,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP210,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP211,MATT PACKARD,RYAN MILLER,skipped,1,3
SP212,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP213,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP214,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP215,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP216,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP217,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP218,MATT PACKARD,skipped,skipped,1,3
SP219,MATT PACKARD,skipped,skipped,1,3
SP221,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP223,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP224,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP225,MATT PACKARD,skipped,skipped,1,3
SP226,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP227,MATT PACKARD,skipped,skipped,1,3
SP228,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP230,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP231,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP232,MATT PACKARD,RYAN MILLER,skipped,1,3
SP233,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP234,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP235,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP236,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP237,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP238,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP239,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP240,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP241,MATT PACKARD,skipped,skipped,1,3
SP242,MATT PACKARD,skipped,skipped,1,3
SP243,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP244,MATT PACKARD,skipped,skipped,1,3
SP245,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP246,MATT PACKARD,skipped,skipped,1,3
SP247,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP248,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP249,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP250,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP251,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP252,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP253,MATT PACKARD,RYAN MILLER,skipped,1,3
SP254,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP255,MATT PACKARD,skipped,skipped,1,3
SP256,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP257,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP258,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP259,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP260,MATT PACKARD,skipped,skipped,1,3
SP262,MATT PACKARD,RYAN MILLER,skipped,1,3
SP263,MATT PACKARD,skipped,skipped,1,3
SP264,MATT PACKARD,skipped,skipped,1,3
SP265,MATT PACKARD,skipped,skipped,1,3
SP266,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP267,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP268,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP269,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP270,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP271,MATT PACKARD,skipped,skipped,1,3
SP272,MATT PACKARD,skipped,skipped,1,3
SP273,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP274,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP275,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP276,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP277,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP278,MATT PACKARD,skipped,skipped,1,3
SP279,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP280,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP281,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP282,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP283,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP284,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP285,RYAN MILLER,skipped,skipped,1,3
SP286,MATT PACKARD,skipped,skipped,1,3
SP287,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP288,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP289,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP290,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP291,MATT PACKARD,skipped,skipped,1,3
SP293,MATT PACKARD,RYAN MILLER,skipped,1,3
SP294,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP295,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP296,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP297,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP298,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP299,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP300,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP301,MATT PACKARD,RYAN MILLER,skipped,1,3
SP302,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP303,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP304,MATT PACKARD,RYAN MILLER,skipped,1,3
SP305,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP306,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP307,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP308,MATT PACKARD,RYAN MILLER,skipped,1,3
SP309,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP310,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP311,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP312,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP313,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP314,MATT PACKARD,skipped,skipped,1,3
SP315,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP316,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP318,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP319,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP320,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP321,MATT PACKARD,skipped,skipped,1,3
SP322,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP323,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP324,MATT PACKARD,skipped,skipped,1,3
SP325,MATT PACKARD,skipped,skipped,1,3
SP326,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP327,MATT PACKARD,skipped,skipped,1,3
SP328,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP329,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP330,MATT PACKARD,skipped,skipped,1,3
SP331,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP332,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP333,MATT PACKARD,RYAN MILLER,skipped,1,3
SP334,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP335,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP336,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP337,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP338,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP339,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP340,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP341,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP342,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP343,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP344,MATT PACKARD,skipped,skipped,1,3
SP345,MATT PACKARD,skipped,skipped,1,3
SP346,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP347,MATT PACKARD,skipped,skipped,1,3
SP348,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP349,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP350,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP351,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP352,MATT PACKARD,skipped,skipped,1,3
SP353,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP354,RYAN MILLER,skipped,skipped,1,3
SP355,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP356,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP357,MATT PACKARD,skipped,skipped,1,3
SP358,MATT PACKARD,skipped,skipped,1,3
SP359,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP360,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP361,MATT PACKARD,skipped,skipped,1,3
SP362,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP363,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP364,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP365,MATT PACKARD,skipped,skipped,1,3
SP366,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP367,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP368,MATTHEW NORMAN BRADLEY,skipped,skipped,1,3
SP369,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP370,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP371,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP372,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
