,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,numSeats,numCands
4921,PP,Goonellabah Comm. Cntr,7759,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4922,PP,Goonellabah Comm. Cntr,7760,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve,1,6
4923,PP,Goonellabah Comm. Cntr,7761,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
4924,PP,Goonellabah Comm. Cntr,7762,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
4925,PP,Goonellabah Comm. Cntr,7763,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,KRIEG Steve,skipped,1,6
4926,PP,Goonellabah Comm. Cntr,7764,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
4927,PP,Goonellabah Comm. Cntr,7765,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
4928,PP,Goonellabah Comm. Cntr,7766,Formal,MP,BIRD Elly,HEALEY Patrick,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,ROB Big,1,6
4929,PP,Goonellabah Comm. Cntr,7767,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4930,PP,Goonellabah Comm. Cntr,7768,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4931,PP,Goonellabah Comm. Cntr,7769,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,ROB Big,HEALEY Patrick,KRIEG Steve,1,6
4932,PP,Goonellabah Comm. Cntr,7770,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4933,PP,Goonellabah Comm. Cntr,7771,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4934,PP,Goonellabah Comm. Cntr,7772,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4935,PP,Goonellabah Comm. Cntr,7773,Formal,MP,ROB Big,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4936,PP,Goonellabah Comm. Cntr,7774,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,1,6
4937,PP,Goonellabah Comm. Cntr,7775,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
4938,PP,Goonellabah Comm. Cntr,7776,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4939,PP,Goonellabah Comm. Cntr,7777,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
4940,PP,Goonellabah Comm. Cntr,7778,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4941,PP,Goonellabah Comm. Cntr,7779,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4942,PP,Goonellabah Comm. Cntr,7780,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4943,PP,Goonellabah Comm. Cntr,7781,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4944,PP,Goonellabah Comm. Cntr,7782,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
4945,PP,Goonellabah Comm. Cntr,7783,Formal,MP,ROB Big,KRIEG Steve,GRINDON-EKINS Vanessa,HEALEY Patrick,BIRD Elly,COOK Darlene,1,6
4946,PP,Goonellabah Comm. Cntr,7784,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4947,PP,Goonellabah Comm. Cntr,7785,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4948,PP,Goonellabah Comm. Cntr,7786,Formal,MP,ROB Big,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,COOK Darlene,BIRD Elly,1,6
4949,PP,Goonellabah Comm. Cntr,7787,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4950,PP,Goonellabah Comm. Cntr,7788,Formal,MP,ROB Big,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4951,PP,Goonellabah Comm. Cntr,7789,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4952,PP,Goonellabah Comm. Cntr,7790,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4953,PP,Goonellabah Comm. Cntr,7791,Formal,MP,ROB Big,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4954,PP,Goonellabah Comm. Cntr,7792,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4955,PP,Goonellabah Comm. Cntr,7793,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4956,PP,Goonellabah Comm. Cntr,7794,Formal,MP,ROB Big,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4957,PP,Goonellabah Comm. Cntr,7795,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4958,PP,Goonellabah Comm. Cntr,7796,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4959,PP,Goonellabah Comm. Cntr,7797,Formal,MP,HEALEY Patrick,KRIEG Steve,BIRD Elly,ROB Big,COOK Darlene,GRINDON-EKINS Vanessa,1,6
4960,PP,Goonellabah Comm. Cntr,7798,Formal,MP,HEALEY Patrick,GRINDON-EKINS Vanessa,BIRD Elly,ROB Big,COOK Darlene,KRIEG Steve,1,6
4961,PP,Goonellabah Comm. Cntr,7799,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4962,PP,Goonellabah Comm. Cntr,7800,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4963,PP,Goonellabah Comm. Cntr,7801,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4964,PP,Goonellabah Comm. Cntr,7802,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4965,PP,Goonellabah Comm. Cntr,7803,Formal,MP,HEALEY Patrick,BIRD Elly,skipped,skipped,skipped,skipped,1,6
4966,PP,Goonellabah Comm. Cntr,7804,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4967,PP,Goonellabah Comm. Cntr,7805,Formal,MP,HEALEY Patrick,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4968,PP,Goonellabah Comm. Cntr,7806,Formal,MP,HEALEY Patrick,KRIEG Steve,ROB Big,skipped,skipped,skipped,1,6
4969,PP,Goonellabah Comm. Cntr,7807,Formal,MP,HEALEY Patrick,GRINDON-EKINS Vanessa,BIRD Elly,ROB Big,COOK Darlene,KRIEG Steve,1,6
4970,PP,Goonellabah Comm. Cntr,7808,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4971,PP,Goonellabah Comm. Cntr,7809,Formal,MP,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,KRIEG Steve,skipped,skipped,1,6
4972,PP,Goonellabah Comm. Cntr,7810,Formal,MP,HEALEY Patrick,KRIEG Steve,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,ROB Big,1,6
4973,PP,Goonellabah Comm. Cntr,7811,Formal,MP,HEALEY Patrick,KRIEG Steve,ROB Big,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
4974,PP,Goonellabah Comm. Cntr,7812,Formal,MP,HEALEY Patrick,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4975,PP,Goonellabah Comm. Cntr,7813,Formal,MP,HEALEY Patrick,KRIEG Steve,ROB Big,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,1,6
4976,PP,Goonellabah Comm. Cntr,7814,Formal,MP,HEALEY Patrick,KRIEG Steve,BIRD Elly,GRINDON-EKINS Vanessa,ROB Big,COOK Darlene,1,6
4977,PP,Goonellabah Comm. Cntr,7815,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4978,PP,Goonellabah Comm. Cntr,7816,Formal,MP,HEALEY Patrick,COOK Darlene,KRIEG Steve,skipped,skipped,skipped,1,6
4979,PP,Goonellabah Comm. Cntr,7817,Formal,MP,HEALEY Patrick,KRIEG Steve,COOK Darlene,skipped,skipped,skipped,1,6
4980,PP,Goonellabah Comm. Cntr,7818,Formal,MP,HEALEY Patrick,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4981,PP,Goonellabah Comm. Cntr,7819,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4982,PP,Goonellabah Comm. Cntr,7820,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,ROB Big,KRIEG Steve,HEALEY Patrick,1,6
4983,PP,Goonellabah Comm. Cntr,7821,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4984,PP,Goonellabah Comm. Cntr,7822,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4985,PP,Goonellabah Comm. Cntr,7823,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,COOK Darlene,BIRD Elly,HEALEY Patrick,ROB Big,1,6
4986,PP,Goonellabah Comm. Cntr,7824,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4987,PP,Goonellabah Comm. Cntr,7825,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4988,PP,Goonellabah Comm. Cntr,7826,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4989,PP,Goonellabah Comm. Cntr,7827,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4990,PP,Goonellabah Comm. Cntr,7828,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4991,PP,Goonellabah Comm. Cntr,7829,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4992,PP,Goonellabah Comm. Cntr,7830,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4993,PP,Goonellabah Comm. Cntr,7831,Formal,MP,GRINDON-EKINS Vanessa,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
4994,PP,Goonellabah Comm. Cntr,7832,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped,1,6
4995,PP,Goonellabah Comm. Cntr,7833,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
4996,PP,Goonellabah Comm. Cntr,7834,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4997,PP,Goonellabah Comm. Cntr,7835,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4998,PP,Goonellabah Comm. Cntr,7836,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4999,PP,Goonellabah Comm. Cntr,7837,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,COOK Darlene,ROB Big,KRIEG Steve,1,6
5000,PP,Goonellabah Public,5566,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5001,PP,Goonellabah Public,5567,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5002,PP,Goonellabah Public,5568,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5003,PP,Goonellabah Public,5569,Formal,MP,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,1,6
5004,PP,Goonellabah Public,5570,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5005,PP,Goonellabah Public,5571,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
5006,PP,Goonellabah Public,5572,Formal,MP,BIRD Elly,KRIEG Steve,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,ROB Big,1,6
5007,PP,Goonellabah Public,5573,Formal,MP,BIRD Elly,COOK Darlene,skipped,skipped,skipped,skipped,1,6
5008,PP,Goonellabah Public,5574,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5009,PP,Goonellabah Public,5575,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5010,PP,Goonellabah Public,5576,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
5011,PP,Goonellabah Public,5577,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5012,PP,Goonellabah Public,5578,Formal,MP,BIRD Elly,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,COOK Darlene,KRIEG Steve,1,6
5013,PP,Goonellabah Public,5579,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5014,PP,Goonellabah Public,5580,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,KRIEG Steve,HEALEY Patrick,skipped,1,6
5015,PP,Goonellabah Public,5581,Formal,MP,BIRD Elly,ROB Big,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,KRIEG Steve,1,6
5016,PP,Goonellabah Public,5582,Formal,MP,BIRD Elly,KRIEG Steve,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,ROB Big,1,6
5017,PP,Goonellabah Public,5583,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5018,PP,Goonellabah Public,5584,Formal,MP,BIRD Elly,COOK Darlene,skipped,skipped,skipped,skipped,1,6
5019,PP,Goonellabah Public,5585,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,1,6
5020,PP,Goonellabah Public,5586,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
5021,PP,Goonellabah Public,5587,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5022,PP,Goonellabah Public,5588,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5023,PP,Goonellabah Public,5589,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5024,PP,Goonellabah Public,5590,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5025,PP,Goonellabah Public,5591,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5026,PP,Goonellabah Public,5592,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5027,PP,Goonellabah Public,5593,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
5028,PP,Goonellabah Public,5594,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
5029,PP,Goonellabah Public,5595,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5030,PP,Goonellabah Public,5596,Formal,MP,BIRD Elly,HEALEY Patrick,GRINDON-EKINS Vanessa,KRIEG Steve,COOK Darlene,ROB Big,1,6
5031,PP,Goonellabah Public,5597,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5032,PP,Goonellabah Public,5598,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5033,PP,Goonellabah Public,5599,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
5034,PP,Goonellabah Public,5600,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5035,PP,Goonellabah Public,5601,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5036,PP,Goonellabah Public,5602,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5037,PP,Goonellabah Public,5603,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
5038,PP,Goonellabah Public,5604,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,ROB Big,HEALEY Patrick,KRIEG Steve,1,6
5039,PP,Goonellabah Public,5605,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
5040,PP,Goonellabah Public,5606,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5041,PP,Goonellabah Public,5607,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5042,PP,Goonellabah Public,5608,Formal,MP,BIRD Elly,ROB Big,GRINDON-EKINS Vanessa,HEALEY Patrick,skipped,skipped,1,6
5043,PP,Goonellabah Public,5609,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,ROB Big,KRIEG Steve,HEALEY Patrick,1,6
5044,PP,Goonellabah Public,5610,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5045,PP,Goonellabah Public,5611,Formal,MP,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,1,6
5046,PP,Goonellabah Public,5612,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5047,PP,Goonellabah Public,5613,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5048,PP,Goonellabah Public,5614,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5049,PP,Goonellabah Public,5615,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5050,PP,Goonellabah Public,5616,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
5051,PP,Goonellabah Public,5617,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,ROB Big,HEALEY Patrick,KRIEG Steve,COOK Darlene,1,6
5052,PP,Goonellabah Public,5618,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
5053,PP,Goonellabah Public,5619,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
5054,PP,Goonellabah Public,5620,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,COOK Darlene,ROB Big,HEALEY Patrick,BIRD Elly,1,6
5055,PP,Goonellabah Public,5621,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5056,PP,Goonellabah Public,5622,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5057,PP,Goonellabah Public,5623,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
5058,PP,Goonellabah Public,5624,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
5059,PP,Goonellabah Public,5625,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped,1,6
5060,PP,Goonellabah Public,5626,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
5061,PP,Goonellabah Public,5627,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
5062,PP,Goonellabah Public,5628,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
5063,PP,Goonellabah Public,5629,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped,1,6
5064,PP,Goonellabah Public,5630,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
5065,PP,Goonellabah Public,5631,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped,1,6
5066,PP,Goonellabah Public,5632,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
5067,PP,Goonellabah Public,5633,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
5068,PP,Goonellabah Public,5634,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
5069,PP,Goonellabah Public,5635,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
5070,PP,Goonellabah Public,5636,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
5071,PP,Goonellabah Public,5637,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
5072,PP,Goonellabah Public,5638,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,ROB Big,HEALEY Patrick,1,6
5073,PP,Goonellabah Public,5639,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,BIRD Elly,COOK Darlene,HEALEY Patrick,ROB Big,1,6
5074,PP,Goonellabah Public,5640,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
5075,PP,Goonellabah Public,5641,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5076,PP,Goonellabah Public,5642,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5077,PP,Goonellabah Public,5643,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,KRIEG Steve,skipped,skipped,skipped,1,6
5078,PP,Goonellabah Public,5644,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5079,PP,Goonellabah Public,5645,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5080,PP,Goonellabah Public,5646,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,skipped,skipped,skipped,1,6
5081,PP,Goonellabah Public,5647,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5082,PP,Goonellabah Public,5648,Formal,MP,BIRD Elly,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
5083,PP,Goonellabah Public,5649,Formal,MP,BIRD Elly,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,ROB Big,1,6
5084,PP,Goonellabah Public,5650,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5085,PP,Goonellabah Public,5651,Formal,MP,BIRD Elly,ROB Big,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,KRIEG Steve,1,6
5086,PP,Goonellabah Public,5652,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5087,PP,Goonellabah Public,5653,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5088,PP,Goonellabah Public,5654,Formal,MP,BIRD Elly,COOK Darlene,ROB Big,HEALEY Patrick,KRIEG Steve,GRINDON-EKINS Vanessa,1,6
5089,PP,Goonellabah Public,5655,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5090,PP,Goonellabah Public,5656,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5091,PP,Goonellabah Public,5657,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5092,PP,Goonellabah Public,5658,Formal,MP,BIRD Elly,COOK Darlene,skipped,skipped,skipped,skipped,1,6
5093,PP,Goonellabah Public,5659,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5094,PP,Goonellabah Public,5660,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5095,PP,Goonellabah Public,5661,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
5096,PP,Goonellabah Public,5662,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
5097,PP,Goonellabah Public,5663,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
5098,PP,Goonellabah Public,5664,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5099,PP,Goonellabah Public,5665,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
5100,PP,Goonellabah Public,5666,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
5101,PP,Goonellabah Public,5667,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
5102,PP,Goonellabah Public,5668,Formal,MP,KRIEG Steve,COOK Darlene,skipped,skipped,skipped,skipped,1,6
5103,PP,Goonellabah Public,5669,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
5104,PP,Goonellabah Public,5670,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
5105,PP,Goonellabah Public,5671,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
5106,PP,Goonellabah Public,5672,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
5107,PP,Goonellabah Public,5673,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
5108,PP,Goonellabah Public,5674,Formal,MP,KRIEG Steve,COOK Darlene,BIRD Elly,HEALEY Patrick,ROB Big,GRINDON-EKINS Vanessa,1,6
5109,PP,Goonellabah Public,5675,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
5110,PP,Goonellabah Public,5676,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
5111,PP,Goonellabah Public,5677,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
5112,PP,Goonellabah Public,5678,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
