,file,candidate_cloned,numCands,bucklin,plurality,IRV,top-two,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,approval
10,"/Eastpointe, MI/Eastpointe_11052019_CityCouncil.csv",Sarah A. Lucido,6,['Sarah A. Lucido'],['Harvey Curley'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido'],['Sarah A. Lucido']
11,/St Louis Park/StLouisPark_11022021_CityCouncilWard3.csv,Jim Leuthner,5,['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd']
12,/St Louis Park/StLouisPark_11022021_CityCouncilWard3.csv,Sue Budd,5,['Sue Budd'],['Jim Leuthner'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd']
13,/St Louis Park/StLouisPark_11022021_CityCouncilWard3.csv,writein,5,['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd']
14,/St Louis Park/StLouisPark_11022021_CityCouncilWard3.csv,Saul Eugene,5,['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd'],['Sue Budd']
15,/St Louis Park/StLouisPark_11022021_CityCouncilWard2.csv,John Basill,4,['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag']
16,/St Louis Park/StLouisPark_11022021_CityCouncilWard2.csv,writein,4,['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag']
17,/St Louis Park/StLouisPark_11022021_CityCouncilWard2.csv,Lynette Lungay Dumalag,4,['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag'],['Lynette Lungay Dumalag']
18,/St Louis Park/StLouisPark_11022021_CityCouncilWard1.csv,writein,3,['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog']
19,/St Louis Park/StLouisPark_11022021_CityCouncilWard1.csv,Margaret Rog,3,['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog'],['Margaret Rog']
20,/St Louis Park/StLouisPark_11022021_CityCouncilWard4.csv,writein,3,['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen']
21,/St Louis Park/StLouisPark_11022021_CityCouncilWard4.csv,Tim Brausen,3,['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen'],['Tim Brausen']
22,/Alaska/Alaska_11082022_HouseDistrict23.csv,"Branson, Roger L.",4,"['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']"
23,/Alaska/Alaska_11082022_HouseDistrict23.csv,"Allard, Jamie",4,"['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']"
24,/Alaska/Alaska_11082022_HouseDistrict23.csv,Write-in,4,"['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']"
25,/Alaska/Alaska_11082022_HouseDistrict37.csv,"Edgmon, Bryce",3,"['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']"
26,/Alaska/Alaska_11082022_HouseDistrict37.csv,Write-in,3,"['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']"
27,/Alaska/Alaska_11082022_HouseDistrict36.csv,"Cronk, Mike",4,"['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']"
28,/Alaska/Alaska_11082022_HouseDistrict36.csv,"Fowler, Angela K. Fitch",4,"['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']"
29,/Alaska/Alaska_11082022_HouseDistrict36.csv,Write-in,4,"['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']"
30,/Alaska/Alaska_11082022_HouseDistrict22.csv,"Wright, Stanley A.",4,"['Wright, Stanley A.']","['Eischeid, Ted J.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Eischeid, Ted J.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']"
31,/Alaska/Alaska_11082022_HouseDistrict22.csv,"Eischeid, Ted J.",4,"['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']"
32,/Alaska/Alaska_11082022_HouseDistrict22.csv,Write-in,4,"['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']","['Wright, Stanley A.']"
33,/Alaska/Alaska_08162022_HouseofRepresentativesSpecial.csv,"Palin, Sarah",5,"['Begich, Nick']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']"
34,/Alaska/Alaska_08162022_HouseofRepresentativesSpecial.csv,"Begich, Nick",5,"['Begich, Nick']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']"
35,/Alaska/Alaska_08162022_HouseofRepresentativesSpecial.csv,"Peltola, Mary S.",5,"['Begich, Nick']","['Palin, Sarah']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']"
36,/Alaska/Alaska_08162022_HouseofRepresentativesSpecial.csv,Write-in,5,"['Begich, Nick']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']"
37,/Alaska/Alaska_11082022_HouseDistrict34.csv,"DeMars, Nate",5,"['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']"
38,/Alaska/Alaska_11082022_HouseDistrict34.csv,"Tomaszewski, Frank J.",5,"['Tomaszewski, Frank J.']","['Hopkins, Grier H.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']"
39,/Alaska/Alaska_11082022_HouseDistrict34.csv,"Hopkins, Grier H.",5,"['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']"
40,/Alaska/Alaska_11082022_HouseDistrict34.csv,Write-in,5,"['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']","['Tomaszewski, Frank J.']"
41,/Alaska/Alaska_11082022_HouseDistrict20.csv,"Gray, Andrew T.",6,"['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']"
42,/Alaska/Alaska_11082022_HouseDistrict20.csv,"Harary, Jordan I.",6,"['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']"
43,/Alaska/Alaska_11082022_HouseDistrict20.csv,"Bauer, Paul A.",6,"['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']"
44,/Alaska/Alaska_11082022_HouseDistrict20.csv,"Kohlhaas, Scott A.",6,"['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']"
45,/Alaska/Alaska_11082022_HouseDistrict20.csv,Write-in,6,"['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']"
46,/Alaska/Alaska_11082022_HouseDistrict21.csv,"Mears, Donna C.",4,"['Mears, Donna C.']","['Wolfe, Forrest M.']","['Mears, Donna C.']","['Mears, Donna C.']","['Wolfe, Forrest M.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']"
47,/Alaska/Alaska_11082022_HouseDistrict21.csv,"Wolfe, Forrest M.",4,"['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Wolfe, Forrest M.']","['Wolfe, Forrest M.']","['Wolfe, Forrest M.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']"
48,/Alaska/Alaska_11082022_HouseDistrict21.csv,Write-in,4,"['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Wolfe, Forrest M.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']","['Mears, Donna C.']"
49,/Alaska/Alaska_11082022_HouseDistrict35.csv,"McNeill, Ruben A. Jr.",6,"['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['McKinley, Kevin']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']"
50,/Alaska/Alaska_11082022_HouseDistrict35.csv,"Carrick, Ashley E.",6,"['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']"
51,/Alaska/Alaska_11082022_HouseDistrict35.csv,"McKinley, Kevin",6,"['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['McKinley, Kevin']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']"
52,/Alaska/Alaska_11082022_HouseDistrict35.csv,"Brown, Kieran C.",6,"['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']"
53,/Alaska/Alaska_11082022_HouseDistrict35.csv,Write-in,6,"['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.', 'McKinley, Kevin']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']","['Carrick, Ashley E.']"
54,/Alaska/Alaska_11082022_HouseDistrict19.csv,Write-in,4,"['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']"
55,/Alaska/Alaska_11082022_HouseDistrict19.csv,"Wyatt, Russell O.",4,"['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']"
56,/Alaska/Alaska_11082022_HouseDistrict19.csv,"Mina, Genevieve G.",4,"['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']","['Mina, Genevieve G.']"
