ballotID,precinctPortion,ballot_type,countingGroup,precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num cands,Num seats
00147_00000_880462,47.0,Ballot 20 - Type 20,Election Day,47,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_959036,105.002,Ballot 17 - Type 17,Election Day,105,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,GREGORY Z SMITH,MIKE A TELLEZ,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,BEV COURTNEY,10,1
00147_00000_567808,35.0,Ballot 2 - Type 2,Election Day,35,ISABELLA SOLIS,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_176199,78.002,Ballot 14 - Type 14,Election Day,78,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_659668,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,ISABELLA SOLIS,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_256722,72.0,Ballot 14 - Type 14,Election Day,72,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_984598,62.0,Ballot 17 - Type 17,Election Day,62,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_922612,49.0,Ballot 14 - Type 14,Election Day,49,KEN MIYAGISHIMA,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_727670,117.001,Ballot 16 - Type 16,Election Day,117,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_685711,66.002,Ballot 16 - Type 16,Election Day,66,GREGORY Z SMITH,MIKE A TELLEZ,JORGE SANCHEZ,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_582365,52.0,Ballot 14 - Type 14,Election Day,52,ISABELLA SOLIS,MIKE A TELLEZ,BEV COURTNEY,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,skipped,10,1
00147_00000_561032,69.0,Ballot 20 - Type 20,Election Day,69,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,10,1
00147_00000_198893,34.0,Ballot 20 - Type 20,Election Day,34,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,MIKE A TELLEZ,BEV COURTNEY,JORGE SANCHEZ,GREGORY Z SMITH,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,10,1
00147_00000_858842,103.0,Ballot 16 - Type 16,Election Day,103,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_641761,42.0,Ballot 20 - Type 20,Election Day,42,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,JORGE SANCHEZ,ISABELLA SOLIS,MIKE A TELLEZ,BEV COURTNEY,10,1
00147_00000_790346,71.0,Ballot 14 - Type 14,Election Day,71,GREGORY Z SMITH,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_360208,37.0,Ballot 2 - Type 2,Election Day,37,KEN MIYAGISHIMA,GREGORY Z SMITH,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_975393,103.0,Ballot 16 - Type 16,Election Day,103,GREGORY Z SMITH,KEN MIYAGISHIMA,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_236810,71.0,Ballot 14 - Type 14,Election Day,71,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS,MIKE A TELLEZ,JORGE SANCHEZ,BEV COURTNEY,10,1
00147_00000_636658,33.0,Ballot 20 - Type 20,Election Day,33,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_802920,24.0,Ballot 19 - Type 19,Election Day,24,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,10,1
00147_00000_638282,26.0,Ballot 2 - Type 2,Election Day,26,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_061296,62.0,Ballot 17 - Type 17,Election Day,62,MIKE A TELLEZ,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_383218,32.0,Ballot 2 - Type 2,Election Day,32,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_827153,36.0,Ballot 2 - Type 2,Election Day,36,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_098719,112.0,Ballot 16 - Type 16,Election Day,112,MIKE A TELLEZ,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_042286,25.0,Ballot 19 - Type 19,Election Day,25,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_260963,50.0,Ballot 14 - Type 14,Election Day,50,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,GREGORY Z SMITH,MIKE A TELLEZ,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,10,1
00147_00000_281440,99.002,Ballot 2 - Type 2,Election Day,99,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,10,1
00147_00000_335696,67.0,Ballot 16 - Type 16,Election Day,67,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_008032,62.0,Ballot 17 - Type 17,Election Day,62,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_814892,67.0,Ballot 16 - Type 16,Election Day,67,KEN MIYAGISHIMA,GREGORY Z SMITH,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_776355,69.0,Ballot 20 - Type 20,Election Day,69,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_315470,50.0,Ballot 14 - Type 14,Election Day,50,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_717409,105.002,Ballot 17 - Type 17,Election Day,105,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_786691,102.0,Ballot 16 - Type 16,Election Day,102,ISABELLA SOLIS,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_010580,78.002,Ballot 14 - Type 14,Election Day,78,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_664751,53.0,Ballot 14 - Type 14,Election Day,53,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_142935,112.0,Ballot 16 - Type 16,Election Day,112,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,MIKE A TELLEZ,BEV COURTNEY,GREGORY Z SMITH,WILLIAM BILL MATTIACE,10,1
00147_00000_514170,117.001,Ballot 16 - Type 16,Election Day,117,ISABELLA SOLIS,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_961588,35.0,Ballot 2 - Type 2,Election Day,35,GREGORY Z SMITH,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_525428,49.0,Ballot 14 - Type 14,Election Day,49,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_573613,106.0,Ballot 16 - Type 16,Election Day,106,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_655125,53.0,Ballot 14 - Type 14,Election Day,53,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_875514,70.0,Ballot 20 - Type 20,Election Day,70,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ISABELLA SOLIS,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,10,1
00147_00000_340787,94.0,Ballot 20 - Type 20,Election Day,94,KEN MIYAGISHIMA,GREGORY Z SMITH,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,10,1
00147_00000_173005,26.0,Ballot 2 - Type 2,Election Day,26,KEN MIYAGISHIMA,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_452374,70.0,Ballot 20 - Type 20,Election Day,70,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,WILLIAM BILL MATTIACE,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_120026,71.0,Ballot 14 - Type 14,Election Day,71,GREGORY Z SMITH,KEN MIYAGISHIMA,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_816071,112.0,Ballot 16 - Type 16,Election Day,112,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_035778,71.0,Ballot 14 - Type 14,Election Day,71,GREGORY Z SMITH,KEN MIYAGISHIMA,JORGE SANCHEZ,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,WILLIAM BILL MATTIACE,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,10,1
00147_00000_457928,56.002,Ballot 14 - Type 14,Election Day,56,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,MIKE A TELLEZ,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,ISABELLA SOLIS,10,1
00147_00000_743428,105.002,Ballot 17 - Type 17,Election Day,105,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_373249,103.0,Ballot 16 - Type 16,Election Day,103,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_861901,102.0,Ballot 16 - Type 16,Election Day,102,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_283953,62.0,Ballot 17 - Type 17,Election Day,62,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_097497,73.0,Ballot 14 - Type 14,Election Day,73,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_314606,52.0,Ballot 14 - Type 14,Election Day,52,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_475102,56.002,Ballot 14 - Type 14,Election Day,56,GREGORY Z SMITH,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,JORGE SANCHEZ,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_459291,112.0,Ballot 16 - Type 16,Election Day,112,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,GREGORY Z SMITH,JORGE SANCHEZ,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,10,1
00147_00000_258411,20.002,Ballot 28 - Type 28,Election Day,20,JORGE SANCHEZ,GREGORY Z SMITH,BEV COURTNEY,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,10,1
00147_00000_963723,52.0,Ballot 14 - Type 14,Election Day,52,MIKE A TELLEZ,GREGORY Z SMITH,JORGE SANCHEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,skipped,10,1
00147_00000_580898,118.0,Ballot 16 - Type 16,Election Day,118,GREGORY Z SMITH,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,MIKE A TELLEZ,BEV COURTNEY,JORGE SANCHEZ,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,10,1
00147_00000_292064,59.0,Ballot 16 - Type 16,Election Day,59,KEN MIYAGISHIMA,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_122883,106.0,Ballot 16 - Type 16,Election Day,106,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_243639,112.0,Ballot 16 - Type 16,Election Day,112,MIKE A TELLEZ,BEV COURTNEY,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_513829,55.002,Ballot 14 - Type 14,Election Day,55,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,WILLIAM BILL MATTIACE,GREGORY Z SMITH,MIKE A TELLEZ,JORGE SANCHEZ,10,1
00147_00000_107360,69.0,Ballot 20 - Type 20,Election Day,69,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_216994,37.0,Ballot 2 - Type 2,Election Day,37,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_775766,56.002,Ballot 14 - Type 14,Election Day,56,ISABELLA SOLIS,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_752137,30.0,Ballot 2 - Type 2,Election Day,30,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,10,1
00147_00000_621227,102.0,Ballot 16 - Type 16,Election Day,102,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_152906,55.002,Ballot 14 - Type 14,Election Day,55,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_444029,116.0,Ballot 16 - Type 16,Election Day,116,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,MIKE A TELLEZ,GREGORY Z SMITH,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,10,1
00147_00000_241106,71.0,Ballot 14 - Type 14,Election Day,71,KEN MIYAGISHIMA,GREGORY Z SMITH,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,BEV COURTNEY,MIKE A TELLEZ,10,1
00147_00000_375357,91.0,Ballot 20 - Type 20,Election Day,91,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_701079,7.002,Ballot 14 - Type 14,Election Day,7,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_549818,102.0,Ballot 16 - Type 16,Election Day,102,GREGORY Z SMITH,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_227841,46.0,Ballot 20 - Type 20,Election Day,46,GREGORY Z SMITH,MIKE A TELLEZ,WILLIAM BILL MATTIACE,JORGE SANCHEZ,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,10,1
00147_00000_508478,50.0,Ballot 14 - Type 14,Election Day,50,BEV COURTNEY,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,10,1
00147_00000_692277,89.0,Ballot 2 - Type 2,Election Day,89,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_952569,37.0,Ballot 2 - Type 2,Election Day,37,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_247973,66.002,Ballot 16 - Type 16,Election Day,66,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,KEN MIYAGISHIMA,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_119189,43.0,Ballot 20 - Type 20,Election Day,43,MIKE A TELLEZ,JORGE SANCHEZ,GREGORY Z SMITH,ISABELLA SOLIS,BEV COURTNEY,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,10,1
00147_00000_327722,109.002,Ballot 17 - Type 17,Election Day,109,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,JORGE SANCHEZ,GREGORY Z SMITH,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,ISABELLA SOLIS,MIKE A TELLEZ,10,1
00147_00000_515017,102.0,Ballot 16 - Type 16,Election Day,102,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_765224,53.0,Ballot 14 - Type 14,Election Day,53,WILLIAM BILL MATTIACE,GREGORY Z SMITH,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,ISABELLA SOLIS,BEV COURTNEY,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,10,1
00147_00000_629515,102.0,Ballot 16 - Type 16,Election Day,102,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_101893,106.0,Ballot 16 - Type 16,Election Day,106,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_420989,103.0,Ballot 16 - Type 16,Election Day,103,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_619341,112.0,Ballot 16 - Type 16,Election Day,112,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_859487,90.002,Ballot 19 - Type 19,Election Day,90,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_318367,106.0,Ballot 16 - Type 16,Election Day,106,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_418112,68.0,Ballot 20 - Type 20,Election Day,68,KEN MIYAGISHIMA,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_424137,99.002,Ballot 2 - Type 2,Election Day,99,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS,JORGE SANCHEZ,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,BEV COURTNEY,10,1
00147_00000_938559,112.0,Ballot 16 - Type 16,Election Day,112,KEN MIYAGISHIMA,JORGE SANCHEZ,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_788274,33.0,Ballot 20 - Type 20,Election Day,33,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_073452,49.0,Ballot 14 - Type 14,Election Day,49,ISABELLA SOLIS,MIKE A TELLEZ,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_898857,53.0,Ballot 14 - Type 14,Election Day,53,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_899163,7.002,Ballot 14 - Type 14,Election Day,7,JORGE SANCHEZ,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_178677,105.002,Ballot 17 - Type 17,Election Day,105,GREGORY Z SMITH,WILLIAM BILL MATTIACE,MIKE A TELLEZ,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,JORGE SANCHEZ,KEN MIYAGISHIMA,10,1
00147_00000_392401,61.0,Ballot 16 - Type 16,Election Day,61,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,10,1
00147_00000_757542,37.0,Ballot 2 - Type 2,Election Day,37,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,MIKE A TELLEZ,JORGE SANCHEZ,GREGORY Z SMITH,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,10,1
00147_00000_553203,52.0,Ballot 14 - Type 14,Election Day,52,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_341392,112.0,Ballot 16 - Type 16,Election Day,112,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_298175,42.0,Ballot 20 - Type 20,Election Day,42,WILLIAM BILL MATTIACE,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
00147_00000_919714,59.0,Ballot 16 - Type 16,Election Day,59,ISABELLA SOLIS,BEV COURTNEY,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,10,1
00147_00000_985627,114.002,Ballot 14 - Type 14,Election Day,114,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
