file,numCands_multi,numCands_single,IRV_multi,IRV_single,approval_multi,approval_single,borda-avg_multi,borda-avg_single,borda-om_multi,borda-om_single,borda-pm_multi,borda-pm_single,bucklin_multi,bucklin_single,condorcet_multi,condorcet_single,file_multi,file_single,minimax_multi,minimax_single,plurality_multi,plurality_single,ranked-pairs_multi,ranked-pairs_single,smith-minimax_multi,smith-minimax_single,smith_irv_multi,smith_irv_single,smith_plurality_multi,smith_plurality_single,top-3-truncation_multi,top-3-truncation_single,top-two_multi,top-two_single
w-lothian17-ballots/Ward4-LivingstonSouth_w-lothian17-04.csv,8,5,['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],raw_data/scotland/processed_data/w-lothian17-ballots/Ward4-LivingstonSouth_w-lothian17-04.csv,analysis/mimic_single_party/data/w-lothian17-ballots/Ward4-LivingstonSouth_w-lothian17-04.csv,['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['SNP'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab'],['Lawrence FITZPATRICK (Lab)'],['Lab']
w-lothian17-ballots/Ward1-Linlithgow_w-lothian17-01.csv,7,6,['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],raw_data/scotland/processed_data/w-lothian17-ballots/Ward1-Linlithgow_w-lothian17-01.csv,analysis/mimic_single_party/data/w-lothian17-ballots/Ward1-Linlithgow_w-lothian17-01.csv,['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con'],['Tom KERR (Con)'],['Con']
w-lothian17-ballots/Ward8-Bathgate_w-lothian17-08.csv,9,6,['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],raw_data/scotland/processed_data/w-lothian17-ballots/Ward8-Bathgate_w-lothian17-08.csv,analysis/mimic_single_party/data/w-lothian17-ballots/Ward8-Bathgate_w-lothian17-08.csv,['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab'],['Harry CARTMILL (Lab)'],['Lab']
w-lothian17-ballots/Ward5-EastLivingstonandEastCalder_w-lothian17-05.csv,8,5,['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['SNP'],['Carl JOHN (SNP)'],['Lab'],['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['Lab'],['Dave KING (Lab)'],['SNP'],raw_data/scotland/processed_data/w-lothian17-ballots/Ward5-EastLivingstonandEastCalder_w-lothian17-05.csv,analysis/mimic_single_party/data/w-lothian17-ballots/Ward5-EastLivingstonandEastCalder_w-lothian17-05.csv,['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['SNP'],['Dave KING (Lab)'],['SNP']
w-lothian17-ballots/Ward9-ArmadaleandBlackridge_w-lothian17-09.csv,6,6,['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],raw_data/scotland/processed_data/w-lothian17-ballots/Ward9-ArmadaleandBlackridge_w-lothian17-09.csv,analysis/mimic_single_party/data/w-lothian17-ballots/Ward9-ArmadaleandBlackridge_w-lothian17-09.csv,['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)']
w-lothian17-ballots/Ward3-LivingstonNorth_w-lothian17-03.csv,8,5,['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],raw_data/scotland/processed_data/w-lothian17-ballots/Ward3-LivingstonNorth_w-lothian17-03.csv,analysis/mimic_single_party/data/w-lothian17-ballots/Ward3-LivingstonNorth_w-lothian17-03.csv,['Robert DE BOLD (SNP)'],['SNP'],['Alison ADAMSON (Con)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP'],['Robert DE BOLD (SNP)'],['SNP']
glasgow12/Ward7Langside_glasgow12-07-recalc.csv,8,7,['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP'],['Susan AITKEN (SNP)'],['SNP'],['Susan AITKEN (SNP)'],['Lab'],['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP'],raw_data/scotland/processed_data/glasgow12/Ward7Langside_glasgow12-07-recalc.csv,analysis/mimic_single_party/data/glasgow12/Ward7Langside_glasgow12-07-recalc.csv,['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP'],['Archie GRAHAM (Lab)'],['SNP']
glasgow12/Ward16Canal_glasgow12-16.csv,12,9,['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],raw_data/scotland/processed_data/glasgow12/Ward16Canal_glasgow12-16.csv,analysis/mimic_single_party/data/glasgow12/Ward16Canal_glasgow12-16.csv,['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab'],['Chris KELLY (Lab)'],['Lab']
glasgow12/Ward20Baillieston_glasgow12-20.csv,10,8,['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],raw_data/scotland/processed_data/glasgow12/Ward20Baillieston_glasgow12-20.csv,analysis/mimic_single_party/data/glasgow12/Ward20Baillieston_glasgow12-20.csv,['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab'],['James COLEMAN (Lab)'],['Lab']
glasgow12/Ward21NorthEast_glasgow12-21.csv,9,6,['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],raw_data/scotland/processed_data/glasgow12/Ward21NorthEast_glasgow12-21.csv,analysis/mimic_single_party/data/glasgow12/Ward21NorthEast_glasgow12-21.csv,['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab'],['Maureen BURKE (Lab)'],['Lab']
glasgow12/Ward17Springburn_glasgow12-17.csv,10,7,['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],raw_data/scotland/processed_data/glasgow12/Ward17Springburn_glasgow12-17.csv,analysis/mimic_single_party/data/glasgow12/Ward17Springburn_glasgow12-17.csv,['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab'],['Gilbert DAVIDSON (Lab)'],['Lab']
glasgow12/Ward9Calton_glasgow12-09.csv,13,11,['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],raw_data/scotland/processed_data/glasgow12/Ward9Calton_glasgow12-09.csv,analysis/mimic_single_party/data/glasgow12/Ward9Calton_glasgow12-09.csv,['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab'],['George REDMOND (Lab)'],['Lab']
glasgow12/Ward1Linn_glasgow12-01.csv,9,7,['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Sadie DOCHERTY (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],raw_data/scotland/processed_data/glasgow12/Ward1Linn_glasgow12-01.csv,analysis/mimic_single_party/data/glasgow12/Ward1Linn_glasgow12-01.csv,['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab'],['Malcolm Robert CUNNING (Lab)'],['Lab']
