9 1
71 1 0
5 1 2 0
36 3 9 1 0
50 3 9 2 0
31 3 9 4 0
32 3 9 5 0
39 3 9 6 0
47 3 9 7 0
31 3 9 8 0
259 4 0
4 4 1 0
12 4 1 2 0
13 4 1 3 0
12 4 1 5 0
6 4 1 6 0
3 4 1 7 0
8 4 1 8 0
24 4 1 9 0
59 4 2 0
24 4 2 1 0
63 4 2 3 0
80 4 2 5 0
16 4 2 6 0
14 4 2 7 0
85 4 2 8 0
16 4 2 9 0
26 4 3 0
9 4 3 1 0
46 4 3 2 0
31 4 3 5 0
19 4 3 6 0
10 4 3 7 0
18 4 3 8 0
13 4 3 9 0
27 4 5 0
10 4 5 1 0
57 4 5 2 0
14 4 5 3 0
7 4 5 6 0
9 4 5 7 0
62 4 5 8 0
8 4 5 9 0
6 4 6 0
4 4 6 1 0
13 4 6 2 0
17 4 6 3 0
12 4 6 5 0
8 4 6 7 0
10 4 6 8 0
2 4 6 9 0
3 4 7 0
8 4 7 1 0
8 4 7 2 0
10 4 7 3 0
3 4 7 5 0
5 4 7 6 0
5 4 7 8 0
4 4 7 9 0
52 4 8 0
16 4 8 1 0
101 4 8 2 0
36 4 8 3 0
56 4 8 5 0
5 4 8 6 0
8 4 8 7 0
18 4 8 9 0
4 4 9 0
11 4 9 1 0
11 4 9 2 0
17 4 9 3 0
11 4 9 5 0
1 4 9 6 0
7 4 9 7 0
9 4 9 8 0
745 5 0
7 5 1 0
13 5 1 2 0
11 5 1 3 0
16 5 1 4 0
14 5 1 6 0
21 5 1 7 0
9 5 1 8 0
28 5 1 9 0
126 5 2 0
9 5 2 1 0
302 5 2 3 0
56 5 2 4 0
25 5 2 6 0
18 5 2 7 0
264 5 2 8 0
45 5 2 9 0
207 5 3 0
25 5 3 1 0
256 5 3 2 0
57 5 3 4 0
42 5 3 6 0
25 5 3 7 0
140 5 3 8 0
49 5 3 9 0
44 5 4 0
23 5 4 1 0
83 5 4 2 0
28 5 4 3 0
20 5 4 6 0
9 5 4 7 0
56 5 4 8 0
23 5 4 9 0
12 5 6 0
12 5 6 1 0
13 5 6 2 0
31 5 6 3 0
16 5 6 4 0
20 5 6 7 0
21 5 6 8 0
13 5 6 9 0
11 5 7 0
15 5 7 1 0
12 5 7 2 0
20 5 7 3 0
7 5 7 4 0
17 5 7 6 0
15 5 7 8 0
11 5 7 9 0
165 5 8 0
36 5 8 1 0
320 5 8 2 0
205 5 8 3 0
109 5 8 4 0
30 5 8 6 0
31 5 8 7 0
51 5 8 9 0
27 5 9 0
24 5 9 1 0
21 5 9 2 0
30 5 9 3 0
16 5 9 4 0
14 5 9 6 0
19 5 9 7 0
28 5 9 8 0
115 6 0
11 6 1 0
16 6 1 2 0
22 6 1 3 0
7 6 1 4 0
10 6 1 5 0
20 6 1 7 0
8 6 1 8 0
16 6 1 9 0
5 6 2 0
6 6 2 1 0
37 6 2 3 0
13 6 2 4 0
9 6 2 5 0
5 6 2 7 0
12 6 2 8 0
8 6 2 9 0
31 6 3 0
19 6 3 1 0
48 6 3 2 0
26 6 3 4 0
45 6 3 5 0
52 6 3 7 0
36 6 3 8 0
30 6 3 9 0
3 6 4 0
4 6 4 1 0
10 6 4 2 0
16 6 4 3 0
7 6 4 5 0
5 6 4 7 0
6 6 4 8 0
3 6 4 9 0
7 6 5 0
10 6 5 1 0
12 6 5 2 0
18 6 5 3 0
11 6 5 4 0
16 6 5 7 0
13 6 5 8 0
16 6 5 9 0
10 6 7 0
19 6 7 1 0
4 6 7 2 0
29 6 7 3 0
9 6 7 4 0
14 6 7 5 0
19 6 7 8 0
33 6 7 9 0
9 6 8 0
9 6 8 1 0
13 6 8 2 0
23 6 8 3 0
7 6 8 4 0
33 6 8 5 0
7 6 8 7 0
12 6 8 9 0
6 6 9 0
10 6 9 1 0
4 6 9 2 0
13 6 9 3 0
5 6 9 4 0
2 6 9 5 0
22 6 9 7 0
15 6 9 8 0
93 7 0
2 7 1 0
11 7 1 2 0
12 7 1 3 0
2 7 1 4 0
12 7 1 5 0
25 7 1 6 0
9 7 1 8 0
48 7 1 9 0
7 7 2 0
4 7 2 1 0
14 7 2 3 0
7 7 2 4 0
11 7 2 6 0
11 7 2 8 0
5 7 2 9 0
9 7 3 0
6 7 3 1 0
17 7 3 2 0
13 7 3 4 0
9 7 3 5 0
21 7 3 6 0
10 7 3 8 0
17 7 3 9 0
5 7 4 1 0
8 7 4 2 0
1 7 4 3 0
5 7 4 6 0
5 7 4 8 0
2 7 5 0
9 7 5 1 0
3 7 5 2 0
8 7 5 3 0
4 7 5 4 0
10 7 5 6 0
8 7 5 8 0
15 7 5 9 0
12 7 6 0
25 7 6 1 0
5 7 6 2 0
21 7 6 3 0
5 7 6 4 0
14 7 6 5 0
7 7 6 8 0
23 7 6 9 0
5 7 8 0
13 7 8 1 0
9 7 8 2 0
15 7 8 3 0
4 7 8 4 0
13 7 8 5 0
11 7 8 6 0
5 7 8 9 0
6 7 9 0
27 7 9 1 0
7 7 9 2 0
8 7 9 3 0
1 7 9 4 0
9 7 9 5 0
9 7 9 6 0
7 7 9 8 0
1057 8 0
6 8 1 0
11 8 1 2 0
18 8 1 3 0
18 8 1 4 0
8 8 1 5 0
24 8 1 6 0
21 8 1 7 0
11 8 1 9 0
311 8 2 0
37 8 2 1 0
307 8 2 3 0
190 8 2 4 0
399 8 2 5 0
37 8 2 6 0
32 8 2 7 0
60 8 2 9 0
173 8 3 0
25 8 3 1 0
198 8 3 2 0
77 8 3 4 0
98 8 3 5 0
48 8 3 6 0
62 8 3 7 0
33 8 3 9 0
82 8 4 0
28 8 4 1 0
430 8 4 2 0
52 8 4 3 0
134 8 4 5 0
22 8 4 6 0
14 8 4 7 0
37 8 4 9 0
172 8 5 0
37 8 5 1 0
317 8 5 2 0
154 8 5 3 0
173 8 5 4 0
33 8 5 6 0
19 8 5 7 0
61 8 5 9 0
30 8 6 0
20 8 6 1 0
25 8 6 2 0
49 8 6 3 0
9 8 6 4 0
67 8 6 5 0
19 8 6 7 0
12 8 6 9 0
7 8 7 0
25 8 7 1 0
16 8 7 2 0
12 8 7 3 0
5 8 7 4 0
10 8 7 5 0
20 8 7 6 0
15 8 7 9 0
28 8 9 0
15 8 9 1 0
30 8 9 2 0
21 8 9 3 0
9 8 9 4 0
16 8 9 5 0
15 8 9 6 0
11 8 9 7 0
93 9 0
4 9 1 0
13 9 1 2 0
12 9 1 3 0
12 9 1 4 0
9 9 1 5 0
15 9 1 6 0
28 9 1 7 0
6 9 1 8 0
11 9 2 0
14 9 2 1 0
42 9 2 3 0
10 9 2 4 0
15 9 2 5 0
3 9 2 6 0
7 9 2 7 0
20 9 2 8 0
15 9 3 0
12 9 3 1 0
25 9 3 2 0
10 9 3 4 0
13 9 3 5 0
20 9 3 6 0
15 9 3 7 0
14 9 3 8 0
5 9 4 0
5 9 4 1 0
7 9 4 2 0
6 9 4 3 0
7 9 4 5 0
4 9 4 6 0
3 9 4 7 0
12 9 4 8 0
8 9 5 0
7 9 5 1 0
21 9 5 2 0
22 9 5 3 0
8 9 5 4 0
8 9 5 6 0
6 9 5 7 0
15 9 5 8 0
3 9 6 0
12 9 6 1 0
10 9 6 2 0
8 9 6 3 0
4 9 6 4 0
3 9 6 5 0
19 9 6 7 0
6 9 6 8 0
2 9 7 0
27 9 7 1 0
12 9 7 2 0
4 9 7 3 0
6 9 7 4 0
5 9 7 5 0
15 9 7 6 0
15 9 7 8 0
10 9 8 0
8 9 8 1 0
15 9 8 2 0
18 9 8 3 0
14 9 8 4 0
13 9 8 5 0
6 9 8 6 0
8 9 8 7 0
0
GLENN ROGERS
F. X. FRANCIS XAVIER CROWLEY
NORMAN YEE
ROBERT J. SQUERI
JOEL ENGARDIO
JULIAN P. LAGOS
LYNN GAVIN
MICHAEL GARCIA
ANDREW BLEY
