8 1
56 1 0
5 1 2 0
66 5 7 1 0
354 5 7 2 0
80 5 7 3 0
241 5 7 4 0
335 5 7 6 0
84 5 7 8 0
33 5 8 0
26 5 8 1 0
47 5 8 2 0
16 5 8 3 0
32 5 8 4 0
63 5 8 6 0
51 5 8 7 0
574 6 0
5 6 1 0
15 6 1 2 0
10 6 1 3 0
19 6 1 4 0
13 6 1 5 0
10 6 1 7 0
16 6 1 8 0
101 6 2 0
41 6 2 1 0
49 6 2 3 0
184 6 2 4 0
295 6 2 5 0
151 6 2 7 0
67 6 2 8 0
15 6 3 0
11 6 3 1 0
33 6 3 2 0
18 6 3 4 0
22 6 3 5 0
28 6 3 7 0
14 6 3 8 0
914 6 4 0
46 6 4 1 0
285 6 4 2 0
98 6 4 3 0
341 6 4 5 0
461 6 4 7 0
99 6 4 8 0
121 6 5 0
36 6 5 1 0
244 6 5 2 0
32 6 5 3 0
165 6 5 4 0
166 6 5 7 0
61 6 5 8 0
129 6 7 0
21 6 7 1 0
145 6 7 2 0
42 6 7 3 0
153 6 7 4 0
115 6 7 5 0
44 6 7 8 0
32 6 8 0
27 6 8 1 0
69 6 8 2 0
25 6 8 3 0
44 6 8 4 0
41 6 8 5 0
36 6 8 7 0
2528 7 0
18 7 1 0
52 7 1 2 0
21 7 1 3 0
76 7 1 4 0
34 7 1 5 0
46 7 1 6 0
36 7 1 8 0
242 7 2 0
103 7 2 1 0
65 7 2 3 0
284 7 2 4 0
413 7 2 5 0
325 7 2 6 0
110 7 2 8 0
45 7 3 0
21 7 3 1 0
81 7 3 2 0
113 7 3 4 0
64 7 3 5 0
48 7 3 6 0
36 7 3 8 0
345 7 4 0
164 7 4 1 0
262 7 4 2 0
114 7 4 3 0
259 7 4 5 0
406 7 4 6 0
101 7 4 8 0
384 7 5 0
87 7 5 1 0
434 7 5 2 0
76 7 5 3 0
254 7 5 4 0
361 7 5 6 0
104 7 5 8 0
205 7 6 0
60 7 6 1 0
262 7 6 2 0
82 7 6 3 0
384 7 6 4 0
218 7 6 5 0
90 7 6 8 0
64 7 8 0
43 7 8 1 0
88 7 8 2 0
30 7 8 3 0
69 7 8 4 0
69 7 8 5 0
66 7 8 6 0
221 8 0
5 8 1 0
6 8 1 2 0
15 8 1 3 0
10 8 1 4 0
5 8 1 5 0
11 8 1 6 0
11 8 1 7 0
25 8 2 0
13 8 2 1 0
13 8 2 3 0
32 8 2 4 0
25 8 2 5 0
50 8 2 6 0
34 8 2 7 0
5 8 3 0
13 8 3 1 0
13 8 3 2 0
11 8 3 4 0
6 8 3 5 0
11 8 3 6 0
9 8 3 7 0
21 8 4 0
16 8 4 1 0
20 8 4 2 0
9 8 4 3 0
23 8 4 5 0
36 8 4 6 0
33 8 4 7 0
23 8 5 0
5 8 5 1 0
45 8 5 2 0
5 8 5 3 0
33 8 5 4 0
39 8 5 6 0
33 8 5 7 0
16 8 6 0
11 8 6 1 0
44 8 6 2 0
19 8 6 3 0
43 8 6 4 0
30 8 6 5 0
31 8 6 7 0
36 8 7 0
20 8 7 1 0
44 8 7 2 0
33 8 7 3 0
41 8 7 4 0
26 8 7 5 0
36 8 7 6 0
0
HOPE JOHNSON
JULIAN DAVIS
ANDREW ''ELLARD'' RESIGNATO
THEA SELBY
CHRISTINA OLAGUE
JOHN RIZZO
LONDON BREED
DANIEL EVERETT
