ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
01014_00001_000053,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00001_000035,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00001_000017,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,ELANA AUERBACH,IGOR A. TREGUB,SOLI ALPERT,skipped,1,5
01014_00001_000001,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,IGOR A. TREGUB,skipped,skipped,skipped,1,5
01014_00001_000146,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00001_000145,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,skipped,skipped,skipped,skipped,1,5
01014_00001_000144,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00001_000143,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00001_000112,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00001_000111,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,SOLI ALPERT,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00001_000088,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,skipped,1,5
01014_00001_000087,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00001_000052,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00001_000051,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00001_000036,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00001_000154,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00001_000153,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,skipped,skipped,1,5
01014_00001_000152,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00001_000118,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,skipped,skipped,skipped,1,5
01014_00001_000117,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,SOLI ALPERT,ELANA AUERBACH,IGOR A. TREGUB,skipped,1,5
01014_00001_000090,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,IGOR A. TREGUB,skipped,skipped,1,5
01014_00001_000089,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,skipped,1,5
01014_00001_000058,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,skipped,skipped,1,5
01014_00001_000057,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00001_000037,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,skipped,skipped,skipped,1,5
01014_00001_000019,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00001_000004,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,ELANA AUERBACH,skipped,skipped,skipped,1,5
01014_00001_000170,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00001_000169,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,skipped,1,5
01014_00001_000168,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00001_000167,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00001_000132,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00001_000131,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,ELANA AUERBACH,skipped,skipped,skipped,1,5
01014_00001_000100,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00001_000099,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00001_000062,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00001_000061,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00001_000039,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,skipped,1,5
01014_00001_000020,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,IGOR A. TREGUB,skipped,1,5
01014_00001_000174,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,1,5
01014_00001_000173,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00001_000172,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,skipped,1,5
01014_00001_000171,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00001_000128,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00001_000127,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,skipped,1,5
01014_00001_000101,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00001_000064,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00001_000063,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00001_000040,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,skipped,skipped,skipped,skipped,1,5
01014_00001_000021,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00001_000011,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,skipped,1,5
01014_00001_000158,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,IGOR A. TREGUB,skipped,skipped,skipped,1,5
01014_00001_000157,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,skipped,1,5
01014_00001_000156,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00001_000155,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00001_000116,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,skipped,1,5
01014_00001_000115,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,skipped,skipped,1,5
01014_00001_000092,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,skipped,skipped,skipped,skipped,1,5
01014_00001_000091,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,skipped,skipped,1,5
01014_00001_000056,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,SOLI ALPERT,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00001_000055,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00001_000038,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00001_000022,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,SOLI ALPERT,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00001_000012,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00001_000184,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00001_000183,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00001_000135,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,RUBEN STORY,ELANA AUERBACH,skipped,skipped,skipped,1,5
01014_00001_000108,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00001_000107,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00001_000072,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,skipped,1,5
01014_00001_000071,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,skipped,1,5
01014_00001_000043,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00001_000023,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00001_000009,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,IGOR A. TREGUB,skipped,skipped,1,5
01014_00001_000190,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,skipped,1,5
01014_00001_000189,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00001_000188,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00001_000187,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00001_000138,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00001_000137,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,skipped,skipped,skipped,skipped,1,5
01014_00001_000110,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00001_000109,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,skipped,skipped,1,5
01014_00001_000074,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00001_000073,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00001_000044,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00001_000024,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00001_000014,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,IGOR A. TREGUB,skipped,1,5
01014_00001_000161,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00001_000160,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00001_000159,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,skipped,1,5
01014_00001_000124,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00001_000123,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,skipped,1,5
01014_00001_000094,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,ELANA AUERBACH,skipped,skipped,skipped,skipped,1,5
01014_00001_000093,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,206900,206900,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
