District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,rank5,rank6
Auburn,Absent,37233,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37234,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37235,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37236,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37237,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37238,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37239,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37240,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37241,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37242,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37243,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37244,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37245,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37246,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37247,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37248,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37249,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37250,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37251,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37252,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37253,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37254,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37255,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37256,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37257,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37258,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37259,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37260,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37261,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37262,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37263,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37264,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37265,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37266,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37267,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37268,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37269,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37270,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37271,Formal,AHMED Kays,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37272,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37273,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37274,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37275,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37276,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37277,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37278,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37279,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37280,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37281,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37282,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37283,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37284,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37285,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37286,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37287,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37288,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37289,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37290,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37291,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37292,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37293,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37294,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37295,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37296,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37297,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37298,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37299,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37300,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37301,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37302,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37303,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37304,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37305,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37306,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37307,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37308,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37309,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37310,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37311,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37312,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37313,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37314,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37315,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37316,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37317,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37318,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37319,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37320,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37321,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37322,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37323,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37324,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37325,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37326,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37327,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37328,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37329,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37330,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37331,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37332,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37333,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37334,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37335,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37336,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37337,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37338,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37339,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37340,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37341,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37342,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37343,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37344,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37345,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37346,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37347,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37348,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37349,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37350,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37351,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37352,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37353,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37354,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37355,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37356,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37357,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37358,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37359,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37360,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37361,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37362,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37363,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37364,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37365,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37366,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37367,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37368,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37369,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37370,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37371,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37372,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37373,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37374,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37375,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37376,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37377,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37378,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37379,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37380,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37381,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37382,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37383,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37384,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37385,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37386,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37387,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37388,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37389,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37390,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37391,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37392,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37393,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37394,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37395,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37396,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37397,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37398,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37399,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37400,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37401,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37402,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37403,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37404,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37405,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37406,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37407,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37408,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37409,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37410,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37411,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37412,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37413,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37414,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37415,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37416,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37417,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37418,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37419,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37420,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37421,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37422,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37423,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37424,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37425,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37426,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37427,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37428,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37429,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37430,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37431,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37432,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
Auburn,Absent,37433,Formal,OUEIK Ronney,skipped,skipped,skipped,skipped,skipped
