District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3
Riverstone,Absent,30740,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,30741,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,30742,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,30743,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,30744,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,30745,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,30746,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,30747,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,30748,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30749,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30750,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30751,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30752,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30753,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30754,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30755,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30756,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30757,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30758,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30759,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30760,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30761,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30762,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30763,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30764,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30765,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30766,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30767,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30768,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30769,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30770,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30771,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30772,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30773,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30774,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30775,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30776,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30777,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30778,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30779,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30780,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30781,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30782,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30783,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30784,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30785,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30786,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30787,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30788,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30789,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30790,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30791,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30792,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30793,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30794,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30795,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30796,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30797,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30798,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30799,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30800,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30801,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30802,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30803,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30804,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30805,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30806,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30807,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30808,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30809,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30810,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30811,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30812,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30813,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30814,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30815,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30816,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30817,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30818,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30819,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30820,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30821,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30822,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30823,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30824,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30825,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30826,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30827,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30828,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30829,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30830,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30831,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30832,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30833,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30834,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30835,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30836,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30837,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30838,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30839,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30840,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30841,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30842,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30843,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30844,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30845,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30846,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30847,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30848,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30849,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30850,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30851,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30852,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30853,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30854,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30855,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30856,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30857,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30858,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30859,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30860,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30861,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30862,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30863,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30864,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30865,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30866,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30867,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30868,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30869,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30870,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30871,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30872,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30873,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30874,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30875,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30876,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30877,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30878,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30879,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30880,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30881,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30882,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30883,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30884,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30885,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30886,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30887,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30888,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30889,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30890,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30891,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30892,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30893,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30894,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30895,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30896,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30897,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30898,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30899,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30900,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30901,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30902,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30903,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30904,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30905,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30906,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30907,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30908,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30909,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30910,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30911,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30912,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30913,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30914,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30915,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30916,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30917,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30918,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30919,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30920,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30921,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30922,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30923,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Absent,30924,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30925,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30926,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30927,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30928,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30929,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30930,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30931,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30932,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30933,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30934,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30935,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30936,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30937,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30938,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30939,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30940,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30941,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30942,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30943,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30944,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30945,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30946,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30947,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30948,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30949,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30950,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30951,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30952,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,30953,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Absent,31577,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31578,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31579,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31580,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31581,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31582,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31583,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31584,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31585,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31586,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31587,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31588,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31589,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31590,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31591,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31592,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31593,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31594,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31595,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31596,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31597,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31598,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31599,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31600,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31601,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31602,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31603,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31604,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31605,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31606,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31607,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31608,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31609,Formal,CHRISTIE Annemarie,skipped,skipped
Riverstone,Absent,31610,Formal,CHRISTIE Annemarie,skipped,skipped
