District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,numSeats,numCands
Keira,Absent,28735,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,28736,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,28737,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,28738,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28739,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28740,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28741,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28742,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28743,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28744,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28745,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28746,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28747,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28748,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28749,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28750,Formal,GILL John,skipped,skipped,skipped,1,5
Keira,Absent,28751,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28752,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28753,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28754,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28755,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28756,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28757,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28758,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28759,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28760,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28761,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28762,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28763,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28764,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28765,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28766,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28767,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28768,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28769,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28770,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28771,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28772,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28773,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28774,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28775,Formal,OSBORN Kaye,skipped,skipped,skipped,1,5
Keira,Absent,28776,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28777,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28778,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28779,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28780,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28781,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28782,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28783,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28784,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28785,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28786,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28787,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28788,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28789,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28790,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28791,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28792,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28793,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28794,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28795,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28796,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28797,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28798,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28799,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28800,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28801,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28802,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28803,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28804,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28805,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28806,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28807,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28808,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28809,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28810,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28811,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28812,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28813,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28814,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28815,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28816,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28817,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28818,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28819,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28820,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28821,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28822,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28823,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28824,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28825,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28826,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28827,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28828,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28829,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28830,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28831,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28832,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28833,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28834,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28835,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28836,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28837,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28838,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28839,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28840,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28841,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28842,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28843,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,28844,Formal,PARK Ryan,skipped,skipped,skipped,1,5
Keira,Absent,29388,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29389,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29390,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29391,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29392,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29393,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29394,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29395,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29396,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29397,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29398,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29399,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29400,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29401,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29402,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29403,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29404,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29405,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29406,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29407,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29408,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29409,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29410,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29411,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29412,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29413,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29414,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29415,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29416,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29417,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29418,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29419,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29420,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29421,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29422,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29423,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29424,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29425,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29426,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29427,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29428,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29429,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29430,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29431,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29432,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29433,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29434,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29435,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29436,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29437,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29438,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29439,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29440,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29441,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29442,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29443,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29444,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29445,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29446,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29447,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29448,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29449,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29450,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29451,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29452,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29453,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29454,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29455,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29456,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29457,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29458,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29459,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29460,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29461,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29462,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29463,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29464,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29465,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29466,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29467,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29468,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29469,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29470,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29471,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29472,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29473,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29474,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29475,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29476,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29477,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29478,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29479,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29480,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29481,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29482,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29483,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29484,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29485,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29486,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29487,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29488,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29489,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29490,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29491,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29492,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29493,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29494,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29495,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29496,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29497,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29498,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29499,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29500,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29501,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29502,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29503,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29504,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29505,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29506,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29507,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29508,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29509,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29510,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29511,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29512,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29513,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29514,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29515,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29516,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29517,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29518,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29519,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29520,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29521,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29522,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29523,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29524,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29525,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29526,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29527,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29528,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29529,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29530,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29531,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29532,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29533,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29534,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29535,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29536,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29537,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29538,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29539,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29540,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29541,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29542,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29543,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29544,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29545,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29546,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29547,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29548,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29549,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29550,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29551,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29552,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29553,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29554,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29555,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29556,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29557,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29558,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29559,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29560,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29561,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29562,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29563,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29564,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29565,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29566,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29567,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29568,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29569,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29570,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29571,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29572,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29573,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29574,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29575,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29576,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29577,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29578,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29579,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29580,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29581,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29582,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
Keira,Absent,29583,Formal,ATLEE Chris,skipped,skipped,skipped,1,5
