rank1,rank2,rank3,Num cands,Num seats
Dwayne Jusino,Marie L. Harrison,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,Charlie Walker,Dwayne Jusino,7,1
Dwayne Jusino,skipped,skipped,7,1
Sala Chandler,Rodney Hampton Jr.,Sophie Maxwell,7,1
Espanola Jackson,Dwayne Jusino,Rodney Hampton Jr.,7,1
Rodney Hampton Jr.,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Marie L. Harrison,Sophie Maxwell,Dwayne Jusino,7,1
Dwayne Jusino,Espanola Jackson,Sophie Maxwell,7,1
Dwayne Jusino,Rodney Hampton Jr.,Espanola Jackson,7,1
Sophie Maxwell,Rodney Hampton Jr.,Charlie Walker,7,1
Charlie Walker,Sophie Maxwell,skipped,7,1
Dwayne Jusino,Espanola Jackson,Sophie Maxwell,7,1
Espanola Jackson,skipped,skipped,7,1
Marie L. Harrison,Sala Chandler,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Charlie Walker,Dwayne Jusino,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Rodney Hampton Jr.,Charlie Walker,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Sala Chandler,Espanola Jackson,Marie L. Harrison,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Sophie Maxwell,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,Sala Chandler,Sophie Maxwell,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Espanola Jackson,Rodney Hampton Jr.,7,1
Sophie Maxwell,Dwayne Jusino,skipped,7,1
Dwayne Jusino,Espanola Jackson,Rodney Hampton Jr.,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Espanola Jackson,skipped,7,1
Espanola Jackson,Sophie Maxwell,Rodney Hampton Jr.,7,1
Sophie Maxwell,Marie L. Harrison,Rodney Hampton Jr.,7,1
Sophie Maxwell,Rodney Hampton Jr.,Dwayne Jusino,7,1
Sophie Maxwell,Marie L. Harrison,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,skipped,skipped,7,1
Sophie Maxwell,Sala Chandler,Dwayne Jusino,7,1
Dwayne Jusino,Charlie Walker,Espanola Jackson,7,1
Sophie Maxwell,Espanola Jackson,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Sala Chandler,Dwayne Jusino,7,1
Sophie Maxwell,Espanola Jackson,Sala Chandler,7,1
Rodney Hampton Jr.,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Marie L. Harrison,7,1
Sophie Maxwell,Dwayne Jusino,Charlie Walker,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Marie L. Harrison,Sophie Maxwell,Sala Chandler,7,1
Sophie Maxwell,Espanola Jackson,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Rodney Hampton Jr.,7,1
Sophie Maxwell,Rodney Hampton Jr.,Charlie Walker,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,Rodney Hampton Jr.,Marie L. Harrison,7,1
Espanola Jackson,Sophie Maxwell,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,Dwayne Jusino,Marie L. Harrison,7,1
Sophie Maxwell,Sala Chandler,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,Marie L. Harrison,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Espanola Jackson,Sala Chandler,7,1
Sophie Maxwell,skipped,skipped,7,1
Marie L. Harrison,Sophie Maxwell,skipped,7,1
Espanola Jackson,Sala Chandler,Marie L. Harrison,7,1
Marie L. Harrison,Dwayne Jusino,Rodney Hampton Jr.,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Sophie Maxwell,Espanola Jackson,Rodney Hampton Jr.,7,1
Sophie Maxwell,Marie L. Harrison,Sala Chandler,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Sophie Maxwell,Espanola Jackson,7,1
Sophie Maxwell,Espanola Jackson,Rodney Hampton Jr.,7,1
Marie L. Harrison,Espanola Jackson,Rodney Hampton Jr.,7,1
Sophie Maxwell,Charlie Walker,Marie L. Harrison,7,1
Dwayne Jusino,Marie L. Harrison,Sala Chandler,7,1
Dwayne Jusino,Espanola Jackson,Rodney Hampton Jr.,7,1
Rodney Hampton Jr.,Marie L. Harrison,Sophie Maxwell,7,1
Sophie Maxwell,skipped,skipped,7,1
Charlie Walker,Dwayne Jusino,Rodney Hampton Jr.,7,1
Dwayne Jusino,Sophie Maxwell,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,Sophie Maxwell,Sala Chandler,7,1
Sophie Maxwell,Rodney Hampton Jr.,Espanola Jackson,7,1
Sophie Maxwell,Rodney Hampton Jr.,Marie L. Harrison,7,1
Sophie Maxwell,Rodney Hampton Jr.,Marie L. Harrison,7,1
Sophie Maxwell,Espanola Jackson,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,Marie L. Harrison,skipped,7,1
Dwayne Jusino,Charlie Walker,Sophie Maxwell,7,1
Sophie Maxwell,Marie L. Harrison,Espanola Jackson,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Marie L. Harrison,Sala Chandler,7,1
Marie L. Harrison,Rodney Hampton Jr.,Espanola Jackson,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,Sophie Maxwell,skipped,7,1
Dwayne Jusino,Espanola Jackson,Rodney Hampton Jr.,7,1
Dwayne Jusino,skipped,skipped,7,1
Dwayne Jusino,Marie L. Harrison,Rodney Hampton Jr.,7,1
Sophie Maxwell,Espanola Jackson,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,Marie L. Harrison,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,Marie L. Harrison,Dwayne Jusino,7,1
Marie L. Harrison,Rodney Hampton Jr.,Sophie Maxwell,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sala Chandler,Charlie Walker,Rodney Hampton Jr.,7,1
Sophie Maxwell,Marie L. Harrison,Espanola Jackson,7,1
Marie L. Harrison,Sophie Maxwell,Sala Chandler,7,1
Sophie Maxwell,Espanola Jackson,skipped,7,1
Sophie Maxwell,Charlie Walker,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Rodney Hampton Jr.,Dwayne Jusino,7,1
Dwayne Jusino,Espanola Jackson,Sophie Maxwell,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Espanola Jackson,Rodney Hampton Jr.,7,1
Dwayne Jusino,Espanola Jackson,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Marie L. Harrison,7,1
Sophie Maxwell,Rodney Hampton Jr.,Charlie Walker,7,1
Sophie Maxwell,Rodney Hampton Jr.,Dwayne Jusino,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Espanola Jackson,Dwayne Jusino,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,Espanola Jackson,Sophie Maxwell,7,1
Charlie Walker,Marie L. Harrison,Dwayne Jusino,7,1
Marie L. Harrison,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,Sala Chandler,Espanola Jackson,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Dwayne Jusino,Espanola Jackson,Sala Chandler,7,1
Dwayne Jusino,Sophie Maxwell,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,Marie L. Harrison,Sophie Maxwell,7,1
Espanola Jackson,Sophie Maxwell,skipped,7,1
Sophie Maxwell,Marie L. Harrison,Dwayne Jusino,7,1
Sophie Maxwell,Dwayne Jusino,Marie L. Harrison,7,1
Dwayne Jusino,Sala Chandler,Marie L. Harrison,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Marie L. Harrison,skipped,skipped,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Sophie Maxwell,Espanola Jackson,Marie L. Harrison,7,1
Rodney Hampton Jr.,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Charlie Walker,Marie L. Harrison,skipped,7,1
Rodney Hampton Jr.,Sophie Maxwell,Espanola Jackson,7,1
Sophie Maxwell,Dwayne Jusino,Sala Chandler,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Marie L. Harrison,7,1
Marie L. Harrison,Sophie Maxwell,Espanola Jackson,7,1
Dwayne Jusino,Espanola Jackson,Sala Chandler,7,1
Dwayne Jusino,Sophie Maxwell,skipped,7,1
Charlie Walker,Marie L. Harrison,Rodney Hampton Jr.,7,1
Dwayne Jusino,Marie L. Harrison,skipped,7,1
Espanola Jackson,Dwayne Jusino,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Marie L. Harrison,Sala Chandler,7,1
Espanola Jackson,Sophie Maxwell,Dwayne Jusino,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Espanola Jackson,Marie L. Harrison,7,1
Marie L. Harrison,Dwayne Jusino,Rodney Hampton Jr.,7,1
Dwayne Jusino,Sophie Maxwell,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Espanola Jackson,Dwayne Jusino,7,1
Sophie Maxwell,Rodney Hampton Jr.,skipped,7,1
Marie L. Harrison,Rodney Hampton Jr.,Dwayne Jusino,7,1
Dwayne Jusino,Marie L. Harrison,Rodney Hampton Jr.,7,1
Rodney Hampton Jr.,skipped,skipped,7,1
Rodney Hampton Jr.,Espanola Jackson,Dwayne Jusino,7,1
Dwayne Jusino,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Sala Chandler,Charlie Walker,Sophie Maxwell,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Sophie Maxwell,Marie L. Harrison,Espanola Jackson,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,Charlie Walker,Rodney Hampton Jr.,7,1
Sophie Maxwell,Marie L. Harrison,Charlie Walker,7,1
Sophie Maxwell,Marie L. Harrison,Espanola Jackson,7,1
Sophie Maxwell,skipped,skipped,7,1
Marie L. Harrison,Sophie Maxwell,Charlie Walker,7,1
Sophie Maxwell,Dwayne Jusino,Sala Chandler,7,1
Marie L. Harrison,Sophie Maxwell,Espanola Jackson,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Dwayne Jusino,skipped,7,1
Dwayne Jusino,Sophie Maxwell,Charlie Walker,7,1
Dwayne Jusino,Sophie Maxwell,skipped,7,1
Dwayne Jusino,Marie L. Harrison,Sophie Maxwell,7,1
Espanola Jackson,Dwayne Jusino,Charlie Walker,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Rodney Hampton Jr.,Sophie Maxwell,Marie L. Harrison,7,1
Dwayne Jusino,Espanola Jackson,Marie L. Harrison,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,Espanola Jackson,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Sophie Maxwell,Marie L. Harrison,7,1
Espanola Jackson,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Espanola Jackson,Marie L. Harrison,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,Dwayne Jusino,Marie L. Harrison,7,1
Marie L. Harrison,Sophie Maxwell,Espanola Jackson,7,1
Espanola Jackson,skipped,skipped,7,1
Dwayne Jusino,Sala Chandler,Sophie Maxwell,7,1
Charlie Walker,Sophie Maxwell,skipped,7,1
Sophie Maxwell,Dwayne Jusino,skipped,7,1
Espanola Jackson,Marie L. Harrison,Rodney Hampton Jr.,7,1
Charlie Walker,skipped,skipped,7,1
Marie L. Harrison,Sophie Maxwell,Sala Chandler,7,1
Espanola Jackson,Sophie Maxwell,Rodney Hampton Jr.,7,1
Marie L. Harrison,Dwayne Jusino,skipped,7,1
Sophie Maxwell,Espanola Jackson,Marie L. Harrison,7,1
Dwayne Jusino,Marie L. Harrison,Rodney Hampton Jr.,7,1
Dwayne Jusino,Marie L. Harrison,Rodney Hampton Jr.,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Rodney Hampton Jr.,Espanola Jackson,7,1
Sophie Maxwell,Espanola Jackson,Marie L. Harrison,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Marie L. Harrison,Sophie Maxwell,7,1
Dwayne Jusino,Sophie Maxwell,Rodney Hampton Jr.,7,1
Espanola Jackson,Sophie Maxwell,Charlie Walker,7,1
Sophie Maxwell,Marie L. Harrison,Sala Chandler,7,1
Sophie Maxwell,Espanola Jackson,Dwayne Jusino,7,1
Sophie Maxwell,Espanola Jackson,Dwayne Jusino,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Espanola Jackson,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Marie L. Harrison,7,1
Rodney Hampton Jr.,Sophie Maxwell,Espanola Jackson,7,1
Marie L. Harrison,Rodney Hampton Jr.,Espanola Jackson,7,1
Sophie Maxwell,Espanola Jackson,skipped,7,1
Rodney Hampton Jr.,Marie L. Harrison,Dwayne Jusino,7,1
Sophie Maxwell,Dwayne Jusino,Rodney Hampton Jr.,7,1
Marie L. Harrison,Sophie Maxwell,Sala Chandler,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Espanola Jackson,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Marie L. Harrison,7,1
Rodney Hampton Jr.,Dwayne Jusino,Charlie Walker,7,1
Rodney Hampton Jr.,Charlie Walker,Dwayne Jusino,7,1
Sophie Maxwell,Marie L. Harrison,Sala Chandler,7,1
Rodney Hampton Jr.,Marie L. Harrison,Sophie Maxwell,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Rodney Hampton Jr.,Marie L. Harrison,Sala Chandler,7,1
Charlie Walker,Rodney Hampton Jr.,Sala Chandler,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,Rodney Hampton Jr.,Marie L. Harrison,7,1
Sophie Maxwell,Dwayne Jusino,skipped,7,1
Sophie Maxwell,Espanola Jackson,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Dwayne Jusino,Sophie Maxwell,Espanola Jackson,7,1
Rodney Hampton Jr.,Sala Chandler,Dwayne Jusino,7,1
Dwayne Jusino,Sophie Maxwell,Marie L. Harrison,7,1
Rodney Hampton Jr.,Charlie Walker,Sala Chandler,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Sala Chandler,7,1
Sophie Maxwell,Rodney Hampton Jr.,Marie L. Harrison,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Espanola Jackson,skipped,7,1
Dwayne Jusino,Rodney Hampton Jr.,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Sala Chandler,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,Dwayne Jusino,Marie L. Harrison,7,1
Espanola Jackson,Dwayne Jusino,Sala Chandler,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,Espanola Jackson,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Espanola Jackson,7,1
Dwayne Jusino,Sophie Maxwell,Rodney Hampton Jr.,7,1
Sophie Maxwell,Rodney Hampton Jr.,Dwayne Jusino,7,1
Charlie Walker,Espanola Jackson,Dwayne Jusino,7,1
Espanola Jackson,skipped,skipped,7,1
Marie L. Harrison,Rodney Hampton Jr.,Espanola Jackson,7,1
Dwayne Jusino,Sophie Maxwell,Espanola Jackson,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,Charlie Walker,Rodney Hampton Jr.,7,1
Sophie Maxwell,Charlie Walker,Rodney Hampton Jr.,7,1
Sophie Maxwell,Rodney Hampton Jr.,Sala Chandler,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Marie L. Harrison,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Espanola Jackson,skipped,skipped,7,1
Dwayne Jusino,Espanola Jackson,Sophie Maxwell,7,1
Dwayne Jusino,Sophie Maxwell,Rodney Hampton Jr.,7,1
Marie L. Harrison,Charlie Walker,Rodney Hampton Jr.,7,1
Charlie Walker,Sala Chandler,Dwayne Jusino,7,1
Dwayne Jusino,Rodney Hampton Jr.,Sophie Maxwell,7,1
Sophie Maxwell,Rodney Hampton Jr.,Marie L. Harrison,7,1
Espanola Jackson,Rodney Hampton Jr.,Sala Chandler,7,1
Espanola Jackson,Sala Chandler,Rodney Hampton Jr.,7,1
Dwayne Jusino,Espanola Jackson,Rodney Hampton Jr.,7,1
Sophie Maxwell,Dwayne Jusino,Rodney Hampton Jr.,7,1
Marie L. Harrison,skipped,skipped,7,1
Espanola Jackson,Dwayne Jusino,Charlie Walker,7,1
Espanola Jackson,Sophie Maxwell,Rodney Hampton Jr.,7,1
Sophie Maxwell,skipped,skipped,7,1
Charlie Walker,skipped,skipped,7,1
Rodney Hampton Jr.,Dwayne Jusino,Espanola Jackson,7,1
Rodney Hampton Jr.,Marie L. Harrison,Sala Chandler,7,1
Sophie Maxwell,Charlie Walker,Dwayne Jusino,7,1
Sophie Maxwell,Sala Chandler,Rodney Hampton Jr.,7,1
Sophie Maxwell,Dwayne Jusino,Charlie Walker,7,1
Dwayne Jusino,Marie L. Harrison,Sophie Maxwell,7,1
Sophie Maxwell,Charlie Walker,Sala Chandler,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,Sophie Maxwell,Dwayne Jusino,7,1
Dwayne Jusino,Espanola Jackson,Sophie Maxwell,7,1
Marie L. Harrison,skipped,skipped,7,1
Charlie Walker,skipped,skipped,7,1
Dwayne Jusino,Rodney Hampton Jr.,Sophie Maxwell,7,1
Rodney Hampton Jr.,Charlie Walker,skipped,7,1
Charlie Walker,skipped,skipped,7,1
Sophie Maxwell,Dwayne Jusino,Espanola Jackson,7,1
Dwayne Jusino,Sophie Maxwell,Rodney Hampton Jr.,7,1
Espanola Jackson,Marie L. Harrison,Dwayne Jusino,7,1
Dwayne Jusino,Sophie Maxwell,Espanola Jackson,7,1
Rodney Hampton Jr.,Dwayne Jusino,Sophie Maxwell,7,1
Sophie Maxwell,Rodney Hampton Jr.,skipped,7,1
Marie L. Harrison,Espanola Jackson,skipped,7,1
Espanola Jackson,Sophie Maxwell,Marie L. Harrison,7,1
Espanola Jackson,Sophie Maxwell,Marie L. Harrison,7,1
Dwayne Jusino,Rodney Hampton Jr.,Marie L. Harrison,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Marie L. Harrison,Sophie Maxwell,Espanola Jackson,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Rodney Hampton Jr.,Dwayne Jusino,7,1
Espanola Jackson,Sala Chandler,Dwayne Jusino,7,1
Sophie Maxwell,Espanola Jackson,Charlie Walker,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,Marie L. Harrison,Espanola Jackson,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Espanola Jackson,Sala Chandler,7,1
Dwayne Jusino,Rodney Hampton Jr.,Espanola Jackson,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Espanola Jackson,Sala Chandler,Marie L. Harrison,7,1
Dwayne Jusino,Sophie Maxwell,Espanola Jackson,7,1
Sophie Maxwell,Dwayne Jusino,Sala Chandler,7,1
Sophie Maxwell,Marie L. Harrison,Sala Chandler,7,1
Rodney Hampton Jr.,skipped,skipped,7,1
Rodney Hampton Jr.,Marie L. Harrison,Dwayne Jusino,7,1
Dwayne Jusino,Marie L. Harrison,Sala Chandler,7,1
Sala Chandler,Charlie Walker,Marie L. Harrison,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Rodney Hampton Jr.,Sophie Maxwell,Sala Chandler,7,1
Rodney Hampton Jr.,Sophie Maxwell,Dwayne Jusino,7,1
Marie L. Harrison,Espanola Jackson,Dwayne Jusino,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Marie L. Harrison,Sala Chandler,7,1
Charlie Walker,Sophie Maxwell,Espanola Jackson,7,1
Sophie Maxwell,Espanola Jackson,Dwayne Jusino,7,1
Sophie Maxwell,Espanola Jackson,Sala Chandler,7,1
Dwayne Jusino,skipped,skipped,7,1
Espanola Jackson,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Dwayne Jusino,skipped,skipped,7,1
Sophie Maxwell,Marie L. Harrison,Sala Chandler,7,1
Dwayne Jusino,Sophie Maxwell,skipped,7,1
Espanola Jackson,skipped,skipped,7,1
Sophie Maxwell,skipped,skipped,7,1
Sophie Maxwell,Sala Chandler,Marie L. Harrison,7,1
